[00:00:00.000] DET
[00:53:56.319] てとこだろういやもしかしたら2度と誰も
[00:53:59.119] この部屋に入らないかもしれ
[00:54:02.240] ない女王様の命令にリフトを改良しここに
[00:54:05.480] 物資転送装置を設置したんだ
[00:54:08.920] か物資転送装置ドラゴンナイト一族の戦い
[00:54:12.839] もえ今日で3日目戦いも激しくなってきた
[00:54:15.799] ドラゴンナイト一族目我が一族を中心と
[00:54:18.040] する我が一族を新中するつもりなのだろう
[00:54:20.520] かドラゴンナイト一族をこの塔の奥に
[00:54:22.559] 入れることは絶対に許されないこの塔は
[00:54:24.599] 部屋のドアを塔の魔法に封印しああだから
[00:54:27.640] これ5回までいけるようになるんじゃない
[00:54:29.160] のいきなり
[00:54:29.670] [音楽]
[00:54:37.400] うわこれだいぶ移動楽になった
[00:54:40.670] [音楽]
[00:54:44.240] 助かるこれ多分あれじゃないのあほら
[00:54:46.960] 456回行けるようになるんだ
[00:54:49.480] 神パチパチ神だねこれはだいぶ神だわこれ
[00:54:53.720] 456行けるようになったいや
[00:54:58.160] よしついでにまだ開かない部屋あるんねん
[00:55:01.720] ここ
[00:55:03.720] ね戻りはリターあるからそうそう
[00:55:06.960] そうそうなんか開かない部屋あったここ
[00:55:09.240] ここここ開かないんでここねてたなんか
[00:55:12.680] もうあ開かね開かないんかいあまだここは
[00:55:16.720] 開かないの
[00:55:18.680] か91
[00:55:22.200] 設えどうしよっか
[00:55:26.480] てんだっ
[00:55:26.750] [音楽]
[00:55:38.920] けえピエロユニコーン
[00:55:43.400] エウロパピエロユニコーンエルパて何回だ
[00:55:46.760] 4回だよねこれ全員4階だよな4階だねオ
[00:55:53.400] オオ4回行きますかじゃああのフェアリー
[00:55:57.760] からやってっちゃってもいいな3回ってそ
[00:56:00.520] したら3回モンスター出てこなくなるから
[00:56:02.440] フェアリーやっちゃって
[00:56:03.880] いいフェアリー行こう
[00:56:06.290] [音楽]
[00:56:17.520] や
[00:56:22.200] エエ今日のファースト
[00:56:26.520] しか出ないはずここ
[00:56:29.480] は来
[00:56:34.079] たうい
[00:56:37.319] おい
[00:56:38.880] どもそもそ
[00:56:42.970] [音楽]
[00:56:45.359] もエチだね意外とおっぱいでかいじゃん俺
[00:56:50.240] はたるこっちはバ俺たは君の味方悪ねえな
[00:56:55.119] どうして私はこんなとこにいるのそれに
[00:56:58.720] 悪くないね大体ここはどこなのかしらここ
[00:57:02.960] は魔女の塔の中つまりメサの手の中って
[00:57:06.960] [音楽]
[00:57:08.839] ことなめて
[00:57:16.559] てそう私の呪いを解いてくれベティた
[00:57:22.400] ありがとう私の名前はティ
[00:57:26.440] だか街に帰るのが怖いわなんか棒読みだな
[00:57:29.400] こいつ体どうなっているのかしら一体どう
[00:57:31.680] なってるのかしらじゃないとは思うけど
[00:57:33.559] それほどひどくないなタフな親父が多い
[00:57:36.520] からねそんなことよりサーニャの弱点か
[00:57:40.160] なんかを知らないかごめんなさい塔の中に
[00:57:44.200] 吸い込まれてから記憶が全くないの何か
[00:57:47.960] 思い出したらたるさんのところに行くわ街
[00:57:51.039] の宿屋に止まっているんでしょお宿屋来て
[00:57:53.680] くれるんだねああそうだな私街に戻ります
[00:57:58.280] これちょっとあワンチャンなんかありそう
[00:58:00.160] だんだん芸能人みたいになってきたな俺
[00:58:03.240] たちちょっとちょっと期待できるか
[00:58:13.640] もあしったやべえ
[00:58:16.559] ちょっと待ってしったMPがねあの回復し
[00:58:21.440] てくの
[00:58:22.870] [音楽]
[00:58:24.799] たねてかしょうがねMP回復しったよいや
[00:58:31.599] なワンチャンあるかもしれないななんか
[00:58:33.599] あいつエロそうだっ
[00:58:38.079] たい
[00:58:40.160] うあんまりなんかそのてかねこのゲームに
[00:58:43.520] ね正直ね強いとか弱いとかそういう概念
[00:58:47.440] ない仲間が強いかどうかなんて気にして
[00:58:50.359] ないからわから
[00:58:51.960] んそういうゲームちゃうねんフィア強いか
[00:58:56.280] 分かってない
[00:58:58.079] よく笑笑戦闘に重き置いてないからねお
[00:59:03.000] 帰り
[00:59:05.880] なさいぐらし
[00:59:08.880] からそうそうそうそうエッチかそうじゃ
[00:59:11.640] ないかどっちかでたさんよしよしよし
[00:59:15.319] じゃあちょっと行きますか
[00:59:17.079] え宿屋行き
[00:59:21.480] ましょうな
[00:59:23.760] そうおりなさい行くぞ頼むぞエチこいエチ
[00:59:29.640] こいエチこい来い
[00:59:32.039] お
[00:59:33.559] 誰ん
[00:59:37.920] 誰お帰りなさい君はえ誰マリーですえお
[00:59:45.440] 忘れですか
[00:59:47.440] えたるさんが帰ってくるまでに部屋を温め
[00:59:51.400] ておこうと思って誰そうかありがとう
[00:59:56.400] ましていいもんだなあれマリーてこの子て
[01:00:00.039] たに
[01:00:03.000] ジあれジオン夫婦みたいですね
[01:00:07.680] [音楽]
[01:00:09.680] ジオンなんで俺には縁のない話だどうして
[01:00:13.760] ですだって見通りのラだからそういうこと
[01:00:18.000] もありますさんは棒じゃありませ
[01:00:22.440] んえ嘘そんなあねまた時々遊びに来ていや
[01:00:30.280] こうして部屋を温めておきますいや
[01:00:32.520] ちょっと待って部屋だけかな部屋だけかな
[01:00:35.720] 何か部屋だけかなみだまさどういうこと
[01:00:41.960] おつ何しに来たんだ帰れ何もしないなら
[01:00:48.319] 帰れえこういうこともあん
[01:00:51.760] のたるさんえ待ってこれさもう1泊え
[01:00:55.640] ちょっとあのだめだめ嫌ないんかいいや
[01:00:59.039] なんやねんそのめっちゃ期待したのに今え
[01:01:01.839] 待ってこれさエンジェルエンジェルのたる
[01:01:05.240] さエンジェルのイベント
[01:01:10.160] はつばさな
[01:01:12.940] [拍手]
[01:01:15.079] おいもうばですこれ
[01:01:17.460] [音楽]
[01:01:18.880] はこれはもうばだ
[01:01:21.640] ねたるさんたるさんお前ちょっと爪の
[01:01:26.599] ちょっとこんばんはちょっとちょっとなん
[01:01:29.200] だってまたそ指先が汚ねえこいつ
[01:01:31.480] モンスターのが抜けなくって指先が汚ねえ
[01:01:35.799] たるさん中に入っていい笑笑えでもエロい
[01:01:40.559] 空気だなんかエなく駅あれ
[01:01:43.799] からしたんだけどメ何も思い出せなくて
[01:01:49.119] どういう服メサのやつ記憶を消している
[01:01:52.799] らしいからこれビニール袋でも被ってきた
[01:01:56.079] さんの顔を見たら塔の中のことを何か
[01:01:58.480] 思い出すんじゃないかと思ってちょっと
[01:02:00.319] エッチじゃないかそれ
[01:02:04.039] だけそれだけだったおこれでエッチきそう
[01:02:09.279] そうだよなエッチきそうそう来ると思って
[01:02:12.319] たえそねたあらあらあら待ってこれバンさ
[01:02:16.720] れない大丈夫これ待てバンされない大丈夫
[01:02:19.079] 今まで最高のあおいで
[01:02:24.839] どりティピングおっとちゃまドぷんちゃ
[01:02:28.599] ニメちゃまドぷんちゃニメちゃまおい
[01:02:36.440] 見せろたるさんどこに行くのですか配送
[01:02:40.160] 配送配送
[01:02:44.200] はあ笑笑会館会館
[01:02:49.839] 会館続きはパソコン
[01:02:52.680] 版今のがそうなんじゃなそうだな見れ
[01:02:57.640] ペリッほんまふざけおっ
[01:03:02.279] て誠に感
[01:03:08.000] です馬鹿にされてんな俺たち
[01:03:10.880] な俺たち馬鹿にされてるよなパソコン版に
[01:03:13.760] とてつもない興味を抱いています俺たち
[01:03:18.000] 馬鹿にされてると思わ
[01:03:20.680] ない私のことを忘れないでねてくれたかっ
[01:03:25.359] たで
[01:03:26.400] あ絶対に忘れないよしたで転がされてる
[01:03:30.760] 本当にでもまあまあまエチをしたという
[01:03:34.839] エチとエッチをしたという
[01:03:38.240] あの事実はできましたで私のことをやって
[01:03:43.200] ないFC2配信者になろうかなこれやり
[01:03:45.520] たいため
[01:03:47.319] にいやマジで1回超絶対tchでできねえ
[01:03:52.200] エロゲーやりてえな配信で
[01:03:54.720] な絶対Bされんだろみたいなやつおなんか
[01:03:58.160] あのDiscordとか
[01:04:00.279] で
[01:04:02.359] 生殺生殺しもいいとこだよなあと1個思っ
[01:04:06.799] た1個思ったこれエッジイベントこれあれ
[01:04:09.279] すねエッジイベントストックしておける
[01:04:12.760] ねガチでやってほしいエッチイベント
[01:04:15.880] ストックできる
[01:04:17.240] ねバおアバ
[01:04:21.880] ドーンガチでおもろいへえ
[01:04:30.440] あれ俺あれピエロも来てませおいあら
[01:04:34.680] ピエロも来てますせ
[01:04:40.559] おい見せあらいいじゃ
[01:04:43.960] ないいいじゃ
[01:04:45.960] ないじゃ
[01:04:48.079] ない大丈夫
[01:04:50.160] かなんだか変な気持ち私はをてたの
[01:04:56.359] ですうんわかりますおっぱいでかいそれと
[01:04:58.359] もまだ夢の中なの一番好きかもあなたたち
[01:05:02.839] は誰
[01:05:04.839] 悪魔それとも膝見かい俺たちは天使だ
[01:05:11.760] なすると私はモンスターだったわけ私あ
[01:05:17.640] 上品なことモンスターになっていた間の
[01:05:19.680] 記憶はないんだ
[01:05:21.920] よ覚えているのはな女のが夢に出てきて
[01:05:27.799] とっても気持ちよく
[01:05:29.319] てで気がついたらあなたたちがいたのこれ
[01:05:33.920] さも女の子
[01:05:36.160] これストックできるよね多分さっきみたい
[01:05:40.880] に私の名前はポーラフェニックスの街で
[01:05:45.640] 教師をして
[01:05:47.480] 教師そうだわ早く町に帰って神に乗ら
[01:05:51.880] なきゃ
[01:05:53.520] あああせっかちだな最近の師
[01:05:57.760] はこれさ全員解除しちゃっていいと思う
[01:06:02.599] なさっきみたいに多分連続で止まれば全部
[01:06:05.880] 見れるんじゃない
[01:06:10.559] か
[01:06:13.799] 多分はいユニコーンも行きますまとめてべ
[01:06:18.559] まとめてもうまとめて俺が抱いてやるよあ
[01:06:23.079] まだやめていいじゃないいいじゃないの
[01:06:26.520] いいじゃないの
[01:06:29.039] えダボしないで
[01:06:32.720] けユニコーンよしユニコーンよしいいやま
[01:06:38.240] どっちかっていうとこっちが乱暴されてい
[01:06:40.799] たんだ
[01:06:42.640] けど
[01:06:44.319] そんな私がモンスターだったらっ
[01:06:47.440] て今夜は俺の一本はつってなバカ野郎今夜
[01:06:52.119] は俺の1本のがついちゃうよつってバカが
[01:06:55.680] どうなってますバだれだんだん元に戻り
[01:06:59.160] つつある表面上はねでもメサにャをない
[01:07:04.170] [音楽]
[01:07:05.599] と何も思い出せない考えると頭の中が割れ
[01:07:11.079] そうにいたくなるの早く町に帰った方が
[01:07:14.359] いいんじゃないか
[01:07:16.680] ありがとうメサを倒せるようにお祈
[01:07:20.839] ます1回建ての1回って言わねえそれ
[01:07:29.799] ばろんなんだこれ止まっちゃっ
[01:07:33.880] たなんか止まっちゃった何これ止まっ
[01:07:37.200] ちゃった止まっちゃったんですけどえ
[01:07:40.680] 何これ止まって
[01:07:43.279] えわああそういうことかびっくりしたわれ
[01:07:46.720] じゃねえふざけんなどドジキじゃど実機
[01:07:51.000] あとエウロパだなエウロパエウロパをここ
[01:07:54.160] で解放しましょうや
[01:07:57.750] [音楽]
[01:08:02.760] オあれこれあれだよなこれでもう4回
[01:08:07.130] [音楽]
[01:08:12.440] 制覇
[01:08:14.000] 私今まで
[01:08:18.080] あかい可愛くね下
[01:08:24.149] [音楽]
[01:08:25.799] 手を抜くの
[01:08:26.649] [笑い]
[01:08:28.880] よ可愛いねあ
[01:08:32.880] 早よし帰ろよし笑顔で
[01:08:40.440] 帰ろう笑顔で帰ろう笑顔で帰ろうだな帰ろ
[01:08:45.560] よし3連続エッチたるさん3連続エッチ4
[01:08:49.400] 回は当たり多いな乾く暇がね凱旋凱旋
[01:08:55.560] を振って帰ってきましたさ酒場の主人の
[01:09:00.440] 主人出てってもらっていいかここから今日
[01:09:03.000] から今日からここはお帰りなさいヤリ部屋
[01:09:05.719] になる俺
[01:09:06.470] [音楽]
[01:09:09.560] の来るぞあらいいじゃない誰だっけこの
[01:09:15.880] BGいいじゃないさん
[01:09:19.839] ポラ誰だっけはピエロピエロ
[01:09:24.359] ピエロピポーラですわピエロピエロだ今日
[01:09:28.719] は大事な用事でこちらにお邪魔しました
[01:09:31.040] なんです
[01:09:32.400] か大事な用事ってエチなことですか何か
[01:09:36.199] 勘違いしていませんかフラチナえフラチな
[01:09:39.000] ことじゃないですか助けていただいたお礼
[01:09:41.319] を改めて申し上げに来ただけですもうなさ
[01:09:44.520] そうあのね敬語の時点でないと思うなんだ
[01:09:47.279] とはな俺に対して敬語使ってる時点でない
[01:09:49.480] いや失礼ですここのところを持てまくって
[01:09:52.239] いた
[01:09:53.440] からたるさん
[01:09:55.840] なんとか残りの女の子たちも助けて
[01:09:58.159] くださいわっとるわ私はたるさんの無事と
[01:10:02.440] その強烈な煩悩が消えますように神に祈り
[01:10:05.960] 続けますわ何を言うとんねそんな煩悩ない
[01:10:09.080] でこいつ全然エッチせんもんこんなあもう
[01:10:13.159] こんな末然食わのは男の恥だろうが
[01:10:18.400] よたるさんもう1回もう1回もう1回も
[01:10:22.040] もうもう1回もう1回もう回ももう1回
[01:10:23.840] もう1回はいもう1回も
[01:10:26.360] おちりやがってよたるはいもう1回もう1
[01:10:29.719] 回もう1回もう1回たに任せられませんけ
[01:10:33.920] 行けけけけだけるあいいじゃないこれ誰
[01:10:41.080] ユニコーンこんばんはどうもこんばんはい
[01:10:44.520] なこんな時間にどうしたんだい長老さんが
[01:10:48.640] 来てちゃんと礼をしてこいだろ礼過去意味
[01:10:53.000] なでもに言われからじゃなくてたるさんに
[01:10:57.080] 会いたかったからだってたるさんって
[01:11:00.159] すごい人気なんだもの中の女の子があなた
[01:11:03.920] のことを話してるわあそうなんだどうせろ
[01:11:06.440] な話じゃないだろうそんなことないわよ
[01:11:09.760] うまいかしらとかうん大きいそうねとか
[01:11:13.040] 長いわ
[01:11:14.400] よどいうことだからけさきあけさがね人間
[01:11:20.120] としての器が大きいし足が長いってこと
[01:11:23.760] じゃないですかあそういうことこんな
[01:11:26.000] なんか全部違うような気がするたるさんて
[01:11:29.320] 持てるのねらさんこんばんはでもたるさん
[01:11:31.880] 自身はどんな子が好みなの俺はそうだ
[01:11:36.760] なっていないは好だけや着飾ってい
[01:11:42.239] ないあえ明りが消えたぞあら停電かってあ
[01:11:48.199] まこの時代に電気はないかこの時代に電気
[01:11:50.760] はないかて言う何も見えんぞたるさん
[01:11:53.560] ちょっと待っててえんですか明りを持って
[01:11:56.120] くるからえ何何何どういう展開これはい
[01:11:59.960] いやありがとうあらよしよしよしあざ
[01:12:04.000] いただきますだってさんが服を着ていない
[01:12:08.120] 子が好きだって言って食材にペーすんな
[01:12:11.960] おい食をおっぱいにっていないこ言ったん
[01:12:16.719] だなんてこととしたらあ大変やだどうし
[01:12:23.239] ほらだからて明りを消すんじゃない
[01:12:25.840] せっかくなのに
[01:12:29.440] くく
[01:12:36.320] ありがとうこういうのでいいんすよせめて
[01:12:39.560] こんくらいはしてくんなきゃ困るわけよ
[01:12:41.920] ありがとどこにですか会会そうだなせめて
[01:12:46.159] こんくらいはさせめてこんくらいはくれよ
[01:12:50.560] 毎回毎回頼むで飾ってない服起きていない
[01:12:55.639] ユニコーン来たのでもう満足ユニコーン
[01:12:57.719] 良かったですね良かったねれええ別に
[01:13:01.600] エッチしたいとかじゃないのそのエッチな
[01:13:04.040] ハプニングが起きてくれればいいただもう
[01:13:06.760] 1人いますエウロパちゃんがいますから
[01:13:08.600] さんこれもあありますよねおそらく
[01:13:12.239] ね来るぞ多分来るぞからユニコーン押しに
[01:13:15.719] なりますあ来
[01:13:17.199] たちょっと押さかなまだ
[01:13:21.480] なたるさんお帰りなさいちょっと
[01:13:26.000] 幼いかなええっとめいちゃんだったっけ君
[01:13:30.560] が戻ってきて武器屋の親父も安心していた
[01:13:33.360] だろうちょっと早いかうんそれでね
[01:13:36.400] お父さんが礼の印にこの盾を持っていけっ
[01:13:39.199] てさすがにアウトそれは幻の兵家の盾じゃ
[01:13:43.719] ないか兵家の盾それを俺にくれるまはずは
[01:13:47.719] ないなあの化親父がうんでもめちゃん救出
[01:13:52.440] 特化で超大幅値引きですって
[01:13:55.800] 声可いけどねいや本当に安いんだったら
[01:13:59.239] 欲しいなそれさえあればサーニャだって
[01:14:02.480] あっという間に倒してみせる
[01:14:04.440] さいくらなんだたたの5000ゴールドよ
[01:14:08.000] 安いじゃん本当そりゃ安いや信じらんない
[01:14:11.920] ぐらい安いぜでしょでもその代わり人気が
[01:14:16.199] なくて在庫になっている空の剣と作りすぎ
[01:14:19.440] てっちゃっ
[01:14:22.280] てるそれで
[01:14:25.239] だってまあでも安いなどうかしらいらない
[01:14:28.920] 持って帰んなさい
[01:14:32.120] 笑
[01:14:34.120] うーん買っといてもいいと思うけどねお金
[01:14:37.600] なんか使い道ないんだ
[01:14:39.600] からいやユニコーン良かったっすねさどこ
[01:14:43.440] に行くのですかユニコーンだいぶ良かった
[01:14:46.320] ですよねそうそうああいうのでいいんだよ
[01:14:49.639] ねああいうのでいいよね生きてて良かった
[01:14:55.159] いやなんかでも俺思ったん
[01:14:57.719] よこのゲームいいなあのさ全部の女の子が
[01:15:02.159] じゃあああいう風に裸になるってなったら
[01:15:04.000] もう
[01:15:05.719] 正直ありがみてないと思うの何人かに1人
[01:15:10.159] 来るあのエロだから俺たちは興奮できる
[01:15:13.120] わけそれなこそれだよなこのだってもうそ
[01:15:16.880] したらもう今日全員おっぱい出してたら僕
[01:15:19.400] 4回見てるわけでもうそありがみなんか
[01:15:21.320] ないわけよいやいつ来るかわからないエ
[01:15:24.120] ロってのがやっぱりこう
[01:15:26.520] いいっすよ
[01:15:28.600] ねこれでいいのかもしれねえなその辺そう
[01:15:32.719] なんだよな娘が帰ってきたんだよたまん
[01:15:35.719] ねえんだよ
[01:15:37.400] なそうなんだねたるのおかげ
[01:15:45.679] よ俺はもう嬉しくて2人が揃った
[01:15:52.560] ね笑いながら泣くなよ
[01:15:56.120] お父さん恥ずかしいわあさでこれが泣かず
[01:16:00.400] にいられる
[01:16:01.639] かあんたどこの生まれだよし今日は大
[01:16:07.800] サービスだただで商品を送れるのか武器を
[01:16:12.520] 買っていいたお客様に俺のへそを見せて
[01:16:15.400] やろうマジきいなおバ帰ろソフィアさん
[01:16:19.440] 帰り
[01:16:20.600] [音楽]
[01:16:22.120] ましょう冗談だよ大サービスも冗談だ
[01:16:29.000] よよかったなたるが好きになる人ってア
[01:16:33.639] さんみたいな人違い
[01:16:37.280] ますめいちゃんたるさんまた勉強しに行っ
[01:16:41.480] てもいいあれこれさ待っ
[01:16:43.719] てあれ
[01:16:46.159] えまたた色々と教えてわからないことが
[01:16:50.040] まだまだある
[01:16:51.440] の
[01:16:53.400] はてたの
[01:16:58.520] かメイとまみ逆じゃねあれメイっ
[01:17:04.520] てめいちゃんってだってさっき金髪の
[01:17:07.199] 女の子だったよね金髪えなんか逆じゃない
[01:17:11.120] これメイトまみたるさんごめんなさいね何
[01:17:15.199] がだって塔の中ではたけるさんを殺そうと
[01:17:19.760] したんでしょだって妖精の女の子助けた
[01:17:23.000] じゃないエウロパ助けたらメイちゃんなん
[01:17:24.719] だ
[01:17:25.600] なエウロパがめいちゃんだ逆やん何ことは
[01:17:30.080] ない適当だなこのゲーム色んな
[01:17:33.040] とこ人をゾンビみたいに言うなよたさんの
[01:17:37.480] ためになることだったら私何でもしちゃう
[01:17:40.320] なんか適当なんでもていうとよく覚えてる
[01:17:43.600] ねああいうこととか金髪やっ
[01:17:46.679] たえああいうことそういうことしちゃうっ
[01:17:49.719] ていいな
[01:17:53.840] アプデほらたるを応援してる
[01:17:57.400] ぜエロ何でもしてくれるってさたるさん
[01:18:01.840] どこに行くのですかま
[01:18:04.880] とりあえず笑笑親の前親の前でそれが
[01:18:08.480] たまら
[01:18:13.199] んほんじゃ行くかもう1回トン
[01:18:19.320] なかまたのに入るのですでも
[01:18:23.760] あれに来てくれたの嬉しかったねエッチな
[01:18:27.040] ことはできなかったけど時々
[01:18:30.790] [音楽]
[01:18:32.520] ねそういうこともあんのか
[01:18:35.390] [音楽]
[01:18:39.800] ね本ヒロインとマリーかもしれ
[01:18:44.560] ないだださこ敵めっちゃ強いじゃんここ
[01:18:49.719] 行けんの
[01:18:51.880] これ敵死ぬほど強いよね6回
[01:18:57.580] [音楽]
[01:19:03.360] 前にやったマッピングするゲームと違って
[01:19:06.040] 今回はダンジョンそうなんよねオート
[01:19:08.199] マッピングはマジ楽するでしょあさん
[01:19:12.520] こんばんはなんかこのアの表情を見たら
[01:19:14.719] そんな気がしてきたじゃあこっちから
[01:19:19.260] [音楽]
[01:19:25.760] 来た敵強くなってきた
[01:19:29.159] よ
[01:19:32.280] おおレッドリザードもうこれもう
[01:19:35.719] モンスターがどうとかじゃないよねこれ
[01:19:41.159] ねすごい
[01:19:45.000] なあんま強ドラゴンて強そういやあんま
[01:19:50.719] 強く
[01:19:51.600] ないをいじめないで名前ポチなんだああ
[01:19:57.080] 可愛いかも結構このなんかちょっと
[01:19:59.520] ビヤンカあるね髪型がこうお下げというか
[01:20:02.440] ビヤンがあっていいすね下乳たまらんぜ
[01:20:06.800] おい下乳たまらんぜ女の子のダメージの
[01:20:11.639] 暗い
[01:20:13.639] 方風呂場汚
[01:20:16.320] な俺たちが汗なってモンってるというのに
[01:20:20.360] ゆっくり風に入ってるわけかの
[01:20:22.490] [音楽]
[01:20:24.800] どうしたたろお前こそいい加減進みかせ
[01:20:28.159] いい加減先に進みませんかま風呂場があっ
[01:20:31.840] たらとりあえず入るわ
[01:20:35.920] な大切なあこの大もう300年も前から
[01:20:40.040] あったのかいやこの回は新しい感じがする
[01:20:42.320] きっとメサにャが手から作ら作り直された
[01:20:44.320] フロアーじゃないか
[01:20:49.320] な
[01:20:51.360] あららいきなり来るいきなり
[01:20:56.660] [音楽]
[01:21:16.560] 乳首たう
[01:21:20.050] [音楽]
[01:21:24.800] をれて街に帰ってるというのにどうして
[01:21:27.280] 早く私をケト助けたいさでもどこにいるん
[01:21:30.280] だ目と一緒なのかケイト返上して
[01:21:36.960] くれいいですねケイトさんエロいっすねこ
[01:21:41.719] あることに出てきてねエロいねケイトおお
[01:21:46.520] 珍しく本当に下半身までモンスター
[01:21:49.040] [音楽]
[01:21:51.120] だ今回だったらいいねダメージね
[01:21:55.890] [音楽]
[01:21:57.480] やだ助けてうんあんまなんかエッチとか
[01:22:01.560] そういうことじゃないなこれなエロいとか
[01:22:04.120] そういうことじゃ
[01:22:06.850] [音楽]
[01:22:09.480] ないリビング
[01:22:12.400] ルームまるで女王の女王様みたいな生活だ
[01:22:15.400] なああそうか女王様なんだよなメサにャは
[01:22:21.840] ななんかいろんな部屋あるじゃん
[01:22:26.639] あ1匹めっちゃ強いのいるんだ
[01:22:29.239] よなんか前もいたなこんなやつ
[01:22:33.440] な前もいなかったこんな
[01:22:36.159] やつ忍者なんか前もこんなやついた気が
[01:22:39.400] する
[01:22:40.800] けどませんでしたシーフいたよ
[01:22:46.120] ねああもちょっと
[01:22:50.560] つい若干強いなあら
[01:22:55.360] エッチかもこの裸
[01:22:57.639] 方この畑方結構エッチかもいいっすね結構
[01:23:02.560] いいっすよねこのき方
[01:23:06.639] ねばい来た来た2番目の妻来
[01:23:10.480] たそうねこのこのこのちょっと畑方といい
[01:23:15.679] ねエロさ満点だねこれこれたこれたまらん
[01:23:19.520] ねたまらんねこれね
[01:23:23.410] [音楽]
[01:23:35.080] ちょっとやっぱ敵が強いねここまで来る
[01:23:38.679] と
[01:23:41.600] あ
[01:23:43.199] おしおエルフメイジだエルフメイジだ1個
[01:23:47.400] したのかいのなエルフメジ来たええやん
[01:23:50.679] パチパチパチパチええっすね
[01:23:56.560] 最高やん今日今日最高や
[01:24:00.400] なオバブルメだなやっぱもう最終回の様子
[01:24:05.679] を呈してきた
[01:24:07.610] [音楽]
[01:24:13.360] なマップ埋めさせてくれ
[01:24:17.270] [音楽]
[01:24:26.000] マジでこのゲームレベルが1上がるだけで
[01:24:28.400] 本当に全然変わるな1上がるだけで全然敵
[01:24:32.000] が弱くなっ
[01:24:33.860] [音楽]
[01:24:42.159] てくうんオオッうまったなやマップは全部
[01:24:46.480] 埋めねえとなやっぱな
[01:24:50.620] [音楽]
[01:24:54.719] こいつめっちゃ強そうなんだけど全然強く
[01:24:58.120] [音楽]
[01:25:00.520] ね許していい
[01:25:03.760] ねガンガン上がるぜレベル
[01:25:07.719] がテストプレイした人は楽しかったのか
[01:25:12.119] なしてこないと
[01:25:16.400] いうただあのさなんか最初に出た1匹
[01:25:19.679] めっちゃ強えのあいつ出てこなくなっ
[01:25:23.320] たとんでもねえのいなかったなんか
[01:25:25.800] めっちゃ強え
[01:25:27.639] のやだやだ助け
[01:25:33.880] ていやあでもユニコーンエロかったななあ
[01:25:40.000] ユニコーンめっちゃ良かったよ
[01:25:43.180] [音楽]
[01:25:49.840] なでたねえ
[01:25:52.720] [音楽]
[01:25:58.960] やめて忍者もいいね忍者もいい
[01:26:04.960] ね揉ま
[01:26:07.480] せろ忍者も
[01:26:11.760] よし皆のユニコーンが立ったのか
[01:26:14.640] [音楽]
[01:26:19.080] な1本ズのかなかない忍者かなり良いよね
[01:26:25.199] お待っ
[01:26:27.119] てオバンブルメですあリザードパピーね
[01:26:32.440] だいぶ点も集まりました
[01:26:34.960] ね来たよ
[01:26:37.760] [音楽]
[01:26:39.920] これゴリゴリ集まるやんこんなオーバ
[01:26:44.480] ブルメでいいのかよ本当
[01:26:46.639] にオーバブルームでいいの本当
[01:26:49.290] [音楽]
[01:26:53.239] にあれ2階のモンスターってあと全部やっ
[01:26:56.400] たんだっけ今んとこ全部解放してってんの
[01:26:58.800] かな2終わったら速攻さんいや3はまだ
[01:27:03.480] 届いてないからないやいやそんな連続で
[01:27:05.880] やらないしかもいやあのこれであのなん
[01:27:09.400] だっけドラゴンナイト3やるのかってこと
[01:27:12.679] でしょいやそんなもんたまにしかやらない
[01:27:15.440] 連続じゃやら
[01:27:17.880] ないでもさこれ23ってやったら1も欲し
[01:27:21.400] なるよな
[01:27:23.020] [音楽]
[01:27:24.400] 発機来たおい最近お前らムムしねえかつっ
[01:27:28.119] てわないでそろそろエロゲやりたくねえ
[01:27:30.840] かって
[01:27:32.400] いうPCエジて別にこれ以外にもエチなけ
[01:27:35.440] あるしね説減っ
[01:27:38.800] たら銀河お嬢様伝説ユナとかエロゲじゃ
[01:27:42.639] ないのあれって違うのわかんない
[01:27:44.690] [音楽]
[01:27:49.199] けど持ってるよ俺銀河お嬢様伝説
[01:27:55.560] これツスやったら1も欲しいよ
[01:27:58.880] な1誰か買ってくれ3万円だ
[01:28:01.920] けどスパボあそうなんだじゃあやろねスパ
[01:28:06.199] ロボなんだじゃあできねえなあれでしょ
[01:28:08.480] あのたかコを進めるやつでしょできねえん
[01:28:12.239] だよな俺あいうゲームなタクティクス系ね
[01:28:16.040] メサ様以外は入れません鍵かかってのか
[01:28:18.560] いやドア開くようだぜもうどうもこういう
[01:28:21.000] 表示は気になるないなあ俺もとかとが
[01:28:24.199] 大嫌い
[01:28:25.239] だこれメタ的な発言だろうな多分この
[01:28:28.320] ゲーム規制されてんだろうないっぱい
[01:28:34.090] [音楽]
[01:28:35.280] なここ入る前にま入っちゃう
[01:28:40.800] かおいおいなんだケイト
[01:28:47.400] ケイトいいねおこれも嫌いそうだなもう
[01:28:52.520] 祭りやんけ今日お祭り騒ぎだよ
[01:28:59.520] 騒ぎのッのッだよこれもう私はここにはい
[01:29:04.560] ないわ別のとにいるのケト私はここにはい
[01:29:07.920] ません私はどこにいるんだ答えてくれ私を
[01:29:10.840] 探すためには必要なものがあるのよそれは
[01:29:13.040] あなた方がそれがなんだかを知ってるはず
[01:29:16.199] なんだ
[01:29:19.719] それもらないぜあ消えないでくれ
[01:29:25.159] だいぶ
[01:29:26.800] ケイティケイティだいぶいい
[01:29:30.280] ぞどうか行かない
[01:29:35.360] [音楽]
[01:29:36.920] でどかけない
