[00:00:05.759] ういお
[00:49:02.200] がらせるんじゃないよいい
[00:49:07.960] だちょっと最初のボス行きてえなでもこれ
[00:49:11.000] パーティー変わっちゃったんだよ
[00:49:12.680] な最初のパーティ獲物多い獲物が
[00:49:16.720] 多いお前今日からたち
[00:49:19.720] [音楽]
[00:49:21.400] の
[00:49:22.820] [笑い]
[00:49:25.720] 怖いあんま怖がらせん
[00:49:28.640] なそうPC版
[00:49:31.260] [音楽]
[00:49:36.440] だけチストパリは今マジ怖がってる
[00:49:41.440] ルルルルル怖がています
[00:49:44.839] ルルほんまに気持ち悪いオタがめあの子を
[00:49:49.960] 囲ん
[00:49:52.200] であいい曲
[00:49:56.920] ああいい曲だな愉快愉快笑笑曲じゃん曲や
[00:50:02.440] 今の
[00:50:04.839] あちゃそり怖がてるマジででも足にはもう
[00:50:14.440] ねはまっ
[00:50:19.960] てるおついで
[00:50:22.520] ランランランおついでランランラン
[00:50:26.760] おそれめっちゃ良くねえかお手ないで
[00:50:29.839] ランランランめっちゃいいじゃん
[00:50:32.200] それおめちゃくちゃいい火出た
[00:50:36.280] めちゃくちゃいい歌詞だこれれ
[00:50:40.480] 太陽あこれなスライムが弱えんだよなこれ
[00:50:44.400] ね弱いやつばっか狙ってくんの敵もだから
[00:50:47.799] スライムが弱いからレベル上がんねえんだ
[00:50:49.720] よスライムがな前回俺スライムのレベル
[00:50:52.119] 上げてめっちゃ苦労した死んじゃうよね
[00:50:53.680] これで
[00:50:54.599] ねそうなんよへお
[00:50:58.720] 待
[00:51:04.280] ラお手ないで
[00:51:07.720] ランランランいい曲だなできました
[00:51:14.400] これよし
[00:51:16.359] 帰ろよし
[00:51:18.559] 帰ろ早くボス戦行きてえな我が魔族の代表
[00:51:23.280] 者たちをの代表者ぞ戻ってきたもう声優も
[00:51:27.480] たまらんしかしまだ道のりは険しいぞ
[00:51:31.960] 険しいぞ我々にはこのようなことしができ
[00:51:35.720] ないが飛ばせ早く頑張ってくれ飛ばせなく
[00:51:38.720] なっちゃったなんかもうわかん
[00:51:40.680] ないちょっとボス戦行きたく
[00:51:43.319] ねまだ早いか
[00:51:45.839] なまだ早いかまあのそりゃ不安だなまだ
[00:51:52.319] まだまだだって10歩ぐらいの往復しか見
[00:51:55.119] てないもんチソ
[00:51:57.119] まだここしか見てないもこれ茶色の大地夏
[00:52:00.000] のせいで今の
[00:52:03.440] ちゃん夏よりはいいゲームですこれは保証
[00:52:06.359] し
[00:52:08.599] ますでもこのゲーム本当にねカルトな人気
[00:52:11.640] がすごいあるゲーム
[00:52:14.079] ねもう30年前40年前くらのゲームのさ
[00:52:17.920] レコードがさ6月に新発売されんだすごく
[00:52:21.319] ないめちゃくちゃ楽しみだわ
[00:52:24.420] [音楽]
[00:52:27.200] ちょっと待ってもうこれ毒食らってたら
[00:52:29.079] ボス行きたくねえんだ
[00:52:31.200] よだ戦ってればお金も溜まってくるから
[00:52:34.440] 武器とかも変えるようになってハーに植さ
[00:52:37.440] れ私はまだBGMしか知らないストーリー
[00:52:41.200] もねなかなか面白いんだよなかなか面白い
[00:52:44.720] の
[00:52:46.290] [音楽]
[00:52:51.000] よよしよし
[00:52:54.240] よしどうもどうもどうもどうすっかなこの
[00:52:57.599] パーティーじゃきついんだよ
[00:53:00.839] ねストーリーすむの死ぬほど遅いけど普
[00:53:04.760] めちゃくちゃ遅い本当にそうの全です
[00:53:08.599] ダンジョンとかもバカなげえのなどいつ
[00:53:12.040] までやんだよこ
[00:53:14.440] れっていうクリアしてえこのゲームもう
[00:53:16.880] 悪いけどちょっとクリアさせてもらうわ
[00:53:18.920] もしかしたら本当にねあのタピ以外にも
[00:53:21.720] このゲームなんやねんとこのゲームもしか
[00:53:23.319] したら前回俺がやってんの嫌いで見てない
[00:53:25.000] 人もいかもしんないけどちょっとも俺この
[00:53:27.160] ゲームやりてえからやるわもう俺が決めた
[00:53:29.160] も気になんでクリア見てんだよ俺
[00:53:33.190] [音楽]
[00:53:36.040] これ毒食らうのやだな魔女キースって誰が
[00:53:39.880] 覚える
[00:53:40.799] の覚え誰が覚えるとかわかんねえんだよな
[00:53:43.880] これな誰が覚えるとかわかんねえんだよ
[00:53:48.839] これボス行ってみかこれ1回セーブして
[00:53:51.640] レベルレベル2じゃ無理かで
[00:53:54.520] も1回行見てみ
[00:53:57.799] セーブし
[00:53:58.580] [音楽]
[00:53:59.600] [拍手]
[00:53:59.760] [音楽]
[00:54:02.559] てセーブして行ってみっ
[00:54:08.960] か
[00:54:11.400] 夏いや死んでもレベル上げあの大丈夫あの
[00:54:14.520] セーブしてるから1回やって
[00:54:18.680] みるあなかったんだなんやここあも
[00:54:22.760] いきなりボスです
[00:54:26.520] いきなりポイズンはきついっす
[00:54:29.480] よこれ
[00:54:32.599] たたタラて
[00:54:36.990] [音楽]
[00:54:38.960] 何
[00:54:44.400] タラ戦もBGM一緒やのおもろいよな眠り
[00:54:49.280] はいあ眠りありがとうあじゃあ眠らせて
[00:54:54.559] メイヤは
[00:54:57.200] 覚えてねえだろこんなわかなんでゲーム内
[00:55:00.720] で説明してくんねんだよこれはマジでそう
[00:55:03.720] したらもっと神だった麻痺麻痺ねメイヤ
[00:55:08.079] 麻痺ね眠らせて麻痺してもう動けなくし
[00:55:10.200] ちゃえばいいじゃんヌーバ
[00:55:12.720] は全部くよ全部聞くよヌーバはじゃあ
[00:55:18.760] ヌーバヌーバなんだよヌ
[00:55:23.000] [音楽]
[00:55:27.530] [拍手]
[00:55:32.920] 攻撃当にくさあヌーバあれだ透明になるの
[00:55:36.079] か透明になるやつだはいはいはいはいはい
[00:55:39.119] はい
[00:55:40.559] はいでかピドデカはデカ
[00:55:46.960] はデカはどれだデカ
[00:55:52.410] [音楽]
[00:55:54.000] はbdmよき
[00:55:58.039] あ沈黙ねありがとうそうなチ合ってる合っ
[00:56:01.319] てるあのあごめんごめんここに乗っけて
[00:56:03.440] くれてるのかありがたい
[00:56:06.319] 笑笑あのねチャズねそうみんな俺がこう
[00:56:09.119] やってあの説明書とか読んでる時はあ
[00:56:10.920] BGMいいなって言ってれば
[00:56:13.160] 暇てあげてねあでもこれあれだなPC
[00:56:16.480] エンジン版じゃねえんだなまあでも一緒か
[00:56:19.839] ま一特殊能力でガンガン食てこれワン
[00:56:23.920] チャン勝てると思うけどね
[00:56:26.720] わかっ
[00:56:28.720] た魔法で俺魔法レベル上げたいから魔法
[00:56:31.480] ガンガン使う
[00:56:32.799] わ名前若違うけどまそうだねそうだよねあ
[00:56:38.799] おねこんばんはおこんばんはおもこの
[00:56:40.640] ゲーム知らねえもんなそうだよな今日は
[00:56:44.680] ですね僕がね去年のね12月11月とかに
[00:56:48.799] かけてずっとやってたゲームをえちょっと
[00:56:52.359] バグでできなくなってしまってね途中で
[00:56:53.960] 終わっちゃったんでまた最初からやって
[00:56:55.240] ますラストハルマゲドンていうゲーム
[00:56:58.799] を最初から聞いて
[00:57:00.710] [音楽]
[00:57:07.520] ほしいなかさ動けなくするとか麻痺させる
[00:57:11.000] とか体を硬直させるとか大体一緒なのよ
[00:57:15.760] 大体一緒なん
[00:57:17.770] [音楽]
[00:57:22.319] よライトニングあろ
[00:57:25.160] よワンチャン勝てんじゃね
[00:57:27.720] かえっとなるほど上位かフェイド
[00:57:32.079] アウトおててついでラこんばんはおち
[00:57:37.119] こんばんはいや久しぶりやんめちゃくちゃ
[00:57:39.520] 久しぶり元気お
[00:57:41.839] 疲れお疲れ
[00:57:44.119] ちゃんお久しぶりです
[00:57:47.920] ねうちのリスナーも誰だプチてて思って俺
[00:57:52.640] がYouTubeのYouTubeから
[00:57:55.640] あの
[00:57:57.039] なの頃のあれだから見てくれてる久しぶり
[00:58:00.799] やんお
[00:58:04.880] ちゃんおも怖がってるじゃねえ
[00:58:07.680] かおも怖がってらもしかしたら俺た
[00:58:11.200] めちゃくちゃ気持ち悪いかもしんねえな今
[00:58:12.799] な俺たちが麻痺してんのかもしんねなんか
[00:58:16.480] 今
[00:58:19.200] あの怖いよ
[00:58:22.240] てるがと思うのなら
[00:58:26.240] MPあMP任せてみてP8600さん怖い
[00:58:32.680] もしかしたら俺たちの大丈夫だよ怖くない
[00:58:35.599] よみや俺たちがやずれてんのかもしんね
[00:58:40.680] ティッシュ大丈夫あ全然勝てる
[00:58:45.079] じゃん全然勝てる
[00:58:49.500] [音楽]
[00:58:53.599] じゃん全然勝てますねはいIDカード
[00:58:56.960] パーツAをゲットしまし
[00:58:58.680] たこれを確か集めてなんかアと行くんだよ
[00:59:02.480] な確かなおピンお久しぶりやんけ久しぶり
[00:59:07.319] じゃん元気ですか我が魔族の代表者たちよ
[00:59:13.039] よくぞ戻ってこれシフト早く変わんねえか
[00:59:15.520] な俺ヒル金のやつらのが好きなんだよな
[00:59:19.000] 早くシフト変わんねえかなえだったらもう
[00:59:22.880] さだったらもうさ他んとこも行ってみるか
[00:59:26.640] ののとも行ってる
[00:59:29.720] かレベル上げはまなんかまでもまいつでも
[00:59:34.039] できるから
[00:59:34.680] [音楽]
[00:59:38.079] なそうなんです曲がいいんですよまや
[00:59:41.359] ストーリーもいいんですえどうしようかな
[00:59:44.039] でやっレベル上げなんだ難しいなら
[00:59:49.050] [音楽]
[00:59:56.440] 音楽しか褒めることがないから
[00:59:59.200] まだアンラさん知っ
[01:00:02.160] てる楽さんこれ知ってるラスト
[01:00:07.890] [音楽]
[01:00:09.799] 負け知ってる楽さんこれこれ前俺去年やっ
[01:00:13.520] たんだけどバグで進めなくなってさまた
[01:00:15.160] 始め始めたんだよこの頃的にるなっあ
[01:00:21.240] なるほどねあそうかそう
[01:00:24.079] かすげえいいでしょ
[01:00:27.960] ゲームもいいんだおちゃんもロ
[01:00:33.039] ありがとえどうしようかなちょっと他の
[01:00:35.599] ボスも行ってみる
[01:00:39.720] か本当はを言わせてもらえばちょっと僕
[01:00:44.960] ここでレベル上げガンガンさせてほしいだ
[01:00:49.200] よ終わったらるわここねボス何回もえるん
[01:00:53.680] だけど
[01:00:56.280] ねちょっとねレベル上げガンガンしたいん
[01:01:00.000] だよねあセーブし
[01:01:03.480] たいや勝てるしょいや勝てるしょ勝てる
[01:01:06.599] 勝てる勝てる大勝てる勝て勝てる勝てる勝
[01:01:09.079] 大丈夫勝て大丈夫勝てるよげ
[01:01:14.440] ポ勝てる
[01:01:21.160] 勝てるもかしそれは出てこないそれは魔界
[01:01:24.559] やこないよ
[01:01:29.039] 笑笑出てこないか
[01:01:33.920] 笑笑いや大丈夫大丈夫勝てる勝てる
[01:01:37.710] [音楽]
[01:01:45.200] 勝てるここでレベル上げすると楽なんだま
[01:01:49.359] 確かにそう見える
[01:01:51.599] よこのボスで魔法をあえてに世界感確かに
[01:01:57.440] これでこれね魔法をこうやって魔法をね
[01:02:01.760] 全部選択するじゃん正直もう何回かけても
[01:02:04.559] 無駄なんだけどMPを使い切ると魔法の
[01:02:07.520] レベルって上がるからあのこれこういう風
[01:02:11.520] にこ連射機能ついてるんだけどこれでも
[01:02:14.119] もうMP切れるまでこうやってレベルがー
[01:02:16.119] やってそれから倒すと魔法のレベル
[01:02:18.640] めっちゃ上がんの
[01:02:21.440] ねそれやまこれを配信でやんのもなって
[01:02:25.160] いうところ若あるんだけど
[01:02:28.240] ねこうやっててもうここまで使うじゃん
[01:02:31.960] こうやってやるじゃんでこの後にもう特殊
[01:02:34.480] 能力とか
[01:02:36.200] でボコボコに倒すとあいつもうしびれてる
[01:02:39.599] から今されそうなんだよそうやんねえとさ
[01:02:43.000] あレベル上がんないんだよ
[01:02:45.039] ねまだも
[01:02:49.550] [音楽]
[01:02:51.799] これおないでラララン
[01:02:55.720] [音楽]
[01:03:01.319] 強い
[01:03:02.860] [音楽]
[01:03:05.039] 硬いねいいよ
[01:03:07.520] な俺たちがほら見てほら見て見て見て
[01:03:10.960] ガーゴイル魔力がレベル2になって攻撃力
[01:03:12.720] レベル5になった新しい攻撃能力手に入れ
[01:03:14.799] ましたやった総合レベル3
[01:03:17.599] ですいいですねほら魔力が上がるんでこれ
[01:03:20.599] 魔力が上がるんすよこれマジ魔力大事だ
[01:03:23.680] からな力大
[01:03:27.240] あマジで魔力大事なんだよこれちゃまなで
[01:03:31.240] なでちゃまなでなでちゃまなで
[01:03:34.440] なでなんかちゃ大丈夫ちゃの代表者た
[01:03:40.440] 大丈夫かななんか邪魔ちゃんとおててつぎ
[01:03:42.880] たいちゃま可愛い大ちゃま可愛いずつずつ
[01:03:49.160] と魔力情報あげて初めて覚える技もあるん
[01:03:51.839] かないやどうなんだろうなわかんねえ
[01:03:56.319] 攻撃技欲しいよね早く
[01:03:58.400] ね図鑑ねちょっとあれじゃねと験来この
[01:04:02.440] ゲームみんなに馴染むのも
[01:04:04.760] 結構大丈夫だよ確な確かにな確かに時間
[01:04:08.559] かかったよねのめっちゃいいそうそう
[01:04:11.839] そうそうさすがアラさんは知ってるよねあ
[01:04:14.760] ペテこんばんは音楽めっちゃいいよね1回
[01:04:18.200] セーブしてしょうが1回だけ引かせてやる
[01:04:20.160] よじゃあ1回だけ聞かせてやるセーブした
[01:04:22.720] なこのゲーム初めてすぐの時は
[01:04:26.559] 1回だけ聞かせてやるよめっちゃいいよな
[01:04:30.240] っめっちゃくちゃかっこわがままごめん
[01:04:33.160] いやいいよいい全然いしてロランとして
[01:04:36.640] た
[01:04:39.240] キキ最初みんなそう思ってんだよね最初
[01:04:43.400] みんなそう思ってるんすよねなんでから
[01:04:46.319] こんないいのにな笑笑ミュートしてバロし
[01:04:49.799] てたらそれ俺の配信見るって言ってねえ
[01:04:52.000] もん俺の場合配信見るって言わねえよお前
[01:04:54.799] それあこなちゃんほらほらほらほらほら
[01:04:57.640] ほらな大丈夫かってたほほらなあそして
[01:05:01.480] 毎回毎回このオープニング始まるん
[01:05:04.760] よなあの毎回毎回この15分の
[01:05:08.520] オープニングを強制視聴させられるんで
[01:05:10.200] 飛ばしますがほらなだ
[01:05:12.640] よこなちゃんみたいだからみんなこの配信
[01:05:16.160] を見てたやらはカ気この配信を見てやは
[01:05:20.200] みな今してるたみたい
[01:05:26.760] このゲームで1番かっこいい
[01:05:30.359] BGMあそう見れないすこのゲームで1番
[01:05:34.079] かっこいいBGMは戦闘局でもないしあの
[01:05:38.079] ボス戦のBGMでもないし何が一番かっこ
[01:05:40.760] いいってモンスター図鑑見てる時のBGM
[01:05:42.480] な聞いてください
[01:05:56.119] も矢印
[01:05:59.450] [拍手]
[01:06:02.740] [音楽]
[01:06:05.200] 矢印か
[01:06:10.160] 笑笑ここでしか聞けな
[01:06:13.720] いっすここでしか聞けないでこの
[01:06:17.440] BGMそうこのここここでしかけない
[01:06:26.440] ボスやんこんなん本当いい曲よなばい絶対
[01:06:31.160] 間違ってる曲をせ
[01:06:34.640] てのジでめちゃくちゃかっこいい
[01:06:42.440] でしょちゃんD配信
[01:06:45.240] で上り
[01:06:50.200] レレレはいそんな感じ
[01:06:53.839] ですそんな感じですはい続き行き
[01:06:57.880] ますこれちょっとどうしようレベル上げし
[01:07:00.839] てえなレベル上げちょっとごめんあのさ
[01:07:03.200] これさちょっとあああのさあああのさあ
[01:07:07.359] 味気がさ味気がなくなるんだけどこれ1回
[01:07:10.279] ね理想のレベル上げ見してやるかった理想
[01:07:13.559] のレベル上げはもうこれで味気ねえんだ
[01:07:16.000] けどちょっとねちょっと味気ないんだけど
[01:07:19.039] ここでもうAボタン連打連打でAボタン
[01:07:21.799] 連打でこいつを殴り続けるっていうのが
[01:07:23.760] 一番早いのね一番早いんあどってるえとね
[01:07:30.680] 魔法まず魔法のレベルが上げたいんでMP
[01:07:32.839] を使い切り
[01:07:34.319] ます1回こうやって設定するとあのなんの
[01:07:38.279] あのカーソルがねその場に記憶されるの
[01:07:44.000] よでこれ
[01:07:46.359] でこれでMPがなくなる
[01:07:49.240] までましたねMましたMなくなりました
[01:07:52.520] から特殊力
[01:07:56.799] だ何回あもう力できるじゃないですかあ力
[01:08:01.760] もう俺特の前にしてるよこさんせやこさん
[01:08:08.440] せやこれが一番早いんだなくなただただ
[01:08:12.960] ただこれを配信で流し続けるのはさすが
[01:08:16.960] にさすが
[01:08:19.199] に早いっしょめちゃくちゃお見たて
[01:08:22.960] めっちゃレベル早いんだよこれのちゃ
[01:08:24.920] たまらん
[01:08:26.759] マジ久しぶりだそれなやるんでしょこれは
[01:08:31.679] どう
[01:08:32.600] すちょっとけないよてついでくださいよ
[01:08:38.000] いいこと言うそういうこと言っちゃう
[01:08:40.560] 面白い話なんだろう
[01:08:44.000] な面白い話えまだ我慢
[01:08:48.719] しよ雑談してた前はだって前はだって俺
[01:08:52.400] ここにおし乗っけて手離してこうやって
[01:08:54.520] 雑談してたもんあれでずっとレベル上し
[01:08:56.520] ながらこうやってあだよ
[01:08:58.950] [音楽]
[01:09:00.040] な前はもうそのその境地まで行ってた
[01:09:03.719] もん前はな我が魔族の代表さすがにでも
[01:09:10.159] よそんなことしてたん
[01:09:13.199] か夜中なだってだって俺だってその状態で
[01:09:17.199] Aボタンで面白けてコンビニ行った
[01:09:20.080] もんコンビニ行ったもんコンビニ行って
[01:09:23.120] くるわ見てて
[01:09:26.000] に勝手に合しちゃって帰ってきたら
[01:09:28.000] モンスター全然わわかんなかったんだこれ
[01:09:29.600] 誰だこれトイレ行ってる間に化したんだ
[01:09:33.880] そうそうトイレじゃないコンビニコンビニ
[01:09:36.480] コンビニ行ってくるわコンビニ行ってる間
[01:09:38.239] に進化ったあれそうなのか笑笑ついな
[01:09:42.239] こんなやらい
[01:09:42.950] [音楽]
[01:09:45.799] たる
[01:09:47.359] 確て
[01:09:50.759] がるえ接近攻撃
[01:09:55.520] 後でクリップ見て
[01:09:57.199] こよ
[01:09:58.200] [音楽]
[01:10:00.560] 本魔法もガンガン使ってきたいなあちょ
[01:10:04.239] ごめんあごめんあごめあれだごめん
[01:10:06.960] ちょっとあれだ
[01:10:08.640] あのあの表示速度戻すの忘れちゃった倒し
[01:10:11.600] ちゃうわ倒しちゃって
[01:10:15.520] いい早い
[01:10:17.770] [音楽]
[01:10:20.800] 早いよしじゃちょっと待って
[01:10:24.320] えっとさすがにちょっと配信中はこれあけ
[01:10:27.560] ないよ
[01:10:31.120] なちいいよって思ってるかもなみんな
[01:10:36.400] なダンジョンとかこれどうすっかななんか
[01:10:39.120] 最初がっつりレベル上げてから進めようか
[01:10:40.800] なと思ったけど普通にやろっかな魔法とか
[01:10:43.199] ちゃんと使いながら
[01:10:45.320] さやっぱレベル上げがこれ
[01:10:49.120] なも知らない
[01:10:51.719] 物語いいタイトルだな
[01:10:55.640] いいタイトル
[01:10:57.280] だ君の知らない物語いいタイトル魔族の
[01:11:01.199] 代表それがそれがあれなあん時のクリップ
[01:11:03.480] な1回見ていいせや
[01:11:07.679] あうわ出たサルバのハ来ました
[01:11:15.080] [音楽]
[01:11:28.960] これがどんどんなくなっちゃうんだよ
[01:11:36.159] なもうこれパーティーが多くまたからだ
[01:11:41.040] また1から
[01:11:43.320] だまた1から
[01:11:47.679] だザホムってんだザム
[01:11:50.679] はって
[01:11:53.960] 何誰
[01:11:56.159] ムジム顔あ自動やっちゃったもこれはなで
[01:12:02.239] もしょうがないねんな最初は本当最初は
[01:12:04.360] しょうがないオオオええわ楽でいいやザム
[01:12:09.679] 石化ね
[01:12:10.960] [音楽]
[01:12:12.360] オまずレベル1のやつらもこれレベル
[01:12:15.080] ガンガン上げねえとなレベルガガン上げ
[01:12:17.239] ねえとたこれレベル上がった時のさレベル
[01:12:20.600] 上がった時のなんあれいいよねなんかこの
[01:12:24.159] 実感レベル上がった時のあいいね下ってる
[01:12:28.280] ねっていうのがすぎて笑いちゃっ
[01:12:32.080] たちゃうねちゃうなこれなお猫なゲーム内
[01:12:36.040] に魔法って出てくるじゃん魔法の説明一切
[01:12:39.600] ないのよあの分による説明が0だから何が
[01:12:43.400] なんだか分からん
[01:12:45.639] のザホームってなんだ
[01:12:48.480] よああいいねガンガンレベル上がる
[01:12:51.840] ねスフィンクス嫌なので帰りますなんで
[01:12:56.639] らん
[01:12:57.800] のってもわかん
[01:13:00.040] ないしてる撃ってもわからんえ何が起きた
[01:13:05.440] の
[01:13:06.080] これ撃ってもわからん説明書に書いてんだ
[01:13:10.400] よ説しか書いてないこのゲームも中古で
[01:13:15.080] 買う時は取説なしは本当に地獄なん
[01:13:18.679] でおガッマイおるや
[01:13:21.960] んガッマイオがいます皆さん俺が一番名前
[01:13:26.280] 好きなやつガッド
[01:13:28.960] マイオ名前がいいあそうなんだよ
[01:13:33.000] なガッドマオさんがいるじゃないです
[01:13:36.950] [音楽]
[01:13:38.920] かシェルシェルってさすがにこれはこれは
[01:13:41.800] ささすがに防御力アップだなシェルって
[01:13:44.120] 違ったっけ未来は知りたいのしかも
[01:13:49.480] シェルあシルは防御力じゃねえHP回復だ
[01:13:53.960] 150超えてる
[01:13:55.960] [音楽]
[01:13:58.080] シェルはHP回復だったあ間に合わねえ
[01:14:03.210] [音楽]
[01:14:09.840] かい
[01:14:13.040] でいいゲームなん
[01:14:16.719] よチソは脱落か
[01:14:21.590] [音楽]
[01:14:24.040] なかまあまあまあまあそのうち大丈夫
[01:14:26.520] でしょ慣れてくるでしょ彼女
[01:14:28.560] もい
[01:14:30.239] たいましたいやごめんあのごめんマジで
[01:14:33.600] あのちゃんと気にすんなよ気にすんなよ気
[01:14:35.960] にすん全然あのネタで言ってるだけだ
[01:14:39.440] からなあ
[01:14:42.000] な俺がやりてゲームやんだでもそれはもう
[01:14:45.400] 俺が決めたことな最初そうだったから笑
[01:14:49.080] そんなかみんなのその大丈夫だよが怖いん
[01:14:52.280] だよ
[01:14:55.719] ちょっとずつ体にならしてて
[01:14:58.290] [音楽]
[01:15:03.080] くれなんかすロドがすごい向この壁に
[01:15:07.320] [笑い]
[01:15:08.650] [音楽]
[01:15:11.639] 宇魔法の数死んでる死んでる死んでる死ん
[01:15:14.920] でる死んでるスピ裏のやめろやめろ
[01:15:19.040] やめろ気にすんだ気にすんだあれどこだっ
[01:15:22.199] けお家邪魔は理解してないから
[01:15:25.639] お家
[01:15:26.560] どこお家どこ
[01:15:29.790] [音楽]
[01:15:32.040] ススとかじゃねおうち
[01:15:37.920] どこ
[01:15:40.800] あらアレルギーなん
[01:15:45.159] よこし
[01:15:48.159] のわかんなくなっちゃっ
[01:15:50.639] たの迷のおが分からん
[01:15:56.680] [音楽]
[01:16:08.120] ま最初はしょうがねえよなこのレベル上げ
[01:16:11.360] 確かにあれだ
[01:16:13.120] もんゴーレムのこの姿さ股間にモザイク
[01:16:17.320] 貼ってるみたいじゃね股に黒いモザイクが
[01:16:20.320] のリスナー特殊な訓練を受けています
[01:16:25.159] 1回帰る1回帰っ
[01:16:27.159] てまずあのさっきのボス戦みたいのが4匹
[01:16:30.440] いるからあれちょっと今日倒しちゃうか
[01:16:34.660] [音楽]
[01:16:35.880] なこれドラゴンがめっちゃ強んだよ確か
[01:16:39.960] これこれ
[01:16:40.790] [音楽]
[01:16:42.920] これ習うより慣れろ
[01:16:47.960] でえどうすっかな新しいダンジョン行こう
[01:16:52.880] かな
[01:16:56.440] プププこのだって獲物がいたぜってのは
[01:16:59.159] 良く
[01:17:00.400] ない獲物がいたぜってまずよくないね
[01:17:04.520] 1万円払ったら訓練免ですどういうこと
[01:17:08.760] やなチャスピな獲物がいたぜの代表者た
[01:17:14.520] もうなざしでなお猫どうもなお猫どう私が
[01:17:18.480] 許可しますハ1万円分買ってきますどうも
[01:17:25.280] いいよな言わされてます獲物がいたぜって
[01:17:29.480] のがもうこっちが軽川なんだぞって
[01:17:33.000] スタンスなわけですよねおなそうだ
[01:17:38.639] なそうだろ
[01:17:40.920] うんあくまでこっちが軽川今までのRPG
[01:17:44.639] はどうですかスライムがスライムに襲われ
[01:17:47.159] たとかさソを感じてるよ人間と一緒よな猫
[01:17:54.080] いいよな
[01:17:56.010] [音楽]
[01:18:01.760] 厄介すぎるけ
[01:18:07.440] がましいあまでもやっぱゲームは調
[01:18:14.520] [音楽]
[01:18:20.920] だんをに囲われてる猫もアウだろこれマジ
[01:18:26.760] でプラットフォームな職場
[01:18:29.719] ですやめさせてくれねえぞなかなか
[01:18:32.870] [音楽]
[01:18:35.480] ブラックかなこのゲームのBGMやシステ
[01:18:39.239] ムってさ
[01:18:44.400] 邪俺もアムに誘れたこと
[01:18:48.199] あっアムに昔誘われたことがあっては子の
[01:18:51.480] 家族とバーベキューだよ最悪だするように
[01:18:55.440] 設定されてるんだよね
[01:18:58.600] 笑笑あのさちょっと知ってるこのゲームの
[01:19:02.719] このBGMってこれは本当に医学的に
[01:19:07.320] あの実証されててストレスが顔はするんだ
[01:19:11.320] 俺も毎晩このBGM聞いてるんだけど本当
[01:19:13.960] 寝つきが良くなったし本当
[01:19:16.320] にマジでマジでノにいいよねこれ本当に
[01:19:19.440] いやこれガチだよえマジまじマジえチスも
[01:19:23.159] もやるよね行く
[01:19:25.800] よえチソピってさ夢
[01:19:30.040] あるがべてるんだよこの怖いほ聞くか
[01:19:34.920] ニコニコにんまり俺がさアムウェイにさ昔
[01:19:38.840] 誘われた時に橋本君てさ夢あるヤクルト戦
[01:19:43.400] と同じ効果が張さ
[01:19:45.480] れ言われて夢うん夢叶えるのにさ必要な
[01:19:51.080] のってなんだかわかる時間とさお金だよね
[01:19:57.800] アウはそのどっちも考えてくれるゲームで
[01:20:01.800] アルし
[01:20:03.530] [音楽]
[01:20:09.840] てるこれだから時間とおだ
[01:20:14.560] よ難めちゃくちゃいやもうでも本当にね
[01:20:19.040] 収入あるのもっ
[01:20:23.000] [音楽]
[01:20:25.159] はパティ
[01:20:26.880] てるに
[01:20:28.639] ねもやった方がいいよ今だっ俺のお世話に
[01:20:32.000] なってる中さ紹介するしで田中電話して
[01:20:36.360] みていい橋本がにたいて言ってる
[01:20:42.280] か電話して田中さん
[01:20:45.159] にんどうしてもさんのお話聞きたいて言っ
[01:20:47.719] てるいるんすよ
[01:20:53.270] [音楽]
[01:20:54.760] 今来てくれるって良かったね橋本君ねえ
[01:20:58.440] こんなことないよまさか入るよね言われて
[01:21:02.760] マジでトイレ行くつって逃げ
[01:21:06.800] たお前ら気をつけろよマジで気をつけろよ
[01:21:10.880] 本当にあるからな
[01:21:13.159] これマジであの田中さんがマジででも気を
[01:21:18.400] つけてあるからねあのアムウェイの勧誘
[01:21:21.320] ってこういうの本当に
[01:21:25.639] あびっくりしたびびりしひを知ることは
[01:21:30.199] 大切なことであるしかしそれは強者にのみ
[01:21:32.800] 許されたことだだからこれは要はヒント
[01:21:36.239] さんこんばんはあのこれヒントになってる
[01:21:37.920] わけひきを知ることは大切なこと要は広い
[01:21:41.159] 世界を歩き回ることは大事だけど強いもの
[01:21:44.199] にしかそれはできないよってことねただこ
[01:21:47.320] 最初はここでレベル上げをしろということ
[01:21:49.000] ですよ要はあさんこんばんはアムの俺が
[01:21:52.719] アムに勧誘されたの話な
[01:21:55.740] [音楽]
[01:22:00.880] 忙しい処
[01:22:06.590] [音楽]
[01:22:10.180] [拍手]
[01:22:25.000] だよやつらの好きな言葉権利収入あいつら
[01:22:30.239] 権利収入って言えば言えばいいと思ってく
[01:22:33.000] から気をつけろよマジ
[01:22:38.159] で変な変な周回に連れてかれそうになった
[01:22:43.199] もんどうしてもねあてバあれだささそんな
[01:22:47.840] こと言ってたさやつもさなんか毎週俺
[01:22:50.040] パーティー開いてお金があるからさとかて
[01:22:52.040] さなんかさワゴンあるボロクソのワゴン
[01:22:54.600] 乗ってんだぜお金ないやんて我が魔族の
[01:22:58.560] 代表者全然なかなってね関しては完全に黒
[01:23:02.040] よりのグレースmlmっては何mlm
[01:23:06.040] って僕もの権利収入だけで暮らしたいです
[01:23:10.600] イギリス王室みたいに何人かさわれえマジ
[01:23:14.440] で
