[00:00:12.960] ういお
[02:06:30.480] おいこれボス倒せるぞあお二方残り30分
[02:06:33.880] でございますあお二方ああとあれだねあの
[02:06:38.440] 配信画面にさあれ映してもらおう
[02:06:42.239] あの最後ねそう最後そうだ映してもらっ
[02:06:45.239] たら方
[02:06:46.800] ずちょっと
[02:06:49.079] っこいつをリアしこのをア
[02:06:52.480] してもらってスクショしてそうだねの方が
[02:06:55.360] 確実かそうだねで
[02:06:58.920] 8こいつこくない韓国製のパックか何か
[02:07:03.719] 韓国製のパックか何か
[02:07:06.719] 何の話何の話してんのだから出したんだ
[02:07:12.079] ナイスクリップです笑笑韓国性の
[02:07:18.119] パックどういうこと何それ
[02:07:21.679] 2人と全く同じとこにいるそうから
[02:07:24.440] めちゃくちゃそうだねパスワード先生は1
[02:07:26.360] 回時間になったら俺があのゲームオーバー
[02:07:29.320] になってあれしてもらおうパスワード出し
[02:07:31.599] てもらってそれ俺が写真撮るからそれを
[02:07:33.840] あれるいい勝負本っっっっダメージでかい
[02:07:38.119] なこのドラム感めっちゃ削れるね基本的に
[02:07:41.400] ロックマンてあれやもんねあの敵に触れる
[02:07:43.679] 方が痛いからねそうだねうんえあれ取りに
[02:07:48.079] 行けるあれは無理やな行くの
[02:07:52.440] あああいいま取れはするよな取れはします
[02:07:57.760] がそうなんよねそうなんだね僕と初見の僕
[02:08:01.360] と同じ行くよな1回行ってみないと1回
[02:08:04.920] 行ってみなきゃわからんからなうんだてい
[02:08:08.239] そういいかしかもあんな簡単に取れるとこ
[02:08:10.119] にあんだもなんでそれロマンを求めますよ
[02:08:13.360] そうねあれをでも本当は
[02:08:16.280] 取れるそう取れるんやけどねまあることを
[02:08:20.040] あれけど
[02:08:22.000] あんえ何これ言ったら死ぬタイプのやつ
[02:08:26.840] あ言ってますそそうっクリアあれはね
[02:08:31.280] 取れるんです本取れるんですよ
[02:08:34.360] ねうんあちゃんいらっしゃいレッドブル
[02:08:39.079] 飲むんだ翼を授けるあと18分で行けたら
[02:08:44.400] いいんやけどななんかなんだこの
[02:08:47.960] ゲーム行けたらすごいああと27分ある
[02:08:51.000] からこの上のくもさロックボ当り判定ない
[02:08:54.199] くせにダメージの当たり判あよぱ1時は
[02:08:57.199] まるまるやらせてあげたいからそうやね
[02:09:00.159] あのさすがにねお邪魔お邪魔優しいやんマ
[02:09:05.000] ゲーム俺は全然押すのはええんだけど
[02:09:07.880] みんなが大丈夫かな若あるけどえちょっと
[02:09:10.440] あのえ
[02:09:12.159] ちょっと押すのはちょっとすいませんあで
[02:09:15.119] も大丈夫あのあのこの後これ全部終わった
[02:09:17.840] 後に1時間インターバルあるんだけどそこ
[02:09:20.440] はあのそこでクッションになってるから
[02:09:22.639] これ押した
[02:09:24.040] 分あそれはそうそう多めに取ってる
[02:09:28.119] ちょっと待って今まで押しなかったや
[02:09:30.079] そんなとこえ賢いやんいやそうは絶対
[02:09:34.079] なんかあると思ったから
[02:09:35.639] ねやてまイベントごとはねあのトラブルが
[02:09:40.119] つきもやからそうなよ
[02:09:42.360] ねいいねなんなんだそれめちゃんいいよ
[02:09:45.880] それ避けるの分かってからいいようんいい
[02:09:48.159] ですね苦労してありがとうもボスだあ来た
[02:09:50.960] か倒せないあつ倒せ体力ないんかあつ
[02:09:53.559] 倒せんのか倒したれさいや倒せないのか
[02:09:57.360] なそうなんだよねやだやだや胸から逃げ
[02:10:00.960] ちゃった怖くてそうなんすよねもう回復
[02:10:04.199] 全然ないじゃん残機があるのかだいけるか
[02:10:08.599] ないやどうなん
[02:10:11.040] だろうなんでこっちはこんな苦労してささ
[02:10:14.760] さささ癖が分かったらいのとにこっちから
[02:10:19.159] 出やはそんな近づく必要もな
[02:10:22.199] どんか知ら逆に近づかん方がいいよ
[02:10:26.650] [音楽]
[02:10:28.079] ねもと回復アイテム
[02:10:30.440] くださいあパイポさんでもここでちゃんと
[02:10:33.040] 稼ぎっていう
[02:10:34.840] の
[02:10:36.719] て怖
[02:10:39.719] テソフトクリームに向かって回復アイテム
[02:10:43.400] をいただければう
[02:10:47.800] てん
[02:10:50.239] てい笑笑誰誰誰やね結構出してくれる
[02:10:55.480] ぞて実現できるかわかんないけど結構出し
[02:10:58.800] てくれ何回出るんだよ1回さロックマン
[02:11:01.599] クリアしたらその気持ち良すぎてさそうな
[02:11:04.760] んだよねあの僕ロックマン最後まで全部
[02:11:08.119] やっちゃったもん全やってためっちゃやっ
[02:11:10.199] てたよなそうあのはまりまくってさだから
[02:11:13.880] 本当にね騙されてもいいから1回全
[02:11:17.239] ステージやってほしいてるけどもか
[02:11:22.199] 値段も安い
[02:11:23.960] し本当にね青い丸い青い丸いアイテムあれ
[02:11:28.639] は武器復だねあれは武器回復あの武器のの
[02:11:32.159] エネルギーそうそうそうあの今豆で戦って
[02:11:34.599] からあんまり意味ないけど普通の特殊の
[02:11:36.920] 武器使うとどんどん減ってくんよゲージが
[02:11:39.280] それ回復されるやじゃないはあタイム
[02:11:44.000] アップの場合はそうありがとうございます
[02:11:46.960] ま
[02:11:49.159] プありがとうございますねゲのおかげで
[02:11:53.000] ちょっとあれやん痩せさで
[02:11:55.719] ちょっとね良かったやんうんうんそう時間
[02:11:59.159] をしてたからさやっぱいっぱいできるから
[02:12:02.119] ねこれよくみなコメント見
[02:12:05.159] 女ありがとね連絡見る余裕ねえ
[02:12:08.559] よタルも裏で頑張ってくれてるわ
[02:12:11.360] めちゃくちゃもこのイベントワルの
[02:12:12.679] イベントと言っても過じゃ
[02:12:15.719] ないそうやあのデスコもさワルすげえ量
[02:12:20.400] 書いてるからさ半端じゃね半端じゃねえん
[02:12:23.199] だからバロラントのスだけでもい説明
[02:12:27.239] なんてジフ動画自分で撮ってんだねほん
[02:12:29.960] まさかの笑笑笑笑笑とんでもねにワルン
[02:12:34.920] ゲームワタゲやワタゲーなんすよ今ん
[02:12:38.440] ところ何もございまゲ仕事できる系渡るゲ
[02:12:41.920] マジで仕事できるね彼はねそう俺も薬より
[02:12:45.280] が離れなくなって素晴らしいサポートもう
[02:12:47.840] 1個か殺しっかりしてるるはうそ無理じゃ
[02:12:54.320] いや2人ともこのボス行ってほしいけどな
[02:12:57.040] クリアできたらね本当に熱いんや
[02:13:00.400] けどなんか1人
[02:13:04.719] ボス熱いんやけどな
[02:13:12.800] ごいいよラムネちゃんいい
[02:13:15.840] よこれでかいねいんじゃない然なんかと
[02:13:20.159] 思ってる
[02:13:22.320] おもろいね
[02:13:23.639] こうあんまりさうちらのリスナーの人たち
[02:13:27.400] も普段ま見ない人も多いと思うんだけど今
[02:13:29.520] 出てくれてる人の中でねパイポさんとか
[02:13:31.719] 多分ほとんどみんなあのこれで知った人
[02:13:34.280] もいう面白いっていうのがわかってくれ
[02:13:37.800] エアマンじゃぜひ普通の配信にもあのこれ
[02:13:40.639] 終わったらね遊びて僕もこんなおもろいん
[02:13:43.599] や
[02:13:44.880] て白いアイテム挟むべきじゃない弁
[02:13:52.680] [音楽]
[02:13:56.040] で誰やねんあおパン今のは大パン出ました
[02:14:02.880] ね出ましたよ乾いた音でしたね乾いた音が
[02:14:07.320] 今回はボじゃボインじゃな
[02:14:11.239] たさっきの2人は本当に台を叩いた別の
[02:14:16.280] ないかたん
[02:14:21.400] だが知っていた音だった重厚なうんこう
[02:14:26.040] バンっていうさっきの多分ガ器か何楽器を
[02:14:32.199] バン
[02:14:36.079] てあかこちゃんこんばんはこんちは
[02:14:38.599] こんにちありがとうまはいごちゃんもこ遊
[02:14:42.159] 嬉しいですねうんいやもいいよいい
[02:14:46.520] よパイポにそろそろ行けそうな感じする
[02:14:50.119] けどなでもいけてたよ多分あん絶対勝つ
[02:14:54.159] これるあれどされのロックマンぐらいじゃ
[02:14:56.639] ないい感残ってるからねラムネちゃも新切
[02:14:59.679] 設計にしようよそうだからボスキ残って
[02:15:03.079] しかも残機残ってるから1回死んでも
[02:15:06.480] 満タンからまたいい感でうんワンチャン
[02:15:10.280] あると思うあるあるある全然ある頑張れ大
[02:15:13.679] パ重
[02:15:16.159] ああそこギリジャンなんよなどんな実況
[02:15:19.960] 解説に
[02:15:22.719] 台パの解説してるあの人たもし
[02:15:25.119] かにはそうだよそうだよ台パの解説だよ
[02:15:29.880] 乾いた音でしたねそうだ
[02:15:32.840] よ特に話すこともないからもう台の話しか
[02:15:37.119] してねえんだよもうやだ同じとだからじと
[02:15:40.480] ばっかりそそうやろここまで
[02:15:43.280] は次もここからトで許してくれんか当そう
[02:15:46.520] なよなパの解説2人とも同じステージだ
[02:15:49.440] からねクップ
[02:15:54.920] このはんい丸いはあれだな武器
[02:16:08.400] のるあんまりさおじさんもパしる人おらん
[02:16:12.880] からやっ
[02:16:16.760] ありの人マジでしないからね
[02:16:21.599] 実況解説すごいんだ
[02:16:25.119] ね自由実況解説言うんだろ
[02:16:29.520] これえ
[02:16:32.399] ませ教えてくれよきましたねいいねこれが
[02:16:37.639] どんだけ残ってるの残っ
[02:16:46.479] てるぬお
[02:16:51.439] あるでんなんこいつあこれこいこれここで
[02:16:55.559] 使わないでえね1回死んでからがあの
[02:16:59.439] もったいない
[02:17:02.439] からあままままままでもまままいいのい
[02:17:07.960] いいのいい俺たちのそんなねここで使わ
[02:17:12.639] ない方がいいなとかそういうのいらんのよ
[02:17:15.319] に自由にやっ
[02:17:21.240] あごめん回使っちゃったごめん間違え
[02:17:24.319] ちゃったしかもアイテム2号で戦おうとし
[02:17:29.200] てるこまで
[02:17:36.080] た当たり
[02:17:38.370] [笑い]
[02:17:46.399] 当たりアイテムで
[02:17:51.599] 可愛いなかい当たるわけないんよちょっ声
[02:17:55.840] が出ない
[02:17:57.399] よ当たるわけないんです
[02:18:00.760] よアイテム2号は乗り物なん
[02:18:05.040] でこう引きとしてる
[02:18:10.240] のあでも気を取り直しまだ2機あります
[02:18:17.280] からかいワンンあるワンあるワっあけへん
[02:18:22.319] やの準備けた暴走族ラムネさんワ暴族ラネ
[02:18:28.399] 暴族
[02:18:31.080] ラムネバイクでバイクで行こうとするから
[02:18:34.880] ああこれいかあったら行けてた
[02:18:37.840] ない惜しかった惜しおパボさんも行って
[02:18:42.200] ますねおおちょあでもめちゃくちゃいい
[02:18:45.200] 勝負いい勝負ほちょっと待って待って待っ
[02:18:47.359] 惜し
[02:18:48.760] ふちもっあのここの敵はねゴリラになる
[02:18:53.719] よりあいいよあこれパポさん行くんです
[02:18:56.479] これ行くなこれ多分ないかあるもん
[02:18:59.240] むちゃくちゃじゃないこいつやることこれ
[02:19:00.960] でかいわい感あるぞあでもい感の存在知ら
[02:19:03.760] んのかいやさっき使って回復アイテムてい
[02:19:05.639] たあマジでらないでしあ使わんかあこれ
[02:19:09.800] でかいぞあこれ勝つんじゃんちょ使った方
[02:19:12.960] がいいんちゃかおもう引っ張るないい感じ
[02:19:16.479] ああそうか残機あるから保存してんのね
[02:19:21.040] 強く2人ともこれパポさん行くぞこれポ
[02:19:24.000] さん行くなこれ行くと思うわ進んだまだ財
[02:19:28.359] 機あるからねジャンプがなうん痛いやよ
[02:19:33.200] やってるよキマで本当ありがとうござい
[02:19:35.160] ますほんまにねパワパワパパ絶対の味方も
[02:19:40.760] 分かってない模様笑い半分以下まで削っ
[02:19:44.679] たらあこれ行くねこれは行くねこれ行った
[02:19:48.280] なこれ行ったなあ使使使使使使あアイテム
[02:19:51.280] の力これ育あ行ったナイスこれはい行くわ
[02:19:54.600] これは行きますねほ逆にこったわああああ
[02:19:57.720] ああああそれはそれはえんちゃうかそれは
[02:20:00.800] ちょっとそれちょっとそれやめちょっと
[02:20:03.280] おいおいえそれはええてえって直そう
[02:20:06.120] 直そう
[02:20:07.560] 直あ
[02:20:09.600] あ
[02:20:13.560] あ誰誰
[02:20:17.080] だ終わりだああとんでもねえ終わりだ
[02:20:21.840] れ初見ですこれがこれがこれが初見です
[02:20:27.560] ちょっとちょっと色づいたな
[02:20:30.439] 素晴らしいちょっと色づいたパ勝てると
[02:20:33.520] 思ってパになっちゃいました
[02:20:36.160] ねこれが初見なも2人とも全く一緒なんだ
[02:20:39.680] よなちょっと色付きましたねこれは初見
[02:20:43.600] ですねだこれもだから多分レトロゲーム
[02:20:47.040] やってる人だったらさっきのとこでる
[02:20:50.080] じゃんたけんなみたいまあね変な武器にせ
[02:20:53.920] んやの方が良かったかそこで変な武器にし
[02:20:57.280] ちゃうんですよこれが初見なんですよいい
[02:21:00.520] エンタメだよねおいちゃんこんにちいい
[02:21:04.560] ただあと15分あってボスまで行け
[02:21:07.399] たらこれ行けるぞこれ行けるねあのもう
[02:21:10.200] わかったでしょあそこで変な武器にしちゃ
[02:21:12.800] あかんとラムネちゃんも分かったでしょ多
[02:21:15.720] これ回復てわかった回復があればといけ
[02:21:19.240] そうや次の謝罪できなくなっちゃうから
[02:21:22.399] うんあそうなの謝罪する気ではいる謝罪
[02:21:25.920] する気ではいるよいてえねんそんな謝罪と
[02:21:30.720] かええねん謝罪とかいやあのでもさ謝罪
[02:21:34.840] する気なくてもねなんかさあ全然想定より
[02:21:38.560] 進んでるから直さ急に前から振ってくる
[02:21:42.600] やつ友達おおさちゃんお疲れ今日よろしく
[02:21:44.720] ねプスがうまい人はアショうまいねやっぱ
[02:21:48.040] ねもさもこんにち勝負なんて言うかしじゃ
[02:21:51.000] ないけどあれなろうよあつもいやおもろい
[02:21:52.840] なこの
[02:21:54.840] 2人2人
[02:21:58.120] ともすでもさここまでめっちゃスムーに
[02:22:00.560] けるよになってないそうよ本そうスムに
[02:22:03.040] けるよなってる
[02:22:06.280] ありさんこんちはさん
[02:22:09.520] こんあさんいらっしゃいませ題
[02:22:13.399] はん
[02:22:19.520] 使う練習してん
[02:22:22.560] のいいですねった拾えけどあちなみに僕
[02:22:28.600] あれやからねロランドのキャラちょっと
[02:22:31.840] あれ解放しましたから
[02:22:34.840] ちょっとあけちゃんおはようよろしくね
[02:22:37.319] 今日
[02:22:39.640] はったあチャンネルさん
[02:22:42.800] 顔しけど大丈夫
[02:22:48.439] パイポのも
[02:22:51.120] とんでも
[02:22:54.000] ねえんでおあでも結果オラで回復っ
[02:22:59.120] てるこれボス行ってほしいおかしいよねて
[02:23:02.920] 話をしようとしたとやボス行ってほしい
[02:23:05.520] マジ
[02:23:06.399] でそうやねほんま
[02:23:09.479] にメタルマンやからなうんうんボス行っ
[02:23:13.479] たら次の人すごい楽すごい楽メタル
[02:23:16.399] ブレードあるとマジでステージが楽になる
[02:23:18.240] からほんまに
[02:23:26.080] してナイスいいぞ
[02:23:29.479] ナイスあるからやられて
[02:23:43.680] もるんやったら
[02:23:48.080] やるなん
[02:23:50.760] うんうまうまゾーンこれはいったね
[02:23:53.399] うまうまゾーンましこれであいつの体
[02:23:57.760] にこれ避けるふりしながらってうん避ける
[02:24:02.640] ふりしならあ使うんやああまあまあまあで
[02:24:06.399] もうまいことやれば危ねえここでなんかい
[02:24:09.560] 感取れるってことかえやって
[02:24:12.560] みるこれ体に当たった方がねあの痛いん
[02:24:15.920] ですよこれこれブレードに当たるよりね
[02:24:18.439] できないこれどうやって勝つの
[02:24:20.880] ダメージレトが違すぎる勝ったじゃないの
[02:24:23.880] さ勝ちそうやったダ違いすぎるどうやっっ
[02:24:27.600] た方がやっぱいい感のタイミングだな残機
[02:24:30.920] あるんだったら1回やられちゃってって
[02:24:33.640] ことだね純に体力2倍になるからそうそう
[02:24:36.439] そう
[02:24:37.520] そうそうずに使うのそれこりずに好きやな
[02:24:42.000] それかりないねあの可能性を
[02:24:47.800] ちょっと突き詰めてて全部避ける笑笑何を
[02:24:53.000] そんなファミコンのゲームにそんなわけの
[02:24:54.880] わからんかこいいメタルに数効かない効か
[02:24:57.240] ないねもう
[02:24:59.240] 次あのあのさは避けるのがちょっと本当
[02:25:05.399] にラムネちゃんがはい来ましたあボス来る
[02:25:09.279] ね
[02:25:12.279] これで初心者やからこその
[02:25:16.279] 面白あの弱全部
[02:25:22.880] やはり考え方がスによるのそう初見入た
[02:25:28.640] 白ていくそんなとこで死ぬやあるわ確
[02:25:34.080] にこマジ大事だなという
[02:25:37.640] 概念あいつやばがとんそうだ
[02:25:43.279] ね特に初見プレはいい感めっちゃ大事や
[02:25:46.200] からな
[02:25:48.120] ねあれいとかなダメージでかなるとかは
[02:25:52.439] あるあるあるあるあるあるん時間だ本当に
[02:25:56.600] 完全初見なんだねなんかすごい新鮮よ
[02:26:00.399] うんこれか残り10分です本当にさ冗談
[02:26:04.680] 抜きでさあちょっと待って10分まずい
[02:26:08.040] ですこのアイテム使おうとしてるよおお
[02:26:10.840] ちょっと待ってそれは賢いんちゃうかこれ
[02:26:14.040] 賢いな残り1時間10分とあ違う違うのか
[02:26:17.479] おおおすげダブレちゃん気づきですこれは
[02:26:22.800] これえいねありがとう気づきですこれはで
[02:26:25.720] 2機あるでしょこれは勝ったまいい感じ
[02:26:29.160] なきだかこれは勝ちましたねボスがボス変
[02:26:33.399] な押してる
[02:26:35.000] けどあいつ10分で
[02:26:38.120] 倒せ
[02:26:40.000] 本はく戻れない戻れないんでこれ戻さんは
[02:26:44.680] ちょっとまずいんじゃなかろうかあこれ
[02:26:47.359] これじゃ戻れから盛り上がってきたこれさ
[02:26:51.800] 1回知った方がよくないあ賢い賢いこれは
[02:26:55.560] 賢いですよあるぞ全然あかこ全然ある
[02:27:00.560] さすが暴走族ラねかこい乗り物はもうほら
[02:27:05.160] もうもう使いこなしてんだからほらこれ
[02:27:07.319] これです頭いいなさっきけたなこれメタル
[02:27:11.200] マジそれで突っ込もうとし
[02:27:13.680] てる収穫はあったねあのあ操作が収穫が
[02:27:18.560] あったこれは素晴らしいですよ絶対かった
[02:27:22.080] わこんだけつこれ素晴らしいねご頑張るえ
[02:27:25.680] 次P押せばいいごめん押いさささちなみに
[02:27:29.399] あと9分になりましたパイポさんもでも
[02:27:31.960] まだ10分あればボスまではけると思う
[02:27:34.160] よけるね待てやばいかっこいんでる人
[02:27:36.520] レベルそがいいのやばいかっこ
[02:27:39.279] いいそれ効かねかこいいガンガあ
[02:27:42.080] エネルギーなくなってることべっちゃだ
[02:27:46.760] いらし使っこれ
[02:27:49.120] これこれは効かないんよな効かへんから
[02:27:53.520] いやここで帰ってあの使ったのはでかいん
[02:27:56.960] じゃないかな効かへん
[02:27:58.319] もん
[02:28:00.000] あ運が全て味方してる感じがするちょっと
[02:28:03.960] 待ってエギがっこれは使わんでんちゃうか
[02:28:07.319] これ行けんじゃないちょ急ささあさどう
[02:28:09.520] なるでしょうかこかあちょっと早くかもあ
[02:28:13.640] から正直そうまだ機あるからねまでも感て
[02:28:18.000] いうのはそうエリサそうそうそうそう
[02:28:19.840] そうそうい感ていうのは回復やってみっか
[02:28:22.040] つってやったけどそうそうそう全回復すん
[02:28:25.120] のよ本当死ぬ寸前で使った方がお男なんだ
[02:28:27.680] よね
[02:28:29.040] うんあおいいいいいいいいいいいい次に
[02:28:33.920] 全部かけよう次に全部かけようなんか
[02:28:36.399] パットがさあのテストした時は動いてん
[02:28:39.439] けどこれは行ったでしょこれは行ったな
[02:28:42.560] これは行ったな始まってたからいっかと
[02:28:45.080] 思ってそのままちゃんと焦らずこれは行っ
[02:28:47.319] た絶対行った今ねようやく操作れ3本やで
[02:28:50.920] そうそう残り10分やけどしかもしかも
[02:28:53.800] なかなか
[02:28:54.680] なかなか削りもうまい残10分うんうん
[02:28:58.399] うんいいよこれかったねラムネさんいいよ
[02:29:02.120] はい行けるいける使おうかそろそろいける
[02:29:05.840] かさ本当に使おうかそろそろナイスナイス
[02:29:09.080] ナイスナイスいいよいいね理想的やね理想
[02:29:11.760] 的これはいい素晴らしいですねさすがに
[02:29:15.640] 勝ったわこれはうまいうまいうまい子さん
[02:29:19.279] 忘れば
[02:29:21.040] あれあのすごい声が響き渡りましたけどね
[02:29:25.439] はいパイポそうこれキーマウですからね
[02:29:28.640] これ多分やっちゃうんよねそうやねキマっ
[02:29:31.560] ていうのがねて
[02:29:34.120] やつ作っちゃうんよねさあさあささ感を
[02:29:37.880] 温存できるかおナイスましたいきましたね
[02:29:44.000] ナイス作らないはいこれはいいね
[02:29:51.800] これはいいですよメタルブレード来たね
[02:29:54.319] パチパチパチこれはでかいよなあのロック
[02:29:58.680] マンの中で本当に有名なチート武器なんで
[02:30:02.840] 素晴らしいですこれ
[02:30:04.800] はこれはでかいすよパスワードをちょっと
[02:30:07.840] 見せてもらった方がいかこ見せてもらっ
[02:30:10.000] ちゃかそう1個使っちゃってごめんねラネ
[02:30:14.279] ちゃんちょっとちゃんおめでとうラムネ
[02:30:16.160] ちゃんあのさあの1回
[02:30:18.960] ちょっとおめでとうしてないあのパスワー
[02:30:22.920] ドドって見せてもらパスワードはい
[02:30:24.439] パスワードはいハリボテマおめでとうは
[02:30:27.000] 倒してないおめでとうて言ちゃだめかバポ
[02:30:29.880] さんが気づいたお倒して
[02:30:35.000] ない
[02:30:36.520] やばいやばいラレちゃんありがとう大丈夫
[02:30:38.880] だよさんお願いしますめで
[02:30:55.080] ちょっとかわいそうやなありがと頑張れ
[02:30:58.359] パイポパイポも
[02:31:00.439] 頑張れゲーミングかぐさんもありがとうめ
[02:31:04.120] パイポ
[02:31:05.200] 頑張れこれは頑張ってほしパイポ頑張れよ
[02:31:08.399] 行けるぞパイポ違違違見せば見せば見せば
[02:31:11.880] よここでそうここでここで行ったら男本に
[02:31:16.720] かこいいの頑張れ頑張れありがとうござい
[02:31:19.439] ますありがとありがとうみんな別も
[02:31:22.399] ありがとう本当にさ倒したらさかっこよく
[02:31:25.520] ないかっこいい逆に来たいい感があればの
[02:31:29.359] マン倒してないねんああるやんおあるやん
[02:31:33.279] やろおいこれ行けんちゃうのこれやろこれ
[02:31:37.399] 勝ったやろバポさん行けるんちゃうかあり
[02:31:40.640] そうじゃありそうじゃないありそうじゃ
[02:31:41.800] ないあ待って向こうもえあ変なこすメタル
[02:31:44.680] マンどうどどうどうどうどどうもうけてる
[02:31:48.680] ねこれ
[02:31:53.399] すげえすげえありがとう行きましたねはい
[02:31:58.399] 見せるな本当にみんなパイポ
[02:32:02.720] さんパパパポさん見せるごめんねあのお
[02:32:06.840] めでとうとか言っちゃってバレてたけどお
[02:32:08.720] めでとうございますごめんねあのお
[02:32:10.399] めでとう
[02:32:11.279] おめでとうございあのこれパスワードって
[02:32:15.279] 見せてもらっていいですかあのこれ
[02:32:18.000] パスワードて見せてもっいあのあのねその
[02:32:22.040] 画面じゃないねオプションじゃなくて
[02:32:23.439] ゲームの中あのねその画面じゃないね
[02:32:26.200] オプションじゃなくてゲームの中怖から
[02:32:28.240] ゲムの中戻ってうんこれちょっと進めて
[02:32:31.200] もらったら出るくるてこあありがとう確定
[02:32:34.160] させてくれた誰かあちょっとそれ見せロ
[02:32:37.479] やばいよねパスワード表示したよあみな
[02:32:40.680] ありがとうやっこれは主人公
[02:32:44.439] 表示したほねこれAボタン押さないとだ
[02:32:48.840] ありがと
[02:32:50.760] アプリありがとう大夫したらもうあれか
[02:32:54.399] それぞれ感の数とかであのパスワードが
[02:33:00.330] [音楽]
[02:33:03.479] ピチャに送るの素晴らしいねありがとう
[02:33:08.080] ございましたてもえてよかった
[02:33:13.319] ちょっとよやったわ
[02:33:17.560] ほんまらしい
[02:33:21.319] ありがとこっからメタルブレードが出たん
[02:33:23.880] であのほんまにそうねチート武器で減り
[02:33:28.720] にくいし
[02:33:29.880] あいいし素晴らしい
[02:33:33.200] ねらえこれもうかったそう時間3分ある
[02:33:38.319] からあのあとね2分半あるんですよお二方
[02:33:41.399] お任せしますま2分半でなんかクリア
[02:33:44.479] できるでそうレイドするかままレイドし
[02:33:48.040] ちゃってもいいよ
[02:33:50.240] 任せてくいやマジで2人とも良かったね
[02:33:53.160] 本当いや素晴らしいね熱いよかさっきから
[02:33:57.120] さ前回の2人もそうやけど4人4人とも
[02:34:00.880] 見せあってよかっ
[02:34:04.000] たあフォローありがとうございますお
[02:34:07.720] たまたまだけど同じステージだ本当にでも
[02:34:10.960] もうメタルブレード出てきたらもうここ
[02:34:13.080] から自由っちゃ自由だよねもうねそうだね
[02:34:15.319] メタルブレたダメージ入るから
[02:34:21.319] い素晴らしかった弱点じゃなくてもメタル
[02:34:24.080] ブレード入るから入る本たったくそうだ
[02:34:28.680] ほと次のねあの2人が結構メを別れるん
[02:34:32.880] じゃないかなそうね次からすごいガンガン
[02:34:36.120] 進む人は
[02:34:37.720] 進むしっかりと全してもらうんでもし
[02:34:41.080] よかったら引き続き応援して
[02:34:42.960] くださいいうことで皆さありがとうござい
[02:34:46.439] このです
[02:34:51.760] 遊さちゃんも本よかったよかったらしいね
[02:34:56.279] ますのでまたよろしくお願いしなんか自分
[02:34:58.359] のことのように嬉しいなそうねありがとう
[02:35:01.600] ざい暑かったな最後ちゃんと2人とも倒す
[02:35:04.760] てお疲れさありがとありがとありあり
[02:35:08.760] 引き続きラムネちゃん映ってんのにこの
[02:35:11.040] 名前のところポジティブ郎てやるあり
[02:35:14.760] ご次はあのあね
[02:35:22.000] シグねえ早シグねえよみ
[02:35:25.319] ありがとうクブことポジポジティブ太郎
[02:35:28.920] さんポジティブ太郎ねポジティブ太郎さん
[02:35:32.319] すごい名前やなありクさんもねすごく
[02:35:35.279] 明るくていい方なんでゲーミングかさん
[02:35:39.600] こんにちはさんこんにちは頑出ました出
[02:35:43.279] ましたけどちょっと待ってキだこの2人
[02:35:48.120] こんにちは
[02:35:49.920] キャラ濃いいな画面のあの圧迫感がすごい
[02:35:54.760] 俺も含めてたけど圧迫感がすいとすぎん
[02:35:59.840] かこれは楽しみですよどうなんですか
[02:36:04.640] ね楽しいですよねこれ見てよが濃いのさ
[02:36:10.240] 画面さシャマゲーの画面さデブしかいねえ
[02:36:13.399] んだって今モテさ全員デ
[02:36:17.960] えぐいほんまやるんで平均脂肪率
[02:36:22.350] [笑い]
[02:36:27.040] 高たちょっと
[02:36:31.399] 全いやいいなしかもねここは4人映ってる
[02:36:36.640] からね楽しみですよいやこれはおもろいな
[02:36:39.600] えちょっと面白いなこれさえおもろいよ
[02:36:43.960] おもろいよないおもろいこれはいいですよ
[02:36:48.120] 汗っちゃっありざます率え何これめっちゃ
[02:36:51.319] おいんやけど見てる
[02:36:56.160] 方どなるんだこれはめっちゃおいんや
[02:37:02.200] けどそうそうそう
[02:37:05.240] そうそう
[02:37:07.399] あのなんと言ったらなんとお呼びしたらク
[02:37:10.720] さんクさんでいんじゃないクさん俺もク
[02:37:12.880] さん
[02:37:16.080] ちゃんさこれ
[02:37:19.920] いいなtiktokやってるなんで
[02:37:23.520] ガ1人だけtiktokやっ
[02:37:29.479] てるさん可いすぎない可愛いでしょ
[02:37:32.319] めちゃくちゃ
[02:37:33.760] 可いでも古さんのYouTubeの登録者
[02:37:37.840] 数7万人です
[02:37:42.920] やご系のご飯系のやってるんだ
[02:37:46.520] けどばいし
[02:37:50.620] [笑い]
[02:37:53.240] 超やんけやばい
[02:37:57.600] でしょ
[02:37:59.479] がいはんなこれなんな俺もやってこうかで
[02:38:03.560] でえちょっとちゃまゲームちょっとやって
[02:38:05.439] よくさんこうやってありがとうござい
[02:38:09.680] 嬉しいいや本当だから
[02:38:13.279] あのクブさんてやっぱこっちの界隈と全く
[02:38:16.720] 関わらないからあそうかこっから速度が
[02:38:20.640] 上がるたらうんたらカタお2人さんお2人
[02:38:24.200] さんあのゲームの始め方なんだけどさ
[02:38:29.439] ゲームを選択してもらってめんだけどあの
[02:38:32.160] ロックマン2を選択すると選択しても
[02:38:34.760] パスワードを入れれるところが出てくるの
[02:38:36.240] よロックマン2を選択するとパスワードを
[02:38:39.319] 入れるところが出てくるプレイてやって
[02:38:40.800] もらってどプレイプレイプレイそうプレイ
[02:38:44.560] てやってっププレイプレイプレイはいはい
[02:38:48.880] でプレイプレはいはいでオープニング見て
