[00:00:00.000] DET
[01:34:04.239] だ
[01:34:05.360] よあ俺赤もな俺赤もあれさ中で終わってん
[01:34:10.520] だよ
[01:34:13.000] な赤かセラみたいなちょっとスケベな
[01:34:17.080] ゲームしドリクラねドリクラもう一周
[01:34:19.000] やろうよから逃げるなセロもう1回やろっ
[01:34:21.560] かなあるんだよね
[01:34:24.480] 赤もやめちゃったからね途中でね赤クリア
[01:34:28.560] 耐久なくもないなくもないドリクラもう1
[01:34:32.040] 周やりて確かにドリクラもう1周やりたい
[01:34:36.480] えだからVR彼女やりてんだよVR
[01:34:40.440] 彼女VR彼女やり
[01:34:43.440] たいあ壊れるの
[01:34:46.239] これ普通に普通に普通にやりたくてやった
[01:34:48.920] んだけどなんか
[01:34:53.920] のみなやつが倒せなくてやめた壊せるんだ
[01:34:57.480] ありがとうパンタ
[01:34:59.600] さん王カードになってるやつだえ
[01:35:03.239] こんばんはアニメえ何月まて遊戯あ流鬼と
[01:35:07.000] か出てくるよね遊戯王にねそそう何気にね
[01:35:11.199] 遊戯王ってこの昔のコナミのゲームの
[01:35:13.760] モンスター出てくるよ
[01:35:18.840] ね曲いいなこのゲームな
[01:35:25.480] しかもなんかちょっとうなってないなんか
[01:35:27.480] 割とあんま知らなくなってきたよ彼女じゃ
[01:35:30.560] なくてなんかほんまに風俗みたいな感じ
[01:35:34.520] のVR彼女もあれクソドエロゲーだからね
[01:35:38.800] 普通にエッチするらしいじゃんあれ俺最初
[01:35:41.159] ならマジでVR借りてうわやったこれやり
[01:35:43.239] たいのできんじゃんおれのと思って調べ
[01:35:45.080] たら普通になんかエッチしてるみたいで俺
[01:35:48.840] できねえなと思っ
[01:35:50.239] て何持ったっけ今
[01:35:54.320] 笑笑てあれ普通になんか女の子とエッチ
[01:35:57.639] できるらしいよちょさすがにそれ配信者で
[01:36:00.000] いいねえなと思っ
[01:36:01.719] てしこっちなあしこっちになっちまうよ
[01:36:08.639] なまたここ行くんか
[01:36:19.920] これこいつここマジ
[01:36:22.560] きついただううまいなあうまいうまい
[01:36:26.280] うまいわ彼女のすっぱの女の子が腹筋し
[01:36:30.119] てるシーンでおっぱいを
[01:36:34.639] パンチVR彼女もやりてんだよなていうか
[01:36:39.320] なんだらもう1回俺VRGoogle
[01:36:43.239] VR散歩したいそれこそマジで飛び地まだ
[01:36:46.239] 行ってないもんねもう1回VR配信しよっ
[01:36:49.560] かなGoogleVR配信しようよもう1
[01:36:52.119] 回
[01:36:55.239] この西行ってさ西の闇を感じてよかった
[01:36:59.239] けどねたかったんだけどだったんだよなあ
[01:37:03.639] 直なんかやってんだきつあのねあれで西成
[01:37:07.880] 行ったんだけど西成の変な壁になんか覚醒
[01:37:11.000] 剤を売るなみたいななんかあの看板が貼っ
[01:37:14.199] てあって闇を感じたうわ覚醒剤るな
[01:37:18.000] スーパーそうスーパー玉とかねあれやり
[01:37:21.960] たいもう1回飛びし行こうよバーチャル
[01:37:27.000] 風俗バーチャル風俗ちゃいけ
[01:37:31.000] ない日本あと東横も行きたい東横東横も
[01:37:34.760] 行こうぜ東横横何やってる
[01:37:42.960] これ東横でODしてるガキ見ようぜ
[01:38:02.840] よしふボーナス出し遊びきてなの車で通っ
[01:38:07.520] たけど路に止えあそうなん
[01:38:12.719] だやっぱ治安悪いん
[01:38:15.960] だやき行きてえよなきあの西なりの
[01:38:20.800] ホルモン焼き屋
[01:38:22.159] さんていう
[01:38:24.719] きっていうなんかあれらしいんだ
[01:38:26.920] けど行ってみ
[01:38:29.320] たい呼吸者じゃねえ
[01:38:40.159] だろ山の動画見て死ぬほど行きたねしかも
[01:38:43.960] めっちゃ安いのね60円とかで食えるだぜ
[01:38:47.320] やばく
[01:38:51.440] ないサブください
[01:38:55.000] サブスク
[01:38:57.760] くださるサブスクが欲しいんですマジで
[01:39:02.560] 欲しいんですマジで分に1回事故多発点で
[01:39:07.159] すってナ
[01:39:09.480] が5分に1回事故多発地点何それ笑笑やば
[01:39:14.320] すぎるだろここを通るのものきめなあメ
[01:39:18.400] 持ってるよしさんがでうわいやもうごめん
[01:39:22.320] 冗談やて冗談やってごめんごめんしもき
[01:39:25.800] ちゃんありがとうまでももらえるもんは
[01:39:29.239] もらおうしきちゃんボーナス出た僕には
[01:39:32.320] お前にはない
[01:39:34.920] よ域でっていうよ盗難地域っていうの
[01:39:42.040] やばボーナス出たんかお
[01:39:45.760] しけしけボーナス段かし
[01:39:53.440] さんサありがとうございますパチパチ
[01:39:56.639] パチパチパチパチククカとかだめクカとか
[01:40:00.880] 言ってるやつには絶対あげないさいとか
[01:40:04.119] 言ってるやつには南多発地域ってナビに
[01:40:07.560] 登録え
[01:40:13.159] 闇でこれどこ行くんだ誰もゲーム見てねえ
[01:40:20.760] だろじゃないんだよ
[01:40:23.840] 見てるよあ見てる
[01:40:26.080] さすがこ何この気持ち
[01:40:29.760] 悪何気持悪い何これ何飛ばしてんのこれ顔
[01:40:33.880] みたいな
[01:40:38.040] てんちゃん
[01:40:41.320] こんばんいつか絶対
[01:40:43.840] サブしてもらう側の俺が言うのもんだけど
[01:40:46.719] うわ怖してもらうの俺がうのんだけど
[01:40:54.119] そんなにあれかいつか絶対みたいなほどの
[01:40:57.080] ことでもないんですよ笑笑サブスで見たら
[01:41:00.560] するわぜひしてくれあれここ崩せんのか
[01:41:05.360] ここ崩せるんか
[01:41:06.920] ここお行けますから行けます行けます行け
[01:41:12.719] ますいい
[01:41:14.599] ね仕事見つけたらするからよえランディえ
[01:41:18.679] ランディ今仕事れてないの今日今
[01:41:21.440] 最近僕も
[01:41:25.119] 働いてねえんかいいや別いいんだけどね
[01:41:28.800] 給食中みたいな確かランディのそういうの
[01:41:31.520] 聞たことなかった
[01:41:35.480] わあえやえやえやいいよ来年も遊買っ
[01:41:40.199] ちゃったよえ600円何このクソ
[01:41:44.520] 無理
[01:41:46.360] 笑笑
[01:41:50.599] クソクソクソ
[01:41:52.239] 悪ありがとい来年も張なくてい無駄遣い
[01:41:56.199] 笑笑あの分かる俺ね働いてないやつの
[01:41:59.040] 気持ちもすげえわかるあの働いてないや
[01:42:01.560] つってあのなんかよくお前働いてねえんか
[01:42:04.360] よって言われるけど働いてないやつって
[01:42:06.040] ずっと宿題を全くやってない8月31日の
[01:42:10.040] 気持ちなんだよなあれはそれは俺きついと
[01:42:13.040] 思うその気持ちながら分かるよなんか
[01:42:17.119] ずっと宿題を全くやってない8月31日の
[01:42:21.280] 気持ちでいるらしいきつい
[01:42:24.000] 例えねこれ結構うい例えその当りある
[01:42:27.560] でしょうわあ俺もそれは大変だと思うなら
[01:42:30.840] 別にもうええねん働かないでも今なんとか
[01:42:33.280] なってんだからで何600円のこれなんだ
[01:42:35.560] よ
[01:42:36.800] これお守り命が減り方焦るのよ言われなく
[01:42:41.239] ても分かっとるじゃボケなるは見るにお腹
[01:42:45.599] わあ分かるわかる分かるわかるって俺は
[01:42:48.159] あれだけどでもなんかその気持ちなんか
[01:42:49.639] その俺もその例え聞いてなるほどなと思っ
[01:42:51.840] た
[01:42:53.360] いいんだよ別に働かないと配信見れてんだ
[01:42:55.520] もんなあえーこれ何
[01:42:59.560] このこのローションこのローションみたい
[01:43:02.920] なこれ何これローソかこれこれ何これ
[01:43:06.639] ローソ呪いの爆薬これなんだこれわかん
[01:43:09.040] ない絵が荒くてわかんねえよじゃお守りが
[01:43:12.599] この600円のやつねこの真ん中のこの
[01:43:16.159] このペペローションみたいなこれスドスあ
[01:43:21.520] これ包丁真ん中ロソかなちゃうねローソ
[01:43:25.760] みてなやつが2つはローソってやつ爆けど
[01:43:28.599] 普通に働くよりきついってわかるから動よ
[01:43:33.560] いや自営業なんかめちゃくちゃきついよ
[01:43:36.520] いやあの文句言いながらなんかブラックだ
[01:43:40.119] なんだって文句言いながら働いてくけど
[01:43:41.760] やっぱ会社で働くのって楽だよ会社で働く
[01:43:44.800] のって楽だって面倒くさいこと全部やって
[01:43:47.239] くれんだ
[01:43:48.239] もん税金だだとかさああじゃねえこうじゃ
[01:43:51.960] ねえとかさやってくんないからね自営業の
[01:43:55.000] 人は
[01:43:57.040] ねあ大変だよ
[01:44:01.719] なせやでなあ大変だよ
[01:44:05.119] なは全部自分だからねそうそうそうそう
[01:44:09.440] やってなかったらややってなかったらねお
[01:44:12.880] 下手しい逮捕されるしねとりあえずみんな
[01:44:15.280] のために唐揚げ振って応援するねそ新しい
[01:44:18.440] スタンプいいわ唐揚げハグ唐揚げ唐揚げ棒
[01:44:23.080] ボてもう何年も食ってねえななんか唐揚げ
[01:44:26.159] 食う元気ねえよ
[01:44:28.080] なセブンイレブンでカラボ頼む
[01:44:31.280] バイタリティなくなったわなんか年とっ
[01:44:33.599] て唐揚げ棒って笑笑唐揚げ棒って食わなく
[01:44:38.599] ね揚げ君がいい唐揚げ君とファミチキとか
[01:44:42.599] チキン系揚げ鳥とかはそう俺もね高校生の
[01:44:46.599] 時は唐揚げ棒めっちゃ食ってたわ
[01:44:51.119] えあれも買わないのファミチキも買わない
[01:44:56.040] のファミチキも買わないの気持ち悪いもに
[01:45:00.000] ファミチキ食べるなファミチキは食う
[01:45:02.599] 唐揚げ棒ってなんか若い若いわ
[01:45:06.159] うわなん本当になんか体に悪いもん食わな
[01:45:10.639] そう唐君は食あご飯は無理だ
[01:45:15.440] 唐揚ランえからそのに刺さってるもん食わ
[01:45:21.199] なくなったわ
[01:45:23.360] だ偏見なんかチャピそんな感じするえでも
[01:45:26.639] なんかなんとかトランス死亡さんが体に
[01:45:29.520] 悪いとか言いたしそういるねんなそういう
[01:45:32.199] やつ焼き鳥は神アカンドッグもめっちゃ
[01:45:35.360] 食べてたアメリカンドッグ食わなくなった
[01:45:38.239] ななんかレジでさアメリカンドッグくださ
[01:45:42.400] いってタッキはなさそうアメリカンドッグ
[01:45:46.480] くだあのあのあのパキってパキってやる
[01:45:49.639] やつ使わなくなったら
[01:45:53.080] あれもなんかそんなバイタリティねえ俺
[01:45:56.960] なんか今あれ高校生だべあれ食えんのでも
[01:46:01.560] セルだあロソフだ
[01:46:05.080] ねソスに
[01:46:08.119] 出久々に無償にアメリカン
[01:46:11.480] ドッカンドッか食わねえ
[01:46:17.760] なべた記憶アメン
[01:46:23.400] 戦しよここは鬼の顔と書いて気
[01:46:27.840] と殺された鬼たちの怨念が彷徨う呪いの島
[01:46:33.639] じゃ特に祟りの洞窟へは近づかぬが良い
[01:46:38.400] 行場のない恨みの魂に食われてしまうぞよ
[01:46:42.920] だってさ顔色悪いなアメリカンドッグ周り
[01:46:46.239] の先に食うからフランク別々にな
[01:46:50.880] アメリカンドックなだってさアメリカンド
[01:46:55.520] 食わんなあこれ何こ
[01:47:00.159] なか絵がわかんねえよこれ何がなん
[01:47:03.280] ジャイアントポークフランク好きだった
[01:47:05.480] ジャイアントポークフランクって
[01:47:07.639] 何何がなんだかわかんないこれ何これ
[01:47:11.080] 500円のこれ何ですかこれアメリカン
[01:47:14.040] ドッグは根本のカリカリがメインあああの
[01:47:17.719] あの串の最後に残るやつなこれ何するの
[01:47:22.000] 楽しいねローソンの絵フランクでかい
[01:47:25.320] フランクフルトドスおさっきからんでも
[01:47:28.239] ドスにしか見えてねえんだセンスいっ
[01:47:31.639] ちゃんやっぱ
[01:47:33.679] うまいうまいホットスナック
[01:47:36.840] はファミチキじゃないあのロファミマの
[01:47:41.520] スパイシーチキンあれめちゃくちゃうまく
[01:47:43.679] ない肉まんああ肉まん好き肉まんめっちゃ
[01:47:47.920] 買うわポテト肉まんめっちゃ買うわ俺
[01:47:51.159] ポテトだよホットスナックでおいしいの
[01:47:53.679] ええポテト食わねえなハッシュドポテト
[01:47:57.480] わかるこれ何この500円のやつこれ
[01:47:59.719] わかんないこれ絵が荒くてさこのファこれ
[01:48:02.320] の絵と照らし合わせてんだけどどれだか
[01:48:04.159] わかんXフライドポテト夏Xフライド
[01:48:08.000] ポテト冬の外でく肉まん端
[01:48:11.599] わかる俺あのちょっと高いの特豚マンし
[01:48:15.520] てる今ローソンだかなんでどこあったら
[01:48:17.760] 絶対
[01:48:19.000] 買うなかなか春買わねえなこれは呪いの
[01:48:24.639] この食って死ぬど
[01:48:28.480] 半
[01:48:35.320] マンをね半分こしたいね半分こしたい
[01:48:44.000] ね可愛いこと半分
[01:48:55.880] かえここって俺来たとこ
[01:48:58.800] これえ揚げ鳥もうまくない半分するならさ
[01:49:03.239] 半分してもいいように可愛く納得わパピコ
[01:49:06.719] がいいな
[01:49:08.440] パピコパピコパピポも食わない
[01:49:13.400] なじゃあ今度俺あれだなあのオフ会は今度
[01:49:17.280] オフ会開くわ俺と肉まんを半分
[01:49:21.719] する女の子限定な女の子限定な笑笑もう
[01:49:27.080] 可愛いだろもう可愛いだろよしよく言った
[01:49:29.560] よく言ったなんか俺俺もそうやって言おう
[01:49:31.639] と思ったんだけどなんか恥ずかしくて言え
[01:49:33.239] なかったよく言ったランディ俺もそれ言っ
[01:49:36.199] てあげようと思ったんだけどなんかでも
[01:49:37.599] 恥ずかしいなと思って言えなか女だからフ
[01:49:40.320] なんか恥ずかしくて言なかっこっしくて
[01:49:42.199] ビブレよく言っ
[01:49:44.440] たきその日だけ
[01:49:47.840] ジェンダーの
[01:49:50.599] リスナーすぎになっちゃう
[01:49:53.320] え俺俺は俺は常に半分食わなきゃいけない
[01:49:56.520] わけだからねただね肉なんかあんなもん
[01:50:01.040] む肉なんかあんなも無限に食えるんすよる
[01:50:05.239] までは女の子だからシュレディンガーの
[01:50:08.400] ちんこやんけそれ確認するまではわかん
[01:50:11.239] ないからな男から女かな今編集点作った今
[01:50:16.040] 今うまいこと編集作ったね私ごがいい
[01:50:20.040] なごめん
[01:50:22.840] 前5501食べたなんで俺に謝んだよ
[01:50:25.199] そんな知ら
[01:50:26.320] ねえ別にお前が551食おうが別に俺何の
[01:50:30.280] 何も別にねえ551はうまい551うまい
[01:50:33.400] 551うまい
[01:50:35.599] ね551はうまい
[01:50:39.159] で5万こないだ初めて食べたうまかった
[01:50:42.639] 5万うまいね確かにね551ったおいいよ
[01:50:46.599] 許して
[01:50:48.679] あげるあれこれこっち合ってるよねこっち
[01:50:51.040] だよねおいしいよねうまいこんばんは
[01:50:54.599] 今は今日もダラダラレトロゲーですや
[01:50:58.760] レトロゲーが1番なんだからレトロゲーが
[01:51:01.840] 1番なんだ
[01:51:04.920] から5万確かにうまい5万の肉まんね肉
[01:51:08.760] じゃねアンマね結局ねレトロゲーやってる
[01:51:11.760] 時が一番やっぱり結局チマゲームはレトロ
[01:51:15.199] ゲームが一番輝く俺は
[01:51:18.960] なあんだ
[01:51:23.800] だなんてあるのかえ待って待ってっって
[01:51:27.320] 何これおいなんだよこれえもうこれまた
[01:51:30.920] マッピングなんじゃないのこれ知らんて別
[01:51:35.320] 始まった何これなんだ何これ
[01:51:43.320] 暗すぎ
[01:51:45.079] て暗すぎてわから
[01:51:48.560] ねこなのをしなえこれ何うわすごいこの
[01:51:57.400] 振り向きえもう俺もわかんねえって
[01:52:03.520] おしかも待ってロなんで買わなかったのえ
[01:52:08.159] 知らないよあっ
[01:52:10.560] てもう戻れないねもう戻れないねもう
[01:52:14.320] うんちできないねあそれでろもううんち
[01:52:18.360] できないねこれもおいどうすんだよこれ
[01:52:20.360] もうわかんねえあなるなるほど
[01:52:23.719] 500円あ茶びっくり
[01:52:27.440] あここはここはお前のような弱いやつの
[01:52:33.840] 来るところではない今すぐ帰って命を大事
[01:52:38.360] にするんだろうるせえ俺と
[01:52:41.159] 戦え俺と
[01:52:44.960] 戦えじまっ
[01:52:47.520] ためて
[01:52:54.520] 命を大事に歩き方可いガガ行こうぜするん
[01:52:58.679] だ
[01:52:59.960] なえじゃ
[01:53:03.159] 帰る秋葉のさん帰りますじゃよかった出た
[01:53:07.920] 出帰れましたすいませ
[01:53:14.880] んお金が
[01:53:18.639] 欲しいお前またこれじゃねえかし
[01:53:22.599] 戻るわ蹴るわ1回じゃ
[01:53:26.719] 俺どうやって出えどうやって出ん
[01:53:32.520] ねえ
[01:53:34.920] あなアダブなアダブわしは何も言わんお主
[01:53:41.599] が竜骨きを倒すのを待っておる
[01:53:47.239] ぞ
[01:53:50.199] おすみ侍言うやさんおるぞえ何がおる
[01:53:56.079] の
[01:53:58.079] えうわごめん全然わかんないこれなん
[01:54:02.920] これえこれ進んどんの
[01:54:09.920] これ進んでない
[01:54:14.599] よこれロソ必要だ
[01:54:17.880] なあ買いに行くかおる
[01:54:20.800] ぞ買いに行く
[01:54:23.480] ロソ500円って高くねえ
[01:54:31.599] かちょロソ買に戻るわてもらっ
[01:54:35.040] て
[01:54:37.360] 何食べたグラコロ食べましたビーフはし
[01:54:41.119] グラコロ
[01:54:45.440] 最高めちゃくちゃうまかったけど普通の
[01:54:47.960] 食べてないけどねグラコロあれれに食えね
[01:54:50.599] んだよな俺グラコロ
[01:54:53.320] ね俺グラコロ食うとめちゃくちゃ汚くなる
[01:54:55.800] なんかあのなんかなんだけチキンナゲット
[01:54:59.079] のエビの何それ
[01:55:01.560] 毎イプのえ毎年食べるタイのデブだけど
[01:55:05.119] 何か
[01:55:06.280] 何かハンバーガーに食べれないよねいや
[01:55:09.639] ハンバーいや別にえそんなことない
[01:55:13.239] けどは何ハンバーきれに食べれない
[01:55:18.679] のタン大好き
[01:55:21.320] ですグラタンデス
[01:55:24.719] 笑笑
[01:55:27.119] とりあえずモスとかモスだから俺食った
[01:55:29.960] ことねえよないもんトにないから
[01:55:34.239] モスええモスバーガーなんてないよエビ
[01:55:38.239] プリオ何エビプリオってパピプリオみてえ
[01:55:45.040] などこ行くねんこれもうわけがわからん
[01:55:49.960] もうわがわからんプリエビプリオだよそれ
[01:55:54.239] シやつ
[01:55:56.079] 笑笑パピプリオ
[01:55:58.920] なモスバーガ食ったことないこっちもモス
[01:56:02.320] ない
[01:56:03.480] ス栃木に22店あるよ
[01:56:07.280] モスえ切り22店舗あんの嘘つけバーガー
[01:56:12.520] キングはバーガーキングも食ったこと
[01:56:14.880] ない何バーガのバーガー何それバーガー
[01:56:22.360] 母さんだからっていうとこないたああもう
[01:56:25.599] めちゃくちゃいいよねあ本当だモス
[01:56:29.480] バーガー結構あるんだねデブの味する
[01:56:33.400] へえデブのこと馬鹿にしてる
[01:56:36.239] でしょたびデブのこと馬鹿にしたね今ねし
[01:56:39.880] てるよね絶対ねその言い方ねなんかお前ら
[01:56:42.880] どうせデブはこういうのが好きなんでしょ
[01:56:44.480] みたいなから大好きむ
[01:56:48.000] むむむ可愛いじゃん
[01:56:50.320] デブ完全馬鹿とるもん
[01:56:52.800] 完全にバしてる
[01:57:03.719] わーえこれで合ってんの道本当に安心した
[01:57:07.920] んだねえねえこれいいのこれこれ
[01:57:13.800] とりあえずこれで合ってんのこれあってん
[01:57:16.480] のこれとりあえずこれで
[01:57:20.719] このがきくなくても茶好き
[01:57:25.280] だえ待ってチビチビチビおいおいおいい個
[01:57:31.440] 1回聞いていいか1個聞いていいかデブは
[01:57:34.000] 嫌い
[01:57:36.119] かデブは嫌いか正直に言ってみ正直言って
[01:57:40.480] みてデブは嫌い
[01:57:44.360] か
[01:57:47.040] 笑笑よ
[01:57:49.239] なあるだろ
[01:57:52.400] にはい
[01:57:53.480] ないすげえデブがいないとこでいるあるん
[01:57:57.599] だなやっぱなやっぱジムで働いてるのそう
[01:58:01.719] いうことで
[01:58:02.760] はの周り鍛えてるやつばかりそうだよな
[01:58:06.560] やっぱスポーツジムで働いてるやつての
[01:58:08.840] 周りにはいねえんだなデブって恐れいり
[01:58:12.480] ましたすいません申し訳ございませんした
[01:58:15.159] そう
[01:58:18.800] かちょっと悲しくなった悲しくなったし
[01:58:23.199] なん俺とランディはなんかまだ守られてた
[01:58:25.239] けどそっと多分あの黙って見てたデブたち
[01:58:28.199] は今すごい気づいたと思うよないんやなっ
[01:58:30.040] て笑笑俺と俺とランディはまなんかまだ
[01:58:34.079] 守られたけどおは黙ってみ
[01:58:38.320] あれおいデブはジム兵おいおいロソって
[01:58:42.599] 言った誰だ全然ちげえじゃねえかよおい
[01:58:45.679] ロソ誰だよロソって言ったのこれロソじゃ
[01:58:48.400] ねえじゃねえか500円もってなんかわけ
[01:58:50.079] わかんねコンパ買っちゃったじゃねえかの
[01:58:52.520] 撃のダってデブ全然エリなんかまだデブ
[01:58:56.679] じゃねえよお笑笑お前全然デブじゃねえ
[01:59:00.360] お前そんなんでデブんじゃねえ
[01:59:02.560] ぞ3D画面でフマが東南北どこの方向向い
[01:59:06.119] てるかが表示されるデいる
[01:59:09.079] けどあのねこれデブ
[01:59:12.199] は爆ってたよとならどれが聞かれたこと
[01:59:20.199] あるでた痩せが拳がクリームパンになって
[01:59:24.960] からデブを語れほだ
[01:59:27.280] な爆薬買ってたねあ爆薬これこれ爆薬これ
[01:59:32.199] えローソはどこに売ってんの
[01:59:41.239] もう
[01:59:43.960] はロソは別の店で200で売ってなかった
[01:59:48.199] 嘘売ってた
[01:59:54.119] 何がデブより何が好きかで自分を語れよ
[01:59:57.400] こいつろだと思って爆薬買ってんだろうな
[02:00:00.440] と思ってむちゃくちゃ笑っておきまし
[02:00:04.159] たおなんだよこれもうちょわからんハ
[02:00:12.040] 笑もうわからないねどこに行けばいいの
[02:00:17.560] どこに行けばいいのおいらはもうどこに
[02:00:22.119] はき行けばいいのわかんないロソどこに
[02:00:26.719] あるのねルルおもうどこ行けばいいか
[02:00:30.079] わかんなくなっちゃっ
[02:00:35.040] たあハからげ色ハグから揚げ色
[02:00:47.440] から揚げ唐揚げ可愛いね
[02:00:54.199] 唐揚げ食べたくなっ
[02:01:00.520] たえわかんない
[02:01:04.760] よわかんないよもうもうわかんないんだ
[02:01:08.239] からもう本当にわかんないんだ食の揚げて
[02:01:14.199] 買うああ買わない
[02:01:16.679] 高い唐揚げて高ない嬉しい唐揚げ唐揚げ
[02:01:22.079] ってなんかさ高いよねお店だ居酒屋とか
[02:01:26.599] 行った時は必ず食べるけどなんかあんまり
[02:01:29.280] そう考えるとあんまり食わないかもね高い
[02:01:32.159] よねのまあまあねまあね揚げもんてめんど
[02:01:38.079] くせえから
[02:01:45.239] な総合の手間考えるとね結構入唐揚げて2
[02:01:52.280] もうなんかもうチのコメントが全部なんか
[02:01:55.440] なんかもうデブのことを馬鹿にしてる
[02:01:57.719] コメントに見えてきちゃったわなんかが番
[02:02:00.560] 高いと
[02:02:01.840] 思うお惣で一番何が
[02:02:05.079] 高いお惣で一ちゃん高いのなんだろうね
[02:02:09.360] 刺身じゃん刺身ってなんであんな高いの
[02:02:13.159] なんで刺身ってあんな高いんだろ
[02:02:15.639] なめちゃめちゃ高くないだってま刺身
[02:02:19.119] なんか買わない買わないけど人で唐揚げ
[02:02:22.679] 1kg上げるぞお刺身好きだよおいしい
[02:02:25.880] からうち実家女3人で唐揚げ1kgあげる
[02:02:29.920] 最高刺身を惣に入れて良いのか惣菜じゃ
[02:02:33.639] ないかなんかスーパーでさお寿司とか
[02:02:38.040] 買おうとしてもやっぱなかなか低価じゃ
[02:02:40.040] 買わ買われないよねだってだ絶対寿司屋
[02:02:43.679] 行った方が安いもんな本それ安いもんな
[02:02:47.679] 寿司屋でだってね2巻100円のところ
[02:02:50.880] あんなん額の強さた保存が効かないからか
[02:02:56.320] な存ま多分手もそうだねいくるくる寿で
[02:03:02.040] 十分だよ
[02:03:07.119] ね
[02:03:12.320] あでもで手巻するの
[02:03:16.760] 好きなんかもうそのなんかねいいねおで
[02:03:20.360] 手巻き寿司が出る
[02:03:22.679] そのいいななんか1人暮らしにはないよ
[02:03:27.079] ねなんかなんか最近そういうのがしたい
[02:03:33.719] なみでるんだみでしようよ
[02:03:38.320] ねなんかなんかそういうのない
[02:03:42.760] な
[02:03:46.119] 巻寿司配ありか
[02:03:48.679] なかる食いて
[02:03:51.840] もさごめんね俺寿司屋とか行ってもさ牛
[02:03:54.040] カルビとか食べちゃうんだよねハンバーグ
[02:03:56.360] 軍艦とかごめんねガキで手巻寿司パーティ
[02:03:59.599] チーズハンバーグ軍艦食べるけど許して俺
[02:04:03.159] チーズハンバーグ軍艦とか食べるけど
[02:04:05.800] ごめん
[02:04:07.679] ねちやまげも日部屋借りて何かやってよ
[02:04:12.159] カリフォルニア部屋ロソがちゃまく
[02:04:17.040] のするのあそこにロソがあるから
[02:04:26.639] もうあった
[02:04:29.760] わナイス
[02:04:32.760] ロソこれ
[02:04:35.280] マジ
[02:04:37.159] 何500で何買ったのじゃないなんか
[02:04:41.239] 500でなんか爆竹みてなかったヤンキー
[02:04:44.480] だから爆竹でテンション上がってる今わ
[02:04:47.280] もう最高
[02:04:52.159] 用意するのするよ当たり前じゃん手間寿で
[02:04:55.599] もハンバーグ巻く
[02:04:57.079] よチキチキボーンとか巻こうぜチキチキ
[02:05:01.440] ボーンと
[02:05:03.320] か手ますすし笑笑それはすごい爆弾は武器
[02:05:08.679] じゃなかった爆弾って武器なのこれえ爆弾
[02:05:12.320] って武器
[02:05:13.320] なん爆弾ってなんなん骨なしの方でマス飯
[02:05:18.079] なんて大体何巻いてもうまいしな寿地面に
[02:05:22.520] 沿って爆弾が飛ぶだってさおはあああいい
[02:05:30.159] じゃんええやんうわしかも斜めなるほどね
[02:05:36.400] ああなるほどねよああんま
[02:05:40.920] うんあんま強くねえ
[02:05:43.199] なあんま強くねえなこれただただ距離距離
[02:05:47.880] は取れる距離取れんのいい
[02:05:50.079] ねあいいじゃんいいじゃんあいいいいいい
[02:05:53.119] よいいよ悪くないよあいいじゃ
[02:05:57.520] ないいいよため攻撃してえたれんの
[02:06:02.480] これ火力よりも距離と方向なのかないい
[02:06:06.400] じゃないそうやば距離大事敵に当たんない
[02:06:09.520] の大事やって
[02:06:11.960] みよやってみよう誰でもな初心者なんだ
[02:06:17.760] からルルルルバー
[02:06:28.079] しやってみよ怖い質問していい
[02:06:33.719] だ怖い質問していい
[02:06:38.800] よ怖い何怖い質問
[02:06:48.880] って全然行けるけどおいあの焦がし焦がし
[02:06:54.040] ニニ香るまゆのアーダコーダザチャーハン
[02:06:58.079] あれ全然1人で行くけど600gえ余裕だ
[02:07:00.920] けど邪魔は少食なのにデブなのにいやでも
[02:07:04.520] あれはいける一食じゃあれ一食だろ普通に
[02:07:07.679] 足りねえなめん
[02:07:10.000] なでもお寿司は俺皿食えないから俺お寿司
[02:07:14.800] は皿食えないごめん
[02:07:16.880] ね
[02:07:18.440] ほお前安心したお前安心したべ今あよかっ
[02:07:22.400] た俺だけじゃねえんだっ
[02:07:24.400] てだだ俺お寿司したらいけないマジで
[02:07:27.880] なんかね違うんだねなんか目の前に
[02:07:30.280] どっさり置かれたら食えるんよもあの目の
[02:07:33.079] 前にどっさり置かれたらいけるんだけど皿
[02:07:35.400] 食べれるよちょ嘘だよ嘘だね嘘嘘嘘嘘嘘
[02:07:40.400] つかないでもらっていいです
[02:07:41.960] か俺が行けないの
[02:07:45.639] にあいつら分散攻撃してそう分散攻撃に弱
[02:07:49.960] とかありそう
[02:07:52.320] 分散攻撃がに弱い俺はあの何郎系ラーメン
[02:07:58.000] とかも全然いけるんだよ全然
[02:08:00.920] いけるたまに残す
[02:08:03.960] けどたまに残すけど攻撃に強い分散に弱い
[02:08:08.119] ねだ焼肉とか
[02:08:10.960] 食いだったらステーキとかの方がいいのか
[02:08:13.880] なそうなんだよね常に常に合ってくれれば
[02:08:17.480] ね食えるんだけどね分散に弱いね俺
[02:08:22.639] いきなりステーキうまいあいきなり
[02:08:24.840] いきなりステーキもななくなっちゃったか
[02:08:27.440] ねデブに弱いお寿となのずっと食べてて
[02:08:31.599] よければ皿とかけたば感覚
[02:08:36.679] でワンコみたいになどんどん来てくれる
[02:08:42.639] ばワンこばやってみたいんだよねワンコ
[02:08:46.360] やってみ
