[00:00:08.440] ういお
[00:56:40.520] ねとまず俺おお前自分でサブせえ
[00:56:44.640] やまず自分がサブせややっぱトなんなんだ
[00:56:50.839] かんださトンボなんよ
[00:56:53.240] ななんだかんだだっのさあの今月の
[00:56:57.280] ランキング3位でさあのあのあれだぞ
[00:57:02.039] ギフトにも乗ってるからねやっぱ取りとん
[00:57:04.119] ないんよトボさんがでを送りました
[00:57:08.480] ちょっと待どうしたの鳥おじえ鳥おじ鳥
[00:57:14.799] おじ鳥
[00:57:17.200] おじボテですねボテです
[00:57:22.200] ねえ
[00:57:25.160] 鳥アポケクロア
[00:57:29.039] 鳥ありがとうございますえ何鳥マジ
[00:57:32.270] [音楽]
[00:57:33.520] ですげええなんでえありがとうござい
[00:57:38.000] ます
[00:57:40.559] キモキモキモキモモキもキキ誰トトン
[00:57:44.900] [音楽]
[00:57:46.760] ボキ誰トトンて知らないそれやめてなんで
[00:57:51.000] でなんでおめえら好きだろうおめえらが
[00:57:53.160] 好き喜ぶと思ってやったんだけど
[00:57:56.280] 私しげのスタンプ使う人員てあそうなんだ
[00:58:01.640] あそうなんだガチじゃん絶望的にリズム感
[00:58:05.559] やんそこまで真似したんだよだよそこまで
[00:58:08.599] 真似したんだよおちくらにもやってくれよ
[00:58:11.400] 誰かちくらにもちくっぽにもやってくれよ
[00:58:15.480] あでもちくらはいいやこいつ3000円
[00:58:17.240] もらったからお前自分で自分の金自分の
[00:58:19.599] アギであれしろよこいつあのイベントで
[00:58:23.359] あの照射予想当たって3000当たってる
[00:58:25.480] からこいつ
[00:58:29.860] [音楽]
[00:58:31.039] てああいいやエクソラッキーだわおめえら
[00:58:34.920] がそれで送り合ってる間にそれ知ってる
[00:58:37.359] みんなわあわーって喜んでるけど一番1番
[00:58:39.839] 儲かってんだ俺なんだぜ
[00:58:42.720] よしよしよしよしよしガチいらねえじゃ
[00:58:46.640] ねえよおいガチいらねえじゃねえもらっ
[00:58:49.599] とけありがとうもっ
[00:58:51.920] とけよ運営でま確かにそう
[00:58:57.359] ちゃん
[00:58:58.220] [音楽]
[00:59:02.400] ありがとうはあれ
[00:59:06.190] [音楽]
[00:59:13.599] だスタンだったらいあるんだ
[00:59:19.500] [音楽]
[00:59:43.079] 一一一一なんて使いなんかなくていいのれ
[00:59:49.730] [音楽]
[00:59:59.839] ける
[01:00:01.630] [音楽]
[01:00:08.799] かるごめんこれちょっとさこれでく
[01:00:12.370] [音楽]
[01:00:20.520] わせ
[01:00:22.260] [笑い]
[01:00:24.200] なせえだれ
[01:00:30.070] [音楽]
[01:00:34.799] さんどうもさんどうも
[01:00:49.039] こんばんはなる
[01:00:53.470] [音楽]
[01:00:59.960] タプとか
[01:01:02.160] さやるよなお
[01:01:05.920] [笑い]
[01:01:13.830] [音楽]
[01:01:28.160] おうる
[01:01:32.030] [音楽]
[01:01:40.700] [笑い]
[01:01:42.800] [音楽]
[01:01:56.000] あったのトトンはいいことあっ
[01:02:00.220] [音楽]
[01:02:01.400] ためっちゃ投げるやんお前茶なめてて
[01:02:05.240] ちゃまなめてて茶まめてて茶まめてて
[01:02:08.520] 茶まめてて茶なめててありがとうござい
[01:02:11.440] ますさすが物がトンボありがとうござい
[01:02:15.599] ますブ特に何もないえだってさサブスク
[01:02:20.319] お前今今日何個投げたの結構5個ぐらい
[01:02:22.480] 投げた
[01:02:24.039] べもないのに
[01:02:26.480] 太っぱらすさすが世義結結構な額じゃない
[01:02:31.119] ま別に別あお前がお前
[01:02:36.200] がお前がお前が
[01:02:38.370] [音楽]
[01:02:40.880] て
[01:02:44.960] えーっとなのきちゃんありがとう1ビ
[01:02:48.279] ありがとうござい
[01:02:49.880] ます
[01:02:52.400] ええありがとうございますハイプトレイン
[01:02:55.240] やんけ久々
[01:02:58.119] のでさ俺さもラダ行こうと思うんだ
[01:03:01.420] [音楽]
[01:03:03.799] けど村がやってる配信者の何それ何それ
[01:03:09.520] 何それ村まこがやってるふわっち配信者ま
[01:03:13.119] あふわっちの配信者と
[01:03:15.960] か分からん1人も何ふわっちって誰が見
[01:03:26.270] [音楽]
[01:03:28.359] えちょっと道がわかんねえなんだ
[01:03:30.799] これあ
[01:03:33.480] [音楽]
[01:03:35.720] そっち間違えたから
[01:03:39.160] もう
[01:03:41.150] [音楽]
[01:03:44.039] 矢印ね
[01:03:46.680] 正義えふわっとか見てるやついるあおがお
[01:03:51.760] がの
[01:03:56.079] わ
[01:03:56.960] それなんかややってるねなんかいよなんか
[01:04:01.400] やってるねそれ意味わかんねえなんだこれ
[01:04:03.200] と思っおおもんなってリブレキプおもん
[01:04:08.000] なってちゃまにおもんなってなくす何
[01:04:13.240] あれさいのうっさいのくさい
[01:04:20.480] の道間違えまちた道間違っちゃいまちた
[01:04:25.480] から来いよ道間違っちゃいました
[01:04:29.240] [音楽]
[01:04:31.119] からちょっともう今日最終回になりたいん
[01:04:33.880] だ
[01:04:34.440] けど最終回になりたいんだけど
[01:04:38.240] 今日ちゃまケメンちゃまケメンちゃま
[01:04:43.359] ケメン最終回になり
[01:04:47.050] [音楽]
[01:04:54.200] たい強てね敵がね強くて
[01:05:00.640] [音楽]
[01:05:03.279] ねうわ効かないんや何それ
[01:05:06.560] [音楽]
[01:05:09.680] そてそろそろ本ミスしてリセットだよね
[01:05:14.039] いやもうここまで来てリセットしても飽き
[01:05:16.880] たとかじゃないよ全然ないレベル上がっ
[01:05:20.279] てるだろう
[01:05:21.599] がお前には見えねえんだろうなこのレベル
[01:05:24.400] が上がってるっていうさん体はワンない
[01:05:27.480] ないないないないない1ついい
[01:05:31.160] 何こっちは飽きてるか
[01:05:35.039] も
[01:05:37.279] うるせえうるせえようるせえよ俺俺の俺の
[01:05:42.200] いや違うねこれ俺のドラクエが楽しみで来
[01:05:45.240] てくれてる人もいますよ
[01:05:46.720] ねお客さんの中にいますよ
[01:05:50.480] ねほら
[01:05:52.599] ほらほら
[01:05:57.680] そうだ
[01:06:03.119] ねめるの
[01:06:05.240] 毛が薄いからあんま見ない
[01:06:09.480] と
[01:06:11.599] なあでも多分そんなしてのこずて
[01:06:17.170] [笑い]
[01:06:24.559] たう前からな俺のドラクエね見てくれてる
[01:06:28.720] んだけど多分でもその囚人さんも思ってる
[01:06:30.440] と思うあのその囚人さんも思ってると思う
[01:06:34.000] あれなんか今回のドラクエ5なんかぬるい
[01:06:37.400] なち肉踊らねえななんでこんなに簡単なん
[01:06:42.240] ですかドラゴンクエスト5ってでもその日
[01:06:44.480] みんなかく女の子の枠でたあそうなん
[01:06:50.279] だ普通にちょっと待ってシンプルに道
[01:06:53.039] 間違いまくって萎えてる何どこどこ行く
[01:06:56.039] ねんこれ
[01:06:58.160] あえにんニナ君どこ行ってたの監視やめて
[01:07:02.480] ねん中君はどこに分で画面真っ赤になって
[01:07:06.559] たよう
[01:07:07.440] [笑い]
[01:07:09.319] な前はね前は
[01:07:13.039] ねドラゴンクエスト5
[01:07:16.960] なんかもう
[01:07:18.960] ちょっともうちょっとなかかるかもう
[01:07:22.760] ちょっと来るかなと思ったんだけど普通に
[01:07:24.720] 面白いゲームだ
[01:07:26.319] なんだったわてもなんかクリアする提だ
[01:07:30.720] けどないよ申し上げない
[01:07:35.319] けどこれ死にがないんじゃないです
[01:07:39.830] [音楽]
[01:07:47.240] かなるほどなんか
[01:07:51.000] さこ終わったらさ
[01:07:55.640] レゲや
[01:07:57.960] ファミコン1本みてなファミコンの
[01:08:01.520] レトロゲー1本みな久々にやり
[01:08:05.119] てマリカ全然レトロゲーじゃねえ
[01:08:09.119] だろ久々のしつこいやらねえよマリカは
[01:08:13.559] マリカなか
[01:08:16.080] やらとんでもねえなんじゃこのゲーム
[01:08:19.560] なんかリクエストしろ4万貯めろ4万
[01:08:23.239] 貯めろ
[01:08:24.529] [音楽]
[01:08:25.679] とかいい
[01:08:27.520] ね女の子がボイスの男の子とスクをしてる
[01:08:31.600] のパソコン持ってないみんが指加えながら
[01:08:34.480] コメントしてる姿をたまに観察しにってる
[01:08:38.040] を感じるアならば本おすめがあり
[01:08:41.120] ます星を見る人とか東海道53次はもう
[01:08:47.000] 2度とやらんよ
[01:08:48.640] わしえパソコンないのえらん
[01:08:55.560] なかくそっかパソコンないキッズかも
[01:08:58.640] しょうがない高いからパソコンっ
[01:09:01.319] て高いもん
[01:09:03.479] [音楽]
[01:09:07.520] ねなあなんかレトロゲーやりたい久々
[01:09:12.120] にまこれも十分レトロゲーなんだけどね
[01:09:16.319] 何何何なんか行ったなんか俺行っちゃいけ
[01:09:19.080] ないこと行ったていうか待てまたなん待っ
[01:09:22.679] てなんか死にそうなんですけど
[01:09:26.260] [音楽]
[01:09:33.239] 何おいか何何おえ
[01:09:38.239] 何何
[01:09:41.759] リクエスト
[01:09:46.880] ダーラショーラやる
[01:09:51.239] 何それ
[01:09:53.520] なんだもう絶対やべえだろ
[01:09:58.760] それ何それ
[01:10:01.600] なんだよそれ知らない何ディープ
[01:10:06.920] ダンジョンちょっと調べて
[01:10:10.760] いいうわなんかやばそうなんかなダンジョ
[01:10:14.920] ンってついてるゲームはやばいっ
[01:10:17.719] て
[01:10:22.679] ディープダンジョン
[01:10:27.320] おふざけん
[01:10:30.600] [音楽]
[01:10:33.679] なお前それ俺にやらせてごらんマジでマジ
[01:10:37.760] でうまいよ俺そクやってたから
[01:10:43.120] なんね判定クソゲ俺がいつも見てるゲーム
[01:10:47.640] カタログWのディープダンジョン3への旅
[01:10:51.960] 判定クソゲ
[01:10:58.199] 何リクエストてくれもいいもそうの見
[01:11:00.199] たければそうやってくれも
[01:11:02.500] [笑い]
[01:11:04.080] いいっなんかだろ入った入った入った
[01:11:08.000] ディープダンジョン3の
[01:11:11.719] ワならな
[01:11:14.840] みたもうあのハードはほとんどんでも
[01:11:17.480] できる
[01:11:21.630] [音楽]
[01:11:24.239] からあそうなんみこんばんはてか待って
[01:11:28.480] もう死ぬってこれ何このなんなんこの強
[01:11:34.719] いっ
[01:11:36.440] [音楽]
[01:11:39.560] て
[01:11:44.159] え弱弱しかも
[01:11:47.400] 弱しかも弱でもなめんだよおいチマゲーム
[01:11:52.400] をなめないでほしいあるよ
[01:11:56.560] ありますけどちなみにでもこれあの直取り
[01:12:00.159] になるけどねここにカメラこうやってやっ
[01:12:02.120] て直りになるけど笑笑はバーチャルボーイ
[01:12:05.639] のソフト17本中14本持ってるけどね
[01:12:08.120] なめんなよチマゲームないからやれない
[01:12:11.280] ゲームほとんど
[01:12:14.239] やっうわモグラーニャなんて最高じゃん
[01:12:17.840] 全然クソゲーじゃねえ臭くねえ臭くねえ
[01:12:21.719] ちなみに2台持ってます
[01:12:25.280] 2台持ってますそそこにもあるあのあの棚
[01:12:27.639] の上にもあるあれは飾る用ねこっちは
[01:12:31.520] プレイ
[01:12:34.639] 用いあ
[01:12:37.960] カフ
[01:12:41.560] ララランでしょあるよ持ってるよ誰当たっ
[01:12:45.320] たあ何が誰当たって
[01:12:48.520] だんいや違う違う違うあのあれだよあの
[01:12:52.320] 囚人さん囚人さんが普通に8万5ポイント
[01:12:54.920] で
[01:12:56.360] ダンじゃメルカリで買う
[01:13:01.239] わこんばんはお疲れちゃんなる
[01:13:05.400] なるさちょっとラスダン行くよもう本当
[01:13:09.639] にメガドラタワーはないわメガドラのあれ
[01:13:12.960] はあるメガドラのあのCメガCDまでは
[01:13:19.400] ある
[01:13:21.000] でろでる
[01:13:25.520] できるよたその上のんだけX32アコーは
[01:13:29.480] ないあれはえんだよな3万ぐらいすんだよ
[01:13:32.280] なガの
[01:13:33.560] ざます
[01:13:35.360] あざメルクマイマジックマイトアマジック
[01:13:40.800] 持ってるんだけどあ夏目のやつでしょじゃ
[01:13:44.080] 俺なリクエストされるとねゲーム買わ
[01:13:46.360] なきゃいけないじゃんで俺病気だから箱き
[01:13:48.639] しかゲーム変えない病なのねーダンジョン
[01:13:51.600] 3が高かった
[01:13:55.400] 高い
[01:13:55.930] [音楽]
[01:13:58.239] のディープダンジョン3
[01:14:00.840] ねえ高かは犯罪でかえ高いって人春の4え
[01:14:09.480] 1万8000もするんだけどあいや
[01:14:11.480] 2300ある
[01:14:12.960] わあ2800あるこれ買うわこれにしよう
[01:14:17.239] あいいのあるわ安いじゃんこれ買おうこれ
[01:14:20.960] 買うわえディープダンジョン3ってこれだ
[01:14:23.840] よね
[01:14:25.520] えディープダンジョン3ってこれ
[01:14:29.080] これ見えねえ
[01:14:32.960] これこれだよねディープダンジョン3って
[01:14:35.880] ねおめえら買うなよ俺が買うんだからこれ
[01:14:38.280] 1番安いんだからこれこれだよねディープ
[01:14:40.440] ダンジョン3って
[01:14:42.000] ねこれなっ
[01:14:45.320] [音楽]
[01:14:46.760] てるそうそうこれね買これはの可能性も
[01:14:50.719] ありますよねれじゃねえつってんだろじゃ
[01:14:54.360] ねえつってんだだろいやこれ買うよ今あの
[01:14:57.880] メルカリのポイント8000円あるから
[01:15:00.280] メルカリのこんなクソゲー買わねえよこれ
[01:15:04.080] 3000円もするんだけどなあ3000円
[01:15:07.360] したんだけどこれどうディープダンジョン
[01:15:09.360] 33000円
[01:15:10.840] どうえ待って
[01:15:14.840] 最悪1000円で売ってんだけど買っ
[01:15:17.600] ちゃったんですけどこれキャンセルして
[01:15:19.719] くださいねこれキャンセルしてこれ
[01:15:23.080] 1000円で売ってんだけど
[01:15:25.719] 笑笑
[01:15:27.480] ちょっとこれキャンセルできないのこれ
[01:15:30.760] やっぱりいらないですこれえマジいらない
[01:15:33.480] ね3000円で買っちゃったんだけどおい
[01:15:36.920] 1100円で売ってるんだ
[01:15:41.400] がし
[01:15:43.680] [音楽]
[01:15:45.159] てえ最悪えめっちゃちゃんと見ればよかっ
[01:15:51.380] [音楽]
[01:15:53.920] たんパチパチパチパチパチパチ
[01:15:57.360] パチパチパチ
[01:15:59.120] パチパチパチ嘘だよマジか
[01:16:03.560] よ結構普通に1000円とか1200円と
[01:16:06.679] かで売ってんじゃん3000円って
[01:16:08.560] めっちゃえじゃねえかよ待てこれいらない
[01:16:11.239] これちょっとキャンセルしたいうわもう
[01:16:13.920] しかもポイント払い
[01:16:15.239] ポイントましたポイント払いだからもうす
[01:16:19.120] 話あれ終わってるしい
[01:16:21.320] [音楽]
[01:16:25.159] えちょっとこれいらないマジでのサブスク
[01:16:27.120] 4分キャラにされたねうわたか3000円
[01:16:32.199] っって普通に1000円1500円とかで
[01:16:34.600] 売ってんだけど裸だそんな安く買えるのか
[01:16:38.560] じゃ裸じゃない裸じゃない裸じゃない箱
[01:16:40.920] 付きだよ箱付きで1000円1500円だ
[01:16:43.719] よまちょっとこれはちょっとキャンセルし
[01:16:46.719] たい
[01:16:50.440] ないやもキャンセルできないよな
[01:16:55.159] うわもうそこそこしかも1500円全然
[01:16:58.080] 状態いいし全然状態いいしふざけんな返せ
[01:17:03.320] よ返してよ俺の3000円返してめっちゃ
[01:17:08.000] 状態いい
[01:17:10.840] しセムスゴード1足しにし
[01:17:14.010] [音楽]
[01:17:17.080] てもうしょうがないなのも買えば
[01:17:21.199] オ勝手に買ったの
[01:17:25.040] なんでそんなポイントあるのええわかんね
[01:17:28.199] ななんかなんかそんポイントあんだよ
[01:17:30.520] 売り上げ金いや何も売ってない
[01:17:33.560] けど8なんかねなんだっけななんか
[01:17:39.280] ななんかをメルカリで買ってキャンセルに
[01:17:42.520] なったのがポイントで帰ってきたんだ確か
[01:17:45.400] うんなんかポイントで帰ってきたのなんか
[01:17:47.199] 現金にできねえんだ買しめて3000円
[01:17:49.400] でるあ俺も3000円で売るべえか
[01:17:51.130] [音楽]
[01:17:52.520] なマジ最悪なんだ
[01:17:55.700] [音楽]
[01:17:58.280] こっちだごめん道思い出しましたこっち
[01:18:00.239] でし
[01:18:00.520] [音楽]
[01:18:03.280] た萎えた
[01:18:07.679] われホークブリザードなやばいの
[01:18:13.760] な言ってよそれ高いよっ
[01:18:18.440] てあしかも何これ回復してねえじゃん
[01:18:23.740] [音楽]
[01:18:26.719] それ高いよ
[01:18:29.960] せえ高いの買っちゃったな大して状態良く
[01:18:33.560] ねえし別
[01:18:36.159] に
[01:18:39.360] ごめんいいですいいです僕が悪いですから
[01:18:42.639] 僕が一番悪いんでえ僕が一番悪いんで
[01:18:48.880] ねたまにはでもそういうたまにはそういう
[01:18:53.360] マジのクソゲよ
[01:18:57.140] [音楽]
[01:19:00.600] な本当にでも今ファミコンのゲームでさ
[01:19:06.360] なんつうの大体どんなゲームでも値段つく
[01:19:09.000] じゃんこんな1何百円とかで買え
[01:19:11.360] るってことはさ本当にクソゲーなんだろう
[01:19:14.040] なマジでクソゲーなんだろうねそんなの
[01:19:16.960] ないぜなかなかマジでなかなかない
[01:19:20.960] ぜ1000円とかで買える説つい
[01:19:25.580] [音楽]
[01:19:31.040] て私も未だにクリアできませんえーじゃ
[01:19:35.440] ちょっとマジでやる時はさマジであの知識
[01:19:38.760] 騒動員でやろうぜみんなの知識騒動員
[01:19:42.880] でボコスカ坊主の時みたいな感じでさ
[01:19:49.890] [音楽]
[01:19:57.679] いいねクリアしてる
[01:19:59.960] からあさんクリアしてたまあの人は
[01:20:03.679] ちょっとレベルちげえからなあの人は
[01:20:05.840] レベルちげえ
[01:20:07.280] わあ待ってあれもあれもやりてんだよな
[01:20:12.199] なんだっけイさんとピコピコちゃんがいつ
[01:20:14.360] もやってるやつよくやってるあの
[01:20:16.440] アクションゲームなんつうんだっけ
[01:20:17.760] めっちゃむずやつあれなんて言うんだっけ
[01:20:20.880] なさんとピコちゃんがよくやってるやつあ
[01:20:24.719] バトルじゃバトル俺もクリしたホーリー
[01:20:26.320] ダイバーホーリーダイバーマリそう
[01:20:29.400] ホーリーダイバーダンジョンマスターそう
[01:20:33.520] ダジマスターじゃないダマスターじゃ
[01:20:35.440] ないホーダイバーもやりてんだよあれ
[01:20:39.400] 懐かしい
[01:20:51.120] テテテテチーターマンやなチーターマン2
[01:20:56.400] せっかく遊べるようにしたんですか
[01:20:59.080] よろしくです笑あれ最後の肩地獄みたいね
[01:21:02.760] 最後の方じゃ最初から地獄だよあれあれ
[01:21:05.000] 最初から地獄マジでとてもじゃないけど
[01:21:07.520] 無理だ
[01:21:09.199] よチーターマンねチーターマンも欲しいん
[01:21:13.320] だよ
[01:21:14.800] なチーターマンが入ってるアクション51
[01:21:17.840] っていう海外のさ非公式ソフトさ中古で
[01:21:20.920] 20万ぐらいすんだよ買ってくんねえか誰
[01:21:24.080] か中古で20万する
[01:21:26.480] [音楽]
[01:21:33.000] あれこれここからライデインなんか売って
[01:21:35.360] たらやばいよ
[01:21:36.840] やめようチーターマンて5万とかしない
[01:21:40.239] もっともっとするもっとするワイプだから
[01:21:42.120] さトトワイプを大きくはできないって前
[01:21:46.360] 言いませんでしたっけDSの時はできない
[01:21:49.800] よってみにんして
[01:21:55.520] 確かに確かに確かにそうかも確かにそうか
[01:21:59.159] も本当に調査してないだけか
[01:22:03.360] ももう1500返すから後であれこれポリ
[01:22:07.400] トンボだっけ前やったのいいつもの
[01:22:09.960] ファミコンとかね1画面の時はできるんよ
[01:22:13.360] 1画面の時
[01:22:15.159] は1画面の時はこういうことができるのね
[01:22:18.560] あんまりでかくなっても意味ねえんだけど
[01:22:20.360] あのこれDSだからさ画面が2個じゃん
[01:22:26.320] 可愛いでしょうわ可愛いやろか可愛いやろ
[01:22:29.159] か密接に近くてよくない近くて良くない
[01:22:32.719] こっちの方がこれでだだこれだとあでき
[01:22:35.360] ねえんだDSはさできないの
[01:22:38.080] ねDSはできねえだ知らなかですごめん
[01:22:41.239] なさいうんいや謝んなくていいよごめんね
[01:22:44.120] なので僕これポイント返しときます
[01:22:45.880] 1500って結構あるからねポイント返し
[01:22:48.880] ますからやったの私です知らなくて知ら
[01:22:52.320] なくて夏何それ
[01:22:55.760] 知らなくて
[01:22:57.960] 夏なんかいいね後で俺も引き替えよあいい
[01:23:01.840] よでもあれだ最初の1回だけだからな返し
[01:23:04.880] てやんのは
[01:23:06.719] えなんだっけワイプを大きくから
[01:23:10.719] セガサターンのゲームにありそうかなんか
[01:23:13.880] さなんかラの前にサとシルバーサーファー
[01:23:16.679] クリアしとこうシルバーサーファーやりて
[01:23:19.960] シルバーサーファーやりてえあの神局
[01:23:25.160] [音楽]
[01:23:26.639] まあれもまた相当なクソゲーだからなの出
[01:23:28.840] てきた可愛いだろ行く
[01:23:33.080] 行くちょっと今日マジ本当もうクリアし
[01:23:35.400] たいからうるさい本当にうわなんか敵
[01:23:37.600] 変わっ
[01:23:39.199] た敵変わっ
[01:23:48.239] たっこのネポ史上1番キモくてわろた
[01:23:56.199] ちゃ俺もさなんでそんなのがあるのか
[01:23:59.159] わかんねえんだよなんかの配信でなんか
[01:24:02.679] ノリで作ったんだよなそうなんです17
[01:24:08.320] ミルダム行かね行かねいかね俺はttch
[01:24:11.320] 以外
[01:24:13.450] [音楽]
[01:24:16.520] は確かにキモい
[01:24:19.320] ね可愛くない行く
[01:24:25.060] [音楽]
[01:24:30.199] 俺死にそうじゃないこんばんは
[01:24:32.920] 豚汁とんでもねえとんでもねえこと言われ
[01:24:35.760] てんじゃん俺ね煉獄長って何ですかバブル
[01:24:38.480] マこんばんは今日最終回にし
[01:24:43.239] たい今日最終回にならねえかな一生発射し
[01:24:46.840] てら一生一緒にいてくれ
[01:24:50.640] [音楽]
[01:24:52.239] よ煉獄長って
[01:24:56.760] こいつはいレベルアップはいはい一
[01:25:01.719] 発無理じゃねえ無理じゃねえよだっても
[01:25:04.119] ラスボスダンジョンラスダンだよワン
[01:25:07.239] チャンあるべはい一
[01:25:10.660] [音楽]
[01:25:16.280] 発裏ボスも行くんでしょあそうだそうだわ
[01:25:21.800] 裏ボス行くんまとりあえず
[01:25:25.159] とりあえずあれだよなあの面は今日行き
[01:25:28.119] たいよ
[01:25:29.600] [音楽]
[01:25:34.040] ね表面は行きたい今日正直は行け行く
[01:25:39.510] [音楽]
[01:25:44.960] でいやなんか魔法使えねえとこいつ弱えん
[01:25:48.239] だよなマジで
[01:25:49.760] なうですかん
[01:25:54.600] はできん忘れたやり方さんやっておしまい
[01:25:59.199] あそっかまだゲマいるの
[01:26:02.520] かそっかこれまだDS版だからゲマ出て
[01:26:05.520] くるの
[01:26:07.679] かゲマなんて大社強くない
[01:26:10.760] [音楽]
[01:26:13.719] やろ
[01:26:17.639] よし
[01:26:19.960] す来ました
[01:26:22.159] からミドラ強いよ
[01:26:26.239] ねその分かりにくいネタ放り込んでくるな
[01:26:29.600] またあれだろあれ逮捕されたあれだよな
[01:26:34.040] 逮捕されたやつだよねそれあのなんだっけ
[01:26:36.719] あの将棋の
[01:26:38.840] ね橋元おすげえ分かるんだ名前も似てて草
[01:26:45.679] うん
[01:26:48.320] 橋本でも負けない
[01:26:51.400] よなんとかのアーダコーダでなんとか将棋
[01:26:54.639] を皆さんに見せたいよ
[01:26:56.890] [音楽]
[01:27:03.000] ね
[01:27:04.719] 序盤序盤終盤中盤隙がないよねでもおいら
[01:27:10.960] 負けない
[01:27:13.440] よわかたちが躍動する駒たちが躍動する
[01:27:17.560] なんだっけコたちが躍動する俺たちの
[01:27:21.199] デュエルデュエルじゃねなんだっけ俺たち
[01:27:23.119] のあけないよ
[01:27:25.280] 僕れん君負けないよ強いよね矢印序盤終盤
[01:27:29.800] 終盤目立たないよねマジで目立た
[01:27:32.240] [音楽]
[01:27:34.440] ない
[01:27:36.159] う
[01:27:39.760] つゼマンさんのハンガリー料理配信って
[01:27:43.440] いつやんのね聞かないで
[01:27:48.440] 欲しい聞かないでほしいなだけど俺は負け
[01:27:52.280] ないよみんな通る道
[01:27:55.600] 笑聞かないで欲しい
[01:27:57.690] [音楽]
[01:27:59.440] なもうリクエスト枠なああリクエスト枠の
[01:28:05.719] 強いよね序盤中盤終盤好きがないと思うよ
[01:28:09.679] でもおいら負けないよコマコマたちが躍動
[01:28:13.320] する姿を皆さんに見せたい
[01:28:18.320] ねリクエスト枠のカロリーがでか
[01:28:22.440] すぎるやるって
[01:28:25.920] だ
[01:28:27.400] からだから
[01:28:30.719] なドラクエ終わったらリクエスト消化期間
[01:28:34.840] 入
[01:28:36.040] るって言ってるじゃんでしょ言ってる
[01:28:40.780] [音楽]
[01:28:44.639] でしょそんないやいややられても
[01:28:50.340] [音楽]
[01:28:57.000] だってさ配送していいですよ本当にええ
[01:29:02.360] やるよの信やんけやるよや
[01:29:08.840] るって健闘し
[01:29:12.119] ますいやあでも
[01:29:15.960] さだってさむずだってさ
[01:29:25.840] 休を
[01:29:27.199] 与える
[01:29:29.480] うんやるって言ってんじゃんトラマナて誰
[01:29:34.159] か持ってねえ
[01:29:35.639] の
[01:29:40.119] あるあの大きな像が私たちのこと見てる
[01:29:43.480] みたい反省してますみたいな流れ笑やるよ
[01:29:49.679] やるって違うああいうのは
[01:29:53.040] ねがなくて困った時にやるんだよ俺今やる
[01:29:57.560] ゲームに困ってないもんだっ
[01:29:59.440] てやりたいゲーム1ぱいっぱいねでしょ
[01:30:04.239] そう
[01:30:05.639] でしょやりたいゲームがいっぱいある
[01:30:09.440] からどうしようかなっと思ってるわけや
[01:30:12.800] 権利作ったの
[01:30:15.760] あなたそうだよ確かに俺だねその権利を使
[01:30:20.520] するのも私めとけばいいのに
[01:30:23.670] [音楽]
[01:30:26.239] まま止めても別にね今まで受けてるのねな
[01:30:30.159] ゲームするといいよおらほらあもうもこう
[01:30:32.880] いうこれ待ち時間うわ死ぬ死ぬ死ぬあそれ
[01:30:38.040] おもろいかもしんないあそれもうかもしん
[01:30:41.000] ないねもう一気にやっちゃおうよ一気に
[01:30:45.800] 一気にやっちゃおっ
[01:30:47.960] かそれ面白いかもしんない3日間ぐらい
[01:30:51.760] 使って96時間無理だけど3日間ぐらい
[01:30:54.520] だった3連休とかに96時間でもの終わら
[01:30:58.480] んぞ
[01:31:01.119] きんかなと言って陸化したらと言ったら
[01:31:07.119] えそと繰り返してますよねいいんだよ違う
[01:31:11.600] 違ういいのリクエストやるのはいいんだ
[01:31:14.760] けどそっか普通の人は連休なのか連なんか
[01:31:19.800] ないよ俺も俺も連ないよ
[01:31:24.159] ちげえんだよ
[01:31:27.600] なんかなんかさあのなんつうの人間性が
[01:31:31.600] 見えてきましたあのね違うんだって
[01:31:36.880] あのいないから言ってるんだよこの男は違
[01:31:40.800] 違違違
[01:31:41.920] 違リクエスト枠をやってなやっぱどうして
[01:31:46.480] も自分と合わん時ってあるやんあちょっと
[01:31:51.080] このゲーム合わねえなってさか考えててな
[01:31:55.159] 時あるじゃないですかそういう時にね僕は
[01:31:59.920] ね嘘嘘偽りいつわってねやもう面白い
[01:32:04.000] ゲームだなって言えないんすようわこの
[01:32:06.239] ゲーム重んなくないい
[01:32:08.080] てそうしたらさリクエストしてくれた人
[01:32:11.560] たちがさショック受ける
[01:32:13.320] でしょそれが怖いんだ僕みんなのこと
[01:32:16.440] 傷つけたく
[01:32:19.639] ないそういう俺の気持ち分かってほしいな
[01:32:22.840] 最後にリクエストとやったのいついつだっ
[01:32:25.719] けあなんで
[01:32:27.560] これちょっと
[01:32:29.920] ちょおいおいおいしてねよおいおいおい
[01:32:33.920] いやいやいやいやんなことないでんなこと
[01:32:37.080] ないでミちゃんとか大丈夫だろう
[01:32:41.280] けどこのゲームじゃない時あるもんねうん
[01:32:45.119] 大丈夫大丈夫あるよさよならさよなら
[01:32:50.410] [音楽]
[01:32:54.119] まあまあでもやりますかシ受けてフォロー
[01:32:56.719] 外しかも大体4月末ですね最後のリ派
[01:33:01.360] しかも
[01:33:03.320] とも半年にくつやってない
[01:33:07.320] のさすがにやろっかあーさすがにやろう
[01:33:11.560] 分かりまし
[01:33:12.630] [音楽]
[01:33:14.920] た
[01:33:17.080] 草リクエストってもう初見の人からしたら
[01:33:22.159] もうやっぱ入りにくいんよね
