[00:00:19.880] ジマゲームさんコメントお待ちしてま邪魔
[00:49:04.839] 高うしてたししさんもぎちゃんみんなと結
[00:49:09.920] いいですね仲良くねあれしてくださいね
[00:49:12.640] あれってなんだ私ねこの学校に来てよかっ
[00:49:16.040] たとっっても良かった光どうしたの卒業
[00:49:18.640] まで2人一緒で楽しくそう野郎が墓まで
[00:49:23.559] 一緒なのかカ野郎俺に言わせんなあんな
[00:49:27.599] こと分かってることだろしぐさん
[00:49:33.960] 笑笑墓場まで一緒だ
[00:49:36.680] よはいどうもこんにちはとえん君ちょっと
[00:49:40.559] 早くついちゃってさ決て
[00:49:42.860] [笑い]
[00:49:44.880] たあの俺なんかトメもやってる時
[00:49:48.480] めっちゃくちゃ声でかくなっちゃうの何な
[00:49:50.240] んだろう
[00:49:51.280] ねめちゃくちゃ声張るんだよねおさん昨日
[00:49:55.559] ゲーム休んで
[00:49:57.640] やばい笑そうだ昨日休1回休んだからもう
[00:50:00.839] 宗ちゃんさんれると叫び出すなんか
[00:50:04.839] とりあえずでかい声出したくなるんだよな
[00:50:06.480] このゲームやってるとなも音あれ半端ない
[00:50:09.720] からごめんなそうか俺も早くくればよかっ
[00:50:11.960] たなみさんそんなことないよ私は来たかっ
[00:50:16.000] たから早く来ただけクソ可愛いじゃん
[00:50:19.119] おいじゃ行こうよ神イベントだったね神
[00:50:22.680] イベントだったね俺2周目さ2周目
[00:50:27.319] あの部活動絶対頑張るわあのね部活動を
[00:50:31.319] サボって俺今帰宅部じゃんこれ
[00:50:32.920] めちゃくちゃ損してるらしいのよ
[00:50:34.880] めちゃくちゃ損してるらしくて部活動同じ
[00:50:37.400] とこ行ってその部活動で3年間頑張るって
[00:50:40.040] いうイベントもあるのよ俺それ飛ばし
[00:50:42.680] ちゃってるからもう次は好きな女の子と部
[00:50:44.599] 活動頑張りますなんでそんなことしてるか
[00:50:46.520] というとですねなんでそんなことをしてる
[00:50:48.200] かと言とこれをご覧
[00:50:50.680] ください買いましたこれ昨日配信でも言っ
[00:50:53.200] たけどこれ買っちゃったアペンドディスク
[00:50:55.520] 付きさん2回ぽかしたらアウトなのが
[00:50:58.200] 厳しいな本当だよ何事からも逃げてきた俺
[00:51:01.680] にとってさ部活2回ぼれないって無理だよ
[00:51:04.480] これに書いてあったこれも最高の読み物
[00:51:07.440] これこれねあのこれ好きな女の子に名前
[00:51:10.480] 呼んでもらえるディスクなんでね楽しみ
[00:51:12.720] ですね2周目が誰に行こうかな本当になん
[00:51:15.240] だか光と遊園に行くと向い思い出すなさん
[00:51:18.119] さすがにそれ
[00:51:20.000] てでも言いましょうか
[00:51:23.240] ね無とでも言いましょうか
[00:51:27.280] カブロでも言いましょうかあ買った買った
[00:51:31.000] 買いました3枚3枚買いましたいや楽しみ
[00:51:35.960] ですねこんばんはさこんばん買った買った
[00:51:40.000] 買った買ったアペンドディスク付き3枚組
[00:51:43.480] 買いましたこれね買った最高だわこの
[00:51:46.880] ゲームもう今日から1年間これしか配信し
[00:51:49.599] ねえ
[00:51:50.920] わ
[00:51:52.680] えー落ちるこれ新アトラクション落ちる
[00:51:55.880] 行きましょうぐさん可愛い可愛いんだよ
[00:51:58.920] そうしかもこのジケがめちゃくちゃ可い
[00:52:00.799] さん最強そうんですよもぎさん行ったね
[00:52:03.760] いや嘘嘘嘘嘘嘘嘘嘘ですすいません
[00:52:05.839] いろんなゲームやりたいあそういえばあれ
[00:52:07.720] 届いたよネちゃんさん今嘘つい
[00:52:10.559] たいいじゃねえかよいいじゃねか嘘つい
[00:52:13.640] たっていいだろうよ嘘ついたっていいじゃ
[00:52:15.839] ねえかよ嘘ついた嘘ついたっていいだろう
[00:52:18.280] よ嘘は悪いことじゃないよ俺は俺は思い
[00:52:20.520] ます嘘は悪いことじゃないと思いますし
[00:52:23.040] ししさん嘘つきは泥の始まり
[00:52:26.839] さん嘘ついま確かに僕は泥棒だよみんなの
[00:52:30.839] 心盗んちゃっ本やめなんか今日空回りし
[00:52:34.680] てるよねやっぱり今日様子がおかしくない
[00:52:37.760] ちゃ
[00:52:39.599] なんかさんだよね
[00:52:43.440] わかる攻略月1週間で1週間で1人行けん
[00:52:47.599] じゃないのいやままままそん
[00:52:50.970] [音楽]
[00:52:51.360] [笑い]
[00:52:56.640] の一気に落ちるんだよな落ちるって落ちる
[00:52:59.400] 瞬間が楽しそうだね早く乗ろうよ早く乗り
[00:53:05.559] ましょうさすがになんかイベントあって
[00:53:07.839] ほしいなここ
[00:53:09.160] なあク読み込んでるあるぞ
[00:53:12.440] これおおじゃちょっと女の子の方見ろよ
[00:53:16.760] お前こんな
[00:53:24.240] お前ちょっとちょっと怖いも俺結構こう
[00:53:27.359] いうの怖いかもしれ
[00:53:31.280] ないこの乗れるみんなグさんお乗れない俺
[00:53:36.520] しししさんしっかり落しっかり落ちたね体
[00:53:40.440] がぐーって浮いてう表現できない感じだよ
[00:53:48.559] ねスリル満点だてちょっと最高に好きこう
[00:53:53.160] いうのすげえな私にはスリルががありすぎ
[00:53:57.200] て感じすげえなね俺ちょっと怖えわこう
[00:54:01.040] いうのま乗れと言われれば乗れるけど怖い
[00:54:05.319] 怖い怖いけどなその怖さを楽しみに行く
[00:54:08.079] ようなもんだからねでもねまた誘ってねあ
[00:54:10.559] よあのさ一緒に帰る一緒に帰ろうよ一緒に
[00:54:14.760] 帰るってうか一緒に進もうよコス怖いジコ
[00:54:18.200] ジェコスって何ジェコスって何一緒に帰る
[00:54:22.000] ってうか一緒に住もうぜなもうここまで来
[00:54:24.960] たらさんバジじゃんとかジで赤ちゃんの
[00:54:30.960] 名前決まった赤ちゃんの名前はどうしよう
[00:54:33.359] かな卒業式の日に決めるわ
[00:54:37.000] じゃあれ人の先生に言ってく
[00:54:40.680] あの15年後15年後僕たちの娘が娘が
[00:54:46.680] 来るんで子供が来るんであジェット
[00:54:49.400] コースターでジェコス
[00:54:51.720] ね来るんでよろしくお願いしまて言って
[00:54:54.520] 去ってくわ100保ち
[00:54:57.760] ましょうでも結構さステータスよいい感じ
[00:55:01.520] じゃない勉強もそこそこでき
[00:55:04.190] [音楽]
[00:55:10.160] て
[00:55:13.160] はい容姿も100保ちつつ宗ちゃんさん
[00:55:17.079] 小さい時乳に怖くないからって騙されて
[00:55:19.920] ジェコスのって失したしぶしぶしぶさん
[00:55:23.240] 性欲あまりすぎてて体力えないんよもぎ
[00:55:26.880] さんじまくんジャイアンのコスプレやめて
[00:55:29.400] よもぎさんジャスコそれジャコスだろそれ
[00:55:33.000] よジコスだろそれをそれを言うならジャコ
[00:55:36.720] やろがさんじこふでもないし
[00:55:41.160] ね性欲あまりすぎてんだろうな高校3年
[00:55:46.319] 生あやべえデートすんのすっかり忘れ
[00:55:50.400] [音楽]
[00:55:51.599] てるもぎさん嫌な男
[00:55:57.640] はさあデートはどっか行きますかどっか
[00:56:01.400] 行くとかありますかスケート場スキー
[00:56:06.760] 場スキー場行きたいかなでもねスキー場
[00:56:10.000] 行きたいよねちょっとねぐぐさんスケート
[00:56:12.440] いいねスケートスケートめちゃくちゃ
[00:56:14.079] なんか断られるんだよなスケートとスキー
[00:56:16.200] どっちも行こっかでもでえ紅葉も見に行き
[00:56:19.559] ましょう紅葉ミにあ紅葉終わっちゃった
[00:56:22.799] 紅葉終わってた紅葉終わってた終わっただ
[00:56:26.559] ちゃんとイベント回収しない
[00:56:29.039] と正直本当もうぐさんスノーマジック
[00:56:32.640] 楽しみスノーマジック可愛く見えるってか
[00:56:35.240] はレ君これ以上可愛く見えちまったら参っ
[00:56:38.760] ちゃうな俺あそれでよけわ可愛く見えて
[00:56:42.240] 困る俺がえー2日2日の日にちょっと
[00:56:46.680] じゃあもうちょっとちょっと先だけど入れ
[00:56:49.280] ちゃうわここえっとねうんスキー行こう
[00:56:53.680] うんはい神ケだよすぐすぐオ2つ
[00:56:58.200] 返事山に行こうぜってさ誘われてすぐいい
[00:57:01.760] よって言えないだろなかなか
[00:57:03.440] いいよも言えちゃうんですよねこれが愛の
[00:57:06.559] 力ってやつなんですよね恋は
[00:57:09.880] もさあしししさん毎週デートってお金持ち
[00:57:14.760] だね確かにバイトもしてねえのに
[00:57:19.640] なちょっとね進路のために勉強しとかない
[00:57:23.000] とダメなんだよ
[00:57:27.240] 金狼感謝の日あ休みかいいねじゃもう1回
[00:57:29.880] デート入れとこっかスケート入れよ今度は
[00:57:31.720] ちゃんさん山だしま山だからでもでも
[00:57:35.160] スキーだからね大学だ
[00:57:38.200] よん
[00:57:41.799] 初初デート初デートね初デートって聞いて
[00:57:47.240] 今思い出したのがあどこだったか
[00:57:51.160] なえ真面目に答えた方がいいいややめよ
[00:57:54.839] キモいと言われるから絶対決めとか言わ
[00:57:57.559] れるからいいや嬉しい
[00:58:00.559] なさん当たり前だろ
[00:58:03.440] るあのあれ言ったわぐぐさんあれあれ行っ
[00:58:08.720] たあれあのなんだっけあのさん真面目にあ
[00:58:12.160] なんだっけあそこあの
[00:58:14.359] さんの金魚めっちゃいる
[00:58:17.960] とこあの日本橋のさあれなんて言うんだっ
[00:58:22.440] けん
[00:58:26.280] たっけあれあの名前出てこ忘れたなんと
[00:58:35.240] かちゃんさんそうそうそうアートアリ
[00:58:38.920] そうそうそうそうそうそしたらそしたら
[00:58:42.200] なんかあのめちゃくちゃ綺麗なね
[00:58:44.480] めちゃくちゃ綺麗なさん何歳の時それは
[00:58:47.720] ちょっとあの別にいやもう20ぐらいかな
[00:58:51.079] わかんないけどもっと前かないやもっと
[00:58:53.720] あれかなわかんないけど忘れたけど
[00:58:57.920] 免許取り立ての車で行ったわで行くじゃん
[00:59:02.359] で
[00:59:04.599] あのめちゃくちゃ綺麗なあのなんつう
[00:59:09.520] のクリスタルみたいな形のなんかそう
[00:59:13.720] いろんな形の水槽にいろんな金魚が
[00:59:16.079] めちゃくちゃ綺麗に泳いでんだけどその
[00:59:19.240] クリスタルの六角形みたいな感じしてんだ
[00:59:21.720] よでなんかこう立ってるわけその六角形の
[00:59:25.559] お尻の部分にめちゃくちゃしあの
[00:59:27.640] めちゃくちゃ死んでてクソ萎え
[00:59:30.640] たあのめちゃくちゃ死体溜まってた
[00:59:34.200] めっちゃ死んでたマジであれじ超ストレス
[00:59:37.400] なんだろうねクソ死んでたよ金魚ぐしぐし
[00:59:40.319] さん笑笑金魚クソ死んでたしししさん金魚
[00:59:44.760] そう金魚金魚めっちゃそのなんか水槽の下
[00:59:48.680] の方に溜まっててちょっと泣たねまもぎ
[00:59:52.240] さんちゃまくがいやなんで俺が死んでんだ
[00:59:54.640] よししさんまあまそんなそんなこともあり
[00:59:58.520] ましたけど結局そのことは何も
[01:00:03.559] なくそのこと何もなく終わりましたけど
[01:00:07.280] 配信中たまに
[01:00:08.760] 画面よねぐさたまに死んでるとぐしぐし
[01:00:15.319] さん告白しなかったのえいやするよした
[01:00:22.920] よさんはめなかったたねて言うと俺がそれ
[01:00:28.720] 目的だったみたいに聞こえるじゃれのうん
[01:00:31.599] そういうことなんじゃないですか分かり
[01:00:32.880] ませんはいもうこの話やめたこの話やめ
[01:00:37.760] たしししさん辛いねいやま若かったよどじ
[01:00:42.079] は
[01:00:43.319] ねてかなんかいいややめよもうやめようぜ
[01:00:47.200] この話マジでやめやめやめやめやめさん
[01:00:52.359] ぐしぐしさん女3人で慰めるよ
[01:00:58.640] 振られた振られた普通にえでもささん
[01:01:03.480] 女の子とアクアリウムいやだからそだから
[01:01:06.760] ね違うあのねごめんゲーム1回ちょ止めて
[01:01:08.599] いいあのあのさだからちょおかしいじゃん
[01:01:12.039] たおかしいじゃんだってさん20歳の頃に
[01:01:16.000] 振られたえ何歳だ何年前だろう忘れたけど
[01:01:20.079] ままそれいいんだけどあの
[01:01:26.280] んでもない男アートアクラム行くかな
[01:01:43.079] もうがにった
[01:01:48.760] んだね
[01:01:56.000] そったわけじゃないからねこれ色々うう
[01:01:58.640] 直接あってのじゃあもうだからっていう
[01:02:02.119] さん自分視点で考えてみて何いやももう
[01:02:06.240] この話やめよなんかもうなんかいいや俺が
[01:02:08.520] 俺が俺がダメ当たり前だろ1も出させて
[01:02:11.720] ねえ
[01:02:12.720] や1円も出させてない車も全部俺が出した
[01:02:16.599] しそれは別にいいんだよそれは別にいいん
[01:02:19.359] だけどしししさんわもぎさん行くだろ
[01:02:27.920] やだやだやだないや別にね違うもう今日
[01:02:32.960] 雑談枠にしよっかなんかぐしぐしさんおり
[01:02:36.119] ならく
[01:02:37.760] ね財布って言われてそう裏でぐしぐしさん
[01:02:42.039] だめだよ裏で財布って言われてそう
[01:02:46.440] 俺もぎさんだめだよしぐさひかりちゃん
[01:02:51.359] 見せてよ宗ちゃんさん奢られる意味わから
[01:02:54.680] ない
[01:02:57.200] ねまめちゃん大人だ
[01:03:00.440] ねいやでもなんか奢られる意味奢る意味
[01:03:05.319] なんでか何かって言うと格好つけたいから
[01:03:06.920] だよさん
[01:03:08.319] 私ぎさんむむネックス好きになばっちり
[01:03:12.920] オッケだよ移住院9日は移住院駅住院大橋
[01:03:18.440] 前ね9日異
[01:03:20.880] 大島前
[01:03:24.279] はいちゃんさんももうす結婚しろおめえ
[01:03:30.319] ら
[01:03:33.359] えっとしししさん9日住ありがとう
[01:03:39.039] ありがとうガンガンイベント回収会だぞ
[01:03:41.640] 今日
[01:03:42.880] はま色々ありますわな色々ありますわな
[01:03:55.880] 大屋なんだそれしししさんスケジュール
[01:03:59.200] とばりこのために買え
[01:04:01.319] ばスケジュールちこれのためにはめん
[01:04:06.039] く嬉しいなあでどうしそさんあちゃまさん
[01:04:11.400] とメモにってプレミアソフトあるのね
[01:04:14.760] ちゃんさん付き合っててもお金全部どっち
[01:04:17.119] かが出すの意味わかんないから結構いや
[01:04:20.039] それはさでもるは別にさパソコン版の時い
[01:04:25.319] よ
[01:04:26.640] あ全部が全部出すのも確かにおかしいな話
[01:04:29.200] だ
[01:04:30.119] けど全部出すのはおかしいな話だけど
[01:04:33.760] ねやべ3つもデート重ねたらやばいかな3
[01:04:38.119] つもデート重ねたらやべえ
[01:04:41.279] かあちょっとやばそう3つもデート重ね
[01:04:44.480] たら中央公園行こう
[01:04:47.279] ああ忘れてたそうだよかったよかったス
[01:04:50.880] すると私もむちゃんと同じあ怒られるの
[01:04:55.960] まあまあね確かにねなんでもかんでもおん
[01:04:58.079] のもあれだ
[01:04:59.359] けどでもさなんか男側は何なんだろうねで
[01:05:05.319] もなんかまかっこつけたいんだろうねいや
[01:05:07.079] でも格好つけたよないや好きな女の前で
[01:05:10.559] かっこつけたいって思うの普通じゃないし
[01:05:12.559] さん何回同じミすんだ全然かっこよくねっ
[01:05:15.520] てか別にまあでもまあなんかいいんじゃ
[01:05:18.319] ないなんわかんないけどねまいいんじゃ
[01:05:19.920] ないすかはいあの結局ね過つけちゃってね
[01:05:22.920] 振られるんでねあの無駄ですはいもうです
[01:05:25.920] 奢るやつ初デート奢る男全部勝つわったが
[01:05:29.480] マジでさんおじミスばかりしてどうすんの
[01:05:31.680] どう宗ちゃんさんお金以外でもかっこ
[01:05:34.920] つけれるまあねそうだよね結局僕はそれが
[01:05:37.880] 足りなかったから振られたんですよそう
[01:05:39.760] ことなんですよ
[01:05:43.799] ねしぐさん
[01:05:47.279] 笑笑もぎさんどうすんの大好き笑笑ししし
[01:05:52.480] さん屈にならないでどうすんちゃんさん
[01:05:56.440] 当
[01:05:58.119] にまあねそんなそんなぐしぐしさん今の
[01:06:02.839] ちゃまさんにはひりちゃんがいる光りしか
[01:06:05.240] いねえ光だけでいい俺は俺は光がいて
[01:06:09.559] くれれば
[01:06:15.599] いいしししさんれん君て呼んでくれる光
[01:06:19.640] ちゃんおる俺その子にあれだよレ君て言わ
[01:06:22.880] れてたけど最後いやなんかやめ宗ちゃん
[01:06:28.079] さんれ君やめたしぐさん
[01:06:32.559] 笑笑えっと小じゃないから響きの駅前です
[01:06:36.559] さんごめんうんいいよいいよでも浮きとさ
[01:06:41.920] れたとかじゃないからね別にういクソ皮
[01:06:45.440] れん君ちょっと早くついちゃってさ採掘し
[01:06:49.359] てたんだ
[01:06:51.000] はいそんなことどうしたの私はたかった
[01:06:54.359] から早
[01:06:58.160] えよ人に歴史ありねいろんなことを
[01:07:01.960] 乗り越えて今俺は生きてるぜえ今日は
[01:07:05.079] 気持ちよく晴れたね何をするにも最高だな
[01:07:07.760] うん私は晴れが番きUR何それ何それ
[01:07:14.920] 何これ宗ちゃんさんちゃまくは浮気される
[01:07:18.920] のが一番辛いんかあのね過去3回浮きされ
[01:07:23.520] て寝取られてるんで
[01:07:27.160] 女の子基本あの信用しないんです
[01:07:30.760] よそうなんだそうなんだパソコン版がある
[01:07:34.920] ん
[01:07:38.960] だあ一番やばいのは高校の先生に取られた
[01:07:44.520] ことあるからね
[01:07:45.599] 俺犯罪だからねそれ本当に俺がその気に
[01:07:49.839] なればまやめましょうこのさん
[01:07:55.799] ちゃくの過去の
[01:07:57.400] 恋愛ボディ
[01:08:00.079] ブローパソコン版だとオリジナルイベント
[01:08:03.279] 作そんなのあるん
[01:08:05.839] だエッチなイベント作っちゃいましょうか
[01:08:08.559] あ俺が振られる理由が今今俺が振られる
[01:08:11.680] 理由が今見えたねこれがオリジナル
[01:08:15.200] イベントだよつて馬鹿
[01:08:17.920] 野郎さん
[01:08:25.839] かった何クソ可愛いこのスキーウェアえ
[01:08:28.799] 本当にこんな可愛いスキーウェアあるの
[01:08:31.359] こんなパーカーみたいなめっちゃ可く
[01:08:39.470] [音楽]
[01:08:44.159] ないおめでんおめでとうさんおめでとうね
[01:08:48.640] あのねおさんがあ
[01:08:52.000] ねったで
[01:08:56.640] えねマスターなんて
[01:09:00.920] 言え
[01:09:02.719] おとおでん
[01:09:05.560] こはありがとおめでとう
[01:09:10.300] [音楽]
[01:09:19.880] 本にん
[01:09:22.350] [音楽]
[01:09:25.560] さんおめでとう
[01:09:26.960] さんこれから
[01:09:29.279] 毎日さんパパ頑張っ
[01:09:32.479] [音楽]
[01:09:36.239] て俺たは人の人の幸せで食いついで行く
[01:09:40.199] しかねえんだ
[01:09:40.750] [笑い]
[01:09:42.390] [音楽]
[01:09:46.920] よ
[01:09:48.600] 甘いな敵な笑だね
[01:09:54.320] [笑い]
[01:09:56.600] さんれお前さ本当にやめなそういうこと
[01:10:00.199] 言うの誰が見てっかわかんないから知ら
[01:10:02.199] ねえよ本当に笑笑知らねえかんなあの僕で
[01:10:06.600] 良かったらどうですかみたいなちんちんの
[01:10:09.520] 画像とか送ってくるやついっかんなマジで
[01:10:11.400] わかんねえけどいやマジで本当にそうか
[01:10:14.239] バカた
[01:10:16.040] が本当にだめだそういうこと言っ
[01:10:20.600] ちゃっ
[01:10:22.679] てあイベント特にないのか
[01:10:27.480] あのさなんかこれデートのイベント
[01:10:32.040] がデートのイベントが
[01:10:34.679] さあんまりさんかっ
[01:10:37.440] [音楽]
[01:10:41.239] たらしてくれさらしてくれししさん毎回
[01:10:45.120] ホテル誘ってくれるひり
[01:10:47.480] ちゃんさんあ見れたあれ最高だったよフト
[01:10:53.600] さんのな言な前回フェイトさんがね文化祭
[01:10:58.239] は小屋これだけ言い残して森に消えてった
[01:11:00.760] からそれがねもう俺はノリに焼きついてた
[01:11:03.320] んでいやマジ神イベントだったよかった
[01:11:06.760] 勝手に殺さない
[01:11:08.400] でに帰ってったんだ
[01:11:12.040] に人里離れたところに住んでるから恋愛
[01:11:15.000] マスターは人里に降りてくるとキキ言われ
[01:11:18.840] ちゃうからな
[01:11:20.360] えとちょっとね力全部100以上にしたい
[01:11:23.480] んだよ
[01:11:24.239] ね大学行くぐらいだったらちょっとそん
[01:11:26.600] くらい頑張っとかないとだめ
[01:11:28.210] [音楽]
[01:11:31.880] だろ最後のテストで1回さ光に勝ちたいん
[01:11:35.840] だよねあデートですかしぐししさん三流
[01:11:40.360] ファイト三流
[01:11:41.850] [音楽]
[01:11:43.000] です
[01:11:45.120] ま配信者としては一流だけどなレ君
[01:11:49.880] ちょっと早くついちゃってさ退屈してたん
[01:11:52.679] だ
[01:11:55.679] なんだそれ私は来たかったから早く来た
[01:11:58.159] だけまさちゃんさんそうだ
[01:12:01.480] よなんでそうだよってさん大変
[01:12:06.480] そうそうですか一流です
[01:12:09.400] かいやいやいやいやあんなことないっすよ
[01:12:13.320] ね頑張れ
[01:12:19.239] 頑張れ今日は最高のスケート日だね風も
[01:12:22.280] ないしね本当すごく楽しみ
[01:12:28.140] [音楽]
[01:12:30.239] さね今の見てた後ろ向き
[01:12:34.500] [音楽]
[01:12:46.280] にげイブなんかてくれてんの
[01:12:55.440] とアーカイブ見てくれるって嬉しいよね
[01:12:58.920] マジでアーカイブ見てくれるってめっちゃ
[01:13:00.719] 嬉しくね配信ってやっぱりさ動画と違う
[01:13:03.920] からやっぱりさアーカイブ見んのと編集さ
[01:13:07.320] れた動画どっち見るかた動画見た方がそれ
[01:13:09.600] はねあの得られる情報とかも手取り林早い
[01:13:12.639] しでも配信のアーカイブを見るってのは
[01:13:15.440] 相当配信者あれなんじゃない嬉しいことだ
[01:13:18.719] 嬉しいことねりしたわみごめん語らせろよ
[01:13:23.560] 配信者としては一流だ何この変顔ぐしぐし
[01:13:27.159] さん笑笑語らせてくれよたまにはたまには
[01:13:31.080] 語らせてくれ
[01:13:32.360] よ1年もtchやってるとよ色あん
[01:13:38.000] な最高に楽しかったなんかデートイベント
[01:13:42.080] 味けねえよでもなに可い可愛くねえだろ
[01:13:46.320] あの
[01:13:47.120] さ一緒に帰ろうよねもう
[01:13:52.760] 最高帰るべき場所は一緒だよな
[01:13:55.960] はい最後のテスト来たわこれ結構いいん
[01:13:58.760] じゃない一緒にう行ってtiktok取り
[01:14:02.000] てん今もるtiktok取りて金ない
[01:14:05.120] ようちにくればただけどねつっ
[01:14:07.600] てまあまあかなあだめか
[01:14:12.500] [音楽]
[01:14:13.960] えーいいじゃんこれ勝ったんじゃねえかた
[01:14:17.719] たまにはテストの点数いい点取りてよな
[01:14:20.639] えっとデートってなんか入ってた特に入っ
[01:14:23.840] てないよね入ってないかスケートも行った
[01:14:27.440] しあとなんだよあと
[01:14:32.080] 何
[01:14:33.719] グロいおコンサートでさ2月にグロいが
[01:14:36.520] 来るらしいグもう少しでクリスマスね
[01:14:40.000] クリスマスなんかイベントあってほしいよ
[01:14:41.639] ね最後のクリスマスだ
[01:14:44.600] [音楽]
[01:14:47.320] しもうでもイベントもなもないよなここ
[01:14:51.080] までやっちったらもう
[01:14:53.610] [音楽]
[01:14:55.400] この後本当にデートしなくても電話くれて
[01:14:59.320] 嬉しいデートしなくても全然正直行け
[01:15:02.159] ちゃうんだろうな多分
[01:15:04.440] なクリスマスイブにちょっとあれすっか
[01:15:07.639] なんかイブイブにちょっとなんかさなんか
[01:15:10.480] イルミネーションショッピング外に
[01:15:12.159] イルミネーションとかねえのかよ
[01:15:13.639] ショッピング外に
[01:15:19.880] イルミネーションえこれ何これ2階えこれ
[01:15:22.800] なんで2回電話かけれんの
[01:15:25.220] [音楽]
[01:15:26.679] まだ2回電話かけれん
[01:15:28.460] [音楽]
[01:15:31.280] のまいっかここはちょっとここはちょっと
[01:15:35.480] じゃえっと文系理系やろうかさんクイス
[01:15:40.880] メイス
[01:15:42.480] クリスマス
[01:15:44.159] クリスマスフェイトさんテスト休みあ今の
[01:15:47.320] テスト休み
[01:15:48.960] か無駄にしちゃったでも正直
[01:15:52.239] ほれ見ろバカしかいねえやこいつ見
[01:15:56.719] てマジでこいつらなんでなんでさメモ2の
[01:16:01.199] 女の子ってみんなバカな
[01:16:03.719] のだって
[01:16:05.639] さ1の時で1番バカだったあの裕子だって
[01:16:09.199] さご強化合計150ぐらいは取ってたよ
[01:16:13.080] ねえなんでこんなみんな頭悪いの
[01:16:16.800] は光すら俺よりしたじゃんだっ
[01:16:20.639] てどんぐりの比べすぎる頭良さそうな子
[01:16:24.320] さえそうだよねだ光って
[01:16:26.880] 頭なんで
[01:16:29.000] こんなご強化合計36点ぐしぐしさんた匠
[01:16:35.400] もやばこいつらあれなんだろうな色恋沙汰
[01:16:38.080] にうつ抜かしてさ全然何にもできてねバカ
[01:16:40.719] バカさんたまたまだなんでたまたまな
[01:16:43.239] たまたまそんなことあんのほら勝っちゃっ
[01:16:46.679] たあ光すごい成績だよね驚いちゃったご
[01:16:52.199] 強化合計260点って全然すごくない
[01:16:55.520] 本にあのまいっかまどあねあのまそのその
[01:17:02.199] まあるよなそのその人たちにとってのって
[01:17:04.360] ことだよ多分な実力だよ今度勉強教ててね
[01:17:08.700] [笑い]
[01:17:10.320] 笑笑しししさんざでもない反応
[01:17:16.700] [音楽]
[01:17:17.920] 草まめちゃくちゃ偏差値の高い高校なのか
[01:17:21.400] もしれない君何あのさ来週のクリスマス
[01:17:27.800] 2人でスキーに行か
[01:17:30.760] ない勝ったわ勝ったよかっ
[01:17:35.360] たクリスマスデート確定してたんだ勝ち確
[01:17:39.880] 来た
[01:17:42.040] ねこれ絶対イベントあるでしょなんか絶て
[01:17:45.679] なんかイベント来るでしょこれなんだよ
[01:17:47.960] それもさん何回スキ
[01:17:52.199] などんだけスキー好きなんだよ
[01:17:57.760] 雪だるま作っちゃう俺雪だるまはい古休み
[01:18:01.760] デート
[01:18:06.040] ですあこれは違う普通のデートかこれは
[01:18:09.440] 普通のデートだちょっと
[01:18:11.840] オオオじゃ行こうよ
[01:18:17.040] はい今日は何するクリスマスっぽくなっ
[01:18:19.840] てるほらゲが細かいねぐさん受験勉強し
[01:18:23.600] ないの
[01:18:25.840] ししさんめてるってるねなめてんのかも
[01:18:32.199] しんない
[01:18:34.239] ねあそこのペンダントあこれさっきと一緒
[01:18:41.679] だ本当に信じてるのでも信じるものは救わ
[01:18:46.880] れ
[01:18:47.600] るっていうしそのにはあるかく
[01:18:54.960] クリスマス
[01:18:56.120] デート今日は楽しかったはいよ延長ああ
[01:19:00.000] 延長なしアフター
[01:19:04.330] [音楽]
[01:19:06.760] なしえっとどこ行こっかなぐしぐしさん
[01:19:11.040] アフターなしアフターなしだね
[01:19:14.480] えっとねクリスマスでしょ来週ってか明日
[01:19:18.880] ししさんイケメンになろうでイケメンも
[01:19:22.000] いいんだけイケメンになっとくかじゃ
[01:19:23.520] ぐしぐしさん100切ってる
[01:19:26.159] わすいませんくめて
[01:19:30.199] たあの光へのクリスマスプレゼント持って
[01:19:33.320] きましょうねフェイトさん
[01:19:35.090] [音楽]
[01:19:35.320] [笑い]
[01:19:37.320] うっさ疲れうわこれどうしようあワタルお
[01:19:40.880] 疲れワタルお疲れお疲れワタお疲れれお
[01:19:44.920] 疲れお疲れあのこれどうしようガラスの
[01:19:48.600] ぐしぐしさん1番上気をつけてねほんま
[01:19:52.840] やこ
[01:19:55.920] 何さん1番上カラスだよこういうことして
[01:19:59.600] くんのこういうことしてくんのこれいや
[01:20:02.760] このこの子ガラスのさガラスのさあのなん
[01:20:06.840] つうのきもが好きだからガラスあ全部
[01:20:09.440] ガラスなんだと思ったらこれカラスだった
[01:20:12.000] わえペンタかイヤリングだったら
[01:20:15.159] イヤリングかなでもあの子そんなチラチラ
[01:20:17.719] してなさそうだしなえどっちがいいん
[01:20:20.960] だろうまイヤリングなのかなロマンチック
[01:20:23.719] で言ったら
[01:20:25.960] なんかイヤリングにしよっ
[01:20:29.400] かえガラスだったよねちゃんとねカラスの
[01:20:32.840] イアリングじゃないよね女の子は
[01:20:34.480] アクセサリー喜ぶよねでもさ女の子に
[01:20:37.159] プレゼント何かする時にさ俺絶対そういう
[01:20:39.960] なんかものあげれないんだけどしぐさガ
[01:20:43.679] よかった俺カラスのイヤリングとかバカ
[01:20:45.719] みたいなもあげるもんだと思ったわ
[01:20:47.800] 今なんか財布とかさたことあるん
[01:20:51.719] かないってことにしよっかじゃないって
