[00:00:10.480] D
[00:44:40.079] こなさなきゃいけねえからごめん
[00:44:42.960] なまだ女の子のイベントがあるはずてこれ
[00:44:45.760] いつまであるのこのこのこの幼少期は
[00:44:50.599] 今日さん通報しないと笑笑さん引っかかり
[00:44:56.240] そう何さんあの日のお城の恨みまだ残って
[00:45:01.280] いるのとか言って砂に埋められるよあ
[00:45:05.040] さっきの砂場のイベントだあの日あなた私
[00:45:08.880] の砂場壊したよねこあ女の子発見女の子は
[00:45:14.440] 派遣しまし
[00:45:18.800] たわたるんさん警察一緒に遊ぶ俺が法律だ
[00:45:23.920] ぜこんな子いたっけて言って連れてかれる
[00:45:26.400] よ
[00:45:29.200] こんな子いたうんいいけど何して遊ぶの
[00:45:31.920] えっとねおマグリアルおまごしよっかね
[00:45:36.240] おじちゃんとおじちゃんとリアルおまご
[00:45:39.640] しよっかささん幼少期みんな可愛く
[00:45:43.119] ない何その育ったらそんな可愛くなくなる
[00:45:46.079] みたいな言い方まだわかんねえだろうよ
[00:45:49.000] なんかないよでこんないた事するの僕うわ
[00:45:53.319] ちょ僕っこ
[00:45:55.640] ださん通報なんでだよ笑笑はいたくさん
[00:46:00.960] 食べてるさん
[00:46:03.440] おこうんうぐうぐいい食べっぷりねうん男
[00:46:07.480] の人はそうじゃないそうだな男はよく食わ
[00:46:09.839] れとだめだよお母さんそんなこと言わない
[00:46:12.839] よ言うよいつもいいから返事するのうむっ
[00:46:18.559] て停止関白俺より先に寝てはいけない俺
[00:46:23.559] より先遅く起きてもいけないそうそうその
[00:46:27.520] 調子その
[00:46:29.160] 調子これからどうす
[00:46:31.760] のてかったおじちゃんと医者さんごっこ
[00:46:37.720] しよっ
[00:46:40.520] 言っで言ってねよざん
[00:46:47.160] なったになる
[00:46:50.280] がそうな
[00:46:53.400] のシャープ
[00:46:58.040] さん行ってそうちょっとそそれありだね
[00:47:02.440] そのそのそれ
[00:47:04.359] あり言ってねふざけ言ってねえよ印印象
[00:47:09.079] 操作す
[00:47:11.079] なそれありだなちょ次ひりちゃんと遊遊ぶ
[00:47:15.480] 時言ってみよっか
[00:47:16.720] なこ女の子あなんかあの子はあこれ男だ男
[00:47:22.319] に興味なし
[00:47:26.960] が
[00:47:28.400] 質これなんか多分ね話しかけてもいいない
[00:47:31.040] でこいつが止まってなんかしてる時じゃ
[00:47:32.400] ないとイベントが笑笑イベントが発生し
[00:47:34.640] ないからこ神社行くあ神社行くこれ多分
[00:47:37.559] イベントでしょなんかシャープシアさん
[00:47:40.440] ストーカーあ
[00:47:42.000] 違うこいつマジで頭湧いてるだけなのかも
[00:47:44.760] しんねイベントがないにゃあ
[00:47:48.559] こんにちはなんだこれ一応女の子よその青
[00:47:52.400] 坊バエもがいるこんにちはこにゃにゃちわ
[00:47:57.559] 何このメットールなんかロックマンの
[00:48:00.040] メットールみたいなのがいる
[00:48:01.559] わ弾投げてきそうピュン
[00:48:04.400] てひり行くかあこれこれ女の子そうフル
[00:48:08.760] ボイスあお前は待って待って待っ
[00:48:12.880] てさんやばすぎいやもマジで目も1から
[00:48:17.280] 比べたらさすごいよね1もほぼほぼフル
[00:48:19.960] ボイスだった
[00:48:23.200] けどなんだこ
[00:48:27.160] 女の子なの実は女の子でした枠ねあり
[00:48:31.040] そうなんだこいつ同じとこぐるぐる回っ
[00:48:37.160] てイベントないのか
[00:48:41.680] などこ行く
[00:48:44.640] のあなんかありイベント何全然イベント
[00:48:50.240] なんいいこいつなんか
[00:48:54.559] あるさん
[00:48:57.220] [音楽]
[00:48:59.040] 渡は好きですか渡君はさんが感じる
[00:49:05.839] ねでうちの地元未だにこんな感じだけどな
[00:49:09.000] あイベントトワイライトみたいどこ行く
[00:49:13.079] のん面白かっ
[00:49:18.200] たの空が何それあもう夕方になっちゃった
[00:49:24.000] えいつになったら大人になれるの俺は早く
[00:49:27.119] 大人になり
[00:49:30.520] たいもう
[00:49:33.839] 帰ろ1日1イベントとかねえよなまかな1
[00:49:38.200] 日1イベント
[00:49:40.559] かあ何あれひかりちゃんかみお姉ちゃん
[00:49:44.400] どうしたの今日は3人で遊園地に行こうと
[00:49:47.799] 思ってね勝ちです皆さん勝ちました人生
[00:49:51.000] 勝ち組チャンネルか人生勝ち組チャンネル
[00:49:54.119] ですどうもえ本当えおばさんにお願いされ
[00:49:58.160] てるのれんちゃん
[00:50:01.440] すげえれんちゃんのクオリティ
[00:50:04.880] 高引くわさん
[00:50:07.760] すげえこれ声優が俺のためにもう録音した
[00:50:11.880] でしょこれレックしてるよね
[00:50:14.680] これクオリティ高連ん
[00:50:18.690] [音楽]
[00:50:23.000] ちゃんちゃんリボの上にリボしてるじゃね
[00:50:26.839] なんだよ早く入ろうはいはい2人とも
[00:50:30.400] ちょっと待って
[00:50:33.720] はいじゃあ何に乗ろう
[00:50:38.200] かお姉ちゃんに乗っちゃおうか
[00:50:45.680] なすいませんバかし行きます行こ行き
[00:50:50.040] ましょうレ
[00:50:53.599] ちゃん高いけど大丈夫ひりちゃん
[00:51:00.000] さんやべえじ思考回してた
[00:51:05.359] さんさん
[00:51:08.319] スクロールやばいこと言った時これでごか
[00:51:11.079] もしん
[00:51:12.839] ドしてないけど大丈夫だよ大丈夫大丈夫
[00:51:18.400] さん
[00:51:19.440] [音楽]
[00:51:24.440] 余なくない
[00:51:31.599] ねいい
[00:51:34.240] じゃん景色じゃなくて女の子を見てくれよ
[00:51:40.599] なあこれ何意外とこの幼少期自体さんち
[00:51:44.640] タスク音量小さいからもいいよ本当タスク
[00:51:48.480] かなり下げ
[00:51:49.880] てるうるせえかなと思ってタスクかなり
[00:51:53.960] 下げてるじゃ次もっと上げるね
[00:51:56.839] すごかったねお家見えたお家見えたうん
[00:52:01.079] ひかりちゃんのお家も見えたよちゃわガ
[00:52:06.200] [笑い]
[00:52:07.920] さんこの年から空気読める男なんだな見え
[00:52:10.839] てねえけど見えたってとりあえず言っ
[00:52:12.079] とこうみたいなるさん全く持って音聞こえ
[00:52:14.760] んレベルあマジでじゃもう全然あげるわ
[00:52:16.880] 江戸さんとめ持って幼少期から始めなんか
[00:52:20.000] ね2だけみたい2だけみたいそれは次は
[00:52:23.280] メリーゴーランド行こ
[00:52:27.160] はいはい2人ともちょっと待っていやこの
[00:52:29.440] れんちゃんまれんちゃんが毎回同じ
[00:52:31.520] イントネーションなのはもう仕方ないでも
[00:52:33.319] それにしてもすごいじゃみんなでかぼちゃ
[00:52:36.000] の馬車に乗りましょうやった俺が馬車に
[00:52:39.040] なってもいいよお姉さんお姉さん俺が僕が
[00:52:41.680] 馬車になりましょう
[00:52:43.720] かお姉さん僕が馬車になりましょうかここ
[00:52:47.280] は1
[00:52:48.480] つ
[00:52:50.000] ねねみんなねねそうだよね誰だこいつ
[00:52:57.520] もさん幼期からこんな可愛い子に囲まれて
[00:53:01.200] たら
[00:53:02.799] 感覚ほねなるほどねってなん
[00:53:07.880] だねなんでこいつ横しか向かないのいつも
[00:53:10.680] さっき
[00:53:12.810] [音楽]
[00:53:16.520] から神ゲー
[00:53:19.720] だ女の子見えないの何なんだろうねこれ
[00:53:23.760] ねなんでこれ女の子見えないんだろうねも
[00:53:27.200] さん言いたいこと同じな気がする
[00:53:31.640] 何何何なんで言いたいこと同じ
[00:53:39.640] ってなんだこの単調な青い髪
[00:53:43.440] の青い髪のあれ
[00:53:46.480] 誰青い髪の誰あれおじさんこいつうん今の
[00:53:50.119] 今の今の誰えわかんないわかんないわかん
[00:53:52.000] ないなんかなんかあったっけなんかなんか
[00:53:54.799] あんなビルさんさん年上人妻好きだから
[00:53:59.480] 何何何
[00:54:02.000] 何おさんよしおに似ていた嘘
[00:54:07.040] だろシナやってたかもしんねえなじゃあ
[00:54:10.200] あいつ楽しかった楽しかったすごく
[00:54:14.720] 楽しかった僕もあたるさんえ見てたた笑
[00:54:20.280] もぎさんよしおマザーかももしかしたら
[00:54:22.839] そういう繋がりもあんのかなじゃそろそろ
[00:54:25.000] 帰りましょうか
[00:54:27.520] ええもう帰るのもっと遊びたいはー僕も
[00:54:33.319] 遊びたいあんまり遅くなるとおばさんたち
[00:54:36.760] 心配するわよ
[00:54:38.160] はいそうだ最後に3人で写真撮りましょう
[00:54:41.799] これ絶対どっち落ち出てくるぞこの写真
[00:54:43.920] 写真写真は知ってる
[00:54:46.559] でしょえこの子もしかしてこの年まで写真
[00:54:49.520] 知らないもみさん笑笑
[00:54:53.359] 写真写真は知ってるでしょ2人ともいい
[00:54:56.960] はいうん
[00:54:59.440] うんじゃ来るわよ
[00:55:02.880] はい自撮りってやつか
[00:55:06.880] え
[00:55:08.799] 何
[00:55:10.319] ん
[00:55:12.640] あおなんでなんむすっとしてるんだろう
[00:55:15.520] あの
[00:55:18.240] 女の子今日ねすっごく楽しかったんだよ
[00:55:20.640] それ3人でね写真取ったんででねでね
[00:55:23.760] 母親えお引っ越し恥ずかしいのかなさ写真
[00:55:28.640] 好きじゃないんやないで魂抜かれるって
[00:55:31.559] 対象時代とかの考え方じゃないランディ
[00:55:33.359] さんなんか銃撃みたいな音と悲鳴聞こえ
[00:55:36.400] なかったそれ多分ねランディさんがね多分
[00:55:39.480] ね戦争経験者だからだよ
[00:55:42.079] 多分PTSD発動してる多分
[00:55:45.920] それえでんランディさんあれい聞こえて
[00:55:51.200] ねえだろ何言ってんだよ母親全然喋んない
[00:55:54.200] じゃんちょっとやめてよなんか
[00:55:57.280] なんか母親が全然喋んないのやだななんお
[00:55:59.839] さんバレ
[00:56:02.000] えるやだそんなのやだよ光ちゃんやか
[00:56:04.839] 姉ちゃんとお別れなんて絶対やだよそして
[00:56:07.480] 次の
[00:56:08.480] [音楽]
[00:56:09.799] 日
[00:56:11.359] うカスお姉ちゃん
[00:56:15.160] ボーダーはダメだよそんなお姉ちゃんが
[00:56:18.720] ボーダーは
[00:56:20.240] ダメボーダーはダメこれは落に来てるわ
[00:56:27.559] うふめっちゃひかりちゃん泣きそうじゃん
[00:56:30.839] うんほらひかりちゃんちゃんと分るし
[00:56:34.559] なきゃ
[00:56:36.599] ねうわ可愛いひかりちゃんバイ
[00:56:42.839] バイえ最後までお別れは言えなかったんだ
[00:56:47.559] ああ
[00:56:49.319] 光ガンディ忘れない俺お前のこと忘れない
[00:56:53.319] よ
[00:56:57.550] [拍手]
[00:57:01.319] 光りいかに俺がこのゲーム楽しみにしてた
[00:57:04.680] から分かるでしょうこのテンションの高さ
[00:57:06.760] 始まっ
[00:57:08.920] た来たぜこっから始まるめっちゃ
[00:57:12.440] めちゃくちゃ切ないねこんなイベントあっ
[00:57:15.200] た後に他の女に行くやつの考えが知れねえ
[00:57:20.960] くそ光行くしかねえだろこれおい
[00:57:26.960] あのイベントあった後に光に行かねやつ頭
[00:57:29.400] おかしいぜあのドラクエ5であれだよな
[00:57:32.160] ビアンカ行かねやつ一緒だわ信じらんねあ
[00:57:35.440] でも可いでもい
[00:57:38.520] なかいい
[00:57:40.320] [音楽]
[00:57:42.280] これドラクエ5
[00:57:48.920] でまかうちの視聴者にフローラいねえよ
[00:57:51.720] [音楽]
[00:57:53.200] なフローラはマジでいねえよな
[00:57:56.260] [音楽]
[00:58:12.240] [笑い]
[00:58:13.970] [音楽]
[00:58:17.839] 矢姉ちゃんになったね
[00:58:22.080] [音楽]
[00:58:28.760] あこれが再会のあれなん
[00:58:30.970] [音楽]
[00:58:33.200] だ来たねもぎさんいい歌いい普通にいい歌
[00:58:37.640] うん普通にいい
[00:58:42.039] 歌さ早くないディスクに早くない今に5枚
[00:58:48.799] 終わるんだけど今中に5枚終わるよこの
[00:58:52.640] ペースだったらさんこれでデスク笑笑
[00:58:57.319] 早くない嘘
[00:58:59.960] でしょもうディスク1終わりなの
[00:59:03.240] ボリューム大丈夫かこれマジでデ本だね
[00:59:06.359] こんなんでディスク1終わりかやえ
[00:59:08.720] ディスク1が終わりましたさん
[00:59:10.400] オープニングムービーで無理したんやろ
[00:59:13.480] なもうディスク2に入るの嘘でしょ
[00:59:19.200] 早やよしこれディスク1に戻るとかもあん
[00:59:23.119] のかな
[00:59:28.400] 今中に終わっちまうぞこれこの調子だ
[00:59:34.480] とさんオップの字幕でディスク
[00:59:39.559] 1あれから7年か帰ってきたんだ
[00:59:43.920] なランディさんめっちゃ食ってる笑笑いや
[00:59:48.359] 多分音声合成で多分取れてんね音声合成の
[00:59:52.280] 作成があるからあ響きの高校だ高校が次の
[00:59:56.799] 高校だね前のは時めき私立時めき高校だっ
[00:59:59.400] たけど絶対偏差値低いじゃん私立時めき
[01:00:02.440] 高校名前書くだけで受かり
[01:00:07.559] そうここが新しい家か昔と同じ家なら学校
[01:00:11.280] にも近かったのになま俺も明日から高校生
[01:00:14.400] 新規1点
[01:00:18.599] 頑張ろう響きの高校昔から変わってない
[01:00:22.400] なまか再開すんじゃねえのえっと俺クラス
[01:00:26.319] はとあ
[01:00:28.599] あれ木の下光ってもしかして
[01:00:32.520] うわいてててて何
[01:00:36.640] が
[01:00:38.760] あらあ大丈夫
[01:00:42.640] ごめんなさい私がよみしてた
[01:00:49.280] から素晴らしいさっきのオープニング
[01:00:52.200] シートカット璧完璧すぎるわかるしかもの
[01:00:56.200] オープニングを見るにわざとぶつかってき
[01:00:58.359] てますこの子え俺の後ろそ
[01:01:03.599] ああ電気流れた今名前呼ばれてもしかして
[01:01:07.640] 光ランデさん笑笑やばめっちゃ可愛い嬉し
[01:01:12.760] そう小学校の時以来だね生俺高校生同級生
[01:01:17.280] 皆優等
[01:01:19.440] 生出たねラッパーモ出たね急に引っ越し
[01:01:24.160] ちゃって話そ悲しかったんだからごめんう
[01:01:30.559] 私のことちゃんと覚えててくれたから許し
[01:01:33.400] てあげる忘れるわけねえだろうがよは入学
[01:01:38.599] 式始まるよわるさん
[01:01:41.079] ひえもぎさん声がなえ声だめわるさん
[01:01:45.920] 可愛いくそ可愛い
[01:01:48.200] じゃん何のチーズみてなおいなんかあの
[01:01:53.039] アンパンマンのチーズみたいな声だった今
[01:01:54.799] なあ
[01:01:56.520] わさん何今のもしかしてCVあれやちゃん
[01:02:00.480] わさん犬かよね山疲れ山寺高一もしかして
[01:02:05.880] CVゆうこちゃん超えてないねいちさん
[01:02:08.000] こんばんは見ての通り伝説が始まりますね
[01:02:12.440] ああーん
[01:02:17.559] じゃん
[01:02:21.160] 学おみんなこれこの何校長先生からゆだ
[01:02:28.680] さん爆裂
[01:02:30.400] 山爆裂山先生がいるねやばすぎ
[01:02:36.760] でしょわるさんがこの高校の調
[01:02:43.839] レダで
[01:02:45.799] あるえバカゲーなのか
[01:02:50.920] なわあ高校の
[01:02:54.200] もんて
[01:02:56.640] 徒のをあ誰人笑わねえだろなここで
[01:03:02.800] [音楽]
[01:03:03.880] な自由いいね髪の色もじゃ自由なんだね
[01:03:07.279] こうやってね髪型も
[01:03:12.279] ね遊び
[01:03:14.970] [音楽]
[01:03:17.799] にって
[01:03:21.400] はいすごいここだ勉強に
[01:03:25.920] 声あ本当これ恋愛に
[01:03:31.200] か
[01:03:33.359] さんせやであ銭の声か
[01:03:36.559] これあなたの心ですの声
[01:03:41.760] さんさんのじこさんみ知ってのじこさんて
[01:03:45.880] 誰あ終わっ
[01:03:50.920] たく
[01:03:54.720] すごいあ
[01:03:57.400] 光同じ暮らしでよかったね最高引越してき
[01:04:02.200] たばっかりだしさん光の声優あ光の声優
[01:04:05.400] えー光と同じクラスでなんだかほっとした
[01:04:08.319] よ分からないことがあったら何でも聞いて
[01:04:11.079] ねじゃあ君のおっっぱいのサイズ聞い
[01:04:13.160] ちゃうか
[01:04:15.119] なは先生うんすいませんじゃあね
[01:04:21.000] はいさて帰ろうなんでもう帰んのはい一緒
[01:04:26.520] に帰ろ
[01:04:27.440] [音楽]
[01:04:30.039] 帰ろう
[01:04:31.640] おつ何がおちゃまなんだよどうしたの
[01:04:35.400] 変わってないね君てめっちゃ可愛くない
[01:04:38.279] この角さん
[01:04:40.480] 82-56
[01:04:43.279] 83
[01:04:45.200] さん感じだ
[01:04:48.520] ねさん56そ本のあれれれさあっ
[01:04:55.799] だっけなんか説明書に乗ってた気がすんだ
[01:04:57.640] よなマジそれボンキュボンやん50もぎ
[01:05:03.920] さん二や
[01:05:05.880] んノビルさんのじこはナルトやったよねえ
[01:05:10.039] ナルトの声なのこれシャープシテあせさん
[01:05:13.039] マジですよ蟹え日下光え誕生日6月25日
[01:05:18.520] 近いえ星座蟹座決定液型A身長157cm
[01:05:23.520] え体重44kg軽ナルトって竹内じこさん
[01:05:27.440] ではほらわかんねどっちがあれなのか
[01:05:30.079] わかんねえよどっちだわかん
[01:05:32.039] ね日本ね
[01:05:37.359] えースリーサイズなんか書いてねえよどこ
[01:05:40.440] 情報だすお前それ適当にあれ
[01:05:43.119] か想像でこんくらいだったらいいなってか
[01:05:47.559] さん日下じゃないんかあ日の本かごめん
[01:05:50.079] 日の本
[01:05:51.960] ねそうかなさんア橋本も似てんじゃんもう
[01:05:56.720] この子の運がさ結構なんかチーズみたいで
[01:05:59.359] いいねシャープシテちとせさん覚えてます
[01:06:02.240] んで笑シャープシさん絶対今ドスケベな顔
[01:06:05.760] してぞ覚えてますんでへみたい
[01:06:08.799] なえ光は変わっ
[01:06:12.480] た小さい頃みたいな虫じゃなくなったよ
[01:06:17.000] 冗談だよなんだ
[01:06:18.799] よそうだな昔よく泣いてたもんなおさん
[01:06:22.359] 笑笑泣かせたのは君なんだぞ
[01:06:26.440] このちょっとを貸しゲーの
[01:06:32.000] 可愛いこの子行こうこんなイベント見せれ
[01:06:35.720] られていかねえ方が頭おかしい
[01:06:39.680] よと楽しく行した声優になりきった気持ち
[01:06:43.520] で行くからな今からポかな違うルートやっ
[01:06:46.760] てよじゃああまでもあのアペンドディスク
[01:06:49.440] 買わねとワ呼ばてくれないけどた怖かっ
[01:06:53.839] たったフェイトさん来た恋愛マスター
[01:06:57.200] フェイトが来た恋愛マスターフェイトが
[01:06:59.880] 今回もよろしくお願いしますままず1周目
[01:07:02.480] は月にやらせてくれえ始まったねこれは
[01:07:06.119] あれか前回と一緒だねえっとどれがどれだ
[01:07:09.839] これ何ゲームがあん
[01:07:11.640] じゃん文系理系芸術スポーツスポーツ遊ぶ
[01:07:16.760] えこれは多分あれだなさん橋本連2
[01:07:21.200] ちゃいえっとこれが容子を磨くこれ寝る
[01:07:26.039] これんだろうこの辺がわか雑誌かこれ雑誌
[01:07:29.720] ちょっとごめんもう失敗したくねえからさ
[01:07:32.319] アイコンの説明見ていいちゃんとどれが
[01:07:34.200] どれだかてか出してくれよアイコンの
[01:07:38.960] 説明どれがどれだかわかんねえよな
[01:07:42.680] アイコンで何選んでいくかでさだいぶ
[01:07:44.880] 変わってくるからね真面目に攻略行こそう
[01:07:47.480] ふざけなしふざけなしだちょっとコマンド
[01:07:49.319] マジでちょっとアイコンはさあったたたえ
[01:07:52.200] このねこ上からこれがの文学学習え理系
[01:07:57.839] 学習芸術学習
[01:08:00.319] 運動ここがわかんない遊びえおしゃれえ
[01:08:06.200] 給養ここが電話になるらしい電話はまだ
[01:08:09.079] ないえデートえ情報士手さんシステムあ今
[01:08:15.440] そこ部活かあそこはえでカレンダーセーブ
[01:08:18.759] らしいオッケーさん難易度的には前作より
[01:08:22.080] も簡単パソコンエ
[01:08:26.359] だあのそうPCエンジン版はバカむずくて
[01:08:29.600] これかなり簡単になってるらしいあのそう
[01:08:31.759] いうフラグ管理がすごい優しくなってる
[01:08:35.159] マーこれはねシステムオプションだ
[01:08:38.600] オプションにやっ
[01:08:41.400] てま1周目は軽くこのゲーム俺1周じゃ
[01:08:44.679] やめない
[01:08:46.199] から
[01:08:48.199] 爆弾全員ヘラだったもん
[01:08:50.880] なあこれかこ
[01:08:56.080] さんしおりとは違うのかよしおりとはも
[01:08:59.759] さんしたら楽しくできそうだね楽しくでき
[01:09:02.759] そうだこれなんだっけカレンダーあ予定を
[01:09:05.279] 確認できますこれはカレンダーねでこれが
[01:09:08.199] 雑誌これ何から行こっかとりあえず用し
[01:09:10.560] かこっかとりあえずな
[01:09:13.159] とりあえずなんだ
[01:09:16.600] これもぎさんなんてったって
[01:09:20.319] ちゃく林攻略済みだから
[01:09:24.359] ね誰です
[01:09:26.440] かなんだお前男か雑誌今
[01:09:31.199] もや
[01:09:33.600] えん君あの男の子みたいですこの子男の子
[01:09:38.839] みたいです条君だ
[01:09:41.679] け覚えててくれたんだえまさかこの子が
[01:09:44.920] あれあれ役なんだっけあいつあのなんだっ
[01:09:48.040] けあいつ枠こいつこいつももしかしたら
[01:09:51.040] やってかもしんねぞ気をつけろみは
[01:09:55.520] なんだけど君と日本さんの関係は知りたい
[01:09:59.640] 知りたいねね知りたい恋人同士お互いのほ
[01:10:05.199] の数を把握するような中だよ俺たちはほの
[01:10:08.640] 数まで把握し合ってる俺たちはそんなん
[01:10:11.120] じゃないよお染みってだけでおおおう
[01:10:14.800] 詳しく聞かせてもらおうかなまともかく話
[01:10:19.280] もなんだしこいつは何たみまだなのかたみ
[01:10:23.239] ね名前覚えたああジュンお前もこっち来い
[01:10:26.480] よじんちゃん
[01:10:27.600] じゃん全くえ何何何こんななんか男キャラ
[01:10:32.920] も行けるってこと渡るこれLGBTにも
[01:10:35.679] 配慮されたゲームですかすげえ俺の友人の
[01:10:39.320] 小11一郎ジンて呼んでやってくれさじお
[01:10:42.760] ぽんさん行けるもぎさん孫ご飯青年機え
[01:10:47.280] これ孫ご飯ぽんちゃん
[01:10:49.320] こんばんはポカ純一郎ポカよろしくなポカ
[01:10:52.920] リって呼ぼお前のことああこちらこそ純
[01:10:55.640] 一郎でじかさてじゃあ本格的にお話を聞く
[01:11:00.199] ために帰りにでも点俺は別に興味がない
[01:11:05.480] から遠慮するじゃ飲みまくりそう言うなよ
[01:11:10.960] じこれからの高校生活を女の子とラブラブ
[01:11:15.080] に過ごすための名前読むのって何名前読む
[01:11:18.280] のって切ってないよどういうこと名前読
[01:11:19.719] むってえラブラブに過ごすための会議なん
[01:11:22.800] だよとラブラブ
[01:11:26.600] ほらジだろうこいつ何順だろって純粋の順
[01:11:30.679] ってこと俺は帰るあの童貞やろ帰ったわ
[01:11:35.199] ああまいいやともかく立に行こうよ
[01:11:41.320] はいなんだか光のことを色々聞かれて
[01:11:43.960] しまっ
[01:11:45.719] たそういえばお前響きの高校の伝説の金の
[01:11:50.199] 話知ってる説前回何だったっけ伝説の木
[01:11:53.760] だったよね前回ねチンチンチン
[01:11:58.000] さんの名前読まないようにしようかなてあ
[01:12:01.679] そそっちの話で棒読みちゃんの話ねいや
[01:12:04.000] ごめんめどくさくてやってねえやえそう
[01:12:06.639] いえばじじじゃないお前響きのあなんか
[01:12:10.080] またあれか告白がどうのこか庭にある塔の
[01:12:13.120] 金だよあれがどうかしたの卒業式に告白し
[01:12:17.320] てできたカップルが出たよあののた出たた
[01:12:20.960] たどこの校にもあるんですねこういうのは
[01:12:23.159] ね
[01:12:27.159] 俺はそんな伝説は信じてないけどにして
[01:12:30.639] みれオ
[01:12:36.199] うちリアルにはねよリアルにはないけど
[01:12:40.440] その
[01:12:43.880] のリアルにもあると思ってが俺があると
[01:12:47.280] 思ってると思ったねえよこんな
[01:12:51.480] の
[01:12:54.120] なんかポンさん伝説の揚げスポットった
[01:12:58.639] けどさんのかと思った
[01:13:03.000] 笑うちの高校クソバカだからマジでそんな
[01:13:06.840] もんねえ
[01:13:07.880] よ昼休みになると廊下原付走ってるから
[01:13:12.239] ね世の中ギブアンテイクだからさああギブ
[01:13:16.239] アテイクね今日ちゃんのことをった分色々
[01:13:19.280] 情報教えてあげるよやっぱりこいつあれだ
[01:13:22.360] あれ枠だ寺ポンさんポケポケバイて何え
[01:13:27.719] なんだっけえ坂城巧に
[01:13:30.840] ほ教えよかユニクロてこなのだ
[01:13:35.040] ユニクユニクロで何されのちさんこの子も
[01:13:38.679] 本当は女の子ルートあるのかな女の子
[01:13:40.880] ルートランディさんがが
[01:13:47.000] さんさん
[01:13:50.480] 一郎プスさん彼らが今回のかそうですね
[01:13:56.239] ポンさんラウンド1にあるちっちゃい
[01:13:58.639] バイクがポケモンあのちっちゃいやつな
[01:14:01.360] スポっちゃに乗るやつなさん断層してる
[01:14:03.600] だけとかあああのなんだっけ前回の
[01:14:06.080] ライバルキャラあれ実は女の子だったって
[01:14:07.880] いう落ちあったもんねじおぽんさんポカじ
[01:14:10.440] 一郎言った同じことさて帰ろうこれますか
[01:14:13.320] 同じ
[01:14:15.199] おっとなんだかパッとしない男ねお前も
[01:14:18.560] パッとしね女だよわたるんさんポカじサオ
[01:14:22.000] じおやぽんさん聞あ聞いてたなんだこの子
[01:14:25.400] 人のことじろじろ見たりしてあ光えこち
[01:14:29.120] こっちおい光こんな女とつむなさん
[01:14:33.480] かちゃんそうか
[01:14:36.040] な今帰るとこなの今帰るとこだよそうだよ
[01:14:40.040] ひこの人
[01:14:41.560] [音楽]
[01:14:44.080] 一体ジタ
[01:14:46.800] 枠そんな枠いらねえよベジータ枠いらねえ
[01:14:52.840] だろ枠誰が求めてんだ
[01:14:57.120] よベジータ枠誰が求めてんだよ天地無用
[01:15:03.199] のんびるさんでこわくでこ
[01:15:05.719] 枠男ったら何言ってるのよもう可愛い光
[01:15:10.560] マジで
[01:15:11.620] [音楽]
[01:15:15.080] あなんだこいつマジでガノトトスの擬人家
[01:15:18.679] みたいな顔しやがってああのああごめんね
[01:15:21.760] サオ寺親さんていうかに
[01:15:25.679] 私の親友おめえの親友かよ月ことよあどう
[01:15:29.159] もまあ私のことはどうでもいいからサオじ
[01:15:34.159] さんことこと
[01:15:37.400] ことはいはい
[01:15:39.960] 何何何まあよろしくね冷めてんなこいつな
[01:15:44.840] じゃ3人で帰りましょうえいいんです
[01:15:48.280] か水月さんか光は親友って言ってたけど光
[01:15:51.800] と全く逆のタイプだな
[01:15:56.080] であの子とも行けるわけでしょ要は電話
[01:15:58.679] かけれるお電話かけれます
[01:16:01.719] ね雑誌読んどこうぜ雑誌えニュースポット
[01:16:06.440] 出現えそうこれ前回と前作と一緒なんだっ
[01:16:09.639] たらベジータに俺ベジータ行かねえよ
[01:16:14.840] あのさんここほこあるこことこのこと投稿
[01:16:19.480] したことまこま
[01:16:22.120] ルキちんまんさんこんばんは
[01:16:25.520] こんばんはとことこここほっととこあるこ
[01:16:28.719] とことこ
[01:16:29.880] ここう投稿したことますげえいい
[01:16:33.840] めちゃくちゃ踏んでらえーこれがねあの
[01:16:38.080] 前作と同じだったらこれでさん左下の電話
[01:16:41.120] 番号を入力すると通販でアイテムも変える
[01:16:43.960] よ何何何左下の電話番号これテる四角丸
[01:16:48.639] 四角バツバツバツまるまるまるまるこれで
[01:16:51.400] 君これでムキムキのさんめっちゃ楽しそう
[01:16:55.440] も
[01:16:58.880] ガリアリア恋
[01:17:02.480] マスターもう鼻の下でリスの天なっちゃう
[01:17:13.600] よもあムキムキのモテモテ
[01:17:17.340] [笑い]
[01:17:20.920] かんさんだよの
[01:17:27.120] っデブなのかムキムキなのかよくわかんね
[01:17:30.199] と思ってンビさんムキムキの
[01:17:34.480] もちもちランデ
[01:17:36.580] [音楽]
[01:17:40.000] さんおじちゃんがこうてやじゃ
[01:17:45.320] さんさんボディビルダーのこれさあ下に出
[01:17:49.320] てるのねこれさこ雑誌の方の文字の方呼ん
[01:17:52.360] でみこれもちもちにしか見えないでしょの
[01:17:55.719] もちもちリーサルウェポン4これで要は
[01:17:59.480] デートスポットが増えるわけよ情報収集
[01:18:01.560] しろってこな1回はだから見とかなきゃ
[01:18:03.760] だめなんでいてえ電話してみるじゃッフ
[01:18:08.840] さんムキムキのものるさんモテモテだ
[01:18:15.199] よ電話してみよう
[01:18:16.990] [音楽]
[01:18:19.199] ぜわ出るでしょもちもちひさんのおタ
[01:18:23.239] でしょうか
