[00:00:10.000] ういお
[01:04:10.880] 聞こうもう1回聞ける
[01:04:13.799] でしょもう1回聞けるよねもう1回聞ける
[01:04:18.119] よね大丈夫だ
[01:04:20.480] ね嘘でしょ触っちゃった触っちゃいけない
[01:04:24.559] 触っちゃいけないボタンちゃったんだ
[01:04:26.440] ポチっていいでしょ好きじゃんFFでしょ
[01:04:30.559] いい
[01:04:32.200] でしょ熱いのあい
[01:04:36.680] のパーカーの中にも俺はこのパンを入れた
[01:04:42.400] ちょっとこれでやろうお前ちょこれで
[01:04:44.800] [音楽]
[01:04:48.760] やろあ
[01:04:51.400] 涼しもう1回聞きますすいません
[01:04:56.480] [音楽]
[01:05:19.760] 暑いの
[01:05:21.580] [音楽]
[01:05:28.720] 汗かいとるわ
[01:05:30.240] もう焦りとあれて
[01:05:33.440] なやべ次の曲何だっけ次の曲応じてない次
[01:05:38.279] の曲じてない
[01:05:53.520] とマジでポルの待ってる
[01:05:57.110] [音楽]
[01:06:02.520] まこかまこかなあいわ
[01:06:12.000] [音楽]
[01:06:25.720] ヘ
[01:06:28.670] [音楽]
[01:06:55.680] 1
[01:07:03.120] [音楽]
[01:07:25.640] N
[01:07:34.020] [音楽]
[01:08:06.799] もうこれ思い出だよなこの曲暑いでしょ
[01:08:11.480] このタイミングで効くの
[01:08:13.970] [音楽]
[01:08:27.880] ああもうなんでもう
[01:08:42.160] [音楽]
[01:08:53.400] もうクソエモかったや
[01:08:56.159] 今今めっちゃ思い出に浸っためっちゃ
[01:08:59.440] 思い出に浸ってたの
[01:09:03.189] [音楽]
[01:09:04.400] にでもねこの曲ちょっとねあの思い出が
[01:09:08.920] あってあのイベントの時に夜中ちょうど俺
[01:09:12.400] とボテちゃんの時に関東のここに
[01:09:14.520] たどり着いたんだよ関東のここに
[01:09:16.560] たどり着いてなんか
[01:09:19.600] あのああのはい盛り上がるポイントきます
[01:09:27.060] [音楽]
[01:09:28.759] ちょうどここにあのボテちゃんがプレイし
[01:09:31.799] てこの街に来たわけそしたらボちゃんが
[01:09:35.120] ああ懐かしいて言って曲聞きながらね曲
[01:09:39.759] 聞きながら懐かしいて言いながら
[01:09:42.520] チャリンコで1秒で抜けてた俺すげえ笑っ
[01:09:45.799] ちゃった効かないんだなんか懐かえないん
[01:09:48.799] だと思ってチャリンコでプーンて抜けてっ
[01:09:51.440] た
[01:09:55.640] H
[01:09:57.870] [音楽]
[01:10:27.800] ごめん喉乾い
[01:10:30.800] たどうですか皆さんどうですか皆さんDJ
[01:10:35.520] 配信こんな感じです
[01:10:38.880] けど楽しんでますか楽しんでます
[01:10:44.800] かグダグダなんすけどねまチマゲーム
[01:10:48.600] らしいといえばゲームらしいじゃないです
[01:10:50.440] かゲームらしいといえば
[01:10:55.960] さんこんさんちゃん
[01:10:59.480] こんばんは最後や
[01:11:03.440] 最後まね1000人記念ということで
[01:11:06.520] よかったこれからもね仲してくださいなと
[01:11:15.780] [音楽]
[01:11:30.640] これで失敗がなければもっとかっこいいん
[01:11:32.560] だけどねあ100ありございますごめんね
[01:11:34.400] ビッツとか俺気づかなかったごめん音今
[01:11:36.159] 聞こえてないからさあちさんこんばんは
[01:11:39.380] [音楽]
[01:11:59.239] そうねどっか抜けてるのがチマゲームだよ
[01:12:06.120] ねあまいいや1回失敗したからなんか気楽
[01:12:09.520] になったわ
[01:12:25.320] S
[01:12:39.610] [音楽]
[01:13:01.040] もうなんかダメなんかだすいませ
[01:13:05.239] んぐちゃぐちゃなんかなんか止まっちゃっ
[01:13:10.400] た下手かえBJもしかして下手初心者やっ
[01:13:16.560] たことないんですか
[01:13:20.440] [音楽]
[01:13:29.560] あデマさんこんばんは
[01:13:36.870] [音楽]
[01:13:55.199] あ
[01:14:04.630] [音楽]
[01:14:42.360] 悪魔城ドラキュラかなこれはこの曲
[01:14:47.120] はあれてかポコミちゃん赤魔ドラクラやる
[01:14:50.880] すよねUKさんこんにちは
[01:14:55.400] あこやるって言ってかったいつやん
[01:14:58.120] [音楽]
[01:15:23.960] のお
[01:15:29.160] [音楽]
[01:16:23.920] よあ
[01:16:30.450] [音楽]
[01:17:22.400] me
[01:17:24.270] [音楽]
[01:17:29.520] me
[01:17:31.560] [音楽]
[01:18:10.840] くやろっか
[01:18:16.120] ななんか聞き
[01:18:18.360] たいなんかゲームの曲ありますかなんか
[01:18:21.800] ゲームタイトル言えばなんか入れてみるよ
[01:18:31.430] [音楽]
[01:18:47.920] ロックマンマザー
[01:18:49.840] ドラクエネイバーネイバーいいね使クマン
[01:18:55.680] [音楽]
[01:18:59.880] かmm入れてんだよ
[01:19:03.890] [音楽]
[01:19:07.639] なちょっと待って
[01:19:10.639] ねアドリブ効かねえからな俺なせっかくな
[01:19:15.239] んで
[01:19:19.639] ねまちょちょちょっとちょっとちょゼロ
[01:19:23.239] グレードはないね
[01:19:25.960] あ喋ってたらミスっちゃっ
[01:19:40.120] [音楽]
[01:19:48.080] たパウパト入れらんねえだろ
[01:19:51.930] [音楽]
[01:19:55.360] [拍手]
[01:20:01.840] me
[01:20:04.760] [音楽]
[01:20:18.500] [拍手]
[01:20:28.890] [音楽]
[01:20:50.840] Power
[01:20:57.850] [音楽]
[01:21:01.920] [拍手]
[01:21:13.320] デルタルーン
[01:21:15.080] のデルタルーンやって
[01:21:18.719] ない昨
[01:21:23.230] [拍手]
[01:21:29.400] そうなんだよねパソコンに入ってないから
[01:21:31.199] ね
[01:21:34.450] [拍手]
[01:21:39.930] [音楽]
[01:21:41.810] [拍手]
[01:21:57.920] おもさん
[01:22:01.239] ありがとう次ね次やる時応じとく
[01:22:09.840] わちょっと今出たやつなんかどっかねどっ
[01:22:15.560] かで出
[01:22:17.600] ますあ動物の森だったらすぐ入れられるか
[01:22:20.560] もしな
[01:22:50.600] はい動物の森
[01:22:57.560] こしかない
[01:23:03.500] [音楽]
[01:23:25.920] もうなんでよもう何だめか今日
[01:23:31.000] [音楽]
[01:23:41.440] はなんかだめだなんでこんなんに俺のこと
[01:23:46.040] を邪魔するんだ
[01:23:49.560] よなんでかと思ったらなんでかとったら
[01:23:55.840] 刺さってなかったこれ
[01:23:59.690] [音楽]
[01:24:33.679] もうなんでこんなずずなん
[01:24:36.800] [音楽]
[01:24:43.080] だ終わっちゃったじゃねえ
[01:24:51.000] か終わっちゃったや
[01:24:56.719] あもう勘弁してよねちょっと
[01:25:09.080] 待てど終わっちゃいました
[01:25:11.719] ね曲終わっちゃったよ
[01:25:18.280] もうなんで
[01:25:22.400] さどうすっかな
[01:25:28.130] [音楽]
[01:25:31.000] おおなんでこうなん
[01:25:33.679] ねん意味わからんわ適当に流します
[01:25:37.960] [音楽]
[01:26:05.600] なんでよ
[01:26:26.040] まちょっと待て
[01:26:37.040] てなんか斜めってる
[01:26:42.280] しなんか斜めとるしちょ待って
[01:26:55.960] 毎とくおやみ
[01:27:12.030] [音楽]
[01:27:35.360] なんかさ携帯充電されてなさなさげなんだ
[01:27:38.239] よ
[01:27:40.679] ね携帯の充電器取ってきていい曲終わる前
[01:27:45.080] に戻ってくる
[01:27:51.159] ねもう今日やめもう今日やめるもう
[01:27:54.719] もう今日
[01:27:56.719] やめるも今日
[01:27:59.520] やめるもう今日やめる
[01:28:03.560] もうもう今日やめたい
[01:28:21.239] もうもう神が神がさ言ってるんだよきっと
[01:28:27.920] やめなってやめなっ
[01:28:31.280] て生きて
[01:28:34.480] ますいいよどっからや
[01:28:46.350] [音楽]
[01:28:57.159] るい
[01:28:58.840] で
[01:29:01.119] この
[01:29:02.310] [音楽]
[01:29:09.880] の
[01:29:11.719] える
[01:29:15.360] のし
[01:29:17.210] [音楽]
[01:29:22.280] 攻つかないよ
[01:29:24.560] 君のにい
[01:29:28.010] [音楽]
[01:29:33.110] [拍手]
[01:29:36.880] てつかん
[01:29:39.020] [音楽]
[01:29:44.110] [拍手]
[01:29:45.990] [音楽]
[01:29:46.840] [拍手]
[01:29:47.820] [音楽]
[01:30:00.360] にえ
[01:30:02.260] [音楽]
[01:30:24.360] のにあのにモがないなせめて
[01:30:30.960] は君
[01:30:34.700] [拍手]
[01:30:35.360] [音楽]
[01:30:43.170] [拍手]
[01:30:43.730] [音楽]
[01:30:51.440] [拍手]
[01:30:53.000] [音楽]
[01:30:54.240] [拍手]
[01:30:55.170] [音楽]
[01:30:57.580] [笑い]
[01:31:01.260] [音楽]
[01:31:06.960] そ
[01:31:08.270] [音楽]
[01:31:35.910] [拍手]
[01:31:38.170] [音楽]
[01:31:45.239] 音消えたえなんでも意味わからんえなんで
[01:31:54.159] え何何何怖い怖い怖い怖い
[01:31:56.880] 怖いえなんでよ意味わから
[01:32:02.920] んなんかわかんないいっすもう回もう回
[01:32:07.320] くんなきたいんだ
[01:32:12.480] よやばくないなんかやばくないなんか
[01:32:19.400] クソ腹立つ
[01:32:28.840] BPMがさあんまり近くないからさ流せる
[01:32:32.880] 曲と流せない曲があるん
[01:32:38.920] だえちょっと今日やばいななんでなんで
[01:32:44.119] こんな音止まんだろうえちょっとごめん
[01:32:46.080] マジで意味わから
[01:32:48.840] んなん
[01:32:50.590] [音楽]
[01:32:52.840] でタートてのするにのの
[01:32:58.110] [音楽]
[01:33:01.199] 全だ
[01:33:03.890] [音楽]
[01:33:25.000] ザエンドね
[01:33:27.510] [音楽]
[01:33:45.320] [拍手]
[01:33:45.420] [音楽]
[01:33:58.159] マない
[01:34:06.460] [音楽]
[01:34:24.960] や
[01:34:27.159] ねもうめんどいの
[01:34:35.620] [音楽]
[01:34:55.000] も
[01:34:56.980] [音楽]
[01:35:43.920] 難しいよ部
[01:35:47.000] の
[01:35:51.159] すごちょっとね
[01:35:55.520] こんなちょっとゆっくり
[01:35:57.639] ななのもいいね
[01:36:03.540] [音楽]
[01:36:24.719] この
[01:36:26.520] にるもいうめよね髪
[01:36:34.970] [音楽]
[01:36:36.400] の
[01:36:41.880] [音楽]
[01:36:44.679] のいでしも夜になげ
[01:36:51.920] ハーモニーで
[01:36:57.679] でつ
[01:36:58.760] [音楽]
[01:37:24.280] 消た
[01:37:27.510] [音楽]
[01:37:48.960] はても
[01:37:53.390] [音楽]
[01:37:55.800] ゲ
[01:37:57.180] [音楽]
[01:38:47.760] 俺ロアだいぶ上げ
[01:38:49.520] てるだいぶ上げてるあなんかサブギフ
[01:38:52.480] もらいましたありがとございます
[01:38:54.110] [音楽]
[01:39:05.400] ロー上げすぎモの肉じゃねえいいよね
[01:39:13.470] [音楽]
[01:39:23.520] N
[01:39:27.520] [音楽]
[01:39:55.400] いやなんかトラブル続きでごめんな
[01:39:58.119] ちょっとまったり行こうぜこっ
[01:40:02.830] [音楽]
[01:40:10.840] からこれ会場でやりたいよね会場でやり
[01:40:14.400] たい
[01:40:16.750] [音楽]
[01:40:29.719] 1000人まで振り返ると早かったよね
[01:40:33.639] 早かったなと思うよすごくなんかレトロ
[01:40:37.840] ゲー本当だって初めて半年ぐらいじゃない
[01:40:40.199] 900800人ぐらい増えたのうん
[01:40:43.679] ありがたいよね
[01:40:45.280] [音楽]
[01:40:56.960] もうなんで止まんの
[01:41:00.840] よちょっと待ってマジでちょっと機材
[01:41:03.920] トラブルえぐいんだ
[01:41:05.560] けどダメだな今日
[01:41:08.320] ななんでこんな止まるん
[01:41:10.200] [音楽]
[01:41:16.760] だろうまあまあままなんとか流れてるんで
[01:41:20.639] いいっすねなんとか流れてるんでいいっす
[01:41:23.850] [音楽]
[01:41:27.639] ねまったり行こうぜ
[01:41:39.960] [音楽]
[01:42:12.320] いやちょっとねやりたいこの曲めっちゃ
[01:42:15.760] ラテあそうだねなからやっぱあれじゃない
[01:42:19.199] のあでもラテンがあれじゃないか違うか
[01:42:22.119] もういいよねすごいジのね眠くなる
[01:42:25.920] わ激しいのもいいすけど
[01:42:28.490] [音楽]
[01:42:34.920] ねNAもっとNAメドレーしたいんだけど
[01:42:38.719] さNAかけようとすると機材
[01:42:42.920] がなんでなんだ
[01:42:46.490] [音楽]
[01:42:53.400] いや1000人早かったなマジででも本当
[01:42:55.560] いろんなことあったけどねいろんなこと
[01:42:58.320] あったよマジでもういろんな
[01:43:00.400] 悶着悶着だらけでした1つ1つ乗れこえね
[01:43:05.880] いろんなでもねいなくなった人もいるしい
[01:43:10.000] なくなった人もいるしね
[01:43:12.639] あの色々いるけど今が1番楽しいんじゃ
[01:43:16.800] ないかな今1番やりモチキングダムだった
[01:43:19.400] な1番やりやすいんじゃない今がなんか
[01:43:26.820] [音楽]
[01:43:28.880] 今が一番やりやすい気がするよ
[01:43:32.590] [音楽]
[01:44:01.719] ま出し番もあったけどそれ以外にもなんか
[01:44:04.760] 赤さん
[01:44:06.520] ありがとうさん
[01:44:09.199] ありがとうエミルってなん
[01:44:11.920] でまあまあ
[01:44:17.800] ねまあね
[01:44:20.880] [音楽]
[01:44:23.520] いろんなことがあった
[01:44:25.800] ね別になんか今はさこんなにパートナー
[01:44:30.520] 目指すぞとも思ってないけどいつか行けれ
[01:44:33.520] ばいいなと思ってるけど
[01:44:35.320] さなんか
[01:44:37.400] こういいよね好きがってやらせてもらうの
[01:44:40.320] はねあそうなんだあ格芸生の方なんだ
[01:44:43.760] ありがとうござい
[01:44:45.520] ますいや本当ねみなには感謝しかないっす
[01:44:49.159] ねボちゃんしかりねみちゃんまぶちゃん
[01:44:52.440] しかりみんなみん
[01:44:56.639] みさこんな配信者をさ自分のイベント呼ぶ
[01:45:01.560] かね俺呼ばない
[01:45:03.679] よいや俺はなんか
[01:45:07.719] さやっぱ好きかって言うしさ人選ぶじゃん
[01:45:11.159] 人選ぶからさやっぱね
[01:45:15.679] なんかなんかねあやさん
[01:45:21.679] こんばんはですか
[01:45:24.639] ねだ
[01:45:27.080] なんか人増えてもさ人増えてもなんか
[01:45:30.920] 変わりたくねえなってのあんだよ
[01:45:39.880] [音楽]
[01:45:46.560] ねあらにろニューース
[01:45:49.480] ニョンニャースネットワークさんじゃん
[01:45:53.040] にろにゃーネットワークさん
[01:45:56.690] [音楽]
[01:46:00.000] じゃんじゃまったりねまったり行き
[01:46:04.719] ましょうろさんありがとう
[01:46:08.620] [音楽]
[01:46:31.040] 1
[01:46:32.420] [音楽]
[01:46:53.560] もうちょっと今ちょち目にねチルク行き
[01:46:57.000] ましょうま俺ちるいって言葉乱用するやつ
[01:46:59.920] 大嫌いなんだけど
[01:47:02.159] ね自分俺半年前まで自分のちょっとまた
[01:47:06.480] 止まって
[01:47:07.679] ないくそだなマジ
[01:47:12.040] でもうカメラダメだ
[01:47:14.840] [音楽]
[01:47:16.000] ねもうだめだ
[01:47:23.000] もうダメなんだよ今日はなんかもうすごい
[01:47:25.639] 邪魔されるすごい気持ちいいの
[01:47:31.880] に
[01:47:33.270] [音楽]
[01:47:37.679] じゃ
[01:47:47.520] 続けろクソだなマジでなんて言わねえわ
[01:47:50.440] 確かに
[01:47:56.920] ちょっと戻して
[01:48:00.450] [音楽]
[01:48:05.520] いい
[01:48:11.360] もうなんかまちゃまゲームらしさというね
[01:48:18.280] [音楽]
[01:48:27.400] あここまでやってきましたかまだまだ配信
[01:48:31.520] 自体をやめる気はないのでねよかったら
[01:48:35.360] 一緒に遊んでくださいね
[01:48:41.920] [音楽]
[01:49:21.719] heあ
[01:49:27.330] [音楽]
[01:50:01.719] やべえもうなんだかんだ2時間やってんだ
[01:50:03.520] ねなんだかんだ2時間やってんだね
[01:50:05.840] そろそろあれしよっかな
[01:50:08.320] バストどうしよっかなって感じすねどう
[01:50:11.840] しよっか
[01:50:13.119] なこの雰囲気からまた激しくすんのなんか
[01:50:20.040] なごめちょっと待っててね
[01:50:23.159] ちょっともちょっと待っててねちょっと
[01:50:24.960] 待っててねごめんね
[01:50:30.250] [音楽]
[01:51:06.840] ちょっと待ってね
[01:51:08.880] [音楽]
[01:51:33.800] もうグダグダやごめんな
[01:51:37.630] [音楽]
[01:52:00.320] カメラっていうかちょっとその辺どうにか
[01:52:02.320] しないとダメだねしっかりしないと勢い
[01:52:05.360] だけで今回やっちゃったから
[01:52:13.800] さ
[01:52:21.520] こんばんは何それ
[01:52:23.560] 嬉しいこと言ってくれん
[01:52:28.040] じゃんさあてどうしよっか
[01:52:36.599] なまリスナーに向かっててめえこの野郎と
[01:52:39.760] か言うけどなリスナーに向かっててめえ
[01:52:43.040] この野郎とか言うけど
[01:52:45.520] なさちょっとドラクエ流していいすか
[01:52:50.159] ちょっとドラクエ流していいかな
[01:52:53.590] [音楽]
[01:52:55.880] ラムネで夏かんでるたん
[01:52:59.480] だラムネてあれBPM
[01:53:02.920] 何わあメイさん
[01:53:15.880] ありがとうちょっと待ってね
[01:53:34.320] ちょっとごめん待っ
[01:53:38.800] て俺がNAで1番好きな服なけていいかけ
[01:53:42.360] ていい
[01:53:54.679] これいっちゃん好き
[01:53:57.199] や水
[01:54:03.400] を
[01:54:06.740] [音楽]
[01:54:17.520] のの
[01:54:23.650] [音楽]
[01:54:35.000] これはねボーカロイドなんだ
[01:54:38.639] けどちゃん今コメント欄にるねちゃんが
[01:54:42.040] 作った曲なんだよ俺のエンディングテーマ
[01:54:44.920] とかも作ってくれててよかったらみ
[01:54:46.880] チェックしてください
[01:54:48.390] [音楽]
[01:54:59.960] ののた初めてのののにせてくのはったみ
[01:55:14.970] [音楽]
[01:55:25.560] の
[01:55:29.610] [音楽]
[01:55:30.270] [笑い]
[01:55:33.620] [音楽]
[01:55:46.560] がいの
[01:55:49.020] [音楽]
[01:55:56.840] の
[01:55:58.080] [音楽]
[01:56:00.440] ごてに
[01:56:05.719] り手をらしてみようおお
[01:56:13.400] トにはら
[01:56:15.679] てれといい
[01:56:18.599] 燃おい
[01:56:22.880] 1秒2
[01:56:25.180] [音楽]
[01:56:57.000] のに聞こえる
[01:57:03.370] [音楽]
[01:57:23.800] まちは読めたいし愛そうのよが大事電車も
[01:57:31.960] げないしどこも
[01:57:38.239] ら気のないより
[01:57:41.639] はでも僕
[01:57:45.159] てみないれない命は
[01:57:54.480] ちゃん
[01:57:58.079] 手術功してよかったね手術成功したてみ
[01:58:02.440] よかったねちょっと近々おに行こうと思い
[01:58:06.230] [音楽]
[01:58:09.079] ますた
[01:58:16.610] [音楽]
[01:58:22.280] 考えてしまわないよに最後の最後がめのに
[01:58:25.280] ないのにしでもないのに出しアニメのしな
[01:58:28.560] に
[01:58:29.190] [音楽]
[01:58:40.560] れないし
[01:58:44.890] [音楽]
[01:58:53.840] て
[01:58:57.280] み
[01:59:00.719] 命夢
[01:59:06.930] [拍手]
[01:59:11.760] にしでも
[01:59:14.540] [音楽]
[01:59:34.920] ありがとう人おめでとう
[01:59:37.370] [音楽]
[01:59:51.040] ありがとうれだめ
[01:59:56.100] [音楽]
[02:00:01.480] めぐ
[02:00:02.700] [音楽]
[02:00:04.880] たでするの
[02:00:09.599] のはしないの本は何も言てないよのめに
[02:00:17.599] てて今のでほや
[02:00:23.480] が君を思うよせが
[02:00:29.360] 愛が狭いを君のがないよ
[02:00:36.239] にのの
[02:00:39.600] [音楽]
[02:01:04.239] までそう今繋れた曲全部そう
[02:01:09.260] [音楽]
[02:01:22.239] 君
[02:01:23.280] のもういいよ強もういい
[02:01:28.590] [音楽]
[02:01:42.800] よよ
[02:01:48.130] [音楽]
[02:01:53.159] あ黄さんこんにちはありがとう
[02:01:55.780] [音楽]
[02:02:39.119] ね
[02:02:41.199] おはようまだ変な時間に寝ちゃたも
[02:02:47.599] だで
[02:02:49.560] もあり
[02:02:52.280] だよ無理のしだね君
[02:02:58.040] は何しれるの気になっちゃっ
[02:03:04.400] たら
[02:03:06.480] すれ
[02:03:08.000] 誰してれだどうしよう
[02:03:13.360] シドが
[02:03:15.440] シが
[02:03:17.880] どでもいいのさ
[02:03:22.159] しよだしよね
[02:03:26.520] 君
[02:03:28.320] 一く心
[02:03:38.639] れいてっ
[02:03:41.360] てによにに持よせは言えないしり続け
[02:03:49.400] ないそれも
[02:03:53.320] 曲
[02:03:54.800] [音楽]
[02:03:58.119] や
[02:03:59.420] [音楽]
[02:04:10.520] やいが寒
[02:04:14.920] [音楽]
[02:04:22.599] 女しれあとすらきっとれ君の
[02:04:33.480] にが
[02:04:38.199] ダ愛のよてダメよに逃れるのが嬉しいよね
[02:04:47.960] どのね君しここの
[02:04:55.880] 僕
[02:04:58.800] で
[02:05:01.110] [音楽]
[02:05:02.679] も持って君によりついでに僕に持よりンお
[02:05:11.000] は言えないしりないしそれでも僕がし守り
[02:05:17.920] しまもくないし遊びに
[02:05:23.159] ま
[02:05:25.050] [音楽]
[02:05:52.599] かけてやる
[02:05:56.960] よもう俺アーカイブ知らねえから長くなっ
[02:05:59.840] ても
[02:12:00.239] にいる
[02:12:02.090] [音楽]
[02:12:18.719] 感じる僕をに触れたのは何空からこもれる
[02:12:27.559] こな
[02:12:29.599] 勇天使の羽は多分これより
[02:12:36.360] 白くで
[02:12:39.520] 綺麗なんだろう元は1つであるはずの心は
[02:12:47.960] 離れて平気なずないのさそうだろ君
[02:12:56.559] に大切なことも
[02:13:01.239] 思いつかないだから行くの
[02:13:09.199] かごめんねありがとねありがとう
[02:13:11.599] ありがとうをえるより
[02:13:16.360] はぐ雲のを知るよ
[02:13:21.639] なんで僕がそれを信じれるかどう
[02:13:27.280] か左胸の声を聞け
[02:13:44.440] [音楽]
[02:13:56.880] そんな誰かに会いたくて会いたくて会い
[02:14:01.840] たくて僕はここに来たんだなそうだろう
[02:14:08.840] 過去がくれたのはボイス明日に導くボイズ
[02:14:14.360] 君が近くにいる
[02:14:18.719] 届くよ
[02:14:22.160] [音楽]
[02:14:27.880] 曲
[02:14:30.030] [音楽]
[02:14:47.639] やあれ
[02:14:51.280] ちょっとごめん待って
[02:14:52.700] [音楽]
[02:15:00.639] ねちょっと待って
[02:15:06.000] よちょっと待っ
[02:15:08.760] てちょっと待ってあごめんちょっと待って
[02:15:14.199] 頑張れ
[02:15:19.119] 頑張れちょっと
[02:15:24.199] 待て待ってねちょっと待って
[02:15:32.040] ねてかもう2時間ぐらいでやめようと思っ
[02:15:35.559] たんだけど
[02:15:38.320] ちょソフト再起動するねちょっと待て表
[02:15:41.800] てえわすげえずっとやって
[02:15:47.599] たらちょっと待て
[02:15:53.800] さ見えないちょっと待て見えない翼が入っ
[02:15:57.239] てないんだけどね俺見えない翼なんで入っ
[02:16:00.920] てないのね見えない翼は見えない翼が入っ
[02:16:06.320] て
[02:16:09.719] ねえ絶て入って
[02:16:12.199] るって歌えてんだけど
[02:16:22.800] 入ってねえ
[02:16:40.000] わ本当に見えない翼なんだ本当に見えない
[02:16:44.280] 翼なん
[02:16:46.080] だええ
[02:16:51.639] どうしよっか
[02:17:05.120] ななんかアニソンメドレとかやりたいね
[02:17:07.960] アニソンめちゃくちゃめちゃくちゃ集めて
[02:17:11.120] アニソンめちゃくちゃ集めてアニソン
[02:17:16.760] メドレまあアーカイブ死ぬと思うけど
[02:17:23.880] ま俺が歌えばいいかそこ
[02:17:27.590] [音楽]
[02:17:29.200] は片
[02:17:37.010] [音楽]
[02:17:53.599] 明日へ続く坂道の途中で影曲やなこれもな
[02:17:59.000] レ
[02:24:00.680] 僕なんかが喋りかてたら迷惑に思うかな
[02:24:06.399] そんな不安を抱えて雪を出してみたよ
[02:24:11.880] うまく喋れない僕の好きよな
[02:24:16.520] 話君は耳をそらさずみちゃと聞いてくれた
[02:24:22.640] よそれだけで僕は舞い上がってるのさ
[02:24:29.240] 不思議な力が体を包んでる
[02:24:35.479] 感じ今だけ
[02:24:38.240] さだけの初めて君と喋ったは笑ってくれた
[02:24:45.640] 初めて君と喋れた僕のこの言葉で
[02:24:51.160] 初めて君と喋れた君が笑ってくれた初めて
[02:24:57.319] 君と喋れた僕のこの言葉
[02:25:01.200] で誰だって失敗は来るんだ
[02:25:08.880] 恥ずかしいことじゃ
[02:25:12.359] ないこの傷を22にしないで笑って
[02:25:21.160] 歩ければ
[02:25:23.220] [音楽]
[02:25:46.319] いい静かなくきつい込み
[02:25:50.359] 空に顔をあげ飛び込み時に雨が降ったら
[02:25:54.319] 一休みじゃ行く先は風吹くままにたくさ
[02:25:58.920] のってる後悔この傷を無駄にしちゃ胸に
[02:26:04.800] 刻み懐しこれ自分でかけながら懐かしい
[02:26:10.160] 適当に今かけてるから
[02:26:11.800] さこのクソトラップないつもるんでのない
[02:26:16.800] ように居場所見つけて当たるようにこんな
[02:26:21.000] 感じで響かと一歩踏み出すべき望魔勝負
[02:26:26.880] 自分に向いここでこの歌響か誰だて失敗は
[02:26:35.279] するな
[02:26:38.240] 恥ずかしいこじゃ
[02:26:40.590] [拍手]
[02:26:42.399] ない傷をんですかこの曲
[02:26:46.560] は知らないんだよこんな曲は歩ければ
[02:26:53.970] [音楽]
[02:27:11.040] いい夏これかこれかいこれか
[02:27:16.160] いノり
[02:27:20.479] そすげえ乗りづらい何この難しい
[02:27:24.359] リズム何
[02:27:32.160] このめっちゃいい曲だな
[02:27:35.439] これやばいこれはいやばい曲見つけたこれ
[02:27:39.080] だわ大好きこれ
[02:27:42.170] [音楽]
[02:28:19.040] やばいね
[02:28:22.100] [音楽]
[02:28:34.080] いい
[02:28:36.800] 曲べアゾンメドレやり
[02:28:40.120] てあんま入ってねんだよちょCD買おう
[02:28:43.240] いっぱいアニメレでDやろ
[02:28:48.000] [音楽]
[02:29:01.080] さんこんばんはっとるがね汗や
[02:29:05.380] [音楽]
[02:29:22.479] 身にあるもの常に気をつけてないとあまり
[02:29:29.080] に近すぎてってしまい
[02:29:36.640] ぞこの曲好きや
[02:29:49.580] [音楽]
[02:29:57.240] あなたが最近体験した幸せなんですか
[02:30:02.760] 恵まれすぎていてそうそうそう斎藤城斎藤
[02:30:07.680] 城だよねこれ井上城だ井上城よく知ってる
[02:30:11.720] ねメルレかあんま入ってないなれだけの
[02:30:17.840] がに
[02:30:20.840] 君に気をつけてないとあまり近すぎてって
[02:30:28.399] しまい
[02:30:34.590] [音楽]
[02:30:40.800] そう人がけを然とぶやらもいるけど信じる
[02:30:48.120] のもうのも人それぞれだから例え限にそれ
[02:30:55.000] が然であったとしても誰かを救えたなら
[02:31:01.240] それむしろ何よりもてきた諦めずに進めよ
[02:31:07.880] なんて決め事を入れるほど何もできちゃ
[02:31:13.000] いいない
[02:31:14.160] けどのを胸
[02:31:18.920] にが英語話せないあそうなん
[02:31:22.880] だYouTuberなんだ
[02:31:26.420] [音楽]
[02:31:29.560] しかも犬遊戯王もやってたよね遊戯王も
[02:31:33.560] やってたよね確か
[02:31:35.120] ねティアドロップス確か違ったかなかな
[02:31:40.359] 違うかな
[02:31:43.090] [音楽]
[02:32:05.040] 神金色のわれる
[02:32:09.279] の僕はずってもっと見てい
[02:32:14.240] た退屈にやられるくらいなら
[02:32:20.000] じ魔王がずっとましたかっこ
[02:32:23.880] いい少年
[02:32:26.160] よ聞いて
[02:32:28.720] くれ人間なんて大したもんじゃない
[02:32:33.520] さ明日なんてもういらない
[02:32:37.840] から握った拳
[02:32:40.720] をわかん
[02:32:44.080] ないをば
[02:32:47.520] [音楽]
[02:32:50.600] ない
[02:32:53.350] [音楽]
[02:32:59.040] だろだけ
[02:33:02.319] 全ての若者は
[02:33:08.760] た声
[02:33:13.900] [音楽]
[02:33:14.280] [拍手]
[02:33:17.480] [音楽]
[02:33:24.439] 頑
[02:33:28.870] [音楽]
[02:33:43.439] の
[02:33:45.399] 分かり合う子供ない
[02:33:48.000] まんま拍手かしてたあの日の傷
[02:33:53.080] が今もまだ倒れそうな僕を前に前に
[02:33:59.359] 引きずっていくん
[02:34:00.950] [音楽]
[02:34:02.560] だろうバラバラになるくらい叫んで見たて
[02:34:07.720] 何も答えなんて出ないけどいいねめっちゃ
[02:34:12.279] かっこいいね何もえクラブチッタで見たん
[02:34:15.479] だ笑てここれんだっけだっけこれになり
[02:34:19.200] たくない
