[00:00:29.720] ສ
[00:42:37.149] [笑い]
[00:42:42.040] 好きだ。
[00:42:42.800] 何しますか?
[00:42:43.839] ちょろい。[笑い]
[00:42:46.800] え、こんなのぐらいは普通に多分あれなんだろうな。あのいいていいですか?
[00:42:51.760] なんていうか、わざというか、なんていうか、その計算の上でやってんのかな。え、やだ。
[00:42:57.640] え、やだからクソウォッカ飲ませよ。ウォッカ飲ませよ。
[00:43:01.319] ですよね。私結構好きです。
[00:43:03.680] よっこ。
[00:43:04.559] 少し待ってくださいね。シェーカーを用意しなきゃなので。
[00:43:11.920] 変態
[00:43:12.440] 何がよ何がよ。
[00:43:14.119] 乾杯。
[00:43:20.599] これさ、酔っ払いモードってやっぱあるんや。
[00:43:23.760] 多分な、ずっと見てると言われんだよね。
[00:43:25.760] うんふ。あら、
[00:43:27.240] 最後まで付き合ってくれましたしね。
[00:43:28.240] [音楽]
[00:43:29.240] 可愛すぎるだろ。見てみ。おい、可愛すぎないかと。
[00:43:33.160] 私のことお気に入りになっちゃったのかな?どうしような、もう。
[00:43:41.760] そうだよ。エリサちゃんがお気に入りよ。よくそんなこと平気な顔して言えますね。
[00:43:48.545] [笑い]
[00:43:50.319] ベタやな。べたな。
[00:43:52.480] 私は恥ずかしい
[00:43:53.640] な。
[00:43:54.440] こっち見るな。
[00:43:55.960] ベタなあれやなあ。ツんデねあ。はあ。勝手なこと言わないで欲しいんですけど。
[00:44:05.079] おんな。
[00:44:06.520] いや、何がやねん。[笑い]
[00:44:09.400] 私がつあなたのことをお気に入りだなんて言いました。
[00:44:14.640] べ、別に楽しくないとは言ってませんけど、ま、どちらかといえば楽しい方ではあるか。
[00:44:19.985] [音楽]
[00:44:22.119] うわあ。
[00:44:24.119] この子のエッジシーン見て
[00:44:25.599] だから嫌いとも言ってませんって聞きて
[00:44:32.920] ダブル[笑い]
[00:44:34.559] ということは
[00:44:36.760] この子1人私のお気に入りてれてますやん
[00:44:41.680] 出れてます
[00:44:42.440] なるか
[00:44:43.079] なるかい[叫び声]
[00:44:44.319] 危ない危なかったなんか誘導尋問みたいなのに引っかかるところだった
[00:44:50.160] 何のツと
[00:44:52.480] 2
[00:44:52.920] デレでいい。何そのあのあのいに似た匂いを感じる。
[00:44:54.046] [笑い]
[00:44:58.559] やめてくれ。おい、やめてくれ。おい。しじパチやめて。
[00:45:05.559] 普段も隙もあったもんじゃないですね。
[00:45:09.800] 1万7400円行くね。
[00:45:13.920] 今日はありがとうございました。また来てくださいね。
[00:45:20.200] 安しいもんよ。
[00:45:21.400] パッさんて賢者タイムか。安しいか。こんくらいじゃっぱっ系女子ておいかだね。本当にあありがてえ。
[00:45:34.240] やばい。これ見てたら買ってしまいそうや。
[00:45:36.839] いや、買えよ。買えよ。
[00:45:38.520] 買えよ。派遣見ていや。[音楽]
[00:45:40.280] 2万じゃ行かれへん。2
[00:45:42.040] 万じゃ行かれへん。
[00:45:43.680] 2
[00:45:43.880] 万じゃ行かれへん。うわ。いや、ま、いや、ワンギャンブルする。ワンギャンブル。
[00:45:50.240] ワンギャンブル行ってみる。ワン
[00:45:51.440] ギャンブル。あ、いた。あ、レート。はい
[00:45:53.760] 、レートこの気持ちんだ。
[00:45:57.200] 来い来い来い来い来い。これで10万
[00:45:59.079] ぐらい稼いでもうドん入れたんねん。黙ら
[00:46:03.079] せたんねん。行ったんねん。
[00:46:07.406] [笑い]
[00:46:08.200] まあう勝れ
[00:46:12.359] ば勝ち。勝て終われば勝ち。勝て終われば
[00:46:15.079] 勝ち。笑笑ぐ
[00:46:17.079] 勝つまでやれば負けない。
[00:46:18.640] 勝つまでやれば負けない。障害収支プラス。
[00:46:22.800] 笑笑。
[00:46:23.599] 障害収支プラ1000。障害収支プラス
[00:46:26.800] 000。あ、両面目光りました。はい。勝ち確です。俺は来た。
[00:46:31.079] 5万ぐらい勝って5
[00:46:32.520] 万ぐらい勝っていこう。10
[00:46:33.839] 万以上財布に入れてこうぜ。笑笑。
[00:46:41.467] [笑い]
[00:46:44.880] 負けた。
[00:46:45.319] こうやって人間はダメになっていくんです。
[00:46:47.520] でもこれで勝つから。俺これで引退するから。ギャンブ。
[00:46:51.800] 笑笑。
[00:46:52.240] うわあ。うわあ。うわあ。もうそのパチンコ屋の帰りその足で行った。
[00:46:52.602] [叫び声]
[00:46:56.532] [笑い]
[00:47:02.000] は。
[00:47:02.319] パチンコ屋その足でダッシュで
[00:47:07.800] いらっしゃいませ。
[00:47:08.680] もうホクホクだよ、俺。もう今日はホクホク
[00:47:12.040] 来たんですね。
[00:47:12.839] 北ホです。
[00:47:13.480] 何が見ます?
[00:47:15.160] もう今日俺も高いだけども。
[00:47:17.119] 気分がいいからな。いや、だからなんか浮かぶ。笑笑
[00:47:19.559] 入れたったらええか。入れたったらえった。
[00:47:22.732] [笑い]
[00:47:25.160] 森シャン入れたったらええねんな。森あ、ボトルもボトル。
[00:47:29.880] いいんですか?[鼻息]
[00:47:31.200] ありがとうございます。ボトルご用意しますね。
[00:47:34.119] いいよ、いいよ。一緒に飲もうね。
[00:47:36.960] げ生かいったな。
[00:47:38.599] あ、ピンク。
[00:47:40.880] ピンクです。
[00:47:42.382] [鼻息]
[00:47:43.599] もう財布に入れないで。
[00:47:44.640] そのまま原生握りしめて
[00:47:48.880] 今日も来てくれた。酔っ払いモードきたいんだけど結構暇なんです。
[00:47:52.839] ま、仕事してないからね。定食にはつけてないから時間はある。
[00:47:56.839] 謝らないもん。開幕から失礼なこと言っちゃったから。
[00:47:59.413] [音楽]
[00:48:02.680] そういう自虐系で攻めてくるの卑怯です。
[00:48:04.880] あれだな。のんデりなんだな。自虐も何も本当のことやけどね。
[00:48:10.040] う、ごめんなさい。ごめんなさい。
[00:48:13.839] ごめんなさい。失礼なこと言って傷つけて本当にごめんなさい。いや、やっぱりそうだったんですね。もうな、何なの?意地悪するの良くないですよ。
[00:48:26.268] [音楽]
[00:48:26.960] えー、好きな人には意地悪したくなっちゃうな。
[00:48:31.640] ああ、急に大きい声ですか?
[00:48:34.319] そういう感覚わかんないです。なんかさっきからなんかそのこの子に対するなんかその変なイメージつけんのやめて。
[00:48:34.783] [笑い]
[00:48:41.119] なんかその
[00:48:43.160] 辞任心だったり急に大きい声出す俺
[00:48:46.040] 私のこと
[00:48:47.400] 嫌いな嫌いだと独り事が多いとかさなんかあんまりこの子に熱注げなくなるからやめてね。なんかその変な俺の嫌いな俺の嫌いなあの属性つけるの
[00:48:51.158] [笑い]
[00:49:00.280] はい。私の希望で体験入点をお使いにしてもらってるんです。
[00:49:03.603] [音楽]
[00:49:05.680] なんで体験入点なの?
[00:49:07.680] 別に深い意味はないですけど、正式に入転ってなるとやめにくい感じがする。
[00:49:13.440] それもやめる気なのか?
[00:49:15.799] まさかそんな気はさらさらありませんよ。先輩たちも同僚の子たちも大好きですし。
[00:49:16.703] [音楽]
[00:49:22.000] なんでじゃお前?
[00:49:22.720] それにお店の雰囲気も自分に会ってて
[00:49:25.874] [笑い]
[00:49:26.040] 来てくれる人も嫌いじゃないですから。
[00:49:28.160] やめな。お、嫌いじゃないか。
[00:49:30.720] 別にあなたのことだけを言ってるわけじゃないですからね。
[00:49:34.400] あと好きとも言ってませんしないでください。とにかく今はやめる気なんて
[00:49:40.284] [音楽]1mm
[00:49:40.680] もありませんよ。なら正式に入れてもでもいいんじゃない?
[00:49:44.319] 私今はって言いましたよね。将来的にどうなるかなんて分からないじゃないですか。
[00:49:50.520] 結構
[00:49:51.440] 人の気持ちも状況もコロコロ変わっちゃうものですから
[00:49:55.400] わ。なんか結構こいつも闇ありそうだな。
[00:49:57.969] [音楽]
[00:49:58.000] それにあまり執着したくないんです。
[00:50:02.559] 人にもにも場所にも
[00:50:05.200] へえ人は
[00:50:07.119] あ、1
[00:50:07.599] 人で生きていかなちゃいけないんです。そういう感じしてるのってもしかして将来的には俺の隣に正式入天だからな。闇ありし物
[00:50:18.400] 手首隠してんのってもしかしておいちょっと見せてみ、手首。あ、でもあれだ。全員あ、だめだ。この店全員隠してるわ。終わった。終わった。全員
[00:50:26.789] [笑い]
[00:50:29.960] あれだわ。全員隠してたわ。
[00:50:32.684] [笑い]
[00:50:33.400] だから気軽な感じで痛いんです。
[00:50:36.599] それで体験入点っていうわけ。あなたも私に依存しない。え、
[00:50:39.890] [音楽]
[00:50:42.960] ピテ。
[00:50:43.480] 私がどれだけいい女でもですよ。適度な距離感でましょう。
[00:50:48.405] [笑い]
[00:50:49.640] ああ、もうやめよ。やめ、やめ、やめ。
[00:50:52.160] その方が絶対にいいですから。
[00:50:54.119] なんか俺は危険な匂いを感じた。
[00:50:55.760] それ以上は
[00:50:56.359] 傷つかないためにもなんか今日は時間が過ぎるのが早いかも。次のドリンク用意しましょうか。
[00:51:04.200] なんか闇抱え闇抱えし物だよ、こいつ多分。
[00:51:08.599] ありがとうございます。もう少しだけ私と一緒に過ごせてよかったですね。
[00:51:14.000] なんか過去にさ、見ます。
[00:51:16.119] 過去に辛い恋愛ありしものじゃない?これ
[00:51:18.920] 私も頂いていいですか?
[00:51:23.440] てかあれボトルって終わったのも?え、ボトルって
[00:51:27.000] 1
[00:51:27.160] ターンで終わるんだっけ?え、ボトルってもう終わったの?
[00:51:31.400] 夢か悲し、
[00:51:33.799] 私結構好きです。
[00:51:36.000] 今もこんばんは。2周目
[00:51:37.480] たガブのみ。
[00:51:39.495] [笑い]嘘、ボトルガブの飲みしたの?
[00:51:42.640] すぐ準備しえよ。だけ待っててくださいね。
[00:51:45.520] じゃ、じゃあ酔っ払えや。おい、おめが酔っ払いとた。酔っ払ってるとこが見たくて注文したの。
[00:51:52.760] 悪すぎる。
[00:51:54.319] いただきます。
[00:51:55.000] ゆ、酔っ払ってるとこが見たくて注文したのよ。笑。
[00:52:00.400] かっぱかっぱ飲むって何?もうなんかおまトペがじーなのやめて。
[00:52:06.920] でシェイクすんのほんまにグる?[笑い]
[00:52:10.040] あのおまトペがじーなのやめて。何?かっぱかっぱ飲むって。
[00:52:14.319] かっぱ
[00:52:16.640] おまトペがじねえかよ。聞いたことねえよ。
[00:52:18.796] [笑い]
[00:52:21.400] うんふ。その顔を見るにできない感じですか?無事
[00:52:26.001] [笑い]
[00:52:27.119] やろ。
[00:52:29.200] かっぱ飲むって何?本当に言うの?それ
[00:52:33.640] 昭和のあれ
[00:52:35.680] 分か大将さんか何世か知らないけど
[00:52:38.880] な。デフォで俺リスナーのことはみんな
[00:52:40.640] じじだと思ってるからあるんだよな。あの
[00:52:44.520] じじだと思ってたら女の子だったりとか
[00:52:46.240] 全然あんだよな。俺最近までマジでも萌や
[00:52:48.240] さんのことを俺普通におっさんかなと思っ
[00:52:50.040] たらあのマイクラコラボであの初めて
[00:52:53.359] 女の子って知ってクソクソびっくりしたで
[00:52:55.640] 。あ、ごめん。
[00:52:56.680] マジでおっさおかと思った。タイムボはガチでぐかったさんは独特な省略を作りタイムボリさんが見てたアニメってでもあれでしょつタイムボカでしょとかすいません。あのなんか勝手にみんなじだと思っちゃった。すいません。すいませ。そんなことないんだよな。そんなことないんだ。笑
[00:53:01.371] [笑い]
[00:53:14.280] そっか。
[00:53:15.720] あなたにとって私ってそんなに魅力的か?
[00:53:19.079] いや、魅力的すぎるだろ。笑。うん。困っちゃうな。そこまでお気に入りになっちゃったか。
[00:53:24.952] [音楽]
[00:53:25.839] なるだろ。かいいもん。
[00:53:28.119] ていうかあなたって依存しちゃった。
[00:53:30.400] あ、僕全然依存はしません。
[00:53:32.040] 何かにめちゃくちゃはまっちゃった。
[00:53:33.920] ああ。いや、そういう。あ、
[00:53:35.200] そういう。
[00:53:35.839] うん。いや、ある。それはある。はまっちゃったらなんかにはまっちゃったらもうこれだけになっちゃう。俺は趣味にはまっちゃうね。趣味にはまっちゃうタイプ。
[00:53:43.960] 可愛いもんとか本人に行ってね。
[00:53:45.839] 好きなものには時間お金を惜しまないみたいな。
[00:53:49.187] [笑い]
[00:53:49.280] 何が
[00:53:49.760] それはそれ楽しいと思いますけどね。
[00:53:52.480] うちのりさんもそういうタイプだし。
[00:53:54.400] ああ、なるほどね。
[00:53:56.392] [鼻息]
[00:53:56.640] アイドルが主役のソゲにはまっちゃいそうでしたね。
[00:54:00.079] うわ、
[00:54:00.520] しいキャラが出るまで課金のタップがたまらないみたいな。
[00:54:04.559] いやいやいや、俺ソしゃげはな、ソシげにはまんないわ。さすがにん
[00:54:09.839] だ。
[00:54:11.160] お兄さん。あ、あ、お兄さんって言ってた。ちょっとごめん。全然話重要なとこごめん。全然聞いてない。
[00:54:15.960] え、でも本当に大変なことになっちゃう。一歩手前のところで立ち止まれましたから。
[00:54:22.960] ちゃんと直接女の子に可愛いとか言えるた
[00:54:25.212] [音楽]
[00:54:26.400] 俺。や、言えないかも。いや、言えないかも。いや、それがさ、なんかそのなんつうの?やめ、もう俺いい。もうやめよ。俺の話はいい。
[00:54:28.487] [うめき声]
[00:54:29.142] [叫び声]
[00:54:32.417] [笑い]
[00:54:42.880] 俺の話は急に恥ずかしくなってた。俺の話はいいわ。
[00:54:46.240] このままじゃ絶対にやばいことになるって思ってアプリをアンインストールしたんです。
[00:54:52.079] あの俺のさ、ドラクエの後輩がいるじゃない?ドラクエのネタバレしてくる後輩。あいつがさ、あのドラゴンクエストスマッシュグローに
[00:54:59.960] 8
[00:55:00.240] 万課金してたわ。おい、止めてやってくれよ。俺には救えねえ。あいつのこと。ドラゴンクエストスマッシュグローデさロトのロトの装備が出ねんすよつって
[00:55:01.892] [笑い]
[00:55:11.720] 8万課金してた[笑い]
[00:55:13.680] 俺。もうこれ8
[00:55:14.480] 番目っすよとかつってもう終わってるよ。あいつ偉いです。
[00:55:19.400] いや、わかんない。何ヶ月かはわかんないけど。ロトの装備が出ないっつってたよ。
[00:55:25.473] [笑い]
[00:55:27.559] その金が12につがるんだ。
[00:55:29.640] ああ、そういうことな。そういうことな。頑張ってじゃ落としてもらって。
[00:55:36.799] 失敗しちゃった。
[00:55:38.640] 雑に話をたばかり
[00:55:42.280] スマグロってあれどういうゲームて虚しくない?
[00:55:47.640] これが一番
[00:55:48.559] いや、そんなん聞かないんだよ。そういうやつらには。そういうやつらには聞かないんだよ。
[00:55:53.760] できればですけどもうちょっと話したいなて。
[00:55:59.240] バンサバンパイアサイバー
[00:56:02.079] まだ私と痛いんだ。どれにしますか
[00:56:04.960] ねえ。この子酔っ払わないんだけど。
[00:56:06.760] 全然全然酔っ払らわない。てか俺も酔っ払らわなきゃいけないのか?
[00:56:12.280] やってないけども。笑。
[00:56:13.599] 俺も酔っ払らなきゃならないの。
[00:56:15.559] 私も頂いていいですか?
[00:56:17.280] え、俺バンサバね、配信外でやってめっちゃはまったよ。
[00:56:21.000] 見るか?
[00:56:21.920] 配信外でやって配信外でやるなよっていう。
[00:56:23.113] [音楽]
[00:56:27.480] あ、ごめんなさい。ごめんなさい。ごめんなさい。いやいや、もうほぼ見せてますやん。
[00:56:31.480] 番サ
[00:56:32.240] ほべ。面白い。ほぼ見せてますやん。
[00:56:35.720] それで変態とか言われたらおかしいで。それ
[00:56:39.559] 商品刑事法違反やろ。これ素にはまりすぎちゃう前にアインストールか。え、エリサん結構思い切ったことするんだね。
[00:56:47.720] ドラキュラドルクもそう。それで俺やったんだ。最悪ですもん。
[00:56:52.960] 子供の時からそういう性格なんです。
[00:56:55.400] サバサバしてる材の中にスピリタス入れた材がくっそるいってな。俺も笑痴漢相手のせいにするタイプだろ。
[00:57:03.069] [音楽]
[00:57:04.379] [笑い]
[00:57:05.799] そんな服着てるんだから触れって言ってるだもんだっていうタイプのね。うん。
[00:57:10.720] ゴミじ
[00:57:11.480] 依存とか執着しそうになる。
[00:57:13.280] ゴミじ
[00:57:14.119] そういうのを壊すっていうか立ち切るようにしてて。
[00:57:17.760] うわ、偉すぎ。
[00:57:18.960] スカートが短い。誘ってるだろ。最低
[00:57:22.064] [笑い]
[00:57:23.680] ゴミすぎる。マジで
[00:57:25.400] 無敵論。
[00:57:26.760] 無敵大学みサークルで大問題になったの覚えてない?い
[00:57:29.269] [笑い]
[00:57:30.880] いや、全然知らない。
[00:57:33.280] 俺さ、酒飲まないからあんまわかんない。
[00:57:34.839] 心配は無ですよ。私があなたのことを好きになる。
[00:57:38.960] ない、ない、
[00:57:39.760] なるね。
[00:57:40.280] だから今のところは全然安心していいですよ。
[00:57:43.839] うわ、何それ?
[00:57:44.760] 適度に楽しく一緒に過ごしましょう。
[00:57:47.280] なんかさ、なんかさ、この子と俺切ない恋愛になりそうな予感がするんだが。なんかこの子が俺のこと好きになっちゃって、でも依存しちゃうから距離置こうみたいな。
[00:58:02.319] そういう流れになりそうな気がします。そういう流れになりそうな気がします。勝手に期待でも何でもすればいいですよ。きっと無駄な努力になっちゃうと思いますけどね。
[00:58:13.810] [笑い]
[00:58:16.720] 勝手にもう勝手にもうこいつが俺のこと好きになると思ってる。こういうのが勘違いじじなんだろうな。こういうのが勘違い叔父なんだろうな。
[00:58:25.079] ああ。執着心とか依存とかなくせたらいいのにな。
[00:58:30.839] グいなお。[音楽]
[00:58:31.920] そうって辛くなる。[笑い]
[00:58:34.640] 確かにグいな。なんか
[00:58:36.839] 家まで来ちゃう。やばいやつ。
[00:58:38.319] やばい。やばい。やばいね
[00:58:39.760] え。でもエリサちゃん俺のこと好きじゃん。
[00:58:41.975] [笑い]
[00:58:43.359] それはそうかもしれませんけどでも幸せになることより辛くなることの方が多いですよ。
[00:58:50.799] ええ、なんかこいつ絶対過去になんか
[00:58:54.119] だから私はこれからも何者にも集中勘違いするようなやつじゃない。そういう店の常連にならんのよ。笑
[00:59:02.280] [笑い]
[00:59:04.280] ああ、なるほど。そうそうだよね。だ、みんな多分どっかでそう思ってるってことだから。それがなきゃ通わんて。うん。俺もだって俺申し訳ないけどキャバクラとか通う意味がわからんもんだって。
[00:59:20.799] たか。今日
[00:59:23.680] 3万も行かれた。
[00:59:25.079] 今日はありがとうございました。また来てくださいね。
[00:59:28.960] 内心って思ってるのも追加で。
[00:59:33.066] [笑い]
[00:59:34.440] いや、まあそう、みんなそう思ってんだろうな。みんなそう思ってんだろうな。多分な。
[00:59:38.559] たまにはええんやで。キャバクラ笑。
[00:59:41.079] あ、そうなんだ。やあ、行ったことないな。ほど金あればキャバクラ行くけどな。
[00:59:46.200] いや、キャバ。いや、俺いくら金あっても
[00:59:49.480] 行かないかな。だって言って女の子と酒。
[00:59:55.799] うーん。だってさ、いや、なんかう
[01:00:01.880] え、ラブカウンター。え、掃除。
[01:00:06.000] え、何これ?え、何これ?好感度
[01:00:09.799] UIの
[01:00:10.240] 表示?こんなのあったっけ?こんなのあったっけ
[01:00:17.359] たっか
[01:00:18.440] なんかこれもしかしてさ、
[01:00:20.160] 2周目だから増えてる。
[01:00:24.039] スカウター買うの
[01:00:25.880] なんかこれほら、
[01:00:26.720] カウンターは53万です。
[01:00:30.319] これあれだよね。スカウターだよね。絶対ね。
[01:00:34.160] 交感度のUI
[01:00:35.000] を表示できるのって。ま、別あ、え、あ、間違って買っちゃった。
[01:00:37.256] [叫び声]
[01:00:39.876] [笑い]
[01:00:42.240] 笑笑。
[01:00:43.839] いや、いや、出せよ。お金足りません。お金りません。出せや。
[01:00:49.880] なんで何の迷いもなく借金して買ってんだよ。バカなんか。
[01:00:57.880] BGM変わったな。
[01:01:00.520] え
[01:01:00.720] 流れ変わったな。
[01:01:03.079] リボ払いしちゃったか。ないならもうギャンブルで増やすんじゃない。
[01:01:07.160] ないならもうギャンブル行くしかねえよな。でもさ、ゼから増やすことってできないんだよな。ギャンブルってさ、
[01:01:13.282] [笑い]
[01:01:15.480] 0
[01:01:15.720] から増やすことってできるの?ま、これで
[01:01:19.520] 5万ぐらい勝てばまあまあまあ。これで
[01:01:22.079] 5
[01:01:22.280] 万ぐらい勝てばなんとかなる。これで勝てばなんとかなんだよ。
[01:01:27.119] 行けるいけるか
[01:01:30.312] [叫び声]
[01:01:31.622] [笑い]
[01:01:33.000] オーバーキル
[01:01:34.200] オーバーキルされちゃ霊カードないの?
[01:01:37.440] 特性霊ないんだよ。
[01:01:39.760] 7
[01:01:40.079] 万ガチぐらいしてくれ。頼む。おおおおお。まだいける。とりあえずプラスに持ってこう。とりあえずプラスに持ってこう。とりあえずプラスに持ってこう。とりあえずプラスに持ってこう。頼む頼む頼まい頼まい頼まい頼まいな。
[01:01:45.377] [笑い]
[01:01:55.240] たまにガチガチするじゃん。ガチガチ。うわ。あ、この辺でどうする?ここで一旦諦めて。今週諦めて
[01:02:01.752] [笑い]
[01:02:11.880] こ
[01:02:15.160] もう後戻りできない。逃げはす。
[01:02:17.960] いや、行くしかねえやて。そうやって言われたら行くしかねえやん。
[01:02:24.079] そうやって言われたら行くしかなくなってまうねんな。日曜を勝負諦めて
[01:02:29.960] 負けたら振りまで株うよ。笑
[01:02:33.193] [笑い]
[01:02:34.279] 終わりだ。
[01:02:38.119] エ笑死んだ。
[01:02:40.799] ダブルお
[01:02:44.480] 壊れちゃった。いいや。ここからや。
[01:02:47.480] 笑笑。
[01:02:49.119] 足りねえ。[笑い]
[01:02:52.160] 全部売っても足りねえ。全部売っても足りねえよ。笑。
[01:02:58.599] おいね。ラブカウンターなんか買ってんだ。バカ。おっと。お金借りるしかないか。
[01:03:11.240] 変なガラクタ買ったせいで。
[01:03:14.079] あ、お母さんから仕送り来た。お母さんからお仕事頑張ってね。お仕事してない。
[01:03:20.520] 今お仕事してないす。お母さんごめん。え、日かな?え、日かな?
[01:03:21.008] [笑い]
[01:03:32.960] 引っ越し準備完了な。
[01:03:35.418] [笑い]
[01:03:36.079] え、日じゃん。おい、何てめえクーラー残してんだ。甘えんな。クーラー売れよ。クーラーが
[01:03:43.240] 1番高く売れんだろ。
[01:03:44.319] 笑笑。
[01:03:46.359] 退距日じゃねえかよ。でも行く。
[01:03:49.520] でも行くんや。さあ、今日も始まる俺の癒しタイム。俺の心を癒せるのはここだけ。
[01:03:55.599] カーテンな資本前食い[鼻息]
[01:03:57.119] いらっしゃい。
[01:03:58.039] 備えだから
[01:03:59.559] ここが家まである。
[01:04:00.839] 何にする?
[01:04:01.559] え、え、え、あ、あ、あれあ、あれか。あ、あ、なんかメーター出た上に。あ、すいません。帰ります。え、今日休みだった?もしかして休みだった?もしかしてましった。ちくった。
[01:04:16.799] でも俺でもこいつのこともちょっと好きやねん。
[01:04:20.359] 私も頂いていい?[音楽]
[01:04:24.039] えー、ごめん。一旦だけ行かせてもらっていい?
[01:04:26.839] の女
[01:04:27.880] 一旦だけ行っていい?1
[01:04:29.279] ターンだけ。あ、なんか高なってる。ちょっとちょっとうろ牌でごめんな。
[01:04:33.839] やっぱウロン牌なんよな。
[01:04:35.920] 見えちゃうのか。い
[01:04:37.240] エロい顔してた。今なんか
[01:04:42.440] ごちそうさです。
[01:04:44.160] 初対面なのにこのノりなのがいいんだよな、こいつ。
[01:04:49.359] ちょっと待って。可愛いんだけど。何なんよな。そんなに縮じこまっちゃって。
[01:04:50.089] [音楽]
[01:04:56.240] 何々なんよな。
[01:04:58.160] ツンツン。おでんツん。これだ前も言った気がする。このここで。
[01:05:02.319] ああ、緊張しちゃってるんだ。だめじゃん。な
[01:05:07.079] 私相手に緊張してるとか。そんなの緊張の無駄遣いだって。
[01:05:09.085] [音楽]
[01:05:12.039] よっぱいでかいな。
[01:05:14.480] あ、あ、あの、あのど、どうもどれもよろしくる。自己紹介始めちゃった。じゃあ私もどうもりんと申します。
[01:05:30.640] 今後とも是非よろしくお願いいたします。で、てるこ、
[01:05:35.285] [笑い]
[01:05:36.160] この子もかすな
[01:05:38.760] ねえ。何してる人なの?
[01:05:42.119] キャルはガチで緊張してまう。
[01:05:44.455] [笑い]
[01:05:45.000] このノりは俺たち影のインのものにはこのノりは俺たちインのものにはきついものがある。
[01:05:52.315] [笑い]
[01:05:53.440] いやでも俺ねワンの時の子言ってんのよね。
[01:05:57.039] ごめん。ちょっと待って。私敬語苦手なんだよね。語
[01:06:02.480] 話すのも聞くのも
[01:06:04.480] 風に光を求めちまう。
[01:06:06.725] [笑い]
[01:06:08.035] [息をのむ音]
[01:06:08.440] たえその身が滅びようとも。たえその身が焼かれようとも。
[01:06:13.400] だから敬語やめてくれると私マジで助かる。
[01:06:18.119] めっちゃ
[01:06:18.720] 俺たちはイカロスだ。ローで固めた羽ね。俺たちはイカロス。
[01:06:20.480] [笑い]
[01:06:25.359] サンキュー。何君って優しい人なんじゃん。
[01:06:30.920] そんな人を首にする会社とかありえないって。
[01:06:31.615] [音楽]
[01:06:33.920] いやあ、
[01:06:35.200] なれてむしろラッキーだったかもしれ。
[01:06:37.119] この子マジで元気もらえるんよな。
[01:06:40.200] え、普通に偉いね。首にした会社悪く言わないとか尊敬なんだけどよく言われるでしょう。君は優しくて立派でいい人だって。
[01:06:46.681] [音楽]
[01:06:52.576] [笑い]
[01:06:53.640] やめろって。それ俺とランディに刺さるから。それでしかないから。優しくて立派でいい人泊まりだから。もっと言ってほしい。
[01:07:01.599] 笑笑。君は優しくて立派でいい人だね。
[01:07:04.366] [音楽]
[01:07:06.440] これは聞く。
[01:07:07.440] 本当優しくて立派でいい人。
[01:07:10.839] この顔見てくれよ。
[01:07:13.000] 優しくて立派でいい人だもんね。
[01:07:17.039] これでいい。
[01:07:17.799] いやあ。あったけ。こいつもあったけ。こいつはこいつであったけっすわ。
[01:07:25.981] [笑い]
[01:07:32.720] いやあ、俺でもさすがにこの子
[01:07:34.599] 2周目になっちゃうからな。
[01:07:35.960] そうだ。
[01:07:36.559] 聞くわ。
[01:07:37.039] これだけは言っておかなきゃだね。真面目に話す。いや、いつも真面目だけど。
[01:07:37.771] [音楽]
[01:07:43.359] いや、この子の元気さめっちゃいいよね。マジで。
[01:07:47.440] 人との出会いってめっちゃ重要でしょ?人生においてさ、ダメなとこもたくさんあるかもだけどできるだけ頑張るから。
[01:07:53.491] [音楽]
[01:07:58.440] 今夜は満月ができる。よろしくね。
[01:08:01.351] [笑い]
[01:08:03.079] はず。え、何言ってんの?私受けるね。
[01:08:03.317] [叫び声]
[01:08:08.920] いや、こもね。
[01:08:10.480] でもそういうことだから
[01:08:12.359] おっぱいも大きいしな。
[01:08:14.359] 何カップあんだよ、これ。
[01:08:16.040] もう言わない。
[01:08:16.759] 何カップあんすか、これ。[音楽]
[01:08:17.839] あとうちには他にも可愛い子がたくさんいるから。かナ、ミゆか、エリサ、クオン、ルナ。みんな本当にいい子だよ。
[01:08:29.679] だからバニーガーデンのことは気に入ってくれると思うな。
[01:08:35.440] 何回かて私はいまいだなあってなったら遠慮なんかしないで他の子のとこに行っていいからね。
[01:08:43.480] いや、いいですね。
[01:08:44.480] 私そういうの気にしないタイプなんだよね。
[01:08:47.279] いいね。なんかあのあれだな。なんか良きタイミングでほっといてくれるいい女って感じだな。
[01:08:55.040] あ、私のことを気に入ってくれたらそれはそれで嬉しいけどさ。とりあえずそんな感じかな。お酒新しく頼む。私はまだ一緒にいたいけどな。
[01:09:00.302] [音楽]
[01:09:01.612] [笑い]
[01:09:06.852] [音楽]
[01:09:12.279] えー。いや、この子もいいけど帰ります。ごめん。ごめんな。
[01:09:14.713] [笑い]
[01:09:18.642] [叫び声]
[01:09:21.839] 5000円高。
[01:09:23.400] 今日はありがとう。
[01:09:24.960] 今の変身と勝ちだから助かる。
[01:09:27.813] [笑い]
[01:09:30.960] LINE
[01:09:31.440] の変身遅。うん。この子も遅くていいね。俺も遅いけど。えっとんだよな、多分。あ、見んの忘れた。見んの忘れてた。
[01:09:36.983] [笑い]
[01:09:54.960] さすがに今日はいるっしょ。さすがに今日はいるっしょ。はい。ませな
[01:09:58.800] んで昨日いねえんだよ。あ、
[01:10:02.000] 来たんですね。何飲みます?
