[00:00:15.759] うお。
[00:31:02.200] 滑ってない。大丈夫。ごめん。ゆっくり、ゆっくり。別にこれタイムリミットとかねえしな。オッケー。
[00:31:13.120] 上だと連続ジャンプしにくいんだよな。
[00:31:16.080] 見てるだけでいいからしてくる。
[00:31:18.080] あ、もうめっちゃ難しい。なんなんだよこれ。めっちゃ無字じゃねえかよ。
[00:31:27.399] もしかしてさ、とんでもないゲーム選ん
[00:31:28.840] じゃった俺。なんか俺なんか僕やっちゃい
[00:31:32.399] ました。
[00:31:36.960] ちょ、もう1回やらせ。ま、今日ごめん。
[00:31:39.519] 今日ここで終わるかもな。
[00:31:42.799] 今日ここで終わるか
[00:31:45.919] な
[00:31:49.000] 。あんまりにも下手だって。あんまりに
[00:31:51.799] も下手すぎるって。
[00:31:54.760] よ画面で終了。
[00:31:57.360] でも強いね。
[00:31:59.000] オケー。これはめっちゃ強い。
[00:32:05.440] 配信初めて30ねえ。
[00:32:08.519] 終わり。
[00:32:09.200] これマジでむずいよ。ちょ、
[00:32:14.000] 笑笑。
[00:32:15.440] ちょっとこれマジか。
[00:32:22.360] くっそむずそうで草。
[00:32:24.679] めっちゃむずいで、これ。行くよ。
[00:32:32.120] これ無理だろ。
[00:32:35.799] これが当時のコナミムセックスですわ。
[00:32:38.360] ちょっと待ってくれ。マジか。これなんなこれなんかたまにもメリメリ行ける時あるな。たまになんかメリメリメリメリって行く時あるね。
[00:32:52.279] 茶窓びっくり。
[00:32:53.799] たまにゴリゴリ行く時あるね。
[00:32:57.720] ちょっと待って。これ上ボタンジャンプなのマジで超難しいな。やばいぞ。そろそろここさないと。そろそろこれここさないともうコメントなくなるぜ。コメントコメント欄とよしゃ行った。
[00:33:14.679] こんばんは。
[00:33:15.360] よしゃ行った。えー、チャルドパンダさんこんばんは。パンダさんこんばんは。え、そうなんカフってそんな感じなし。
[00:33:24.840] そして茶まげも無言に。ええ、
[00:33:27.799] 何?何?何?何?どうすんの?あ、いや、これ余裕やろ。いや、わかんないけど。
[00:33:32.679] 上ジャンプですよ。
[00:33:34.480] え?あ、上ジャンプなんや。あ、オ、かった。分かった。
[00:33:39.519] 上がジャンプなのはやっぱりあるからですね。
[00:33:44.960] ボム来た。
[00:33:46.679] 確かにこれFFの、FF
[00:33:48.639] のボムだな。危ね、危ない、危ない、危ない。
[00:33:56.880] よしよしよし。ちょっとこれ降りてこいって。
[00:34:00.159] ああ、しちゃった。ええ、むずえ。
[00:34:09.119] 草。
[00:34:10.760] 仲間はずかった。まあ大丈夫じゃ。うわ、もう、もう、もう分かった。もう分かった。しかもこいつジャンプ力高けえから情けねえ野郎だ。強さ。笑。
[00:34:21.520] 純正コントローラーですか?
[00:34:23.320] えっとね、コントローラーね、このなんかジョイカードみたいなの使ってる。ジョイカードみたいなやつ。こいつピストル持ってるからな。こいつだけ武装完璧なんだよな。
[00:34:33.639] おにぎりじゃないんですね。
[00:34:35.119] おにぎりじゃない。そうそう。おにぎりじゃない。あ、お金は
[00:34:38.720] 2
[00:34:38.839] 人で共通なんだな。お金取られてるわ。ほら、お金は
[00:34:43.480] 2人で共通なんだ。肩や蹴りなのにな。
[00:34:46.240] ヒットマンなんだ。
[00:34:49.520] ジャンプ力高けえ。
[00:34:50.560] めっちゃやりやしい。めっちゃやりや。ジャンプ力たけえ。リーチもこっちなんかこっちの方がめっちゃ良くねえか?やりやし。この飛距離もめっちゃあるっすじゃん。こっちの方が良くない?
[00:35:06.440] カッキー
[00:35:07.240] かっきしよ。ルんルんルんルんルんルんルん。ただね多分攻撃力はあっちの方が高いんだな。
[00:35:13.520] おにぎりも候補でキャまさんに見せたんですが、やっぱり馴染みの形がいいと思っりましたね。危ぶね。あ、なるほどね。こう距離を取ってもうこっち絶対最高やん。
[00:35:27.400] コンですね。しかもされ今楽とあ、木を取んなきゃいけないのか。木
[00:35:33.480] ップダブルシス。
[00:35:35.040] 木を取んなきゃいけねえんだ。取りオフ。うす。
[00:35:39.000] これ。あ、いや、もうこっちのがめっちゃいいよ。
[00:35:41.720] さっきの子よりこっちの方がいいよ。めっちゃたこれ背が高いからやっぱりな。背が高いもんだって。
[00:35:51.599] 笑笑
[00:35:52.680] だって背が高いもん。これコンティニューね。あ、断念か。うん。ああ、なほね。これり。
[00:36:01.119] これさ、なるほどな。コンティニューまあでもま、まだまだまだまだ
[00:36:06.560] 背が高いと当たる。
[00:36:08.400] 背が高いからさ、狭いとこちょっと不利なんだな。
[00:36:12.760] なるほどね。いや、どうしようかな。よちゃくんなら当たらなかった。
[00:36:17.920] うるせえ。誰がだば?おい、俺
[00:36:20.079] 182
[00:36:20.720] だよ。みんな知らないと思うけど。お、
[00:36:23.960] 182だよ。
[00:36:24.839] 笑笑。
[00:36:26.280] みんな知らないと思うけど。いや、マジマジマジマジ。
[00:36:28.560] 182
[00:36:29.119] だよ。みんなさ、カメラの中の俺しか、
[00:36:33.240] カメラの中の俺しか知らないと思うけど。
[00:36:36.760] いかつ面だと小さく見えるね。ちゃんと同じか。そうだよ。そうだよ。そうだけど。そうだけど。何?ちょっとこれあえて会いとるわ。これお金何に使うんだろうな。も底上げしてるのか。ちょっと立ってみて。
[00:36:56.599] お金ちょ。今今シャスしてる途中でしょうが。そうなるとしてる途中だからダよ。
[00:37:03.920] 体重120はありそう。
[00:37:06.920] ちゃまくと並んで写真撮るんじゃないの?リーさんが
[00:37:10.760] 190あるんじゃないの?体重
[00:37:13.240] 120
[00:37:13.800] はありそう。確かにあのあれだよな。身長
[00:37:19.680] 182だったら別に体重100kg
[00:37:21.640] あっても別にまあ別にまあだよな。
[00:37:33.960] こいつのこのくらいだ。
[00:37:36.160] こいつのこのこいつのこの悲しそうな顔見てくれ。これど取ったらどうなるんだ?どあえてこいつ
[00:37:46.800] 1
[00:37:46.920] 回行かせる。行こう。ここがむずいんだよな。次
[00:37:52.000] で193の100前後らしいからね。
[00:37:55.760] あ、そうなんだ。このさ、
[00:38:02.440] 愛だと何気に攻撃のさ、飛距離がちょっと
[00:38:05.000] 短くなるね。
[00:38:07.440] いっちゃ
[00:38:12.640] あ力もなんか低い気がするな。
[00:38:16.359] 当たる危ない。よし。シーサー。違う。
[00:38:20.760] この上だね。
[00:38:22.319] こいつ毎回出てくのうざいね。この危ない。やばいなあ。また息帰ってる。よしよし。
[00:38:38.760] 悲しみを背負ってる。
[00:38:40.720] 悲しみを背負ってるよな。危ね。男は悲しいアイドルってな。え?アイドールってな。
[00:38:52.480] 悲しい人形と書いて
[00:38:55.119] な。何じゃないよ。は、お前らなんだお前ら。なんだお前ら。知らないのか?
[00:39:01.800] チまど
[00:39:04.480] 男は悲しいアイドルよ。
[00:39:07.160] たまピエローカード
[00:39:09.560] デルレルレデルル。あ、どがある。この下にドも取ってみたいな。
[00:39:18.440] あ、
[00:39:20.680] めっちゃわろてるわ。スを見て。えー、強
[00:39:24.040] 。これはやばいだろ。なんでこんな急に強
[00:39:27.200] なんだ?これやばいやろ、これ。
[00:39:30.400] え、全体的に全体的にこっちの方が良く
[00:39:34.040] ない?この子の方が良くないか?待って。
[00:39:40.000] なんか待って待って待って待って待ってダスさ
[00:39:44.920] 取れうすみたい
[00:39:48.359] 2
[00:39:48.520] 段階ジャンプできるんだけどこいつ
[00:39:50.440] ジャできてない
[00:39:51.160] こいつなんか2
[00:39:51.680] 段ジャンプできるんだけどなんだこいつなんか
[00:39:55.079] 2段ジャンプできるぞ
[00:39:57.240] あいちゃいフりフり
[00:39:58.319] ほらほら
[00:40:00.920] れえちゃった
[00:40:01.880] は絶対こだだだからもう
[00:40:04.760] お、さったな。
[00:40:09.680] ダメなんだ。
[00:40:11.400] 草。笑笑。
[00:40:13.000] だ、ダメなんかい。あ、
[00:40:16.160] 2段ジャンプできてもあれなんだ。
[00:40:20.119] スペランカーみたいだった。
[00:40:21.640] ダメなんだ。ダメなんや。そうなんだ。くそ。あいつが。あ、分かった。
[00:40:32.560] もしかしたらこいつは2段ジャンプ
[00:40:34.520] 判定あるんだ。リフトは強敵。
[00:40:36.800] もしかしてこいつさ、あれじゃね?こいつさ、なんかさ、あのさっきさ、バグかと思ったけどさ、もしかしたらあの空中歩向ってもしかしたらこいつの
[00:40:45.839] 2
[00:40:46.000] 段ちょっと待ってくださいよ。喋らせてくださいよ。
[00:40:53.160] 減った。
[00:40:54.000] 喋らせてくださいよ。ちょっと喋らせてくださいな。うす
[00:40:59.480] し。
[00:41:03.839] むずいね、これさ、ちなみにさ、こっちはあれ、こっちもあるよ。
[00:41:08.640] 敵より足場が怖い。
[00:41:10.359] そうなんだよな。ぶっちゃけさ、これ体力めっちゃあるからさ、避弾で死ぬことあんまないんだよね。
[00:41:17.079] うす、
[00:41:18.160] うす、うっす。こっちは何?こっち別か、また。あ、違う、違う。
[00:41:31.359] こっちはこっちで違う。うわ、しかもこれ絶対これ
[00:41:35.720] 10
[00:41:35.920] で来るべきだった。こいつさ。ああ、でも攻撃力高いな。
[00:41:41.520] 先生、そんなの許しません。ダブルシスに取りれ。
[00:41:47.200] あ、こいつでもこいつも使いやすいかもな。強い。めっちゃ攻撃力がなんか反対向いちゃう時あんの。いいね。
[00:42:00.000] いいよ、いいよ。こっちの方が簡単なん
[00:42:01.720] じゃねえか。
[00:42:08.480] てデレデレレレレレデレレレレしよしよしよしよしよしあの愛を取ればこの石を動かせるようになるなんでもこれ取れなくねか取れるんかこれ?いやん。
[00:42:34.880] これどうやって取んの?これ。あれどうやって取んの?
[00:42:38.119] アイラブユ。
[00:42:39.839] アイラブユはこれあれどうやって取んの?あれ?いや、取れなくね?これ俺じゃ無理だな。あいつじゃないと無理だ。もう、もう
[00:42:49.119] 1
[00:42:49.240] 匹の方。え、じゃどうすんのこれ?え、どうやんだろう?
[00:42:58.680] ギリジャんか。
[00:43:01.920] え、これどうやってやるの?
[00:43:05.920] ダメだ。
[00:43:11.640] いやいやいやいや
[00:43:15.079] 、こっちから来んの間違んのかな?
[00:43:24.000] 2段ジャンプできないの?
[00:43:27.160] はできねえ。のっぽ呼ぶしかねえんだ。で
[00:43:29.599] もさ、これこの状態から歩と交代って
[00:43:32.200] できんのかな?
[00:43:37.200] ちなみに出口出れるか?もう1回やってみ
[00:43:38.520] て。出口まで行ってみよう。なんかこいこ
[00:43:41.520] なんこっちからじゃない気がするような気
[00:43:43.520] もするよ。
[00:43:55.160] よし。
[00:43:57.760] 出口出れんのかな、これ。
[00:44:01.440] あ、出れるんだ。あ、だからやっぱこいつじゃ行けねえとかもあるんだ。あは。え、どうしよう。
[00:44:11.680] こっちで行ってみるか。だ、なんかこのさ、左の方のさ、入り口はさ、ボスまで行けてるんだよね。あ、ボスそっちクリアしてからでもいいんじゃないの?こっちって足遅い。あ、足遅いんだ。そうだ。スピード遅いもんね。
[00:44:28.760] ま、ただ飛距離があるからな。
[00:44:31.839] 飛距離があるからこいつは。
[00:44:35.480] ルルルルル
[00:44:40.880] オッケ。ま、こっちが安全に行けるんだよ
[00:44:43.440] な。
[00:44:51.800] くしゃみ出そう。
[00:45:06.720] パチパチ。
[00:45:08.079] ほほ。
[00:45:17.079] ありがとう。
[00:45:20.559] どういたしまして。うん。どういたしまして。
[00:45:22.559] 助かる。
[00:45:23.079] うん。どういたしまして。
[00:45:27.359] あれ?行けないよ。これ行けねえよ。行けない。
[00:45:36.680] 届かへんのかい?
[00:45:38.079] 届かへんのかい?ギリじゃんか。あん。行けるか?これ。
[00:45:47.200] 行けないようなな。
[00:45:49.319] 行けないよにな。や、行けないんかい?これさ。
[00:45:55.240] あのさ、木、木の状態じゃないと喜びの
[00:45:58.280] 状態じゃないと2段ジャンプできない
[00:45:59.800] みたい。
[00:46:01.640] え、じゃやっぱここ後から来るんだって。
[00:46:04.000] 絶対そうだよ。後から来んだよ、ここ。
[00:46:09.480] なんだよ。
[00:46:13.160] まだステージ1もクリアしてねえぞ、これ
[00:46:15.000] 。
[00:46:16.559] あ、でもステージ5しかないからステージ
[00:46:19.319] 5しかないんで
[00:46:20.559] ボス倒した後の帰り道だったりして。
[00:46:23.119] え、そういうこと?なんかあっちから出てこ、こっちから出てくるみたいな感じなんかな?あ、そういうことか。ま、確かにこのステージ最初の遺跡で
[00:46:33.440] 2
[00:46:33.559] 個あるのおかしいもんな。レレレレレててレんてレんデレレレ。
[00:46:43.480] これ間違いなくあれだな。
[00:46:45.480] 間違いなく明日仕事中頭の中で流れるやつな、これ。レトロゲームの配信やるとさ、それやってる間ずっと仕事中も流れんだよな、頭にな。
[00:46:54.760] 言うても5ステージですか?
[00:46:56.240] 言うてもな、すぐ終わっちまうよな、こんな。分かった。こっちじゃないな、まだな。こっちですな。ちょっとさ、ちょっとウィットで行かせてくれ。
[00:47:11.200] 下手今日クリアで。笑笑
[00:47:13.599] あるな、あるな。
[00:47:15.960] だってこれだってここでここの程度なんだろ。余裕だって。ちょっとさ、これあえてさ、さっきあ、ま、お金
[00:47:28.480] おマンシングサガになってる。おマンシングチマン。あえてこれ復活させて。復活してる間帰んねえから。こうな。
[00:47:43.359] あ、下手くそだ。よしよしよしよしよし
[00:47:48.640] よしよし。
[00:47:51.800] ドンドンドン。
[00:47:55.359] とりあえずここのボス倒そうぜ。
[00:47:56.880] とりあえずな。ちょっと気をつけ。ここ。
[00:48:00.559] うわー。これが一番怖いから。この
[00:48:04.119] シーサーに殺されるのが。あ、めっちゃで
[00:48:06.760] もジャンプ高くてやりやすい。
[00:48:12.400] こういうレトロゲーシクシやってる時が
[00:48:15.200] いっちゃんいいわな。
[00:48:21.720] はい。
[00:48:24.160] オ。これお金ってなんか意味ああんのかな
[00:48:26.240] ?
[00:48:35.760] いや、意外とこれがきついんだよな。この
[00:48:37.640] 変なこの骨みたいなやつが意外と強いんだ
[00:48:40.760] よな。エンディングに関わってきそう。
[00:48:43.960] お金。あ、でもそういうのあるよな。そういうのあるよな。お金とかあのあれとかそうだったよな。なんだっけ?ファミコンのえーマッピーランドだっけ?マッピーキッズか。あれお金集めるゲームだもんな。
[00:49:04.799] お金集めで行きますか?オ、
[00:49:09.400] ほら、こいつ2段ジャンプできるからさ。
[00:49:12.760] め危ない。今危ない。今危ない。今危ない
[00:49:15.640] よ。今悪夢が今頭
[00:49:18.240] 中に蘇生った。危ねえ。
[00:49:24.920] もう騙されないぞ。頭れたろ。今危なかっ
[00:49:28.319] たな。今危なかったな。
[00:49:31.880] オや、
[00:49:34.000] 2段ジャンプできたらそりゃ簡単ですわ。
[00:49:37.720] 突茶曲げの頭をかけ巡る
[00:49:40.520] 存在する記憶。
[00:49:41.960] よしよしょ。来た来た来た。これもうクリアしましたわ。これもうだってしかも武器これだぜ。武器これだぜ。こ、これは負ける通りないだろ。これは勝ちましたよ。申し訳ないけど。
[00:49:59.839] いやいやいやいやかいやいやいやいやいやいやいやったな
[00:50:04.000] 強すぎてごめんなんだが痛いなんだそれあかんそい待て待て待て待て意外と意外と痛い痛い痛いあさこいつ体力どんくらあんの体力どんの体
[00:50:27.920] これえぐいよ。ホーミングの速度がえぐいって。ホーミングの速度ぐいだろ。おっしゃ。おお。おお。
[00:50:42.480] 何ですか?
[00:50:43.200] ぐーぐ。
[00:50:46.240] おら。喜んでる場合じゃねえ。強さ草。パチパチパチパチパチパチで。
[00:50:53.880] え、待って。なんかめっちゃあるんだけど。
[00:50:57.119] 待って、待って、待って。笑
[00:50:58.640] 待って。めっちゃあるぞ。
[00:51:01.480] え、笑笑。
[00:51:03.760] ん?え?どういうこと?あ、あ、いや、これで全部らしい。これで全部らしい。これで全部らしいよ。これで多分全部ってことだよな。多分な。え、めっちゃめちゃすぐやん、これ。え、申し訳ないけど。こんなクりやで。
[00:51:24.799] え、これも行けんの?行けるんだ。あ、
[00:51:29.040] すげえ。この時の顔も喜んでるわ。あ、
[00:51:32.640] 待って。間違えたねえ。これ戻れないの?
[00:51:37.400] この画面になったら戻らない。行くしか
[00:51:40.000] ねえらしい。行くぜ。
[00:51:44.760] ここじゃない。俺が行きたいとこ。あ、
[00:51:47.319] これでも割とクリアすぐだね。サクっ
[00:51:49.440] といけるな。ちょっと待って。でも、
[00:51:51.680] とりあえず1個、1個やってこう。1個、
[00:51:54.359] 1個やってこうぜ。ちなみにさっきの、
[00:51:58.200] さっきの遺跡がちなみにさっきの遺跡が
[00:52:01.359] 喜びの遺跡だったらしい。次は怒りの遺跡
[00:52:03.640] だ。
[00:52:05.760] え、ちょっと待って。俺ここ入りたくな
[00:52:07.240] いって。ここ入りたくないって。
[00:52:11.520] ん、ここ、ここじゃない。ま、さっきん
[00:52:13.680] とこがいいな。1個戻りたいんだけど。
[00:52:19.720] 1個戻りたいんですけど。
[00:52:23.440] ね、もうなんでこの中に入りたいかって言われちゃったらもう入りたいかって言われちゃったらもう入るしかない。もう入るしかないんじゃんな。なんだよそれ。
[00:52:33.359] 笑笑
[00:52:34.880] じゃあもうここやるよ。じゃあもうここやるよ。ま、でも今俺最強だからな。今俺最強だからな。何も怖くねえぜ。うわ、うわ、うわ、うわ、うわ。
[00:52:49.599] お前まさかえええええ。そええ、それは
[00:52:54.599] なんやねん。それどっから降りてくんだよ
[00:52:56.760] 。それどっから降りてくんだよ。
[00:53:01.319] ちょっとちょっと。お前2位の位置で降り
[00:53:02.599] てくるな。2位の1で降りてくるな。なん
[00:53:05.319] だこいつ。
[00:53:10.280] いや、これ怒り取んねえ方がいいんじゃ
[00:53:11.480] ねえか。2段ジャンプできるからね、俺今
[00:53:15.319] とりあえず進んだけ進んでみよう。
[00:53:18.920] う、うまくない。今の馬な。こっち行っ
[00:53:21.119] ちゃう。ちょっとできればこの木、え、あ
[00:53:23.880] 、行けないんかい?あ、なるほど。そっち
[00:53:25.559] か。そっちが上か。
[00:53:29.760] え、じゃ、怒り取ってみるか。
[00:53:33.359] うえ、強。
[00:53:37.200] いや、なんやこいつ。めっちゃ強くねえか
[00:53:39.240] 。
[00:53:40.839] あ、でも2段ジャンプできない。2段
[00:53:43.319] ジャンプはできねえ。めちゃめちゃ強え
[00:53:46.119] じゃねえかよ。ほら来いや。
[00:53:52.280] こいつ降りてきたり降りてきわだるね。
[00:53:55.319] サイクロプス。あ、い、あんまり、あんまりこいつあんまりちょっといや、こいつ、こいつ、こいつら。痛い。あ、死ぬんだ。あ、こいつは倒せないんだ。あ、こいつ踏めるのね。オッケー。
[00:54:18.960] やべえ、俺体力ない。
[00:54:22.480] いや、どっちが正解なんだろう。あっち
[00:54:23.839] 行くべきだったかな?いや、ここ喜びだっ
[00:54:27.440] たら上行けたのに。
[00:54:32.880] 見た目に反してめっちゃええわ。
[00:54:36.400] 見た目に反して攻撃力弱わ
[00:54:38.440] 。全然倒せんだけど
[00:54:41.880] 力
[00:54:42.799] 力バカ引きや
[00:54:45.799] 。あ、木がありますね。
[00:54:48.440] うわ、何?いや、だるい、だる、だる。何それ?何それ?何それ?何それ?ねえんかな?ディンディンデレんレん。やべえ。この曲
[00:55:04.559] 耳に残る。あれみたいな感じだ。あのシャドウゲート
[00:55:12.480] 64思い出すぜ。てててレん。
[00:55:18.160] テレんレんレんてレルんテレルレルレン
[00:55:29.119] あこああっちまで来てくんねえのねえ
[00:55:33.880] めっちゃ無や
[00:55:39.359] むずいよそれはむずいよ
[00:55:43.480] そりゃむずいな
[00:55:48.000] うわ、しかも仲間が1
[00:55:49.319] 人死んだら行けるんかい。こっちでもダめだよね、これ。多分ダめだな、これ。またここ行かないと。
[00:55:57.480] 木じゃないとクリアできなそう。
[00:55:59.359] そうね。でもさっきあ、でもあれどう取る必要なかったもんな。足早や。足早くていいな、こいつ。こいつはこいつで使いやすいんだよな。
[00:56:13.480] しかも攻撃力めっちゃ高いし。
[00:56:16.799] お、ワームだ。すごい。こんば。
[00:56:19.240] おわさんこんばんは。わさんこんばんは。いいよ。
[00:56:21.240] MSX
[00:56:21.920] やってますよ。うスというゲームを。
[00:56:24.480] MSX
[00:56:25.039] のコナミのゲームね。でもさ、さ実機でやってるからさ、やっぱ画質がどうしてもガビガビなのはもうしょうがないな。しょうがないな。お、来た。やっぱこれ木よ。これがめっちゃ強いから。
[00:56:40.960] これがめっちゃ強いから。
[00:56:43.359] こう。あ、痛い。何それ?ちょっと待て。めっちゃ足早え。こいついつ足めっちゃ早えぞ。
[00:56:54.480] こいつら感情でパフォーマンス変わりすぎやろ。
[00:56:59.920] その場の、その場のあれで。あ、でもめっちゃやりやすい。え、愛じゃなきゃ開かないんですけど。なるほど。よくてますわな。よくできてるわ。
[00:57:11.640] これ木じゃ行けねえんだ。ここいで来なきゃダメなんだ。会いでこなきゃいけねえんだ。こいつ
[00:57:18.200] がノりと勢いがある方が強いとは言う。
[00:57:21.160] やっぱこれだな、このゲーム。愛取ってこなきゃだめだ。どこにあったかな?どっかで見たような気がするけど。いてえな。愛ってどこにあった?ほ、やっぱこいつなんか空中を歩けるんだよ。
[00:57:37.200] 愛より愛をください。笑。
[00:57:40.160] できたら愛してくだす。あ、いいだね。
[00:57:45.640] どっかに愛あったよね。この上だったかな
[00:57:48.920] ?違う。あっち側だ。あっち側だ。ここだ
[00:57:52.200] 。こっち、こっち、こっち。
[00:57:55.160] ドゥルルルルルル。あの上のやつね。あれ
[00:57:57.640] ねえ、待って。あれ取れないじゃん。
[00:57:59.359] うわあ、やっぱジャンプ力もああ、
[00:58:02.240] なるほど。こっちの上か。わあ。これ
[00:58:04.880] どっちの方がいいと思う?このピンク男と
[00:58:07.920] さ、この青い方どっちの方が強いと思う?
[00:58:12.160] ウィットウィットと何だっけ?ウィットと
[00:58:14.359] アーダコーだ。
[00:58:17.440] このめっちゃ強いんだよね。
[00:58:21.680] ほいわむ
[00:58:23.960] ずいな。上とんの11
[00:58:26.599] クレス
[00:58:27.799] そうか。ウィッドとクレス
[00:58:31.559] 賞味操作感はットの方がいい。の青い方足
[00:58:35.440] 早いし攻撃強いし。ただジャンプとかって
[00:58:38.760] なるとなかなか難しいよね。うい。
[00:58:43.640] オいた
[00:58:47.359] で。ここのIを取ればいいんだろ。あった
[00:58:49.240] 、あった、あった。落ちんなよ。絶対。あ
[00:58:51.640] 、大丈夫だ。これ下まで来てくれるわ。
[00:58:56.200] オオオオオ。
[00:58:59.079] イエスイエスイエスイエスイエス。よし
[00:59:00.319] よしよしよし。弱いな。
[00:59:03.559] 弱なったなあ。明らかに弱なったな。これでボス倒すの無理じゃねえか。リリルルル。足早いからめっちゃいい。こいつなんだよ。うぜえの。ちょっとお前どういうナイス。
[00:59:30.440] オオ。
[00:59:34.400] ほいほいほい。オ
[00:59:44.559] いや、これむずいよ。うますぎ。
[00:59:50.440] オッケー。おお。倒るわ。あいついるぞ。
[00:59:56.079] ただ俺これでボスとこれでボスと戦える気がしね。
[01:00:00.200] 笑。
[01:00:00.799] これでボスと戦える気がしねえぞ。わ、しかも違うし。ボスま、取らそっか。いやあ、それも当たり判定あんのね。う、すごいじゃない?すごい。す、や、すごいなそれは。すごいな、それはいい。
[01:00:20.520] いや、むずいぞ、これ。え、弱ええ。危ねえ。やったぜ。
[01:00:27.200] よっぱ笑まびっくり多分サンキュー。
[01:00:34.160] 多分めっちゃめっちゃあれなんだと思う。あのこいつの攻撃力がめっちゃ高い。攻撃力がめっちゃ高いんだ。このウィットは
[01:00:43.920] つまりこいつハで倒す前提だから弱いんか。
[01:00:46.960] ああかもしれないね。しかもなんかこいつ体力めっちゃお元気。めっちゃ体力回復してますやん。
[01:00:54.119] あれ、これゲーコマじゃない?今ウィットはさ、普通の状態じゃん。クレスはさ、あの悲しい状態だから、このアイコンもちょっと悲しくなってる。アイコンもちょっと悲しくなってるな。任せなさい。
[01:01:07.280] めっちゃいいドットですね。
[01:01:08.599] 早く帰って来いよ。これめっちゃいいよね、ドットね。まだ
[01:01:11.319] BGM
[01:01:11.839] めっちゃ最高。コなミのね、ウシャスっていうゲームやってんだけど、このあの
[01:01:19.160] MSXでしかできないんだよね、これ。
[01:01:21.520] あの、移植とかさ、ダウンロードとかされ
[01:01:25.119] てないんだよね。それがいいわ。この遺跡
[01:01:28.880] は多分こいつしか無理だね。あ、しかも
[01:01:31.880] これ木の状態じゃなきゃ無理じゃね?木の
[01:01:35.440] 状態のこいつじゃなきゃ無理じゃね?ここ
[01:01:39.640] 違うとこ行くか。木の状態でここ来ないと
[01:01:43.599] 多分無理だよ。だってジャンプ届かない
[01:01:45.559] もんな。
[01:01:48.559] あ。
[01:01:52.160] 分かった。待って。こいつ怖いな。頑張れ。ほら、このコメントとかも多分感情で変わってんだって。これすごくね。
[01:01:59.039] 一時期のブで配信されてたんですけど、それが唯一だったよね。
[01:02:04.559] 終死にそうだな。ああ、死ぬか、これ。ああ、だよね。死んじゃうよね。そうだよな。死ぬよね。いや、こいつ愛状態だったから石押せるからさ。
[01:02:18.720] 石持ってけばいけるかなと思ったんだけど。うわ、これもう無理じゃね?やっぱ違うとこで気状態になってこないとダメかもね。情けねえ野郎だ。
[01:02:32.559] 結構知恵を使うゲームなんだ。
[01:02:34.240] 結構知恵使うゲームだね。あっちでこっちでみたいな。
[01:02:38.240] 足遅い。
[01:02:47.760] でも気状態の銃はまだ強いな。じゃ、楽か
[01:02:51.799] 、これ。楽ってのがデフォルトだ。
[01:02:57.880] お金結構溜まってっくけど、これなんか
[01:02:59.160] 意味あんのか?
[01:03:09.559] なんかショップの概念とかあんのかな?
[01:03:21.799] デルレんルレル。
[01:03:26.319] こいつが硬い。
[01:03:32.760] やっぱこれがここが無理よな。
[01:03:37.279] やっぱいけないよね。
[01:03:39.880] 肩キュってやったけど無理か。ちょっと肩
[01:03:43.079] キュってやったけど。
[01:03:46.160] いや、無理よね。うん。無理だね、これ。
[01:03:47.599] 無理だわ。違うとこ行かなきゃ。ごめん。
[01:03:49.760] もうちょいキュッと。もうちょいキュッと
[01:03:51.359] したらいけるル
[01:03:56.440] 。
[01:04:01.279] あ、行けそうで行けない。だめだよ、やっぱりこれ喜び状態でいかないと。やっぱり喜び状態でいかないとだめや。
[01:04:08.920] 笑笑
[01:04:11.480] 無理やで。ルルルル。ルルル。いい
[01:04:22.319] BGM
[01:04:24.480] 詰めたら入るみたいな。理論好き。
[01:04:28.559] ひねりが。え、でもさ、ここでさ、さらわ
[01:04:31.760] れちゃったじゃん、あいつ。クレス、
[01:04:34.440] クレスさ、ここで助けなきゃだから。これ
[01:04:36.880] 多分こっからずっとこいつ1人だな。
[01:04:43.119] この敵だるいねんな。この変なこの
[01:04:48.000] 雪はみてえな敵。ポケモンの雪はみてえ
[01:04:51.520] だろ、これ。
[01:04:56.440] てルルルルルなんか口った方も悪い。このゲーム今のところ変な敵しかおらんよ。
[01:05:08.920] 変な敵しかいねえか。確かにこれ捕まった方も悪いよねえ。ちょっと待って。え、ここに入りたいかループ入っちゃったんだけどね。え、このここに入りたいかループ入っちゃったよ、これ。え、これ積んでね。
[01:05:24.160] 積み。
[01:05:24.839] え、嘘やろ。
[01:05:26.279] 夢やんな。嘘やろ。夢やんな。みんといて。みんといて。終わった。
[01:05:33.359] つだ。
[01:05:35.000] 嘘や。え、嘘でしょ?す、え、嘘でしょ?
[01:05:44.400] マグロなほね
[01:05:46.799] え。炭とかないでしょ。
[01:05:52.640] この中に入りたいか?
[01:05:56.319] あ、いや、ごめん。わかえ
[01:06:03.000] ん。違う。一旦入ります。入ります。入り
[01:06:08.279] ます。で、
[01:06:12.200] もう出る。
[01:06:14.559] 出ます。
[01:06:18.000] で、この中に入りたいかの状態で無視して動く。いや、そんな気づかんて。そんなん気づかんよ。じゃあこっち行ってみるか。
[01:06:30.520] ほお。
[01:06:32.079] あそこで丸ボタン押しちゃダメなんだって。でもさ、このペースならマジすぐク、すぐクリアできそうじゃね?また変な敵いるなあ。また変な敵おりますな。ルんルん。
[01:06:49.119] わ、でもこいつでよかった。ほら。あ、
[01:06:52.440] いいじゃん。いいじゃん。
