[00:00:25.160] うい。お疲れ。
[01:17:20.840] 別に期待してたわけじゃないですよ。
[01:17:23.080] 酒女
[01:17:24.800] どれにしますか?1
[01:17:26.159] 番いいんだ。人生の糧
[01:17:28.960] 無法。
[01:17:29.840] ちょっと喉が乾いちゃったな。
[01:17:31.400] あ、ちょっと今日君じゃないからごめん。はい。お疲れ。えい。お疲れ。え、お前じゃないから。
[01:17:35.679] 呼ばれちゃったので行きます。
[01:17:37.239] 絶望力多分あの子来んじゃない?もう
[01:17:41.760] 1人来んじゃない?
[01:17:42.280] 使う
[01:17:44.600] お前ちゃうやん。え、なんであの子来ないの?なんで来ないんだよ。は、もうお前いて。もう
[01:17:54.719] 1人いるやんけ。
[01:17:56.159] だ、避けられてる。ピンク早く
[01:18:00.239] やったね。いい暇つぶし相手が来てくれた。
[01:18:05.080] ルナって。
[01:18:05.760] レカムバック。私でも
[01:18:08.239] これさ、どうど、え、どうする?これなんでこれこっからチェンジできないの?こっちもルナちゃんをお前って呼ぶことになるよ。でも名前で覚えなくてお前でいいよね。別にいいけど本当に覚えてるか話名前で呼んで欲しいんだけど。こっちもあ、いいか。名前で呼んで欲しいんだけど。
[01:18:26.280] ああ、
[01:18:27.560] ハーフアンドハーフ。
[01:18:28.360] ハーフアンドハーフで手を打とうよ。名前もちょいちょい呼ぶ。歩み寄るのって大。
[01:18:34.280] え、あの女の子がいいのに。
[01:18:36.679] 右の
[01:18:37.360] ほらね。ちゃんとお前の名前は覚えてるよ。
[01:18:42.440] 本当に覚えててくれたんだ。嬉しいよ。ありがとう。
[01:18:45.679] 名前を覚えてたくらいでそんなに喜んじゃうなんて。お前は可愛いの。
[01:18:51.600] いや、マジコなミ恨むわ。これね、コなミがね、あの
[01:18:56.120] EV
[01:18:56.880] なんだっけ?エモーショナルボイスシステムっていうギャルゲーの女の子の声を機械で編集して名前を呼ばせるっていう技術をね、きっと特許申請してしまったんだ。
[01:19:05.880] だからこういう未だに技術的には絶対可能なのにこの未だに名前呼んでくれないんだよ。ギャルゲーの女の子は
[01:19:13.480] お酒は用意した方がいいか。
[01:19:15.159] 特許ザコナミだから。でもコナミ好き。でもコナミ好き
[01:19:20.719] でもあのEVS
[01:19:22.040] いいよな。あれなんか今だったら絶対
[01:19:25.560] AI
[01:19:25.920] でさ、うまいことできるのにな。延長しない。え、これさ、延長しないってやったら終わり。
[01:19:34.000] 延長して延して
[01:19:36.600] 帰る。
[01:19:37.480] お酒を奢らないという
[01:19:39.960] かな。
[01:19:41.199] 私の
[01:19:42.159] あ、オや。
[01:19:44.760] これはさすがにこれはさすがに来るべ。
[01:19:48.280] ああ、来るべ。来るべ。これ来るでしょ。後ろ姿可愛い。僕は分かってたよ。君が一番大きい。
[01:19:59.880] じゃー、初めましてい
[01:20:02.800] ままさん来た。
[01:20:04.000] 今日はお仕事はおやすみ。
[01:20:05.239] パチパチ。ふん。いいじゃん。お姉さんだ。
[01:20:08.679] いやあ、一番声はエッチだね。
[01:20:13.280] 好きです。
[01:20:14.760] なんかこう手り、足とり
[01:20:17.320] にゃこよし。
[01:20:18.040] 手り、足とり。わル、お疲れ。絶景かな?絶景かな?
[01:20:22.280] 怖い。お姉さん、
[01:20:23.639] もうすごいお山がいいや。
[01:20:26.360] 俺、俺結構登山好きなんすよ。登らせてもらっていいすか?
[01:20:30.719] お、
[01:20:31.239] 山登らせてもらっていいすか?俺好きなんすよ。登山盗長部したいに
[01:20:38.040] 白立てない
[01:20:38.760] なあ。1
[01:20:39.719] 番てっぺに旗べ。こうやってつって嬉しいことを言ってくれるのね。
[01:20:45.199] 嬉しいんだ。
[01:20:45.760] 今日は心ゆ行くまでくついで。
[01:20:48.880] なるほどな。なるほど。あの落ち着いたお姉さん系ね。
[01:20:52.000] のめが良さそうでいい。
[01:20:54.199] あなたの心に塚の間の休息を与えます。
[01:20:58.159] ああってなんだよ。
[01:20:59.239] それがず、こんばんは。なんだあってやっていくぞ。行く。
[01:21:06.560] 全部出す。
[01:21:07.280] でも敬語はだめ。
[01:21:10.360] やっぱBGMがさ、女の子1人1
[01:21:12.480] 人違うな。
[01:21:13.120] あなたの心もらそうなタイプだ。
[01:21:16.280] いなさそう。
[01:21:18.920] 分かったよ。敬語はもう使わない。
[01:21:21.639] 全部出す。
[01:21:22.480] はい、よくできました。でも名前も知らないくつげる
[01:21:28.600] な。名前なんて名前
[01:21:30.360] クオンパンツ分は
[01:21:33.159] クオンクオン違った。クオンちゃんですって。うん。これからよろしく。
[01:21:42.280] かく
[01:21:44.639] 韓国人なんかな。
[01:21:45.800] 今日いいね。コメランがちゃんとキモくていい。笑。
[01:21:49.199] こんちゃんはバニーガーデン長いの。
[01:21:52.239] えっと、どんなお酒が好き?食べ物はどういうのが好み?年齢とかは聞いたら失礼だよね。ごめん。えっと、他には
[01:21:59.080] かいい。
[01:21:59.760] ああ、俺結構好きだな。クオンイクオンじゃないんだよ。
[01:22:05.120] 揃いする時の音みたいな名前でいいね。
[01:22:08.440] 何それ?どういうこと?ごめん。あのジャグラーわか?ジャグラーじゃなくてあれがわかんない。スロットわかんない。
[01:22:14.120] みたいにパチカスじゃないから俺。
[01:22:17.080] 一生懸命会話をしようとしてくれている。可愛いわね。
[01:22:22.320] あ、いいな。大人の余裕でね。
[01:22:25.320] 焦らなくていいの?
[01:22:26.320] いい匂い。
[01:22:27.400] もっといて。
[01:22:32.600] 笑笑。
[01:22:33.239] なんか甘い匂いする。
[01:22:35.159] ここでは誰にも気を使わなくていい。外ではたくさん頑張ってるのかもしれない。
[01:22:43.159] 目きこはいいの。
[01:22:47.320] 確かに少し力が入っちゃってたかも。
[01:22:50.320] 無理もないわ。誰でも初めての時は緊張してうまくできると思うよ。
[01:22:58.000] あ、そうなんだ。ま、わかんないもんね。やっぱね。わかんないしね。
[01:23:01.159] それじゃこは私がリードしたあげ。
[01:23:04.239] いいっすね。リードし、リードされて。
[01:23:07.480] まずはお名前言えるかな?
[01:23:09.880] 言えます。
[01:23:11.280] れ、俺の名前はレン、橋本。とてもいい名前ね。
[01:23:15.960] 俺の名前はレン、橋本連。よろしく。他にはその以前会場首になっちゃって、今はいろんなことをしてなんとか生活するって感じ。
[01:23:23.920] そう、本当に苦労してるのね。
[01:23:26.800] やべえ。甘やかし系ね。休める暇。
[01:23:29.600] 結構好き。結構好き。甘やかし系。甘やかされたい。
[01:23:34.000] 私があなたの力になれることなんて。
[01:23:36.199] そんなことないよ。
[01:23:37.120] すごくわずかだと思う。
[01:23:38.280] そんなことないよ。
[01:23:39.199] あなたとお酒を飲み言葉をわす。それくらいしかできないのだから。
[01:23:44.800] それだけでいい。
[01:23:45.600] それでも可能な限りあなたに寄りそうと誓う。この言葉に嘘偽りはないわ。ちょっと
[01:23:55.880] いいす
[01:23:58.600] ね。いいかな?
[01:23:59.960] 俺には積んでちゃんが
[01:24:03.239] どうしよう。でも絶対さ行くんだったらこの
[01:24:06.520] 3人のどれかだよね。
[01:24:08.880] 今は未来に何か期待しているようね。
[01:24:13.679] わあ、結構好きだなあ。
[01:24:16.199] それは私も同じかも。人の関係性なんだ。
[01:24:19.560] 膝速して。
[01:24:20.760] とても繊細で流れるように変わってしまうものだから。
[01:24:25.360] 膝に対してこうやって顔から行くタイプ。どうやったって窒速しねえだろ。あ、でもあれだな。
[01:24:33.600] 膝枕でお腹の方向いて。ここ膝お腹おっぱいで。確かにこのあのここでこれで死にたいね。膝お腹おっぱいこれで死にたい。あ、カメラ映ってなかった。ごめん。
[01:24:45.560] パフパフパ
[01:24:49.520] お酒
[01:24:49.920] パパフさ掃じな。
[01:24:50.800] 用意しましょうか?
[01:24:51.639] 上見上げても顔見えなそう。
[01:24:53.199] もしまだ一緒に過ごせるなら私は嬉しいわ。
[01:24:58.440] ちょっと行ってみるか。
[01:24:59.239] 嬉しいわ。1番高いやつ行こう。私
[01:25:02.080] 1
[01:25:02.159] 番高いの行っちゃう。もう今日78
[01:25:04.760] あるからな。今日7%あるから。7%。
[01:25:08.719] この子でも実際に何が好きかつらああ、こんな大人だから口のキリっとした映画の影響でシェイクで作るせ。これなんじゃないかな。これとかジントニックとか好きそうだよな。なんかこういうちょっとちょっと大人なこれだろうな。
[01:25:28.719] 私もごしていいかしら。
[01:25:33.560] 全然全然ハート出なかった。全然。あ、違う。あ、あ、ごめん。俺か。あ、ごめん。ごめん。俺自分の酒頼んじゃった。あ、そういうことね。そういうことね。ごめん、ごめん。これでしょ?
[01:25:41.520] 自分の悪くない選択。
[01:25:44.040] 悪くない選択。悪くない選択。
[01:25:46.000] すぐに準備するわ。いい子で待っていた。
[01:25:49.199] ああ、お姉さん系ね。お姉さんいくつ?お姉さんいくつなの?
[01:25:53.040] クそ。父、スロート。
[01:25:55.560] お土ち分いい子にしてます。
[01:26:00.719] 今日の海分決め笑んで
[01:26:05.040] 今日の海分きめくそク音お口窒でもすごいな。それで内容なんかめっちゃ
[01:26:16.560] 矢印ここ好きすげえわ。笑笑
[01:26:19.719] すごいねすごいね。
[01:26:23.080] くオンちゃんはどっか大人っぽい雰囲気だよね。落ち着きがあって静かなを感じるというか。りそう。
[01:26:29.520] もしかしたら
[01:26:30.560] 何?何?何?
[01:26:31.440] 猫をかぶっているのかもしれないわよ。
[01:26:34.000] ドリンクがあったままっちゃう。おっぱいで当たって。え、そうなの?
[01:26:38.840] 答え知りたい。
[01:26:40.760] うわあ。なんだこの余裕な感じ。
[01:26:42.800] 答えだけじゃ人は満たされないものよ。
[01:26:46.040] 手のひで転がされてな。
[01:26:48.199] この辺りを少しずつ読み解いてみて。
[01:26:52.280] ひもいちゃん。えー、分かった。時間をかけてクオンちゃんを知っていくよ。
[01:26:58.480] 素直で可愛いわね。
[01:27:00.000] 2
[01:27:00.159] 人でいる時は甘えてくる。いい、いいな、これ。部屋散らかってたらめっちゃいいね。めっちゃ部屋汚かったらいいな。もうカップ麺のゴミとか置いてあるぐらい。
[01:27:14.760] 笑笑。
[01:27:15.520] 手や汚かったらいい。
[01:27:17.840] え、うわ、意外とだらしないみたいな。意外とだらしなみたいな。毎朝お母さんに起こされててほしい。毎朝お母さんに起こされてほしい。ま、
[01:27:31.760] 置いといてほしい。バスタオルに
[01:27:34.199] 3。
[01:27:35.679] バスタオルに行く。バスタオル
[01:27:37.760] 1週間1
[01:27:38.600] 枚で行ってほしいわ。もう最後べ食べたんだって。
[01:27:42.719] 笑笑。
[01:27:45.320] 面白いことを言うのね。
[01:27:47.440] 毎回洗ってくれ。笑。
[01:27:49.400] 本当のならあなたの目の前にいるのに。今してるところからできてくのも
[01:28:00.920] 正直
[01:28:01.639] ずっと笑ずっとしかもしかもあのカーテンのレールに干しててほしい。
[01:28:06.000] 笑笑
[01:28:06.840] カーテンのレールに干しててほしい。そこから行ってほしい。ずっとカーテンに何もかかってないあのハンガーかかってほしいな。
[01:28:14.960] 畳めよう。笑。今ね、
[01:28:18.440] 私、
[01:28:19.199] おい、
[01:28:20.800] 誰かとキスをしたい気分なの?
[01:28:22.840] え、ちょ、え、ちょっと待ってください。ちょっとリップクリーム。リップクリーム。やべ。
[01:28:27.239] あら。
[01:28:28.080] あれ?リップクリームがね。え、やべ。あ、ちょっと。オッケー。
[01:28:36.679] 笑笑。
[01:28:39.080] いや、も、
[01:28:39.920] クリスクドか食い行くぞ。
[01:28:41.679] 例えば
[01:28:42.760] フリスクドか。知り合ったばかりの人でも
[01:28:45.800] えな、ちょっとちょっと待って。
[01:28:47.040] ベタベタしそう。
[01:28:48.119] エロない。エロやん。え、本当に?
[01:28:55.679] 真実を明かすには少しだけ
[01:28:58.840] ちょっと待って。
[01:28:59.639] グラスに潤いが足りないと思う。
[01:29:01.679] クオンちゃんいいな。おんちゃんエチやな。
[01:29:07.679] いい
[01:29:08.679] ね。
[01:29:09.119] 現在さん行け
[01:29:10.199] ねえ。ボトル入れちゃっかな?ボトルを。
[01:29:14.639] あ、終わりまし。
[01:29:15.920] あ、終わり。
[01:29:17.679] 直接的じゃないのがいい。
[01:29:19.480] さようなら。
[01:29:20.639] え、終わっちゃった。
[01:29:22.000] これ早くましょうね。
[01:29:23.360] 終わっちゃった。
[01:29:25.080] まあ
[01:29:26.520] わ、しかも送ってくれなかった。送ってくれへんかった。あかんかったんか俺?
[01:29:35.400] 俺あかんかったんか?
[01:29:38.280] これな何て読むの?黒うさギ。これさっきのやつだよね。
[01:29:42.320] ずっと買ってくれてる人って予感があるの
[01:29:44.040] よ。今日のお客様はどうかしら?ああ、
[01:29:46.360] なるほどね。やば、そろそろ行かないと。
[01:29:48.600] バトすれ、バトすれ物でござる。おはよう
[01:29:52.040] 。今日もぼちぼちバニガで行くぜ。だる。
[01:29:55.760] あ、この子あれだね。この子あの主人公の
[01:29:58.520] 子だね。この今日も頑張ります。
[01:30:02.520] うわ、どうしよう。どうしよう。
[01:30:04.880] ブックマックしとこう。ブックマックし
[01:30:06.080] とこう。えー、ちょっと
[01:30:08.880] 3人見ましたけど。
[01:30:10.600] 3人見ましたけど、どうすか?
[01:30:12.760] 3
[01:30:12.960] 人見ましたけど、どうすか?一旦ギャンしていい。
[01:30:17.239] キブマやめてね。一
[01:30:19.719] 一旦一旦してあ、アンケ、アンケ取ってみるか。アンケ取ってみるか。
[01:30:25.520] アンケ取ってみていい?あの、実際わかんないけど、その、それ、そのアンケ通りに行くかわかんないけど、みんながどう思ってんのか見たい。
[01:30:32.800] みん中に同じ。
[01:30:34.040] みんなみんな何積んでお姉さんちょっとアン取ってみるわ。
[01:30:38.880] 民意をチェック
[01:30:41.119] アンケ。え、ちょっと待って。
[01:30:45.560] 個人的に白ろと
[01:30:49.159] クオン結構いいよな。俺も待って。えっと誰だっけ?
[01:30:51.920] 1番最初の子。えー、
[01:30:53.800] 1
[01:30:53.920] 番最名前が出てこない。名前何だっけ?最初のあのツんデレの女の子。
[01:30:56.840] 私もくおんちゃん
[01:30:59.119] 名前が出てこない。ツんデレ名前な何だっけ?名前何だっけ?
[01:31:02.320] エリサ。
[01:31:03.760] エリサね。これ感じ合ってるかわかんないけど。えー、で、
[01:31:11.280] 2人目が、えー、ロリババー。ロリバ。
[01:31:18.800] お前パワー。
[01:31:24.000] ちょっと待って。なんだよこれ。
[01:31:39.119] ロリーバ名前なんだっけ?名前なんだっけ?あいつの子ロリババーの名前な何つったっけ?えー、名前な何だっけ?あの
[01:31:51.159] ルナ
[01:31:51.840] ルーナ
[01:31:53.040] シ紋。
[01:31:55.360] ルーナね。シ紋。え、
[01:31:58.199] 3人目がええ。
[01:32:03.600] お姉さん。お姉さん。えーえ。クオン。
[01:32:09.639] なみく。なみじゃない。ナみ。なみじゃない。ナみはなみはあのつば君に寝取られたから。つば君に寝とま。
[01:32:19.840] 3分間な。3分間な。3分間な。
[01:32:23.400] 笑笑。
[01:32:26.679] 3
[01:32:26.920] 分間な。暗き返じ。よろしく。
[01:32:31.840] じゃあちょっとギャンギャンギャン行ってみようかな。ギャンギャンぶってみる。あ、冷凍、冷凍選択。
[01:32:42.400] あのグル
[01:32:42.960] ちょっとドキドキレート本気で勝負。いやいや、こんなのこんなのもう高齢と一発男なら
[01:32:51.560] 1
[01:32:51.760] 発ドカンと恒例と勝負。行け。行け。ゆけ。
[01:32:58.119] くくく
[01:33:05.360] 銀く
[01:33:09.440] はい。
[01:33:12.080] はい。ボトル入れます。
[01:33:13.400] うお。
[01:33:14.320] え、ギャンブルを続けますか?
[01:33:17.880] え、何これ?
[01:33:19.040] 会館。
[01:33:20.480] あ、ギャンブルっていつでも行けるんだ。何回でも
[01:33:23.040] できるよ。
[01:33:23.600] あ、え、そんなん無限にやる決まってんじゃん。
[01:33:25.520] はやべ。なんか片めしか拾ってない。片めしか引きかってないけど。これはこれはえ、行くでしょ。行くでしょ。行くでしょ。行くでしょ。赤チロ目指すべ。仕事やめよう。おい、俺チロで目指すわ。パチロで食ってくわ。俺パチロ
[01:33:43.639] YouTuberでパチプロ
[01:33:45.600] YouTuberでパチロ
[01:33:47.880] YouTuberで食っく。
[01:33:48.600] ま、こんなもんだろうな。なるほど。もう、もう味ごめん。
[01:33:53.960] 申し訳ないけど勝ちましたわ、これで。
[01:33:56.360] しかももう行けるんだ、今日。最高やん。
[01:33:59.320] 最高やん。え、これさ、セー武何?これ何
[01:34:03.480] ?自動セーブじゃないの?
[01:34:07.719] うん。自動セーブじゃないんだ。
[01:34:12.320] よし。セーブ。
[01:34:14.000] 行くか。行くか。あ、ちょ待って。誰行く
[01:34:17.880] ?まだ誰?あ、ごめんじゃごめん。あ、
[01:34:19.880] 早いんだけどさ、一服させてくんね。
[01:34:22.639] ちょっとプクしてきていいですか?
[01:34:24.600] 1プク1
[01:34:25.760] プ行かせてもらっていいですか?ちょっとあのアンケートもあるしアンケート終わるまで一服行ってきます。
[01:34:31.960] 本当に最高最高のゲーム
[01:34:35.760] ついてる。
[01:34:36.440] プついてくるわ。服いてくるね。
[01:34:56.560] すっきりした顔で戻ってきそう。黒音
[01:34:59.880] エロんデレちゃん負けそう。
[01:35:12.159] ぎゅるん。にゃこぎるん。
[01:35:36.960] クオン人気やな。
[01:35:48.679] クエクNちょっと目を離してたら終わって
[01:35:52.280] た。笑。
[01:37:47.000] 本当に吹くだけかな
[01:38:01.320] え、行くぜ。行くぜ。バニが来店。
[01:38:08.639] ふう。ふわ。うわ。
[01:38:13.560] よし、やっていく。
[01:38:18.040] クぽつくで。
[01:38:21.840] よし。アンケ終わった。アンケ終わった。
[01:38:24.800] アンケ終わった。あ、ちょっとBGM
[01:38:27.480] ダブってたか。
[01:38:31.280] アンケート終了しました。え、誰行く?
[01:38:34.440] お姉さん。クオ7票強いな。強いな。
[01:38:38.560] ツンデレエリサ
[01:38:41.159] ロリバルナえー。
[01:38:43.719] 17、17%だから2票。へえ、じゃあ
[01:38:47.080] やっぱちょっとお姉さん行きますか。
[01:38:50.040] お姉さん行きたい。やっぱエッチな
[01:38:51.400] お姉さんが1番いいんだから。1番いいん
[01:38:54.719] だから。エロお姉がエロお姉が1番いいん
[01:38:57.639] だから。
[01:39:00.400] あ、間違エネ
[01:39:03.840] が1番いいんだから。じゃあ行くか。
[01:39:05.480] やってくぜ。
[01:39:08.199] いらっしゃいませ。
[01:39:09.119] お前よ。でもやっぱこの子が
[01:39:12.440] 来たんですね。
[01:39:13.320] うん。来たけどさ。来たんだけどさ。
[01:39:15.520] 何しますか?
[01:39:18.000] 捨てがい。
[01:39:19.360] いや、ま、捨て堅がいいよ、この子も。もち、もちの論いだいていいですか?
[01:39:23.360] もちのロンね。この子も捨て堅がいいんだが。
[01:39:26.320] あ、呼ばれちゃったので行きます。
[01:39:28.360] ごめんね。ごめんね。
[01:39:29.840] ごめ。あれ、待って。あれ、待って。あれ、違うな。あれ、あの子ないじゃん。
[01:39:39.719] え、エロお姉は
[01:39:42.480] みゆかちゃん笑。
[01:39:44.320] え、エロお姉は誰?
[01:39:51.360] あ、どうも初めまして。
[01:39:54.639] あちす。どうも感謝。
[01:39:56.480] 自己紹介
[01:39:58.040] 店内。あ、いるよ。いるやん。店内にる
[01:40:02.199] いるやん。
[01:40:02.960] え、なんで来てくんないの?なんで来てくんないの?
[01:40:08.719] 敬語じゃなくていい。やり直し。美ゆかと申します。
[01:40:15.719] 転がされてる。
[01:40:16.920] どうぞよろしくお願いします。
[01:40:18.320] やっぱちょっとそんなにすんなりとはいかんよという。すんなりとはいかんよというあれですな。転がされてんな。それもまたよき
[01:40:28.719] やり直し私が敬語になってた。
[01:40:32.280] 何何何君はどういう子なのよ。
[01:40:34.840] みゆかヤッホー
[01:40:37.119] ヤッホー
[01:40:38.679] 今日はないな子が来ないなんて海分
[01:40:42.159] いやもうなんなのなんはすごいすごいね。
[01:40:48.599] 今日コメントするコメント全部買分でやってって言ってもいけそうだな。お酒を飲んで女の子と楽しく会話したかったからだよ。
[01:40:57.239] 楽しいかどうかはあなた次第
[01:40:59.679] 後思いつくのかも。
[01:41:03.679] エロ分
[01:41:04.480] な子ってなんだよ。
[01:41:05.679] てんだ。そうだ。なんかあの声優さんのあの会文なんかみんな手放しであの大体毎回すごいからすごいすごいっていう流れになってるけどよくよく考えるとたまにおかしい時あるからね。
[01:41:21.400] たまにたまになんかちょっとなんか無理やりな時あるよね。いや、十分すごいんだけど。十分すごいんだけどね。
[01:41:29.040] 天内な子。天内な子。
[01:41:34.679] 楽しい会話の中。
[01:41:36.000] それでもすごいん。
[01:41:36.880] それでもすごい。それでもすごいけどね。それでもすごいんだけど。
[01:41:41.080] 自信ない。
[01:41:43.199] いやあ、
[01:41:43.840] どうしよう。
[01:41:46.199] いやあ、
[01:41:47.199] 海軍は逆にパられた時にショック大きいので黙ってることが多かっ。
[01:41:52.760] 何それ?出し押しみしてるの?言えよ。
[01:41:56.199] 笑笑
[01:41:56.760] 言えよ。
[01:41:57.280] なんだそのパクられた時にショックが大きいって。なんだよそれ。
[01:42:01.599] すげえ。
[01:42:02.760] まだ変身を2段階残している。はい。
[01:42:05.639] さらに上を行って。
[01:42:06.520] 次はそっち
[01:42:09.080] 名前はレんて言います。あとは仕事か。実は勤務めてた会社を首になっちゃって。
[01:42:14.760] 無職無職のお酒飲み。
[01:42:18.480] 今色々やって整形感じかな。
[01:42:20.119] 色々詐欺師詐欺野郎。
[01:42:24.280] 詐欺野郎。
[01:42:25.360] 弱ってる人の隙を狙うくずした。
[01:42:33.560] いやことを嫌いにな
[01:42:36.719] うん。ゼ
[01:42:39.440] いやあ、この子に生きてるんだね。偉い。
[01:42:43.719] この子でも前作からいる子だよね。
[01:42:45.639] 飲み物なくなってる。どうしたい?
[01:42:49.360] いや、ちょっと
[01:42:50.400] うゆ
[01:42:51.400] ありがとう。俺はとりあえずカルでいいけど。
[01:42:54.119] 私も
[01:42:56.639] 呼ばれてるみたい。ちょっと言ってくる。
[01:43:01.920] これであの子来るのかな?来ないのかな?な、その子来そうだね。ああ、ほら。なるほどなあ。そういう、え、今日はもうこれしか来ないのかな?うーん、なるほどね。た、で、これで多分次この子チェンジってやったら多分あのツンデルちゃんが戻ってくんじゃねえのかな。
[01:43:21.880] 初めまして。
[01:43:23.080] 私の名前をかなって言います。
[01:43:25.440] いや、まあね。
[01:43:26.159] どうぞよろしくお願いいたします。
[01:43:27.480] この子が要は藤崎しおりポジね。
[01:43:31.159] じ
[01:43:33.000] いや、でもれん君も好きだな。
[01:43:35.480] メインの匂いする。
[01:43:37.000] れん君も好きだ。多分この子だからあれだよ。藤崎しりだよ。あの時メモ行ったらやれん君も好きだけどそんなに見つめられると緊張しちゃうんですけど。
[01:43:47.960] うごごめんなさい。
[01:43:50.040] お名前とお顔を覚えたいなって思って一生懸命頭にインプットしてたんです。でももう大丈夫ですよ。しっかりお顔もお名前も覚えましたから。
[01:44:02.520] いや、エロねえだろ。人の名前とか覚えの大変ですよね。仕事した時苦労したな。うん。分かる、分かる。配信でもね、配信でもたまにあるやんな。なんかちゃま久しぶりってコメント来て全然わかんない時めっちゃ焦るからあれ。
[01:44:18.400] あれめっちゃ焦んねんな。誰だ?たまにあるねんな。ちゃ、茶まげ久しぶりってコメント来てさ。全然わかんない時。
[01:44:32.040] そうなんですか。それは辛いですよね。
[01:44:35.679] 辛いですな。
[01:44:36.360] でもそんなことまでお話ししてくれて嬉しいです。
[01:44:41.119] このお店に来た時は辛いことか何も気にせずこの子はちょっとニュートラルすぎるな。
[01:44:48.880] 何ができるっていうわけじゃないですけど話すだけでも少しは楽になることもあると思いますから。すぎ。
[01:44:56.760] そうなんよね。そうなんよね。体はエッジ。あ、あら、エッチ。
[01:45:00.440] 今日はあなたがいっぱい元気になれるようにたくさん一緒に楽しみましょうね。
[01:45:06.679] よろしく。に私
[01:45:08.560] カシスオレンジが好きですか?
[01:45:10.719] へえ。物すぎる。
[01:45:13.159] 覚えてみてくださいね。
[01:45:14.719] 確かに
[01:45:15.679] 確かにな。多分こういうお店だったらこんな子一番いい一番いいんだろうけど周りが際物すぎてやっぱり
[01:45:25.760] 1番もしかして1
[01:45:26.760] 番リーズなお酒をお勧めしてくれてる?
[01:45:29.280] ち違います違います。もう本当に私はカオ折れが好きなんです。
[01:45:35.320] もう少しお酒を用意する。もっとお話できた。
[01:45:39.080] うん。どうする?これもう1
[01:45:39.599] 回チェンジしてみる。ワンチャンあの掃除係かりのところ。お前が掃除変わってこい。君掃除を変わりなさい。
[01:45:47.719] まだ私に
[01:45:48.920] ちょっとちょっと変えますわ。ちょっと変えますわ。
[01:45:51.199] 私くず変われ
[01:45:55.400] 呼ばれちゃったから。
[01:45:56.280] 行ってらっしゃい。行ってらっしゃい。どうだろう?どうなるんだ?ああ。
[01:46:06.239] くるかも。ほら、一周した。誰?
[01:46:11.159] 一瞬。俺これ
[01:46:12.560] バニーガーデン1
[01:46:13.719] の時にこの子行ったんすよ。いや、嫌いじゃないね。ギャウね。ギャウ。嫌いじゃないね。
[01:46:25.480] ちょっと待って。可愛いんだけど。
[01:46:28.440] 君どうしなの?そんなに縮じこまっちゃって。
[01:46:32.080] やっぱ好き。
[01:46:32.880] ツンツン。
[01:46:33.719] おでんツんツン。おでんツンツン。おでん。同じこと言ってる。おでんツンツン。お女や。
[01:46:40.679] ツンツン。
[01:46:41.280] ああ、緊張しちゃってるんだ。
[01:46:43.880] ド緊張や。私
[01:46:46.480] 何が最何が最悪?何が最悪ね。逆戦が俺と一緒でだって
[01:46:51.920] タイムスリップしてるみたいやな。
[01:46:53.760] どこツンズしてんの?おい、俺のちワもツンズしてくんねえか。
[01:46:56.679] おい、
[01:47:00.599] そういえば前って書いて粉みって読むんですよね。
[01:47:04.520] え、そうなの?そうなの?前って書いてコなミって読むの何それ?え、それは何?あのそれあのなんか本気と書いてマジと読むみたいな。なんかそういうなんかあの根性論の話自己紹介ちゃった。
[01:47:21.000] いや、この子顔エロいんだよね。この子顔
[01:47:24.719] 1番エロいんだよな。
[01:47:28.320] 1番顔がエロい。
[01:47:29.719] 辞書とかにも乗っているような。
[01:47:31.760] へえ、そうなんだ。
[01:47:34.719] この顔えちやな。
[01:47:36.800] じゃあ私も
[01:47:38.080] りんちゃんね。
[01:47:38.760] どうもりんと申し。
[01:47:40.360] リンとレでどうよ?ボーカロイドや。ボーカロイドかつってわしはボーカロイドかつって。わしら。
[01:47:46.440] こんな感じ
[01:47:48.239] で何してる人なの?
[01:47:53.159] 黄色やしな。ドア。笑。
[01:47:57.360] 色も色も一緒だしね。わしらボーカロイドやな。歌でも歌おうか。
[01:48:02.800] ごめん。ちょっと待って。私敬語苦手なんだよね。話すのも聞くのも。
[01:48:10.599] だから敬語やめてくれると私マジで助かる。
[01:48:14.760] マジでなる。
[01:48:15.360] めっちゃ感謝するよ。敬語、敬語はなんだっけ?なんだっけ?敬語直きね。敬語直きね。
[01:48:24.960] 懐かしい。この話でなんか
[01:48:27.480] 直き、
[01:48:28.239] あの、これ敬語直きって何かって言うと、俺が昔イベント、配信のイベントでなんかこうゲームのなんかちょっとイベントやった時にあの島村エルフさんいるじゃん。島村エルフさんに
[01:48:41.560] DM
[01:48:41.960] でなんかお誘いのメッセージ送ったのよ。で、なんか、ま、距離
[01:48:45.760] 感があってさ、やっぱあの、村レルフさん俺より年上だし、なんか人によってさ、こう誘う
[01:48:51.560] 文章を変えてたのね。そのなんて言うの?
[01:48:54.760] 例えばマーブルとか誘うんだったら、ま、
[01:48:56.520] 普通に雑談みたいな感じで誘えるけど、ま
[01:48:58.760] 、あのね、島のエルクさん誘う時はさ、ま
[01:49:01.800] 、年上だし、まだそん時まだそんなに
[01:49:03.480] 仲良くなかったから、一応敬語で文章を
[01:49:06.000] 作ろうと思って、で、それを使作り分けて
[01:49:07.960] たんだ、iPhoneのメモにね。で、
[01:49:09.800] その1番、あの、俺が分かんなくならない
[01:49:12.440] ように1番最後にこの文章は敬語
