[00:00:50.079] うい。お疲れ。
[00:39:07.319] ブラックな全部逆を行く。全部逆を行く。グルメ流行りそうじゃん。なんか
[00:39:09.512] [笑い]
[00:39:12.132] [鼻息]
[00:39:17.640] みーちゃんと綿サバコラボミーちゃん炎上してるじゃん。
[00:39:21.240] みーちゃんと綿さ。私サバサバしてるので
[00:39:23.880] X
[00:39:24.200] で流れてるのを見る分にはおもろいけど実際の連載はそこまで軽の漫画そう
[00:39:30.472] [笑い]
[00:39:32.319] 切り抜きはバズるけど本編全然バズりませんみたいな
[00:39:35.712] [笑い]
[00:39:36.800] さすがを無料者
[00:39:40.640] みーちゃんが死なない世界戦なるらしいよ。笑笑
[00:39:46.000] 刺さるなあ高めです。
[00:39:48.359] 今日もさすがお無料読者。
[00:39:50.760] けが[笑い]
[00:39:54.800] ひどいな。え、何ーちゃんって?何?え、みーちゃんって死ぬの最後。え、みーちゃんって死ぬの?
[00:39:56.017] [鼻息]
[00:40:06.599] みーちゃん無料。
[00:40:08.462] [笑い]
[00:40:10.800] みーちゃんはただ悪趣みなだけで
[00:40:12.800] 1mmも面白くね。
[00:40:14.040] あ、そうなんだ。
[00:40:17.760] 実はバランに手を焼いていたんですよ。とにかくひどい男でお客さんに暴力を振ったり物を壊したりして迷惑してたんです。まさかバランがすなっちゃだったとは驚きましたかね。ここになんか情報ない?
[00:40:32.079] お兄ちゃんが死ぬところ見せてる。
[00:40:32.698] [音楽]
[00:40:34.720] あ、へえ。あ、そうなんだ。そっから始まるんだ。はあ。知らんかった。古ハニンザブロみたいな感じだ。
[00:40:42.960] プ原忍ザブロみたいな1
[00:40:44.240] 番最初に犯人分かってるみたいなね。殺すシーンから始まるみたいな。あ、忍ザブロパターンのやつなんだ。
[00:40:51.720] 刑ジコロンボ。
[00:40:53.440] 刑ジコロンボ。そうだけど。
[00:40:56.000] 刑ジコロンボ。
[00:40:57.588] [笑い]
[00:40:59.160] ああ、全くついてねえな。奥のスロットマシンなら当たり出さすのにな。
[00:41:05.400] ハンマーカンマー系か。
[00:41:06.839] ハンマーカンマー系。そう。奥のスロットマシン。
[00:41:09.960] いや、それはで、ま、
[00:41:11.319] あなた方はなんで神吹雪が三角だって知ってたんですか?しか知らない。
[00:41:16.000] 何それ?何それ?知らない。
[00:41:32.720] キムた高が犯人のやつ。え?
[00:41:35.680] へえ。[鼻息]
[00:41:37.359] ちょっとさ、マジでちょっとそんなんどう
[00:41:39.000] でも良くて、[笑い]
[00:41:41.079] そんなんどうでもいいなんて言ってしまっ
[00:41:42.280] て申し訳ないけどゲームが進まん[鼻息]
[00:41:44.359] マジで。ちょっと本当早くストーリー進み
[00:41:46.800] たいねんわし。
[00:41:57.193] [鼻息]
[00:41:58.880] 雑談、
[00:42:00.469] [笑い]
[00:42:02.839] もう全然前回から全然住んでないんだって。
[00:42:05.680] えば小島監督が出てたね。
[00:42:07.720] ああ、ビバントの2
[00:42:08.720] 期なんかあれと軽刑視相官の役出てたんでしょ?見てないけど。ちょい役でしょ、多分。ちょい役
[00:42:24.319] バンとおもろい。
[00:42:25.640] いや、俺見てない。
[00:42:29.040] 気にはなってる。
[00:42:31.960] うん。おもろいらしいけどね。おもろいらしいけどね。
[00:42:35.760] 1[鼻息]期やった。
[00:42:37.240] ああ、そんなおもろいんだ。マジで?え、じゃ、見てみよっかな。
[00:42:47.480] 割といいよ。
[00:42:48.520] へえ。
[00:42:51.720] 普段ドラマ見ない俺がおぬぬぬめする。
[00:42:54.800] 相当だね、それ。
[00:43:03.359] どういう話なん?なんかよくわかんねえな
[00:43:05.119] 。さ、未来の話なんかなんか
[00:43:07.800] Netflixでさ、よくあの予告編だけ
[00:43:10.960] 流れてくるからさ。
[00:43:14.720] 予告編だけ流れてきたらなんか全然世界観
[00:43:16.760] わけわかんなくてさ。
[00:43:42.650] [笑い]
[00:43:46.079] 本当にお前らよ。
[00:43:50.599] 教えてってば。
[00:43:58.520] 地上派どうなんだろう。俺は
[00:44:02.119] Netflix
[00:44:02.760] でうん流れてんの見てるけど。いや、もうわ、もうなる。
[00:44:13.400] これマジどうすりゃいいの?これどこ行きゃいいの?地上派なんじゃない?日曜ドラマ。
[00:44:21.720] あ、やっぱそうなん。TBS日曜
[00:44:24.920] TBS日曜ドラマなんだ。あ、なるほど。
[00:44:30.440] 怖い。
[00:44:32.430] [笑い]
[00:44:33.480] 何その子供みたいな。怖い。
[00:44:37.670] [鼻息]
[00:44:38.359] テロ組織王うドラマか。
[00:44:39.920] あ、怖そう。怖そう。
[00:44:45.119] 怖そう。小島作品好きには割と刺さる。
[00:44:48.520] ああ、なるほどね。ネト振りでも見れるよ。もうこれどこせやいかわかんなくなっちゃったよ。
[00:45:04.200] 最後ほんまに泣いた。
[00:45:05.880] ええ。
[00:45:22.760] なんか南北で北の方に行けって言われてた
[00:45:27.280] 気がすんだよね。[鼻息]なんかちょっと
[00:45:29.319] おぼろげな記憶で北の方に行けって言われ
[00:45:31.680] てたような気がすんだよな。[鼻息]
[00:45:37.040] つことで北に向かってみましょうかね。北
[00:45:39.800] に向かってみようかね。
[00:45:44.160] 最近新しい方の広格起動体あれおもろない。おもろないおもろくない。あのアニメな
[00:45:52.400] 勝可愛い。
[00:45:53.440] 勝めっちゃ可愛い。そうなのよ。がめちゃくちゃ可愛い。俺もめっちゃ見てるよ。おもろいよ、あれ。あのオープニングめっちゃいい。
[00:46:04.760] 聞いたき。
[00:46:08.061] [笑い]
[00:46:08.680] 期待息と木たきすごいっすよ。ほらみんなどうですか?皆さんどうですか皆さん?ここなんかありそうで何もねえんだよ。で、やっぱここのここからやっぱ北の方に行くんじゃねえのかなと思っとるわけですわ。思とる。お前足早いねんな。すごくでこいつないけね。
[00:46:38.720] ちょ、とりあえずちょっとガムシラに北に今さらお前らとインザシェルも見て。
[00:46:44.520] ゴーストインザシェルどれどなんかさ角起動でもいっぱいあってわかんねえんだよ。どれから見ればいいのか。とりあえず北目指しますかね。
[00:46:50.637] [鼻息]
[00:47:04.480] 柵も見てる。
[00:47:06.839] スタンドアロンコンプレックスね。
[00:47:09.880] 今度のガンダムも広角起動体の監督だね。
[00:47:13.319] ええ。あ、そうなんだ。ちょっとあんたいい店がすぐそこにあるんですよ。いや、そんなんどうでもいいんだよ。
[00:47:21.800] 惜しい森の広角がギス。
[00:47:24.559] ああ、ゴーストインザシェル。
[00:47:39.000] え、どこ行きゃいいんだよ。
[00:47:41.599] 広格のゲームやろうぜ。
[00:47:43.319] あ、俺プレステ1のやつ持ってるよ。
[00:48:04.160] プレステ1のやつはどれになるんだろうな
[00:48:05.960] 。そのアニメ、アニメで言ったら
[00:48:18.720] さあ、行き詰まってます。
[00:48:20.800] さあ、行き詰まっていますが、どこに行きましょうか?
[00:48:23.648] [音楽]
[00:48:27.440] つ
[00:48:29.000] スわ。行き詰まっておりますが。おい、こら来んじゃねえぞ、お前ら。おい、近んじゃねえ、俺に。こっち来んじゃねえぞ。ピ
[00:48:46.680] ラだ。[笑い]
[00:48:53.640] もう全部逃げや、もう
[00:48:58.363] [叫び声]
[00:49:03.240] 俺もう逃げる。
[00:49:05.079] 俺もね、逃げる。ピネガき。あ、ちょ、足が早。
[00:49:12.200] ハスナッチャーのあ
[00:49:13.599] あ、わかんない。
[00:49:16.359] こいつらは何に押されてる方なの?これはスマッチャーの何なのよ。こんなに街中にはびこってたらよ、もうほぼほぼもう制圧して
[00:49:19.324] [鼻息]
[00:49:29.804] [笑い]
[00:49:30.559] スナッチせいや。
[00:49:34.160] スナッチせいや。全然スナッチせん。ま、しゃあな。
[00:49:41.400] RPG。のネタここでしか知らないのに
[00:49:44.160] ワードつくだけですっと言えるようになっ
[00:49:46.440] てしまったんだけどハゲ[笑い]
[00:49:50.720] 俺もうねえ
[00:49:54.920] ごめんマジでどこに行けばいいかわから
[00:49:56.839] ねえ何これどうすんの?
[00:50:02.240] はあ行く場所ないんやピネガき好き
[00:50:07.280] 俺もうね逃げ
[00:50:09.104] [笑い]
[00:50:16.160] え、マジでどうすんの?これ何?おい、これ攻略本ないのかよ。攻略サイト
[00:50:27.400] 強い言葉だけ発する生きり書きスキル。
[00:50:30.064] [笑い]
[00:50:30.680] 調子てって殺すぞ。ああ。
[00:50:37.269] [叫び声]
[00:50:44.720] え、まずい、まずい、まずい。今日、今日
[00:50:46.760] もまた何も進まない可能性があるぞ。
[00:50:50.680] え、どこ行けばいいの?マジで?え、
[00:50:57.200] 町の中央はスナッチに占領されてます。
[00:50:59.040] おかげで町は南北に分断されちまいました
[00:51:01.000] 。ちゃうねん。ちゃうねん。南北に分断は
[00:51:03.559] ええねんけど。
[00:51:08.240] え、ごめん。な、何だっけ?全然覚えてない。
[00:51:11.359] いいのかよ。ちょっと何すればいいかわかんない。あー、もうこれもう
[00:51:14.605] [笑い]
[00:51:24.280] 1回言ってくれるとかないの?もう
[00:51:26.400] 1回言ってくれる?
[00:51:27.480] 病院行ったっけ?
[00:51:29.000] 病院探してんの?今病院を探してんのよ。病院を探してなんか北に行けって言われたんだよね。
[00:51:36.400] もう言いました。
[00:51:37.400] もう言いました。ばのアーカイブ。
[00:51:40.150] [笑い]
[00:51:41.680] あ、もうジャズビが支度始めたわ。あ、もう支度始めてくれてるな。あ、じゃあちょっとアーカイブ見てきて。嘘、嘘い。てか、ちょっと思い出したわ、今、今ちょっと思い出したかもしれん。
[00:51:58.160] なんかさ、あのなんだっけさ、前回倒した
[00:52:01.680] 大男なんだっけ?バラン、バラン
[00:52:04.240] バーネットだっけ?バランバーネットの
[00:52:07.920] なんかアパートの部屋をもう1回調べろ
[00:52:10.599] みたいななんかそんそそんなんだったっけ
[00:52:12.280] ?そんなんだった気がしてきたな。
[00:52:14.866] [鼻息]
[00:52:16.200] なんかあの地下堂をさ、地下道をいや、
[00:52:19.480] いい。多分多分分かった分かった。分かっ
[00:52:20.960] た。思い出した。多分地下堂
[00:52:24.160] 地下堂を探せみたいな感じなんだ。
[00:52:26.839] そしたらなんかあのアパートの奥のなんかあれだな金庫をさ、金庫から行けるよみたいな感じじゃなかったでしたっけ?なんかそんな感じだった気がしてきた。ちょうど思い出して今
[00:52:40.839] 金庫の裏が入り口になっていやがって思ってましたね。
[00:52:44.319] それ、それやんな。多分それだよな。なんだよさ。
[00:52:49.599] 1
[00:52:49.760] 番最初のところにいればよかったやん。何やってん、この
[00:52:53.400] 50分。
[00:52:55.359] 50分思い出すのに50
[00:52:56.799] 分ね。まずまず思い出すのに
[00:52:58.680] 50
[00:52:58.920] 分かかりました。ちょ、ほんまやめて。
[00:53:04.960] 歌は群れ
[00:53:07.599] じな
[00:53:09.640] 何だっけ?なんだっけ?えっとなんだ?なんだっけ?逆張りじのザれ事だっけ?なんだっけ?さっき言ったのな?何だっけ?ツ
[00:53:16.436] [笑い]
[00:53:18.799] ーブりじのザれ。ツ
[00:53:20.079] ーブりじじのザれ事。
[00:53:22.331] [笑い]
[00:53:24.000] いや、漫画書いてほしいなあ。アイデア台としてその陰勢を俺にも入れてほしい。ま、俺が言った言葉じゃないけど。思い危ない。
[00:53:34.520] 互感良すぎる。
[00:53:35.599] うん。ツブリじのザれ事。ロゴ作ってほしいわ。ロゴ作ってほしい。
[00:53:38.707] [笑い]
[00:53:41.982] [鼻息]
[00:54:07.160] ちょっと待って。
[00:54:08.799] ほんまやで。ランディ、こんばんは。
[00:54:16.200] あの、開始50分進捗なし。[笑い]
[00:54:20.319] 開始50分。こんばんは。何の進捗も
[00:54:23.760] ございません。
[00:54:26.280] 昨日裏でレベル上げを、え、2時間報道し
[00:54:29.440] ましてレベルが1だけ上がりました。それ
[00:54:32.160] 以外何も進んでない。
[00:54:36.400] ただやっと今ちょっと思い出した。ああ、
[00:54:39.720] もういいって。もういいよ。お前
[00:54:47.040] 攻撃モーション長すぎだから。
[00:54:53.319] もう[笑い]
[00:54:54.880] やん。
[00:55:08.920] 避けられへんかな。あんなもう。
[00:55:14.240] もこの辺で戦っても正直うまくないから。
[00:55:21.543] [音楽]
[00:55:23.880] あ、[叫び声]
[00:55:32.359] 英語でよかったら攻略サイトあったけどほわしは焼肉でトラる
[00:55:37.263] [笑い]
[00:55:38.319] 行ってらっしゃい。頑張れよ。頑張れよ。うわ、こんな時間からじゃ大変だなあ。
[00:55:45.778] [鼻息]
[00:55:46.039] 何時まで働くんだ?朝5
[00:55:47.520] 時ぐらいまで働くんか?ああ、ここ、ここ、ここです。ここ、ここ。
[00:55:56.359] 8時。うわ、
[00:55:58.559] 長が
[00:55:59.359] 長。マジか。この時間からじゃしんどいな。ああ、しかもここで、あ、しかもあってた。見て開いてました。お集い向きに通路開いてました。英語でよかったら火力さ、あった。マジか。
[00:56:02.808] [鼻息]
[00:56:18.839] なんかありがとう。ま、あの、まあ、ま、見ない、見ないけど、とりあえずあるということだけよ。あるということだけよ。あれ、こいつもう野生で出てくるようになってんねや。こいつも野生で出てくんね。や、
[00:56:39.039] うわ、なんか強えん。たき、こんばんは。なんだこいつ強えぞ。
[00:56:46.880] こ実談の方がダメージ通るかな?メタルギアに左手の位置違うした高き
[00:57:01.119] ま左手あの女の子ないだ女の子をこうさ捕まえてたからさてか体力
[00:57:07.720] 100には多すぎだろ体力
[00:57:10.359] 100には多すぎだ
[00:57:25.400] うわあ、また敵こいつ。ま、ただ攻撃
[00:57:28.359] モーションが短いのがいいね。攻撃
[00:57:31.400] モーションが短くてグー。
[00:57:35.200] バカ長かったから。あの青いやつさ。
[00:57:42.799] どこがダメージ入るんだ。
[00:57:45.880] うわ、うぜえ。めっちゃ動くな、お前。
[00:58:01.880] はあ。なんかなるほど。今の主榴弾は
[00:58:06.079] そんなにあれなんだな。確実に倒すとか
[00:58:08.359] じゃなくて、こっちはどんくらい食らうん
[00:58:10.440] だろう。
[00:58:13.440] あ、おお。
[00:58:16.440] お、こっちの方が強いやん。ええ、
[00:58:21.015] [笑い]
[00:58:21.880] 嘘やん。
[00:58:24.039] いや、俺今、え、前回のレベル返して
[00:58:28.220] [笑い]
[00:58:28.920] めっちゃくれるやん。今までだってこれみ
[00:58:32.280] 、今までの44倍ぐらいくれるんだけど、
[00:58:34.920] この金750もくれんの?え、じゃあ昨日
[00:58:38.680] の2時間返してよ。[笑い]
[00:58:41.680] すっげえ、すっげえ経験値くれんじゃん。
[00:58:44.559] こんなんありか?
[00:58:46.559] こんな経験値くれるんだったら
[00:58:50.079] いや、昨日の2
[00:58:51.079] 時間返してよ。ここのだけこの
[00:58:53.680] 1個前の
[00:58:54.480] 見つけたヤンキーみたい。ここの
[00:58:57.520] 1個前の部屋で2
[00:58:58.599] 時間ぐらいでやっとレベル1
[00:58:59.880] 上げてきたのに。くれるらしいじゃん。
[00:59:02.559] すげえ、すげえ。遠くんだらしい。来たね。来たわね。こういうやつ。
[00:59:09.599] もううんちできないね。もう左右移動でき
[00:59:13.640] ないね。にしてやろ。
[00:59:19.760] あ、いいわ。この攻撃モーション短くて神
[00:59:22.240] 。あの5発
[00:59:24.240] ピュンピュンピュンピュンピューンじゃないからマジでいいわ。マジでいいわ。戦闘が早くてただ強えな。
[00:59:33.760] は見てきたよ。
[00:59:34.839] いやいやありがとう。いやでもごめんごめん。進んだわ。
[00:59:38.961] [笑い]
[00:59:39.520] ごめんな、チトびごめんな。そ、見てきて
[00:59:41.960] くれたのにごめん。お、進んだ。
[00:59:44.480] ありがとう。あ、しかもそっちに動くんか
[00:59:47.160] い。
[00:59:58.400] おい、なんでそっちで動くねん。
[01:00:14.920] オ
[01:00:18.200] あ、ああ、ま、こいつはあの変なだから
[01:00:22.000] あのロボットめっちゃ美味しいんや。あの
[01:00:24.280] 変なでっかいロボット750だぜ。経験値
[01:00:27.240] 経験値じゃない。金
[01:00:29.400] ちょっとこいつ借りまくってさ、高い武器
[01:00:32.240] 買おうや。大して強ないもんだってこいつ
[01:00:34.799] 。
[01:00:36.480] あ、間違えた。
[01:00:42.160] こういうのはまず目から狙っていく。
[01:00:47.000] ディフェンス下げで
[01:01:01.880] こいつうますぎやろ。
[01:01:19.880] ただうざいね。ちょっとちょこちょこ
[01:01:21.400] ちょこちょこ動いて。
[01:01:29.799] ああ、でも攻撃力44か。高いね。
[01:02:01.440] でもさ、こいつ700円を落とすんでしょ
[01:02:03.440] ?700円落とすんだったらもうボム使っ
[01:02:05.880] ていいよな。1個100円だからね。
[01:02:11.279] あ、
[01:02:13.760] 弱。
[01:02:15.520] あれ?ボム弱い。思ったより弱いな。
[01:02:26.279] おしよしよしよし。いや、うますぎやろ
[01:02:30.160] これ。
[01:02:32.480] いや、うますぎやん。すっげえ簡単に
[01:02:34.760] レベルがたし。
[01:02:37.119] これかもな。あ、でも好きなの?
[01:02:46.599] うん。割と弾がなんかさ、[笑い]
[01:03:02.079] え、100って高い。
[01:03:04.960] 100
[01:03:05.319] って高いのかな?相場がわからん。甘い返事だけするのやめて。笑。発射
[01:03:16.680] 200が高い。
[01:03:17.799] お前、お前がそれ毎回やりまくってっからな。発射
[01:03:21.640] 200。
[01:03:27.240] 100って高いのかな?でも高くしない。
[01:03:29.200] なんで高くしなきゃいけないかって言うと、あの、
[01:03:31.440] 1
[01:03:31.640] ポイントとかにすると荒みてに連打するバカがいくからさ、嵐みたくさ、めちゃめちゃ
[01:03:38.520] の
[01:03:39.279] うん。嵐みたいにさ、そればっかやってくるやついるから。わ、もうそれうざいな。毒にしてくんのだるすぎるなあ。
[01:03:59.799] あとこいつはこの実談が効くね。
[01:04:20.799] え、なんすか?
[01:04:22.279] ええ、なんすか?それは世間が許してくれないと思いますよ。なんだっけ、それ?分か、忘ちゃった。なんだっけ、その後、秋場って言ったらじゃない、メイドって言ったら、秋場のアイドルみたいなモンスターね。それは世間が言って暮らさせよ。それは世間が許して食らわせんよ。は、ちょっとね、世間は許してくれませんよ。
[01:04:46.814] [笑い]
[01:04:48.079] これはませんよ。
[01:05:01.079] ク安全よ。
[01:05:02.559] ああ。よしよしよしよしよし。
[01:05:08.359] 無料とでも言いましょうか。[笑い]
[01:05:11.920] カ無料とでも言いましょうか。こだ元たなるか忘れちゃったよ。
[01:05:16.680] なんかその場のノりでさ、その場のノりでそのチャネポを増やすからさ、もうなんか全然俺覚えてない。何なんだっけそれ?なん、何のインタビューなんだっけ、それ?カル言いましょうか?
[01:05:29.079] 時メモ2の発売日だって
[01:05:31.355] [笑い]
[01:05:33.079] 別に有名なネタでもないっていう。
[01:05:36.039] 笑笑
[01:05:37.079] 別に有名なネタでもないっていう。ああ、またあ、どれでもえましょうか。
[01:05:44.000] のデブバイバイも良かった。
[01:05:46.420] [笑い]
[01:05:47.279] ラップな、ラッパーのやつ。なんだ?小学
[01:05:49.240] 生のラッパーのやつ。えっと、な、何だっ
[01:05:52.599] け?
[01:05:54.359] え、これもう子榴弾投げな正味もう時間
[01:05:58.599] かかってしゃあなで
[01:06:02.480] 1発500円のシ榴弾でマイナス36だ
[01:06:05.160] からね。
[01:06:07.319] ここからはもう金に物を言わせていくしか
[01:06:09.760] ないのかもしれないな。
[01:06:34.400] あ、ボムやると早いな。ボムがあると早い
[01:06:37.160] 。マジで。ああ、早い。おお、
[01:06:41.599] こんくらいのスピードでやれたらいいね。
[01:06:43.440] てか金うますぎやろ、マジで。
[01:06:48.720] いきなりインフレ1
[01:06:50.359] 万溜まった。やば正直これ戦う意味ないでこいつ。ぶっちゃけぶっちゃ戦う意味ないすこ。あのロボットしとああなんか変な犬いる。知らないやついる。
[01:07:02.680] 1
[01:07:02.960] 万5000余裕や。
[01:07:04.279] 1万5000
[01:07:04.839] 余裕やんな。何こいつやばいの来たな。
[01:07:10.640] なんか
[01:07:14.680] 清し師匠や目決まってんね。
[01:07:17.480] ねえ、清し師匠。これどこが?あ、目、目が、目がギョロギョロだからってこと。もうパンパンやからね。もう君パンパンやで。
[01:07:37.771] [笑い]
[01:07:39.079] 君弟だったらもうパンパンやで。
[01:07:42.000] それ巨人。
[01:07:43.119] あ、それ巨人か。わかんない。わかんない。その関西の芸人のその勢力勢力図みたいよく分かってないから。それ巨人なんだ。巨人師匠なんだ。清しは清よし。師匠は何?ネタネタネタ
[01:07:44.321] [笑い]
[01:08:00.119] ちゃんとして
[01:08:01.119] ちゃんとしてって言われてわかんないよ。
[01:08:03.599] それね、意外お前またちょっと若干長いんじゃない?あれがモーション長めからこと。
[01:08:10.720] ああ、それか。小さなことかな。コツコツと
[01:08:16.759] ピュンピュン。
[01:08:18.839] ぴょンぴょン系かいつ。おい、ピュンカスやめろよ。ぷンピュンカスがよ。でも早いな。まだ回転しないだけいい。シエルさんこんばんは。やってますぜ。
[01:08:32.159] 愛も変わらず。
[01:08:34.640] もうピュンカスやめろ。
[01:08:50.640] なんでまだ行てるんや?
[01:08:53.560] もうほぼほぼもうスクラップやろ、お前。
[01:09:03.799] うーん。やっぱあのロボット倒しちゃうと
[01:09:06.359] な、これこいつも避けていいね。もうあの
[01:09:09.000] ロボットだけ戦ってけば全然いいんだよな
[01:09:10.839] 。だってなあ。これの3倍ぐらいもらえる
[01:09:13.480] からね。
[01:09:18.960] お、ありがてえ。
[01:09:22.359] だ、このさ、このキャタピラ系の時はマジ
[01:09:24.480] うわあ。[笑い]
[01:09:27.600] もう早すぎてさ。ごめんなさい。ごめん、
[01:09:31.279] ごめん、ごめん。早すぎてごめん。無理。
[01:09:37.560] あのロボットだけでいいよ。もうロボット
[01:09:40.279] だけで。
[01:09:46.359] へーい。[叫び声]
[01:09:48.118] [笑い]
[01:09:50.040] もう戦う意味ないねん、お前ら。[鼻息]
[01:09:56.000] あ、あの変なロボットだけ来てくれれば。
[01:09:58.560] ええ、もうええ、[笑い]
[01:10:00.800] もうえて、もうええ。
[01:10:10.360] ああ
[01:10:12.040] 、ああ、なんかボスくせ。ああ、色違っ
[01:10:14.800] たらセーブするべきやったろ。絶対せいや
[01:10:17.280] 。色違ったらセーブやん。お、
[01:10:22.679] 一旦セーブしよっか。[笑い]
[01:10:24.840] ここまでたどり着いたということでワン
[01:10:27.520] セーブ。ワンセーブさせてくれ。
[01:10:31.199] ただの街だった。
[01:10:33.360] これは北部に来たんちゃう?北部に。北部に来たってことじゃないの?これ一旦ずらしで
[01:10:43.138] [鼻息]
[01:10:50.920] 北と南に別れてる国。
[01:10:55.600] うん。なんか分断されてるって言ってたね
[01:10:57.840] 。
[01:11:03.239] 南北戦争やな。ワクワク。南北戦争や。
[01:11:09.440] あ、ジョイディビジョンあるやん。
[01:11:17.040] 怒り、
[01:11:19.400] 怒り子って書いてある。なんかこの看板に
[01:11:22.040] 何気にちゃんと超見れけどなんか文字書い
[01:11:24.440] てああな。
[01:11:25.719] いらっしゃいませ。は、あ、上位ビジョンパート
[01:11:28.159] 3。
[01:11:29.760] お客様、あなたラッキーな方ですよ。ただいまゲン中でしてね、何でもお買読になってますよ。是非この機会にお買い求めくいや、俺はまあでかい画面で見てるからね。みんなのあのスマホ画面とかだったら多分見えないと思う。ドットが荒すぎて回復してもらって。うい。
[01:11:54.639] 25ドル。あ、買いまくれ。買いまくる。
[01:11:58.520] ほないぜ。
[01:12:01.080] この毒消しも買っとこう。毒消しも買っ
[01:12:03.400] とこう。
[01:12:06.760] どうせ金なんか金なんか絶対めっちゃ
[01:12:10.080] 溜まるからすぐ。
[01:12:14.320] ちょっとバレットも買っとこっかな。
[01:12:21.840] オ。
[01:12:25.719] オ、ありがとうございます。ありがとう
[01:12:28.080] ございます。[鼻息]
[01:12:40.120] ほんで、
[01:12:43.159] ほんで
[01:12:45.639] あれ、これなんか外だいぶ前の敵だな、
[01:12:48.159] これ。
[01:12:54.400] また敵が多い。このさ、建物の上のこれ、これ怒り子。怒り子って書いてる。これ怒り子っていうのはこのゲームのあの作曲したの名前だね。
[01:12:55.450] [音楽]
[01:13:01.560] で、ほいで
[01:13:02.679] ほいでほいでほいでほいで。ここはこれだけぽいね。ここはこれこれだけっぽいな。多分出口違うんやろな。多分
[01:13:03.310] [音楽]
[01:13:10.515] [鼻息]
[01:13:13.440] パピコに見えた。
[01:13:14.520] もしかしたらあれかもね。あの中間補給地点かもしれん。
[01:13:20.320] パピコ。
[01:13:28.920] あ、逃げらねえ。戦。
[01:13:32.719] まあ、戦、戦っとくか。
[01:13:37.520] ん、でもいや、いや、い、逃げよ。
[01:13:40.719] あ、だめだ。逃げらんないか、
[01:13:47.199] あれ。
[01:13:48.199] いや、もうそれむ。それも何匹ここ重なってんねん。これお前は戦う。お前は戦う。うまいから。
[01:14:04.840] 東京ホテソンみたいにやん。
[01:14:07.000] え、俺な、何て言った?
[01:14:20.440] え、あ、だめだ。もう、もう今日だめ。何言ってかわからん。もう、もうだめだ。何言ってんの、お前ら?何?急にわかんない。何の話してんの?本当に?俺の頭が悪いのかな?全然わかんない。
[01:14:22.566] [笑い]
[01:14:34.920] 何言ってるかみんなが何それ?何やのやつ?東京ホテ何それ?
[01:14:41.239] MDさんこんばんは。何の話?
[01:14:49.960] ゲーム集中して。
[01:14:52.080] だめだ。頭回ってねえ。や、何匹みたいなやつ。
[01:15:01.080] あ、て俺が言ったのを
[01:15:04.000] が東京ホテルに似てるってことか。
[01:15:07.107] [笑い]
[01:15:08.480] もうほんま俺壊自分が壊ってきたわ。俺
[01:15:11.440] ほんなに独力ないかね。全然なんか会話が
[01:15:17.199] 成り立てない。ごめん。マジでごめん。
[01:15:22.199] うん。かもね。かもね。
[01:15:27.679] そういえば昨日のクリーってゲームなんだ
[01:15:31.440] 分からない。なんかまあ原因はわかんないけど、ま、古いゲームだからね。古いフロッピーだから、ま、ある程度はしょうがないんかなっていう。だからまた起きないことを祈るしかないよ。起きないことを祈るしかない。うますぎ。こいつだけ倒したら良くねえか。他の雑魚と高のが痛でしかしょうがないんだけど。
[01:15:55.120] こいつのせいでこいつがうますぎるせい
[01:16:46.040] めっちゃダメージ受けた。んうん。ま、そんなことない。回復してないだけ。
[01:16:55.280] なんかこんだけ手間かけて倒してもこれ
[01:16:58.520] しかもらえないからな。[笑い]いや、
[01:17:00.440] あのロボットと同じぐらい手間かかるやん
[01:17:02.400] 、これ。あのロボット、あの運命ロボット
[01:17:05.520] とさ、タ数そんな変わんないもんね。だ
[01:17:08.080] からこれ倒す意味ないなと思っちゃ、正直
[01:17:09.880] ね。正直インフレというかあいつがうま
[01:17:13.280] すぎてこいつ倒す意味なくねえか?4倍
[01:17:17.560] ぐらいもらえんだぞ。
[01:17:18.360] 経験値うん。こいつ、こいつだけ倒してい、マジでこいつだけ倒してり全然いいよ。大して強くもねえしな、こいつ。
[01:18:15.800] もう11
[01:18:16.360] 時半なんだ。早えな。しかも、しかも
[01:18:30.360] 1日は早え。
[01:18:31.719] しかもさ、その、もう
[01:18:35.480] 11
[01:18:35.800] 時半になんだと思って思って気づいたけど、今日何にもストーリー何も進んでないよね、まだ。
[01:18:44.480] え、恐ろしいんだけど、このゲーム全え、
[01:18:46.920] ストーリー進んでないよね?1個もまだね
[01:18:48.480] 。
[01:18:50.760] ただ迷って、ただ迷って
[01:18:55.880] それやめて。それ
[01:18:59.600] ただ迷ってやっと先に進んで1個なんか
[01:19:02.920] 洞窟に入っただけ。え、これ終わるの?
[01:19:05.600] このゲーム。
[01:19:12.600] あれ、全部がね、すっげえ時間かかんだよ
[01:19:15.199] ね。移動も時間かかるし、戦闘も時間
[01:19:18.120] かかるし。
[01:19:20.360] ああ、こりゃ
[01:19:22.840] ちょっとなめてたかもしれんな。昔の
[01:19:24.840] RPGとやらを。[鼻息]
[01:19:30.920] しかもなんかこれ戻ってきてないか?戻っ
[01:19:34.000] てきてないかこれ
[01:20:03.040] え。
[01:20:08.120] ぬおポケモン
[01:20:16.000] こいつが
[01:20:18.520] 似てるるってこと?
[01:20:24.239] そんなに似てなくない。鳴き声
[01:20:27.440] 鳴き声
[01:20:30.025] [笑い]
