[00:00:21.119] うい。お疲れ。
[00:56:30.960] 長いよね。多分
[00:56:33.520] どうなんだろう?同じぐらいに調整され
[00:56:35.440] てんのかな?このワを長くやっぱ作ってん
[00:56:38.000] のかな?そんなことないよな。多分な。
[00:56:41.359] やっぱ2のが長いよな。
[00:56:50.480] 全然ないんですけど。
[00:56:56.400] お、全然ないよ。
[00:57:13.760] そうだよね。通常長いんだから。うん。
[00:57:19.839] ないね。どこにあんのかな、これ。
[00:57:43.680] いやあ、光らんな。
[00:57:49.079] 光りませんか?
[00:58:01.760] あ、これ入り口か。あ、間違えた。
[00:58:05.599] あと2つどこだろうな。
[00:58:09.480] あと2個宝があるらしいんですよ。
[00:58:36.920] え。
[00:58:48.160] え、どこないんだけど。え、どこだよ。どっか調べてねえとこあんな。
[00:59:03.480] 念だわ。
[00:59:05.319] え、どこれ?いや、ねんだわ。
[00:59:14.799] たまに床に直接落ちててる。
[00:59:17.359] うん。いや、あのね、レミラーマ使ってるから。レミラーマ使ってるから落ちてれば光るはずなんだけどどっか見てないとかあんだな、多分な。いや、ねえなあ。
[00:59:41.319] いないね。
[00:59:45.119] え、ど、え、え、あったあったったあっ
[00:59:48.119] たったったあったあったあったあったあっ
[00:59:49.599] た。むいちゃん、こんばんは。
[00:59:52.520] おつお。大最終回引き続き小さなメダル
[00:59:57.760] 集めしてるんだけど、もう小さなメダル
[00:59:59.720] 35枚はね、集まったんだけど、集まった
[01:00:03.520] んだけど、もうせっかくだから40枚
[01:00:05.039] 集めよう。集めようぜってことで、今39
[01:00:07.520] 枚。あと1枚です。あと
[01:00:10.280] 1枚です。ここ。ここでした。あ、ここ
[01:00:14.280] 2個あんのか。
[01:00:16.039] 無イトン1パチ。
[01:00:17.799] ああ、小さなメダルないな。ラス位置なんだよ。ラス位
[01:00:20.280] 1
[01:00:22.079] 全部で40枚らしいから。
[01:00:23.599] こんなところに
[01:00:25.640] 見えへんわ。
[01:00:29.760] で、もう
[01:00:31.880] なんだ、秘密の場所みたいのも全部回って
[01:00:34.720] 見つけて、
[01:00:37.000] ここだけ見てないってことが分かったから
[01:00:38.960] 多分ここにあるんだろうな。ラスト1枚。
[01:00:42.119] このガイの墓にあると思うんだよね。
[01:00:50.920] でもここ結構長かったような気がすんだ
[01:00:52.920] けど。
[01:00:58.280] あ、長い。[笑い]
[01:01:01.319] いや、めっちゃ投げえわ。ここ
[01:01:04.720] 地下4回まであるやん。
[01:01:10.079] あと5個。[笑い]
[01:01:11.839] もう別に俺あれだからね、もう。ああ、で
[01:01:14.680] も、ま、せっかくだから全部拾うか。
[01:01:18.319] 小さなメダル拾えたらそこで終了でいいん
[01:01:20.440] だけどな。珍しい時間でごよ。お、お疲れ
[01:01:25.240] ちゃん。長お疲れ。明日仕事だからさ、
[01:01:28.400] あんま夜遅くやりたく。あ、普通に宝箱が
[01:01:31.559] あるんやん。
[01:01:33.640] 明日から仕事だからさ、
[01:01:38.599] あんま遅い時間やりたくねえなと思って。
[01:01:42.799] お、
[01:01:48.240] いいね。種いいね。
[01:01:54.240] ドラクエ1大最終回ね。
[01:01:58.520] いや、もう全然見てませんやん、これ。
[01:02:03.640] ただ小さなメダルはなかなか出てこないね
[01:02:06.119] 。
[01:02:10.000] あと何個?
[01:02:12.520] あと1個。あの、あの宝箱だけだ。
[01:02:27.559] いや、もうだるい。いいって。
[01:02:31.000] どんだけ攻略出たんや。全然宝拾ってないよね。
[01:02:33.848] [笑い]
[01:02:37.520] 北のたけしのブロテア見てた。
[01:02:40.200] こへえ。これテレビやった。
[01:02:54.000] たけしの映画はさ、あれだよな。
[01:02:55.839] あのサブスク来ねえからな。
[01:02:57.400] いやオンデマンド。
[01:02:58.799] ああ、やっぱそうそう。ツタやオンデマンドでしか見れないんですよな。俺もアウトレイジ見てえんだよな。あと
[01:03:15.559] 3
[01:03:15.760] 個。別に俺攻略でないんだけどな。あ、下。
[01:03:25.000] 攻略急いでないんだけど普通にやってこのガバタンなんだよね。あ、これここから行けねえんだな。あ、違うね。これ行けないんだ。こっち間違えた。やっぱその下しかないね。ここにはない。
[01:03:41.880] つやにCDデブデることなくなったよね。
[01:03:45.279] もうだってさ、もうレンタル授業はもう全部終わりだよ。誰がそんなめんどくさいことすんねん。今スマホで全部完結できんのに。
[01:03:54.799] 借りて金払ってい
[01:03:56.279] 映画。日本のヤザがアメリカのイのところ行って外国人たちとのし上がる話。
[01:04:02.799] へえ。いや、たけしの映画おもろいよね。おもろいよね。あの人の映画やっぱ天才んだろうな。
[01:04:13.279] ドブどりにゲ行くやつはバカ。
[01:04:16.029] [笑い]
[01:04:16.480] いや、マジでそうだと思う。
[01:04:19.599] だってさ、ま、ま、あのもさ、やっぱサブスクに来ない映画とかもあるからさ、そういうのあんのかもしんないけどさ、マド切りの巻き物今更
[01:04:32.404] [笑い]
[01:04:32.720] 一方松本ひの映画な
[01:04:35.279] んだ。いいじゃね。
[01:04:37.359] いや、あの人はちょっとまあ確かにあの人の映画はちょっとね、謎なのが多いね。あのなんだっけ?シンボルとかすごかったよな。
[01:04:47.920] シンボルとかちょっと収支はてなったな。あれ見たことある?あれ意味わかんないよな。さや侍とかはちょっと面白かったけど
[01:05:00.240] シンボルがち意味不明。
[01:05:01.760] シンボルやばいよね。あれ
[01:05:04.160] ボタン押すやつ。
[01:05:07.079] そうそう。ボタン押す。そうそうそう。白い部屋行って。そうそうそう。ボタン押すやつ。
[01:05:12.359] [音楽]
[01:05:14.319] ちょっとあれなんかうん。俺に理解力がないだけかもしんないけどなんかわざとなんかこういう小難しい映画作ってるだけなんじゃねえかなって思っちゃうあれなんかあれすげえすげえ言ってるやつなんか
[01:05:34.400] 独特の証拠動みたいななんかあるよね
[01:05:41.960] え。
[01:05:42.240] どこ光ってたんだっけ?どっか光ってたよね。あ、ここか。あ、これか。闇の衣。オッケー。オ、
[01:05:54.640] 村上はきの小説もよくわかんない。
[01:05:57.680] え、全然俺小説は全く読まないからわかんない。文字読むのしんどくね?勝じ無理。これしかあれか。
[01:06:10.760] 俺はインディジョーンズとかバカでも分かるやつが好きなんよ。そうだよな。分かる、分かる。え、これど、これ、ここで
[01:06:20.680] 1
[01:06:20.799] 回上行かなきゃダメなんかなもうヒューマンドラマが大好きだからさ。あ、ゲマさん、おめ。
[01:06:39.920] あけおめ、あけおめ。こよろやぞ。こよろやぞ。雨神。雨神でしたね。今もう宝ないんかい。ここもう最強の
[01:06:56.760] 2人とは今年はちょっと
[01:06:58.480] なんでだよ。
[01:07:01.680] 最強の2人とさ。
[01:07:03.359] ようにバカ野郎で切れる練習しとこう。
[01:07:08.200] あ、俺アウトレジ呼ばれねえかな。え、よし。最強の
[01:07:20.160] 2
[01:07:20.279] 人とさ、確かに声はでかいからな。そこだけ。ボーボーボだからないんかい?ないんかい?ここボー。
[01:07:22.051] [笑い]
[01:07:33.319] ドリームって見てみていいよ。
[01:07:34.960] お、ドリーム。え、それ最強の
[01:07:38.160] 2
[01:07:38.319] 人的な映画いいね。俺そうい大好きなんだよ。最強の
[01:07:41.799] 2
[01:07:41.920] 人とかグリーンブックとか大好き。ああいうなんかアの役やってほしい。青竜刀持っておい。もう一番雑魚のやつじゃん、それ。え、宝ないじゃん。
[01:08:00.559] よつべショートで死ぬほどアウトレイジの切り抜き流れてくる。
[01:08:05.359] 流れる
[01:08:05.960] ないんか?
[01:08:08.160] あれ?じゃあもう全部ないってこと?もう全部ない。全部全風ロは行ったよね。全風ロは行ったよね。これね、あれないじゃん。
[01:08:19.759] ちょっと違うけど。なさがロケット飛ばす時の話でいいのよ。
[01:08:23.920] あとどこ?
[01:08:24.880] ええ、もしかして竜王の白とかそういう下り?もしかして竜王の城にあるとかそういう
[01:08:33.400] アウトゲージクラスになると雑魚でも他の映画では中堅くらいの貫禄いるから。
[01:08:38.400] 確かに確かに俺もアウトレイジの
[01:08:41.440] 1と2
[01:08:42.120] は見たことあんのかな。昔なんかポットでの中堅キャラでだってま、あの松しげ使ってたもんね。
[01:08:45.237] [音楽]
[01:08:52.442] [笑い]
[01:08:52.880] 古分のキャラで松しげ。
[01:08:56.319] あの孤独のグルメの
[01:08:59.440] すげえ豪華じゃんと思って
[01:09:04.279] ここ。
[01:09:06.197] [音楽]
[01:09:07.239] ああペな。ペーな。ペーな。
[01:09:13.480] ドリーム。へえ。これ何?どこで見れるの
[01:09:16.159] ?これ。あ、ユネクストしかないやんけ。
[01:09:20.199] ペーニャ。
[01:09:22.759] ユネクストしかないやん。
[01:09:24.679] ディズニープラスしかなかった。
[01:09:26.120] あ、ディズニープラス無じゃあ無理だよ。ディズニープラス入ってないもん。みんな入ってんの?ディズニープラス
[01:09:34.480] すいません。
[01:09:35.400] いやいやいありがとう。ありがとう。大丈夫。ありがとう。ありがとう。
[01:09:38.279] 誰もそんなサブスク入らない。
[01:09:40.839] いや、入ってるやついかもしれてやろうか。
[01:09:44.359] それで多分ダメでしょ。それダめでしょ。それ有ネク俺も昔入ってたんだけど高いんだよ。
[01:09:51.319] え?何?
[01:09:54.279] 100
[01:09:55.120] なんで?え、なんでな、なんな、なん
[01:09:59.908] [笑い]100
[01:10:00.600] ビもらってきなか若干なんか切れ気味はなんで当たってっから押すそう。
[01:10:05.000] おお。え、なんか自信、自信、自信、自信ない。自信じゃない。これ
[01:10:11.679] 茶げとは兄弟なのでセーフ。
[01:10:13.679] 自信。
[01:10:17.280] え、自信なかった?今俺んち揺れただけおぼろすぎて競馬当たったんだ。
[01:10:25.239] ジャンプした。
[01:10:27.000] え、嘘?俺、俺がジャンプしただけ?競馬買ったの?あ、どこ?
[01:10:35.400] 風で揺れるボロい。
[01:10:36.840] うん。
[01:10:47.239] いや、もうい、もうで反応はないよ。
[01:10:50.120] あ、じゃあじゃあ、じゃあ俺の家は揺れただけだ。マジで。じゃあ俺んちが揺れただけだ。おろすぎて自え、マジで?え、自信じゃない。
[01:10:53.618] [笑い]
[01:11:00.840] 今日はそんな買ってないよ。
[01:11:02.679] あ、そうなの?あと
[01:11:04.719] 3つあるっつったけど。どこだ?
[01:11:07.320] 橋本と穴が疲れてるのよ。
[01:11:09.080] あ、そっちか。
[01:11:11.560] そっちってどうやって行くんでしたっけ?
[01:11:13.440] 下から上がってくるのかな?
[01:11:17.040] え、違う。
[01:11:20.360] 俺こそあれだな。
[01:11:23.600] いや、もういいか。
[01:11:26.120] え、もう良くない。もうラズボス行って
[01:11:28.239] いい?もう、もう小さなメダ。もうしんど
[01:11:31.920] なってきた。集めんの。もう[笑い]
[01:11:34.360] 、もうしんどいになってきたな、もう。
[01:11:40.840] 別にもうグリンガムの鞭いらんやろ。
[01:11:44.639] 焦っちゃだめ。
[01:11:46.674] [笑い]
[01:11:47.320] 焦ってないよ、別に。なんならめちゃくちゃゆっくりやってんだけど。なんかこっち行ったことなかったな、俺。うわ、なんか普通に宝ありますやん。なんやねん。おい、こら。
[01:12:09.960] あ、どこ光った?あ、ある。なんかあるよ
[01:12:13.159] 。なんかあるよ。
[01:12:16.960] いや、小さなメダルっぽい。は?何その
[01:12:20.679] 鋼れの釣りって?いらねえ。
[01:12:28.600] ええ、
[01:12:34.800] だ、実質。これあれでしょ。もう1回この
[01:12:37.080] 竜王の城攻略しなきゃいけないみたいな
[01:12:41.800] 感じじゃない?ま、もうあのトヘロス使っ
[01:12:44.880] てるけどさ、
[01:12:49.440] 何気にMPねえしな。
[01:12:53.199] トヘロスとあれのしすぎで
[01:13:01.760] もう見てる方もしんどないこれ[笑い]
[01:13:05.760] 。てる方もうしんどいやろ。もう、もう
[01:13:08.400] いいんじゃねえかな。パッとやってさ、
[01:13:11.360] ドラクエ2やろうよ。ちょっと
[01:13:15.679] パッともう理由倒してさ。
[01:13:33.679] あと2個宝があって。あお
[01:13:36.639] が全みたいなとこあるからね。
[01:13:39.400] そうそうそう。もうまだこれだってね。全
[01:13:44.000] パパッとやっでしょ。パパッとやって終わり。
[01:13:48.840] 30分で5万なはちゃんこんばんは。
[01:13:55.360] で、最終回やってんだけどさ、もうなんか
[01:13:58.280] なんだかんださ、もう見て小さなメダルさ
[01:14:00.920] 、全40枚中39枚集めちゃった。
[01:14:04.226] [笑い]
[01:14:05.400] あと1枚だからじゃあもうコンプリート
[01:14:07.199] 目指すかつってやってんだけどさ、あと1
[01:14:08.920] 枚があと1枚が見つかんねえんだよ。あと
[01:14:12.080] 1枚が見つかんねえんだよ
[01:14:14.960] な。もういいかなって正直思い始めてんだ
[01:14:17.000] よね。もういいか。39枚で
[01:14:21.320] もう早くクリアしてドラクエ2やろうよっ
[01:14:24.760] てなりかけてきてます
[01:14:32.159] もう荒方いろんなとこ探してさも竜王
[01:14:35.239] の城しかないのよちまうよ
[01:14:37.239] 本当だ休み終わっちまうんよ
[01:14:46.639] うわこ探す
[01:14:47.679] のだる。ここ探すんだるいやろ。めちゃめちゃ目つぶったら
[01:14:49.421] [笑い]
[01:14:56.280] 9日前に戻らねえか。
[01:14:58.520] 今日何時まで予定?
[01:14:59.679] 本当だ。今日4時ぐらいかな?
[01:15:02.840] 7
[01:15:03.000] 時ぐらいかなって思ってますけど何かもうだからさっさとクリアしてさ、ドラクエ
[01:15:12.320] 2
[01:15:12.639] ちょっとでも進めておきたいんだよ。そう、ドラクエ
[01:15:15.239] 1これクリアしたらそのまま2やる。
[01:15:17.320] やることに決めたからさ、他にもやりていゲームっいっぱいあんだけどさ、ほんでじゃあちょっとまでやってくれるのか助かるな。
[01:15:25.239] わけねえだろうが仕事になっちまうよ。ドラクエ
[01:15:31.800] 2
[01:15:32.560] ちょっと寝かせよっかなとも思ったんだけど、そしたら多分一生寝かせることになっちゃうからさ。せっかくだからちょっと長くなるけどドラクワツ連続でやろうって思とるんですわ。うわ、宝取って。え、待って。これ絶対違うでしょ。
[01:15:45.600] これ絶対ミミックとかでしょ。多分
[01:15:49.840] 破滅の盾だった。何なのこれ?
[01:15:54.679] もう宝[笑い]これ取ってなかったんか?
[01:16:04.719] だ、明日から仕事始まっからさ、
[01:16:08.520] 配信はマジでもう土日とかになるからもう
[01:16:13.360] あのね、ドラクエ2ね、すっげえ長くなる
[01:16:15.719] と思うんだよね。
[01:16:17.960] そこもちょっと心配なんだよな。
[01:16:30.520] ま、平日もやればやるけどね。でもそんな長くできねえしな。やれても
[01:16:39.480] 3時間2
[01:16:40.320] 時間とかなっちゃうと思うんだよね。ドラクエる。あ、考えるようになれて偉い。
[01:16:43.393] [笑い]
[01:16:45.920] どうしよう。グルポン、グルポン8
[01:16:47.360] こんばんは。
[01:16:49.000] まだドラクエ21やってんだよ。もういつ
[01:16:52.320] クリアすんねん、これ。
[01:16:54.960] これ今もう小さなメタでコンプリート
[01:16:58.400] しようとしてるからね。今
[01:17:01.480] 残り1枚。全40枚中39枚集めたから。
[01:17:06.920] あと2個あるねんな。ここんどっかある
[01:17:08.800] ねんな。
[01:17:19.320] だってもう絶対このゲームまだ味がするんだもん。まあそこまで来たら集めたいわな。
[01:17:24.920] 絶対もう絶対来れやんけ。薬草いらんよ。なんやねんこれ。いや、え、小なメダルなくね?もうさ、探す場所なくて竜王の城探してんだよ。
[01:17:43.120] 1番最後のとこんでしょ。ないんだ。
[01:18:03.000] リオの城にあるんかいな。
[01:18:11.239] あるんだなあ。
[01:18:14.439] [音楽]
[01:18:15.239] うわ、これだ。
[01:18:19.800] 地獄の鎧い違うんだよ。違うんだよ。そう
[01:18:24.120] いうんじゃないんだよな。
[01:18:30.280] ここもないでしょ。
[01:18:35.320] これ探してこのまんまずっと最新部まで
[01:18:37.639] 探してさ、リオにたどり着いたらもう竜王
[01:18:40.560] 行くからね。そのまんま俺[笑い]
[01:18:44.679] メダル探しのついでに倒すからな。
[01:18:48.800] ちんちん。
[01:18:50.120] よたんお疲れ。岩ヨだお疲れ。どこにあんねんこれ?いや、もうなんか
[01:18:58.120] UO行っちゃいそうなんですけど。
[01:19:16.960] この上か。もしかして
[01:19:20.800] あそこが忘れがち。
[01:19:22.800] どこ?どこ?どこ?どこ?行っちゃうよ。行っちゃうよ。ここありそう。ま、ない。ないんだな。ないんかい?と。
[01:19:35.760] ここにはないんかいと。
[01:19:37.840] やっちゃうよ。
[01:19:39.199] やっちゃうよ。やっちゃうよ。ここはあと
[01:19:45.719] 2
[01:19:45.880] 個宝の匂いがしてますからよろしく。え、あと
[01:19:52.035] [音楽]
[01:19:53.440] 2
[01:19:53.600] 個宝。あ、え、あ、違う。多分ここの外側に、あ、あっち側にあるんだろうな。多分ここ何もねえんだ。
[01:20:04.760] ないんだ。ここじゃないんだね。
[01:20:11.800] ああ、しんどい。[笑い]
[01:20:14.719] もうしんどなってきたって。
[01:20:18.440] もうこの何もき何もしんどいね。この
[01:20:25.120] なんか喋らなあかんし。
[01:20:28.060] [笑い]
[01:20:30.280] 上がりなりにもさ、配信してるってことはやっぱね、黙ってやるわけにいかないんで、なんか喋らなあかんし。しんどなってきたわ。もうこれメダル集めもうよ。
[01:20:44.040] 配信向いてないじゃん。
[01:20:45.745] [笑い]
[01:20:46.639] おせ食べた。カブとのメダル取った。
[01:20:50.120] お食べてない。カブ取ったとこのメダル。いや、もうねえ、取ったと思うよ。残り
[01:20:57.080] 1枚やねん。
[01:20:59.199] おせ食べてない。ぶっちゃけおせってくそまずクソまずいとまではいかないけどうまいもんねえよな。おせって美味しいもんなくないすか?
[01:21:13.800] おせち、おせち、
[01:21:16.639] おせち、おせち、おせチーズ。
[01:21:20.480] 竜王の城以外は全部取ったの
[01:21:22.880] わかんないんだよ。最後どこにあるかが。
[01:21:24.840] ただ全部もう街とか全部回ってい
[01:21:29.440] あ、伊巻きまね一瞬でロンパされた。うん。ま、伊巻きはうまい。確かに。ただ
[01:21:39.639] 2
[01:21:39.840] 切れで十分だ。あ、これなんかループ入るんねんな。ここ何なん?この変なループみたいな。建巻きはあまい。確かに。でも
[01:21:51.600] 2切れで十分で。
[01:21:58.840] つくだシム十分だて。つくだ。ええ、つだ。おじいちゃんやん。
[01:22:12.960] つくだって言ってたらもせてくるもん全部あ、
[01:22:25.400] モせは結局建巻きだけでいいじゃん。
[01:22:27.800] そうなんだよな。だって他なんかあるか。伊達建巻きはまあいいとして。
[01:22:37.280] あれ?なんかもうこれさ、ラスボス行っ
[01:22:39.040] ちゃいそうじゃね?なんか
[01:22:42.320] ここもたらねえし。
[01:22:46.600] あとおせって何ある?黒豆大してうまく
[01:22:48.920] ないじゃない?
[01:22:51.800] なんか祝い事感がねえんだよな。なんか
[01:22:54.320] もっとケーキとかさ。いや、なんか
[01:23:00.360] 正月だ。で、年開けてんねんで。
[01:23:04.120] なんで黒マ豆なんか食わなあかんねん。もっとなんかピザとかケーキとか用意せえ。揚げ物とか。リキトンいらなくない?
[01:23:11.840] いらん。全部いらん。普通ケーキピザ唐揚げで良くねえか?エビフライハンバーグ
[01:23:23.440] ラインナップが自せんだよね。
[01:23:26.440] そうなんだよ。
[01:23:31.639] しかもなんかそのそいつらが選ばれてる理由がさダジャレダそうなんて今の時代じゃ
[01:23:39.719] ダジャレっていうのがまたしょうもないよな。何豆に行きますようにって意味がわかんねえだろ。ちゃんな
[01:23:47.159] んやねん。豆に。あ、やった。100
[01:23:48.679] ビッ。100ビッ。100
[01:23:51.199] ビ。ありがとね。アンダーバーリポリパーティー
[01:23:55.639] 100
[01:23:56.199] ありがとうございます。あ、やべえ。
[01:23:58.159] もうマジラスボスのとこ来ちゃったよ。
[01:24:00.440] じゃあ来すぎ来すぎ。
[01:24:04.520] あ、フォローす。あに
[01:24:10.040] あんみあん
[01:24:12.960] なんね。あ、あんみなさんどうも
[01:24:15.000] こんばんは。あんみなさんどうも
[01:24:17.120] こんばんは。ちゃんみたいだね。ちゃんみ
[01:24:19.480] 。
[01:24:19.560] こちら配信
[01:24:21.159] いやいやこ。大最終回。
[01:24:27.560] もう、もう、で、もう、もう、もういい。もう、もうやめて。もう。
[01:24:31.400] こんにちは。フロムフィンランド。あ
[01:24:33.840] あ、こんにちは。こんにちは。ハロー。フィンランド。
[01:24:36.400] おせちの悪口言えばビッツもらえるし、新しい人も増える。
[01:24:39.800] あ、いいね。おせのおせって正直美味しくないよねって話をしてたんだよ。ぶっちゃけらないよねっていう。
[01:24:50.119] U王の城の情報調べてきました。
[01:24:52.199] あ、小さなメダルありますか?教えてけれ。
[01:24:57.360] 教えてくれよ。小さなメダルある。
[01:25:05.719] 1
[01:25:05.920] 枚ご用意がございます。小さなメダルありました。
[01:25:09.679] やっぱあるんだ。多分それだよ。やっぱ最後の
[01:25:12.400] 1枚。最後の
[01:25:16.040] 1枚それだよ。絶対
[01:25:18.840] フィンランドの姉貴めちゃくちゃ柔動化で草。
[01:25:23.280] フィンランドネキ。フィンランドネキ。
[01:25:25.920] この何?フィンランドネキなの?この
[01:25:28.000] アンミナ
[01:25:30.239] アンミナだってんのかな?あん、
[01:25:32.320] アンミーナンかな?アンミーナ
[01:25:38.534] [音楽]
[01:25:39.760] やっぱもう1枚もあるんだ。多分それが
[01:25:41.639] 最後だよ。
[01:25:44.679] ブラジル代表2期
[01:25:46.760] 何それ?代表
[01:25:47.719] チャンネル2人目のフィンランド人だ。
[01:25:49.840] フィンランド人もう1
[01:25:50.639] 人誰だっけ?ああ、ああ。ああ、あいつか。えー、やっべ、ドアした名前
[01:26:00.880] 邪魔知らないんや。ブラジル代表にれがちなんですが。モルコ。
[01:26:05.480] あ、モルコ。モルコね。モルコしてるタイプの柔動か。黒帯ビでくそ強そう。
[01:26:10.199] 何それ?なんかさ、ここにあるくせえよな。
[01:26:19.600] ここに歩くよね。なんかね、ここ1階に
[01:26:22.000] 歩く臭いよね。これどうやって行くんだ、
[01:26:23.360] これ?どうやって行くんですか?どうやっ
[01:26:26.920] て行くんですか?
[01:26:31.920] どうやって行くの?これ
[01:26:40.440] どっから行くんかな?
[01:26:44.560] あ、どうやって行くの?これ。
[01:26:48.480] もう別にいいんだけどな。グリンガムの無なんだよ。
[01:26:51.360] 40枚別に
[01:26:53.880] 村まこ散歩してましたよ。こんにちは。
[01:26:56.360] 何がなんやね。何?レオルこんばんは。村まこ散歩してましたよ。何だからなんやねんていう。
[01:27:06.960] 困ったらオッケー色ハ叫んでください。
[01:27:09.960] ああ、もう教えてくれ。もう教えてください。もう教えてくれよ。
[01:27:15.840] の国って柔道強えんだよな。
[01:27:17.920] あ、そうなん。
[01:27:20.560] 1回でしょ、多分。
[01:27:24.119] 5
[01:27:24.360] Fの小さい方だって。
[01:27:26.440] 他に、
[01:27:26.920] それだけよ。深く聞くなよ。
[01:27:32.600] あ、じゃあそれ取ってるわ。うわ、じゃあ違うやん。ここじゃないんだ。はあ。ここじゃないみたい。
[01:27:40.080] 室内競技だからめちゃくちゃやってるやつ多い。
[01:27:43.880] ここじゃないんだ。じゃあ、あ、じゃあはい。はい。もうクリアします。
[01:27:48.225] [笑い]
[01:27:48.920] じゃ、もうか、俺には、
[01:27:50.880] もういっか。じゃあ、もうクリアしよう。もう、もう残り
[01:27:54.480] 1
[01:27:54.760] 枚見つかりません。もうあん、あかんで。もう探してたのか。
[01:28:00.239] そうだよ。もう戦いの戦いのカブあったところはルーラ登録ないからね。残念。
[01:28:08.531] [音楽]
[01:28:11.280] ロトのカブ取ったところはルーラどう?いや、ロトのカブト取ったところは全部やったよ。
[01:28:16.600] 全部やった。やった。やった。あの変な港
[01:28:19.280] でしょ?取った。取った。取った。そこ
[01:28:20.600] 取った。そこ取ってるで。ガイも全部見た
[01:28:24.239] 。
[01:28:26.440] え、あとどこがあんの?じゃあ
[01:28:31.440] 、全部見たでぶっちゃけ。もうこの秘密の
[01:28:36.400] 場所も全部見たし。の井とか
[01:28:39.960] ええ、何
[01:28:43.246] [笑い]
[01:28:44.480] なら秘密の場所?
[01:28:45.840] あ、いや、秘密場所全部回ったんだよ。それもそれもさっき回ったの全部。
[01:28:49.800] ま、もういらないかもを倒そう
[01:28:54.360] て。れてる。もうほら見て。もうマップの上見て。マップを見て。マップの上見て。もう竜王倒そうって書いてあるから。竜王を倒そう。言われてますから。
[01:28:55.691] [笑い]
[01:29:02.896] [音楽]
[01:29:08.719] じゃあもう行こう。いや、でもなんか気持ち悪いっちゃ気持ち悪いけどさ、でももう戦いのドラムあったらもう良くねえかなってる。
[01:29:17.119] もう戦いのドラムあったらもう行くべ。ちょっとあの種だけ食わせて。種だけ食わせ。種
[01:29:23.201] [音楽]
[01:29:29.119] 頑張って探そうぜ。
[01:29:31.119] いや、もういいよ。
[01:29:32.920] 今日クリアしないとまた仕事仕事やりながら
[01:29:36.560] あれなっちゃうから。
[01:29:38.080] いや、もう別にいいしない。
[01:29:41.440] 口の中パサパサ。[笑い]
[01:29:43.760] 口の中パサパサになってきたね。もうね、
[01:29:50.280] 賢者タイム入れないやん。な
[01:29:52.679] んだ。賢者タイムちゃうね。俺今日
[01:29:56.880] 7時に配信終わして1
[01:29:58.320] 回実家帰らなあかんねんで。実家帰ってよ。
[01:30:01.719] なんかじ今日実家にお母さんが連絡あって
[01:30:04.840] さ、今日実家に来ればよ疑棒がもらえま
[01:30:07.600] すってLINEが来て何それ?つって
[01:30:10.362] [笑い]
[01:30:11.600] 棒もらえるらしいから言ってくるわ。
[01:30:15.520] ギ棒をくれるんだって。うん。じゃあ
[01:30:18.400] 欲しいっつって取り行ってく。
[01:30:24.119] これバイキルビンとかボーナスよ。そう。
[01:30:30.199] 力の指はいらない。あ、これ力の指装備
[01:30:33.960] しようよ。これ、これ装備しようぜ。
[01:30:38.000] バカ。なんでロトのなんでロトの印外んだ
[01:30:41.320] よ。バカれ。
[01:30:43.600] ちょっと1回具理させて。
[01:30:49.040] 要は何キまで頑張ってくれるんだろ?いや
[01:30:53.520] 、
[01:30:56.639] そうだろ。よぎボの欲しいだろう。
[01:31:00.040] ロトの印しまうやついるかい?
[01:31:05.960] で、もう幸せの靴はいらん。
[01:31:10.920] あとはなんかあるか?持ってた方がいい
[01:31:13.280] のって。[音楽]
[01:31:17.760] いや、ないよね。多分
[01:31:22.080] 戦いのドラムがあればもういいもんね。
[01:31:26.040] で、妖精の剣と
[01:31:30.360] 草の剣と
[01:31:36.719] あれなんとかのなんかさああれあのさの杖
[01:31:40.520] ってどれだっけ?なんかあったよな。
[01:31:43.159] フバーの杖みたいなやつ。
[01:31:48.000] 引びの帽子違う。
[01:31:53.000] ふばさんの杖。
[01:31:55.159] ふバーハの杖。あれなかったっけ?
[01:32:04.440] 英雄の杖。
[01:32:07.040] あ、英雄の杖か。ああ、あった、あった、た、あった、あった。そう、そう、そう、そう、そう。
[01:32:12.159] 合うの杖。
[01:32:13.119] そうだ、そうだ。ありがとう。英雄の杖しません。持ってりゃええよな。持ってたらいいよね。
[01:32:23.960] そういうなんか特殊な効果があるものは手に持っておきたいんですよ。収力でもオケってなってるから
[01:32:32.360] 120は大丈夫だな。
[01:32:35.840] あ、超
[01:32:36.400] 利力でもオッケーなんだ。うーん。あ、そうだ。
[01:32:49.159] あのさ、装備品力のあれじゃなくてさ、
[01:32:53.360] あれの方がいいよね。
[01:33:00.119] 炎を弱めるさ、なんか炎を弱めるなんか
[01:33:03.600] ないの?多分利用[音楽]多分多分火吹い
[01:33:06.520] てくるでしょ。多分炎と呪文を軽減する。
[01:33:09.719] いや、これ出た。これこれだろ?
[01:33:14.440] これだろ?これ取り出して。[音楽]
[01:33:18.199] え、装備で?いや、力の指輪[音楽]は
[01:33:22.000] いいよ。そんな大して変わらんやろ。おし
[01:33:24.719] 、じゃあ行っちゃおうかな。
[01:33:31.520] 行っちゃおうかしら。その前に1回復させ
[01:33:34.520] てくれ。よし、こいだら行くぞ。
[01:33:40.400] どドどドん
[01:33:42.360] 。
[01:33:44.800] よし、リオ行くか。
[01:33:48.440] な、なん俺もう正月休み中にドラゴン
