[00:00:53.600] うい。お疲れ。
[00:52:50.359] 結構好き。
[00:52:51.079] そのネタ私が計画を阻止するためにタイスナッチャー用のバイオロイドを開発していた。
[00:52:59.839] 父らしいな。あのおいぼれ目。せさんこんばんは。確かに海分とか好きそう。私はどうしても父を超えた科学者になりたかった。私は父の背中ばかりを見て育った。私は父を超えようと頑張った。
[00:53:17.319] だが私は40年かかっても血管のある人口
[00:53:21.400] 皮膚しか作れなかったんだ。父は
[00:53:25.319] ペトロビッチマットナーは本人も気づか
[00:53:28.200] ないほど完璧なバイオロイド。
[00:53:33.000] 私の魔だ。私は基を超えることはでき
[00:53:36.920] なかった。
[00:53:41.200] ランダムはるエリアマットな。嘘だ。
[00:53:47.720] ランダムジるか。
[00:53:49.880] 父が私の名を冗談の口にしなかったの人か。エリアペトロビッチが言っていた。お前がどこにいようと何をしようと。お前は私の息子だ。息子の犯かした罪は私の犯かした罪。私は悪魔から息子を取り返さねばならんとな。
[00:54:16.040] 父がそんなことを。え、ごめん。マジで何分読んでる俺?これ、その言葉をもう少し早く聞きもちょえって。私は疲れた。俺もだよ。私が人をスナッチする。みたこんばんは。み、お疲れ。サブスクありがとう。私の魂を悪魔にスナッチされていたのかもしれない。ランダムよ。私のゴピー。悲しむことはない。
[00:54:22.592] [笑い]
[00:54:44.559] 私がければお前は本物のエリアマットナーとなる。
[00:54:48.520] 23分読んでます。[笑い]
[00:54:51.319] サブスクありがとうね。あ、今もこもありがとう。
[00:54:54.400] 22目です。
[00:54:55.839] あ、便常
[00:54:56.599] 便
[00:54:57.640] いいか疑うではない。信じるものが全て本物となる。私のように人を疑い憎み下げすみ。
[00:55:10.839] もうえって。
[00:55:13.280] 私の信じたもの。それは己れの再心。長い
[00:55:19.240] な、ここ。[笑い]
[00:55:21.520] エリア
[00:55:23.079] 千山。ジェミーは奥の人工皮膚研究所
[00:55:27.000] に囚われている。彼らは人工皮膚を完成さ
[00:55:31.400] せるまで彼女には手を出さないはずだね。
[00:55:37.240] 急げ。なら、今なら間に合う。ジェミーに
[00:55:40.559] はちや負け。お前がお似合いだ。でもなん
[00:55:43.039] かこいつなんか悪いやつじゃないじゃん。
[00:55:45.760] 血や負けいいか。マスタースナッチャーは
[00:55:49.000] ルシファーベーターを放出する。あの
[00:55:52.400] ルシファーアルファの改良型だ。
[00:55:56.680] 中和台であるエルエンジェルがなければ
[00:56:01.160] 人間には倒せんぞ。
[00:56:05.240] ルエンジェルはバイオ研究所にある。
[00:56:09.240] わかったな。血げ。
[00:56:15.160] これフルタ新たみてだな。こいつよく見
[00:56:16.880] たら[笑い]
[00:56:18.240] 古田新たに似てるな。これ実写版だったら
[00:56:21.119] 古田新ただろうな。それかドナルド
[00:56:23.119] トランプか。[音楽]こいつでやっと
[00:56:25.240] 眠れる。あ、
[00:56:28.680] エリア。
[00:56:31.960] エリアマットナは死え死んだの?
[00:56:44.960] 行こう。
[00:56:48.680] ランダム
[00:56:51.720] は
[00:56:54.039] もういいよ。
[00:56:56.720] バウンティハンター
[00:56:58.880] ペトロビッチの息子。
[00:57:03.440] 分かった。ランダム。ジェミン王を助けに行こう。ただし俺
[00:57:10.119] 1
[00:57:10.280] 人で。え、なんで一緒に来よ。お前は腕を怪我している。ブラスターももうブラスターも持っていない。旧を呼んできてくれ。な
[00:57:20.160] 本当に怒り言動だよな。
[00:57:22.064] [鼻息]
[00:57:24.359] 俺が失敗したら
[00:57:27.119] KSDF
[00:57:27.839] に連絡してくれ。ここに核ミサイルを投化するようにな。俺は命令されるのが嫌いなんだ。嫌いなんだぜ。じゃ、他の仕事を探せ。
[00:57:42.599] でも言動は結婚できたもんね。
[00:57:45.799] まあな。
[00:57:47.440] 魔理沙もいますと
[00:57:49.575] [笑い]
[00:57:50.559] 何々なんだぜだけで魔理沙なんだ。もうチブ書きが。
[00:57:56.960] 笑笑。
[00:58:00.119] あ、さん戻んだ。いや、長かったね。読んだね。だいぶ読んだ。で、もうマジで
[00:58:08.880] 30
[00:58:09.160] 分ぐらい読んでたよな。ただもうラストくせえな。ラストくせえな。
[00:58:26.680] もう敵とかいいでしょ。ここまで来たら。
[00:58:29.440] もうここまで来たら敵とかもう出てこなく
[00:58:31.400] ていいぞ。
[00:58:35.760] 何このクソかっこいBGM。
[00:58:38.920] 何このクソかっこいBGMさります。前
[00:58:42.079] います魔理沙はい。
[00:58:44.880] はります舞いサラダバーエリアは死んでいます。
[00:58:48.720] 負けたらさっきのところから。
[00:58:50.480] いやいや、もうこれセーブ入れとこう。セーブ入れとこ。もう
[00:58:52.359] 2
[00:58:52.480] 度読みたくねえから。負けたらまた全部あれ見なきゃいけんだろ。さすがにセーブ入れよ。ナイス忘れて行くとこだった。危ねえ。これ負けたらもうさすがにあれもう読まないぞ。読まないけどあの飛ばすことできねえしな。
[00:59:05.480] 28
[00:59:06.039] 分読み直し。
[00:59:07.280] しんどすぎる。さすがにセーブさせてくれ。
[00:59:17.119] オッケー。いや、でもなんかマジで終わり
[00:59:19.720] が近づいてきてる。なんか寂しい。文句
[00:59:21.880] 言いながらやってたけど。文句言いながら
[00:59:24.400] やってたけど。俺このゲーム好きなんだ。
[00:59:26.680] え、こっちあるやん。なんだ?え、こっち
[00:59:28.599] 何?こっちは?え、こっち何?
[00:59:34.720] めっちゃ曲いる
[00:59:36.640] 。いるんかい?いや、もういい。聞きめ
[00:59:40.680] さん。うら。ききネさん、らき姉さん、ら
[00:59:44.799] 逃げられないし。もうな、何なんだよお前。マジで。えん?あれ?こっちが正規ルート?これこっち正規てて。
[01:00:04.000] え、強くね。なんだお前?
[01:00:14.280] 半分削れた。笑
[01:00:16.200] 何こいつ?マジでもう
[01:00:17.839] 1
[01:00:17.920] 発量なんでもな。だ命中率はゴミだこいつ。セブかある。
[01:00:24.680] え、罪セーブ?嘘でしょ?罪セーブだった今の。
[01:00:32.240] いや、1回本部、あ、くそえや。[笑い]
[01:00:35.680] 1回本部帰りてえ。で1回本部変えてさ、
[01:00:40.520] 弾補給して
[01:00:44.839] 本部帰っていい?マジで1回この
[01:00:47.599] ダンジョン抜けた後洞窟抜けてその後
[01:00:50.160] ミラーハウス抜けてその後あの遊園地抜け
[01:00:54.000] てく必要あるけど
[01:00:57.880] あと2%とかなるけど本部戻るのに
[01:01:00.039] 地獄
[01:01:01.400] 本部戻るのに2パートとかかるけどいい弾
[01:01:05.559] 買きたいよね。でもね、さすがに
[01:01:07.799] これだけは弾がねえんだよ。この
[01:01:09.352] [笑い]
[01:01:11.972] [咳払い]
[01:01:12.720] 1
[01:01:12.880] 番強え銃の弾がねえんだって。ちょっと待、敵めちゃめちゃ強えぞ。なんか曲めっちゃかっこいい。ドゥレドリンリンデデデルド。
[01:01:33.480] 弾がないなら殴ればいい。
[01:01:35.552] [笑い]
[01:01:36.200] 相手機械やね。
[01:01:40.960] 待って。敵多すぎねえか。[笑い]
[01:01:44.240] 嘘やろ。そんなにいや、弾なくなる。
[01:01:50.039] 攻撃力196だぞ。[笑い]
[01:01:53.200] 攻撃力196だよ。多い。
[01:02:02.760] やば、やば。これまずかったかな?まずかったか?いや、当たんないよ。あ、やば。あ、終わったわ。くそえ。終わり。はい、終わりですと。よかった。セーブしといて。
[01:02:04.372] [笑い]
[01:02:19.119] 笑笑。[笑い]
[01:02:20.119] よかった。セーブしといて。これ危ねえ。危な。
[01:02:23.368] [叫び声]
[01:02:24.678] [笑い]
[01:02:27.240] これセーブしてなかったら終わるの?俺危ねえ。
[01:02:32.559] よかった。マジで
[01:02:35.039] マジで良かった。あ、
[01:02:37.000] 28
[01:02:37.599] 分得した。あぶね。
[01:02:39.720] 28[笑い]
[01:02:40.279] 分してる。危ねえ。[息をのむ音]
[01:02:45.119] ランドストーカーみたいになるとこだった。な
[01:02:47.603] [笑い]
[01:02:48.000] んだっけ?ランドストーカーなんだっけ?どういうゲームだか忘れないもん。ランドストーカーなんでこんな強えんだよ。
[01:02:57.720] 敵おかしいだろ。
[01:03:01.880] これ正規ルートでいいのか?これ合ってた
[01:03:03.920] んかな?なんかさ、あの来る途中にさ、
[01:03:07.640] 来る途中になんかもっとなかった?なんか
[01:03:10.200] もっとさ、来る途中になんかさ、
[01:03:15.160] あの変なとこなかったかな?あれは違うの
[01:03:18.520] か?あ、ディスク3か。
[01:03:25.160] ま、なんか最終回収してきていいな。
[01:03:27.160] 最終回収してきたよな。
[01:03:28.868] [鼻息]
[01:03:29.559] めんどくさいとこ抜けてサーブしないで死んだから終わったんや。
[01:03:33.520] そうだっけ?あ、変ななんか森みてなとこ行ったんだよな。ランドストーカーだ。よし、じゃ、次回はランドカーでリベンジ編。
[01:03:34.764] [笑い]
[01:03:45.880] 嘘、嘘ね、嘘だよ。嘘だよ。やだよ。やんねえよ。やるか。乱ブスカなんか。いや、お前ら絶対そんな見たくないだろ。お前らそんな見たくねえだろ、どうせ。
[01:03:57.599] いや、マジで次回何やろうかな?これ
[01:03:59.279] クリアしたら
[01:04:02.440] マジで何やろうか迷ってるよ。当たんだや
[01:04:05.200] ん。もうそんなやられたらどうしもねえ
[01:04:08.480] だろうがよ。
[01:04:11.039] 誰がやるねん、エナジー。エナジーは3
[01:04:14.520] ヶ月に1回ちょっと触って文句言うだけで
[01:04:16.319] いいんだよ。ま、ギャルは確かにもういい
[01:04:18.319] ね。も闇の糧やらない。おい、これもう
[01:04:21.480] 無理やろ。そんなんやられたら外せや。
[01:04:25.240] 自品だよ、これ。
[01:04:31.520] よしよしよしよし。よしよしよしよし
[01:04:36.920] よしよしよし
[01:04:41.000] よしよし。けけけけ[笑い]
[01:04:42.799] 。どんどん攻撃力下げろ。
[01:04:46.359] いいね。いいね。
[01:04:48.480] おし。あ、こんくらいあのガバガバにやっ
[01:04:51.799] てくんねえだよ。こんくらいガバやって
[01:04:54.760] くんねえと。
[01:05:01.599] もう弱いよね。オオ。何発か攻撃当てれば
[01:05:07.520] 攻撃力バカ下がるから。こいつ最初だけな
[01:05:10.119] んだよこいつ。やべえの。オもうこもう
[01:05:13.200] もう攻撃できないね。もううんちできない
[01:05:17.760] ね。
[01:05:22.799] オ
[01:05:23.599] うんこ警察
[01:05:24.400] なんで自爆してんだ?うんこ警察なんなの?うんこ。
[01:05:27.599] 原作だとうんこだよ。[笑い]
[01:05:29.559] 出た。うんこ警察だ。警察だ。うんこ警察だ。ちょっと待って。ちょっとスナッチ多すぎ問題。
[01:05:47.359] うんこ出してろ。
[01:05:49.760] うん。うんこ出してろじゃん。
[01:05:53.039] バイオハザード4。あ、か、
[01:05:54.440] バイオハザード4もやりてんだよな、俺。
[01:05:57.640] バイオハザード4もさ、あの、やりてんだ
[01:05:59.920] よ。あの、VR、バイオハザード4、VR
[01:06:04.760] みんな多分激用するだろうけど。
[01:06:11.079] あれも買ってあるんだよな。
[01:06:13.119] ペラペラソース
[01:06:14.599] あれも買あるんだよね。え、どジやる?
[01:06:17.200] あの、オケラスクエストでできるんだよね
[01:06:19.200] 、これ。お猫からもらったやつ。
[01:06:21.960] お猫からなんか大きエストもらったんだよな。もらったんだか借りてんだかわかんないけど。お互いに分かってない。お互いに分かってないんだけどスペイン語の勉強できてよく
[01:06:27.030] [笑い]
[01:06:32.200] スペイン語なのか。あれてくれんのか。あ、じゃあやろうかな。じゃあやろうかな。い全然返せって言われたら返すけどね。ああ、死ぬ。え、
[01:06:45.839] 1回なんか使ったよな。いらない。
[01:06:48.880] あの、1回、1回か何回、あの、何回か、
[01:06:51.359] あのさ、あの、Google、
[01:06:53.160] Googleマップ見て遊んだよな。なん
[01:06:55.720] かGoogleマap見て、あの、遊んだ
[01:06:59.760] ぐらいだね。
[01:07:05.021] [笑い]マザード4VR。たださ、誰やる
[01:07:07.000] とさ、あの、コメントとか読めねえんだよ
[01:07:08.760] 。コメントとか読めなくなるんだよな。
[01:07:11.039] それがちょっとな、どうにかなんねえか
[01:07:12.720] なっていう
[01:07:15.680] コメント欄見えなくなるんだよ。
[01:07:24.920] もうゲーム買ってあるからね。
[01:07:28.400] 棒読み爆音で。
[01:07:30.000] 棒読み爆音で。でもあれ多分なんかうまいことやればなんか映せそう。あの俺のこのこれの中にさ映せそうな気もするんだよな。なんかデスクトップ映すみたいのあるし。やり方がわかんないんだよね。おっぱいのペラペラソース。
[01:07:50.640] 1番面白れえのはあのバイオハザードの
[01:07:53.039] あのガナードだっけ?あれな何だっけ?
[01:07:54.599] あの敵ガナードじゃなくてバイオハザード
[01:07:56.400] の4って何なんだっけ?ゾンビじゃなくて
[01:07:58.599] あれ何なんだ?ガナードなんかあるよな
[01:08:00.640] 色々な。プラーガだっけ?プラーのさ、
[01:08:04.640] あのなんか色々なんかあるやん。なんか
[01:08:08.400] あの
[01:08:13.039] つ
[01:08:15.440] プラーでガナードなってる。
[01:08:17.239] もうわからん。それもうファルシのルシが黒空でパーでアーダコじゃねえの?それプラーガでガナードになってる。なんなのそれ?プラーガで
[01:08:26.242] [笑い]
[01:08:28.319] プラーガが寄生中でスペイン語です。
[01:08:30.440] へえ。あ、そうなんだ。バイオ
[01:08:33.000] 4のあのゾンビは何なの?あれ?プラガ。
[01:08:36.359] おお。
[01:08:37.839] へえ。あれのよ。あの空耳が流行ったよな。
[01:08:48.480] 空耳が流行ったよな。フをまってリト。それあれな、あのなんだっけ?あの相食堂のやつね。ああ、中野ガーとかってね。ああ、中野ガーってやつね。流行ったんだよ、昔。わからん。
[01:08:51.787] [笑い]
[01:09:11.679] おっぱいペラペラソース
[01:09:15.080] うんこ出捨てろとかね。1番面白いのは
[01:09:18.279] ババーのババーのゾンビが出てきた時の
[01:09:21.000] 手こき[笑い]
[01:09:23.279] あれはだってもうあれはだってもう手こき
[01:09:25.920] だもん笑
[01:09:30.319] あれはもう空耳じゃないこきって
[01:09:32.440] 言ってます。
[01:09:33.239] 手こきたまにたまになんか手機っていうやつもいよね。たまにいます。コーネ取りでいいやつも
[01:09:38.947] [笑い]
[01:09:43.560] 1[笑い]
[01:09:46.400] やりたくなってきたな。え、あ、やべ。あ、これ、え、やべ。セーブするべきだった。これセーブするべき。なんかラスボスか
[01:09:57.600] ちゃうやんけ。どんだけおんねん。
[01:10:00.199] ボイ。Aロムペア。
[01:10:02.080] え、ペダゾスとステロてコぎともう読むの?
[01:10:07.760] 手こぎなんだ。手こきじゃなくてこぎなんだ。どういう意味なん?手こぎって?手こぎってどういうこと?森ネズミ森ネズミとかな?やべえ。懐かしいな。でもね、バイオ
[01:10:24.560] 4はゆ、うや、つよ。バイオ
[01:10:27.000] 4
[01:10:27.159] はね、唯一俺がちゃんとやったバイオだからね、結構プレよ。
[01:10:31.040] 結構キップよ。申し訳ないけど。なんだかんだバイオやってんだよね。俺配信ではやってねえけど。雑キの頃やってるからな。途端的
[01:10:43.794] [笑い]
[01:10:44.000] マーブル。お疲れ。マーブル。あれだよ。今日最終回なんだけど。さっきあのスタッチャー名物あのじの長語。
[01:10:51.440] これボイスネから俺28
[01:10:53.400] 分朗読したからね。28分朗読した。
[01:10:57.360] 28分朗読した。しんどかった。
[01:11:00.480] マジで?ああ、そうなん。捕まえたって意味なんだ。じゃ、バイオ
[01:11:09.560] 4のあの、
[01:11:10.760] もうあそこ終わった。もうあそこ終わって多分ラスボスだと思う。次、これめちゃめちゃ強え。マジで。で、次のゲーム何やろっかなって考えて。いや、バイオハザード
[01:11:21.960] 4のVR、VR
[01:11:24.239] 版持ってるんだよ。なんかだからせっかくだから買ったあるしやろうかな思ってたんだよね。
[01:11:29.280] で、あの、バイオハザード4の、
[01:11:31.520] バイオハザード4のあの敵のなんか
[01:11:34.280] スペイン語すんだけど、それの空耳である
[01:11:37.880] んだよ。空耳で手コきていうババーがいる
[01:11:41.239] んだよ。[笑い]
[01:11:44.080] 手こきていうババーがいるの。急に
[01:11:46.239] おいかかってきて手こきって言う。
[01:11:50.320] 笑笑
[01:11:54.120] どういうこと?いや、マジでいるんだって
[01:11:56.320] 。
[01:11:58.040] パバーのゾンビが襲いかかってくる時に言うんだよ。手こきたまにたまに手機っていうなんかやつもいる。
[01:12:05.760] 1
[01:12:05.920] 番怖い。
[01:12:09.440] 鉄機っていうやつだね。あ、自爆。ああ、自爆された。ま、もう別にもう経験値とかいらねえんだけどな。正味
[01:12:25.320] わかんない。
[01:12:25.880] かな?弱いのか?俺って弱いのかな?俺って弱いのかな?
[01:12:32.880] 元々ゲームキューブだっけか?
[01:12:34.880] そうだね。ゲームキューブで2
[01:12:36.280] 枚組だったね。元々ね。バイオ
[01:12:38.400] 4
[01:12:38.679] 初あれだよな。なんかゲームキューブってなんか意外だよね。クソ超えったな。昔あれやった時なんかあのチェーンソ男がめっちゃ怖かったんだよ。昔やった時マジラウマだった。
[01:12:54.080] あれクソ怖ええから変な民か抜けたらさ、裏路地にいるんだよ。あの
[01:13:00.000] だったから
[01:13:00.800] そう、俺も発売よかったよ。え、便に逃げ込んだら便までも追っかけてくんだもん。ああ、中野ガー。てめえもすげ。
[01:13:22.080] 序盤できなり即死だもんね。[笑い]
[01:13:24.280] そう。あれ怖いよな。てめえモスケヒーローズ未だに覚えてるわ。あ、もうお前自爆くそなんや。
[01:13:41.520] 怖いわ。
[01:13:43.080] あ、バイオそうやってんのか。今バイオ
[01:13:45.360] 9怖いんだ。
[01:13:48.080] 何俺何やってたんかな?バイオ
[01:13:49.960] 8って何?8って何だっけ?
[01:13:53.000] 8って1人称のやつ。俺なんか1
[01:13:54.800] 人称のやつやったんだよな。プレステ
[01:13:56.440] 4だか5だか[音楽]4だな。なんか1
[01:13:59.239] 人称なんか誰かいるやん。人間がいる。
[01:14:01.800] ビレッジ
[01:14:03.360] ビレッチ1
[01:14:04.920] 人称のやつくそおもろかった。あったよな。
[01:14:07.440] それは7かな?じゃ、あ、
[01:14:09.480] 7。あ、7か。あ、
[01:14:11.960] 俺もそれVRでやったんだよね。VR
[01:14:14.159] でやった。めちゃくちゃ怖かった。
[01:14:15.800] VRでやって。
[01:14:16.800] 変ななんか家族に襲われるやつね。何これ?え、局調じゃね、これ。なんで?シド君は住んでいるか?なんでだよ。なんでいるんだよお前。
[01:14:21.911] [笑い]
[01:14:27.440] そうそう。
[01:14:28.520] なんでいるんだお前。
[01:14:30.520] バイオ7のブアはむずいな。
[01:14:32.360] めちゃめちゃ怖い。あれなんでいるんだよ。あ、待って。バカ強えやん。なよ。
[01:14:42.216] [笑い]
[01:14:43.880] なんでこいつおるねん。局調。
[01:14:46.719] しかもこのレスラーのポーズなんでこれ無闘のポーズで取ってくんの?こいつか月好きかもしんねえな。中身
[01:14:54.280] めっちゃ酔ったわ。
[01:14:55.199] おい、これ無理だって。バイオ
[01:14:58.880] 7のVR
[01:14:59.520] めっちゃ酔った。俺酔いはあんまないんだよな。あんま酔わないんだよね。酔わない、酔わない。梅シュ危ね。
[01:15:07.360] 1
[01:15:07.480] 回回復、もう、もうワン回復入れるわ。さすがに当たんなんよ。避けろよ。次も次も避けて頼むよ。当たんなんよ。
[01:15:17.000] よしよしよしよしよしよしよしよしよし
[01:15:20.480] よしよしよし
[01:15:23.560] おいおいおいおい
[01:15:27.000] まずいおいナイス
[01:15:35.520] いいね
[01:15:40.199] このゲームももう最終回だと思うと
[01:15:42.480] ちょっと寂しい気持ちありますね。
[01:15:44.560] 寂しい気持ちありますね。文句言いながらやってきましたけども。あ、弱わんのか。
[01:15:58.852] [笑い]
[01:15:59.600] いや、そうよ。曲とか好きやったし。オープニングとかするか。
[01:16:05.960] 誰がすんねん。2周目。これ
[01:16:09.120] 誰が2周目やんねん、このゲーム。
[01:16:14.360] もう2度と多分あのもうもう
[01:16:18.920] 2
[01:16:19.040] 度とこのゲうわ、金めっちゃくれるやん。調
[01:16:21.239] ミニは来ない。
[01:16:23.159] ミニは来ない。いや、来いって。好きやろ、俺のこと。どんなゲームやってても見に来てくれるんでしょ。どけ。そこなんやね。
[01:16:24.397] [笑い]
[01:16:35.560] お前、それ
[01:16:37.320] 道合合ってんのか?これ
[01:16:40.080] シド君、操住進んでるか?
[01:16:44.800] もう弾なくなるってこれ
[01:17:02.120] なんか
[01:17:02.480] リスク傷りで出品されてはある。
[01:17:06.318] [笑い]
[01:17:08.080] メルカリでな。メルカリでなんかあれ、あ、なってるな。
[01:17:11.800] メルカリでよ。あの、あの、これ出品されてて、このディスク
[01:17:15.719] 2
[01:17:16.080] 傷割りって出品されてたら多分さしてくれ。ディスク
[01:17:19.960] 2傷あり。ディスク
[01:17:23.440] 2のラベル部分に傷があります。
[01:17:26.239] 笑笑
[01:17:27.679] そしたらさしてくれ。そしたら
[01:17:37.040] あれならないね。
[01:17:43.239] なんかなったりしろ。
[01:17:50.239] ちょっとお前あなったなったっ。
[01:17:59.400] 文句バグか。
[01:18:01.040] 文句バグ。俺誰ももう俺のことを文句多いなんて言えないよ、このゲーム。よしよしよし。これ、これ道合ってんの?こっちで来んなよ。もうちょ待って。
[01:18:25.320] なんでこんなに、なんでこんなに局調
[01:18:28.880] ばっか生産してんだよ、ここの奴らは。
[01:18:32.560] なんでこんなに局調ばっかり作ってんだ、
[01:18:34.679] こいつら。気持ち悪い。もっと可愛い女
[01:18:37.520] スナッチしろよ。
[01:18:40.719] 吉岡リフとかスナッチしてほしい。
[01:18:44.719] 吉おドンキズはドンキズスナッチしてこい
[01:18:47.840] よ。
[01:18:48.280] らなんでこんなおっさんばっかスナッチしてんだよ。センスねえな。さん頼まい
[01:18:59.440] なあ。よスナッチャー
[01:19:01.880] 抜けてもらわないとね。
[01:19:03.564] [笑い]
[01:19:05.360] そらそうよ。そらそうよ。標準東西裁だよ。
[01:19:10.199] 進ケツ衣にして。
[01:19:12.000] 進ケツ衣。進きケツ衣ももいいね。
[01:19:20.280] 橋本玉きなでもいいぞ。橋本玉きな。
[01:19:22.920] 橋本玉きながいい。
[01:19:24.525] [笑い]
[01:19:26.320] ケツコロ。
[01:19:27.320] ケツコも進学ケツコと橋本玉きあげろ。おい、死ぬ。あかん。これじゃ患者が死ぬ。
[01:19:48.280] もうこれ回復薬ありきの難易度なんだよな
[01:19:50.679] 。マジで。
[01:19:54.880] いや、もう待てや。
[01:19:58.040] 外してくれるの街なんだよな。
[01:20:06.159] 外せ。ナイス。
[01:20:11.040] 今気づいたけど外す時これなんか弾それな
[01:20:13.560] 。
[01:20:18.360] 当たるよ、これ。おわ、やっぱそうなんだ
[01:20:19.920] 。弾それんや。外れる時って。今気づいた
[01:20:22.960] 。
[01:20:27.480] 当たるね、これ。こうだな。あ、でも弱え
[01:20:29.199] や。くそ弱ええ。
[01:20:36.320] ナトはもう頭狙えろ。
[01:20:43.639] もううんちできないね。
[01:20:48.239] いや、金めっちゃくれるのはいいんだけど
[01:20:50.000] さ。金くれんのいいんだけど。かもうねね
[01:20:53.880] ねえんだよ。使い道が
[01:21:02.840] やべ。3万もあるかね。うわ、うわ。本部
[01:21:06.080] 帰りてえ。
[01:21:08.440] どけ。
[01:21:10.480] 1回本部帰りてえよ、これ。
[01:21:14.040] わ法だよ。わ法。
[01:21:16.840] うんこできないね。
[01:21:18.480] もうこできないね。あ、な、なんなんて漫画なんだっけ?あれ?俺読みたい。読もうかな。読みたい。あれ悪の花なんて漫画なんか元ネタ。
[01:21:49.080] 誰も知らないのである。[笑い]
[01:21:51.800] 実は誰も知らないのである。
[01:21:56.719] おい、早く早く救急車を呼んでくれ。誰も
[01:22:00.719] 呼んでないのである。これだな。
[01:22:08.639] マジで誰も知らないじゃん。アフロ何が?
[01:22:16.560] よし。オッケー。
[01:22:18.719] いや、1275円ずつくれんのはいいんだ
[01:22:20.960] けどさ、
[01:22:23.440] 本部に帰ろうとしたらマジでマジで5時間
[01:22:26.239] ぐらいかかるから。
[01:22:33.920] どこがこれ正解のルートなんだかマジで
[01:22:36.040] わかんねえ。あってんのこれ?
[01:22:38.560] その元ネタ。
[01:22:39.719] え?あ、何?アフロ?あ、アフ、アフロ中。
[01:22:43.360] あ、え、アフロ絶対違う。絶対違う。絶対違う。絶対違う。アフロ田中ではない。あ、え、分かる?俺アロ田中呼んだことねえけど悪の田中ってあんなに残酷な描写あるの?なんか人なんかだってそれあれだよ。なんかお尻なんか借金まみれのやつの尻に熱した鉄の棒でそれで言ってんだよ。
[01:23:07.040] もうちできないねって。アフロ田中ってそういう漫画なの?わかんないんだけど。読んだことねえから。え、アフロ田中って結構そういう漫画なんだ。
[01:23:19.320] 渡辺大輔の漫画全悪のクズ。悪のか
[01:23:24.400] のたしの有名なセリ。
[01:23:27.400] そっちか。救急車のネタの方だね。アフロ
[01:23:30.639] 救急者のネタ。
[01:23:32.000] の全悪のクズね。うんちはそう。
[01:23:36.000] え、うんことうんちで、え、嘘。もうちできないねともうんこできないねがある。なんだリエーションがあるんだ。
[01:23:44.600] 笑笑。
[01:23:45.159] バリエーションありじゃん。あ、やべ。あ、やべ。次当たったら死ぬ。あ、やめて、やめて。やめて。もうやめて。当たんないで。ナイス。これやり直すのだいぶしんどいぞ。あ、ああ、なるほど。あ、消防者呼ばれて。
[01:24:00.360] あ、
[01:24:01.120] 実際の犯人をにしたやつとかできちが柔らかそう。
[01:24:07.159] そうだ。うんちは柔らかな。知らねえよ。そ、おめのそのうんちとうんこに対するそのあれ知らねえよ。ま、確かうんこは硬そう。確かに。だ、医学的なあれあるんだよな。確か医学的なあれあるんだよな。
[01:24:08.798] [笑い]
[01:24:23.600] なんか
[01:24:25.120] 装飾動物の装飾動物のなんか便がうんち
[01:24:30.880] えうんこで肉食動物が雑色がうんちみたい
[01:24:34.840] なだから人間はうんちをしてるんだよ
[01:24:36.639] みたいななんかそのあるらしいよね
[01:24:41.320] 的な根拠が
[01:24:45.119] どっちだか忘れたけど
[01:24:48.920] そうよらしい
[01:24:51.000] です。橋本玉きなもち
[01:24:54.960] 橋本たきな。お前あれだよ、あれだ。あのお尻からあれあれ俺合ってる。これ道なんか俺
[01:25:00.840] 1周してきた。
[01:25:03.280] 1
[01:25:03.480] 周してきたくせえな。橋本みはケツからあれだよ。マシュマロが出るよ。ほゆゆゆゆっつって。保ゆゆゆゆっつって。
[01:25:14.159] それをバーベキューで炙って食うと最高
[01:25:23.000] するわけねえだろ。橋本神那吉岡がうんちしません。うんちもしないし彼氏もいません。当たりめだろうが。人に夢を売ってる職業だとするわけねえだろ。
[01:25:46.920] 嘘は良くない?嘘じゃない。
[01:25:51.280] 鼻くそはほじるけど。
[01:25:52.719] ほじるわけねえだろうが。鼻くそをほじ仮に鼻に指を突っ込んだとしてもあれは鼻くそをほじってるんじゃない?なんかこう妖精さん、妖精さん触ってんだ。鼻の知らんけど。知らんけど。
[01:26:06.044] [笑い]
[01:26:11.040] 治療の神ディアンケと
[01:26:14.440] 何?実情って?実情って何?
[01:26:19.239] いや、レベル上がるけどもうえてレベルも
[01:26:24.679] ルルル
[01:26:27.760] 。いや、これセーブミスしたくねえんで
[01:26:31.960] 一旦セーブぶっ込んでもいいか。
[01:26:35.880] 道あってお前多いってこれ。
[01:26:41.000] 一旦道を
[01:26:45.280] 俺どこに行けばいいの?これ。
[01:26:48.840] おい、おい、おい。これさっきのボス
[01:26:50.360] キャラじゃねえか。なんでこんなのがなん
[01:26:52.360] でこんなのが普通に出てくんだよ。ふざけ
[01:26:54.320] んな。逃げる決まってんだろ。
[01:26:57.040] 逃げられないの?
[01:27:00.639] おい、なんでこんなのが普通に出てくボス
[01:27:03.159] キャまたお前攻撃モーションが長い。
[01:27:10.320] やるしかねえのか。やるしかねえのか。
[01:27:21.520] 今ここでやるんだな。やるんだ。
[01:27:23.880] やるんだな。今ここでベルトルドフーバーもいます。なんだよそれよ。
[01:27:40.239] 回復しよう。
[01:27:55.920] えー、もうこんなん、もうただ時間ロス
[01:27:59.679] するだけやんけて。
[01:28:09.719] 攻撃モーションが長い。いいぞ。
[01:28:28.639] 長いな。笑。
