[00:00:29.720] ສ
[00:48:19.480] もうね、円熟機というか。
[00:48:22.440] あ、これ全滅したらもうちょっと元々も
[00:48:24.680] ないというか。
[00:48:27.319] 山田のオロチ[音楽]
[00:48:29.640] でもこれ結構強いけどなあ。ないかな。だ
[00:48:33.480] 、ベホマスクルトあるっていう。ベホマと
[00:48:36.119] スクルトがあるよっていうのを。あ、もう
[00:48:38.440] いいや。行こ、
[00:48:40.678] [笑い]行こ。これだけ全滅したらもう
[00:48:42.640] ほんまにいやあ、怖い怖いな。でもレベル
[00:48:47.760] 上げらんねえよ。もう
[00:48:51.158] [音楽]
[00:48:53.000] 、もうレベル上げらんねえもんよ、これ
[00:48:55.720] 以上。
[00:48:57.708] [音楽]
[00:49:00.000] いやあ。いやあ。どうしようかな。ああ、
[00:49:03.839] もう行く。もう行く。もう行く。行く。
[00:49:06.960] 行きます。もうしゃあな。
[00:49:10.559] もうこれで全滅したらもうそれまでとこと
[00:49:14.880] ですね。それまでということですね。
[00:49:18.669] [音楽]
[00:49:20.079] あ、行けんちゃ
[00:49:22.280] 行けんちゃ?行く。行く、行く。行けるん
[00:49:25.559] ちゃ?こんくらだったら
[00:49:28.480] 沖き槌ぐらいだったらな。ま、魔人切りと
[00:49:30.720] かそういうのやめてな。
[00:49:37.680] まあ、耐えるよね。何?おい、[叫び声]
[00:49:41.160] もう。おーい。
[00:49:43.799] おー。
[00:49:47.400] あ。笑笑。あ、
[00:49:53.520] ダブル
[00:49:56.799] ダブル。
[00:50:06.280] マジで思んならラ
[00:50:12.720] マジで
[00:50:15.720] ほんま
[00:50:17.240] ないね。ルラルラどうすんの?これ勝てる
[00:50:20.160] んか?これ
[00:50:22.440] 回復や何?何?特攻ってふざけんなよ。
[00:50:31.200] 何特攻って魂?
[00:50:37.960] 大日本帝国の闇出たな。おい、第日本帝国の闇出た。何それ?あんなことされたらどうしようもなくないすか?ま、特攻なんてやられたらさ、
[00:50:54.440] こっちはまるでダメージ食らってないが。笑。
[00:50:58.480] うわ、ちょっと待って。これでも
[00:51:00.440] とりあえず勝たないと。とりあえず勝た
[00:51:01.799] ないとな。とりあえず勝たないとな。
[00:51:05.200] いやあ、でもまた回復薬いなくなっちゃっ
[00:51:08.920] たじゃん。[笑い]
[00:51:10.599] また回復薬いない。もう魔人切りすなや。
[00:51:15.200] 思んないやん。魔人切りだな運ゲでよ。
[00:51:19.240] 運ゲばっかやりやがって。よし。
[00:51:23.319] もうマじやめて。もうほんまやめて。うー
[00:51:26.640] 。[叫び声]もうやだ。もうやめて。もう
[00:51:30.160] もうもんない。よっしゃ。あぶねえ。
[00:51:36.680] ちょ、もうなんかそそういうのもうだそう
[00:51:39.280] いうのやめようよ。なんかその確定で
[00:51:41.680] 大ダメージ与えるなんか運ゲの技みたいの
[00:51:45.000] やめない?1発やばっ。一
[00:51:46.839] 発ばっかりやねん。ほ、あかんじゃん。
[00:51:50.280] そんなん
[00:51:52.520] そのなんかさ、メガンテかバチかやってき
[00:51:55.960] てるよ。それやめようよ。
[00:52:03.731] [鼻息]
[00:52:05.880] おい、また回復役になくなってどうすんだ
[00:52:08.119] よ、これ。
[00:52:11.319] また回復薬がいなくなりましたと。てか
[00:52:15.599] もうそろそろベホマラーが欲しい。もう
[00:52:18.480] いい。もう分かった。もうちょっともう
[00:52:23.520] もう
[00:52:30.160] うわ、よいなくなんのかよ。
[00:52:38.040] もうしょうがないよね。死んだもん。
[00:52:50.520] あら、
[00:52:53.880] すぎ。ラララ
[00:52:56.680] レラレラ。
[00:53:00.720] ハッスルダンス。ハッスルダンスがあるな
[00:53:03.280] 。ハッスルダンス覚えてるやつがいるな。
[00:53:09.640] あー、まいったね。どうしようかな。
[00:53:15.119] まったな、こりゃ。
[00:53:17.359] また回復がいねえんだよな。
[00:53:23.079] いずれ回復覚えるやつを育てるのも手
[00:53:26.280] だからやっぱヘルコンドルとかやっぱ欲しいんだよね。あとデホマラー覚えるのって他誰?もうそれ教えてくんない?もう良くない?もう教えて。
[00:53:39.119] ベホマラーって他誰が覚えんの?ヘルコンドレガになるか覚えるだろ。確かライオネックとか覚えんのなかったかな?俺ライオネックってどうやって作るんだろう?それだけ見て。
[00:53:43.292] [鼻息]
[00:53:47.920] はき
[00:53:49.040] 何が何がね
[00:53:52.599] 合ってる。
[00:53:53.720] ライオネック覚えるよな。ペロンお疲れちゃん。え、ペロンお疲れて。え、ペロンって今日お疲れ?今日お疲れっていうか、今日初めてそれ初コメペロンって今日それ初コメいるもんだと思ってた。
[00:54:06.680] ライオネットて
[00:54:07.960] 今日お疲れね。
[00:54:09.680] 今日お疲れ。今あのBあの闘技場B
[00:54:11.559] ランクやって。闘技場Bランクやって
[00:54:14.480] 闘技場B
[00:54:15.280] ランクをやりましてあのおが死にました。また回復役なくなった。うん。また回復役なくなったよ。
[00:54:19.317] [笑い]
[00:54:25.920] クソが。もういい。
[00:54:29.559] もうなんかもうな、そ魔人切りとかさ、
[00:54:33.000] 特攻とかさ、それ運任せて突っ込んでくん
[00:54:36.440] のやめて。それなしにしようよ。マジで
[00:54:40.079] そんなんさ、俺の実力投稿じゃないもん。
[00:54:44.119] そんなんでさ、殺されたらそなしにだ。
[00:54:46.680] それで殺されたらなしにするっての?どう
[00:54:48.920] それで殺されたのはセーフ。
[00:54:52.079] それで殺されたのはセーフだろなあ。あた
[00:54:54.599] 君こんばんは。
[00:54:56.079] ライオネックってどこ?ライオネックって何系?
[00:54:59.599] ライオネックって何系だよ?
[00:55:02.200] 悪魔か。悪魔系とリザードも
[00:55:10.240] 気のない戦術許せね。
[00:55:11.880] ほんまにな。うわ、ベホマラ覚えんね。いいな。素で戦う格闘化。そうなんだ。えー、ベホマラー欲しいよね。やっぱりね。どう考えてもベホマラーなんすよね、ここは。
[00:55:27.480] サイズLとかM
[00:55:28.559] とかあるんだ。他誰が覚えるって?ベホマラ他誰が覚えるって?
[00:55:43.720] 死神貴族。
[00:55:45.039] 死神貴族って多分めっちゃむずいよね。多分かんないけど。死神貴族ってむずいんちゃうの?どうやって作んのかしんねえけど。見たこともないから。
[00:55:53.760] あの、多分、あの、
[00:55:54.520] マラといえばヘルコンドル。
[00:55:56.079] いや、ヘル、もう1
[00:55:57.559] 回ヘルコンドル作るか。じゃあ、なんか作れんねえかな。ヘルコンドルがさ、そこまで上がるんかいっちゅう話なんすよ。取系持ってなかったっけ?ファンキーバードからさ、ファンキーバードから行けない?行かないからのが上が、
[00:56:18.960] ま、ま、ま、ト系の方が上がりやすいけども。ありルさんこんばんは。死んだよ。
[00:56:23.119] 早速1匹。早速
[00:56:25.440] 1
[00:56:25.680] 匹いなくなったよ。いや、できねえんだよな。
[00:56:30.880] あら、
[00:56:32.960] あらでしょ。アクアマリンホークなんだかわからん。できねえんだよ。いや、もうライオレックとか作りてえけどなあ。どうしよう。お疲れ。
[00:56:47.880] さんお疲れ。
[00:56:48.720] しなかったな。笑。
[00:56:50.559] いや、ギリギリ。
[00:56:51.680] いや、他のモンスターいや全然ね、俺の強さ的には全然弱かったのよ、相手が。相手めっちゃ弱かったんだけど相手めっちゃ弱かったのにそういう運ゲで突っ込んでくるバカがいるから
[00:57:03.520] 犠牲者出てるじゃん。
[00:57:04.680] そうなんだよ。だからあのユニコーン死んだんだよ。今闘技場ランク
[00:57:08.880] B
[00:57:09.079] やってユニコーンが死んだの終わってるよな。マジでな。で、回復役なくなっちゃってどうしよってか回復役なくなっちゃってさあどうしようかなってとこなんすよ。
[00:57:23.200] で、しかもまたその死因がさ、実力負け
[00:57:26.839] じゃないんだよ。また魔人切りななんだっ
[00:57:28.640] け?特攻特攻とかいうわけわかんねえ。
[00:57:31.079] なんか神風特攻やられて天の兵が万歳
[00:57:34.760] みたいな感じで体力1にされて[音楽]
[00:57:37.280] そのまま殺された。
[00:57:42.160] いやもう回復役だ。どうすんねん。
[00:57:56.160] じゃ、またね。またそっからやる。もうネジ巻き取り捕まえてくるよ。じゃあねじ巻き取りと
[00:58:03.330] [笑い]
[00:58:07.520] ヘルコンドルだから。またそっからやるの俺。
[00:58:10.535] [笑い]
[00:58:11.039] 俺またそこからやんなきゃいけないの。正味地獄なんだけど。
[00:58:15.799] もう、もういってネジ巻き取りばっかり
[00:58:19.705] [笑い]捕まえに行くの?
[00:58:25.640] ええ、
[00:58:29.240] 骨付きにこんだけばいけんだ。ネジ巻き鳥
[00:58:31.240] ってどこに出んだっけんで忘れたわ。
[00:58:33.599] ネジ巻き取りってどこに出んだよ。
[00:58:36.720] ここだっけか多分これこの辺出た気がする
[00:58:39.440] 。
[00:58:42.880] またそこからやんなきゃいけないの?今日
[00:58:46.440] も進まねえぞ、多分。
[00:58:52.319] もう2匹でいいよ、こんなとこ。[鼻息]
[00:58:57.760] うわ、お前ライオネック持ってるって可能
[00:59:00.640] 性が。
[00:59:02.480] ただこいつ戦って勝てるのが2匹しかい
[00:59:05.240] ないけど。あ、でもMP回復ないから
[00:59:06.960] やめよう。また特攻とかやられそうだから
[00:59:08.359] な。また特攻とかやられそうだから
[00:59:10.799] タコマスは一旦やめるわ。
[00:59:12.960] ちゃんと数合わせてくるんや。
[00:59:15.960] ん?こいつも多分
[00:59:18.799] 3
[00:59:18.960] 匹でくるよ、普通に。ああ、相手、相手。いや、そんなことない。たまたま
[00:59:24.359] 2匹立ってただけだよ。え、たまたま
[00:59:26.160] 2匹なだけだろ、これ。え、俺が2
[00:59:27.839] 匹だから2匹なの?そんなことないよな。
[00:59:32.520] ああ、今のタコマスちゃうんか?
[00:59:34.240] 違う違う違う違う違う。あんな弱くねえよ、タコマスは。
[00:59:39.000] あとなんかこのゲームさ、なんかさ、あ、
[00:59:40.839] モンスターから逃げまくってるとなんかさ
[00:59:42.720] 、モンスターの性格変わっちゃうんだよね
[00:59:44.760] 。病物とかになっちゃうんだ。やだな。や
[00:59:47.960] だな。あ、
[00:59:50.920] 今見ても怖いぜ。
[00:59:54.760] これこここここの読み込み時間が怖いね。
[00:59:57.960] 読み込み時間。これ多分なんかあの性格
[01:00:00.559] 変わろうとしてるんで。
[01:00:03.196] [音楽]
[01:00:06.680] シンプルに穴ねえの?
[01:00:08.039] の性格って何が変わるの?
[01:00:10.079] なんかあの行動に関わってくるんだよ。行動に関わってくるんだよね。臆病物は、ま、作戦を変えてても、まあなんか守りに入ったりとかするんだよ。多分ね。多分かんないけどね。うん。
[01:00:11.056] [音楽]
[01:00:29.720] またそっからやんなきゃいけない。と
[01:00:31.720] 回心率とか変わったな。
[01:00:33.520] ああ、回心率とかなのか。ここねじ巻き取り出んの?このなんやねん。この呼び込み。
[01:01:04.359] この辺あたり出ないかな。
[01:01:07.720] たださ、そんなことやって作ったさ、
[01:01:11.039] そんなことやって作ったさ、ネじ巻き取り
[01:01:13.520] 、あのヘルコンドルなんか正直もついて
[01:01:15.559] これないぜ。弱くて[音楽]弱くてついて
[01:01:18.680] これないよ。そんなことやって作ったって
[01:01:23.079] 出ねえし。
[01:01:36.160] ちょっとネじ巻き取りどこに出るか教えてくんない?いや、てかネジ巻きりあのさ、どっちが早いんだろうな。あのライオネックって多分タコマスが
[01:01:48.760] よりは
[01:01:49.680] タコマスがね、なんか出してくるんだよ。結構出してくるイメージあるんだよ。
[01:01:54.160] もうタコマス狙っていった。でもな、それミスったら死ぬもんな。ミスったら死ぬもんね。
[01:02:02.599] ライオネック在庫ないの?
[01:02:04.279] ライオネック在庫ないし。在庫切りです。
[01:02:06.440] ゲーム序盤中盤の試練の扉。
[01:02:10.760] 試練の扉。
[01:02:15.680] 試練の扉ってとこに
[01:02:18.799] え、ネジ巻き取り
[01:02:22.359] 丸み試練ではあるけど
[01:02:32.599] うい。お疲れ。MDXさん、お疲れじゃん
[01:02:35.520] 。MDさん、ま、未だにやってます。
[01:02:39.880] もうその不確定要素で死ぬのマジ勘弁なん
[01:02:44.640] だよな。じゃ、試練の扉行きますか
[01:02:49.000] 。
[01:02:50.640] あといや逆にヘルコンドルそれ以外に作り
[01:02:53.880] 方ないの?見てくわ。今1回もっとなんか
[01:02:57.680] いい作り方んじゃねえの?
[01:02:59.000] ヘルコンドルなんかその作り方しかないの
[01:03:01.440] ?ここじゃない。ザとなんだか
[01:03:04.760] もねえしよ。
[01:03:06.799] だめだ。モザも持ってねえしよ。これ試練の扉か。
[01:03:07.908] [笑い]
[01:03:11.183] [鼻息]
[01:03:23.079] 最悪ファンキーバードでなんとか。
[01:03:25.079] まあ、最悪ファンキーワードのあの
[01:03:28.119] ハッスルダンスでハス弾でなんとか
[01:03:36.680] え、どこ?試練の扉ってどこ?え、試練の
[01:03:39.799] 扉ってどこ?
[01:03:43.839] え、ないじゃん。
[01:03:48.240] ええ。試練の扉ってどこ?え、ないけど。え、試練の扉なんかないよ。え、
[01:03:58.344] [音楽]
[01:04:05.000] これプレステ版だっけ?
[01:04:06.400] あ、これ、そう、PS版です。そう。PS
[01:04:08.240] 版。
[01:04:12.200] え、あの死神貴族ってどう作るんすか?
[01:04:17.880] 死神貴族ってじゃあどうやって作るん?
[01:04:19.680] もう死神貴族とかまで作んないとこれもう
[01:04:22.880] ついてこれないぜ。これから先
[01:04:38.760] 安らぎの扉だって。
[01:04:40.240] 安らぎの扉ね。ありがとう。なんかキングとか作。え、ワイトキングと大目玉でなんかなんか出るよ。なんか。
[01:04:53.039] え、これ何?
[01:04:55.520] え、だってさ、ワイトキングがもうすでに
[01:04:59.119] はてなはてな、ワイトキングがもうすでに
[01:05:01.960] はてなはてなだったのにその上があるぞ。
[01:05:05.480] え、でも大目玉なの相手。
[01:05:11.480] いや、でもなあ、ワイトキング
[01:05:15.240] ちゃう。これまたこれワイトキング使って
[01:05:17.079] 作るってことはまたレベル全然上がん
[01:05:18.559] ねえってことだよね。
[01:05:22.079] これまたこまで育てんの裏でやんなきゃいけなくなるか。
[01:05:24.880] 大丈夫か?
[01:05:25.839] 青目玉ちね、相手ね。なんかやだよね。なんかもっとねえの?あ、リザードマン。あれ?リザードマン。あれ?リザードマン。リザードマン。なんかドラゴンないんだっけ?いねえや。いねえや。ドラゴン系が
[01:05:45.279] 1匹も。あ、どうするかな。
[01:05:53.520] ああ、もう
[01:05:59.319] ライオネック捕まえてきた方が
[01:06:09.839] もう特攻とかされるんだったらもう全毎回
[01:06:14.119] あれじゃねえかよ。
[01:06:17.000] お前俺とお見しねえか。
[01:06:22.445] [音楽]
[01:06:24.279] お前俺とお見合いしねえか?しねえな。
[01:06:28.400] うまいことなんか俺が今欲しいモンスター
[01:06:31.480] と配合できねえかな?お前俺と配合しねえ
[01:06:35.200] か?
[01:06:38.559] 何?
[01:06:40.680] メタルスライムは貴重なものなんだが井戸
[01:06:43.000] 底の旅の扉をずっと下に行けば会える。え
[01:06:45.240] 、
[01:06:47.480] もちろんその飛び井戸の底。
[01:06:51.359] 井戸の底とな。
[01:06:54.279] あ、え、あれなんだお前?お前俺と仲間に
[01:06:57.760] ならないか?
[01:07:00.880] え?お前俺の仲間にならないか?[音楽]
[01:07:02.440] 死神貴族いるじゃん。
[01:07:05.839] エロい女もいる。
[01:07:15.000] 井戸の底。
[01:07:24.000] え、どこかに井戸あったな。あれ?
[01:07:28.960] ここじゃないんすか?
[01:07:37.799] 君の優秀なマスターと飛びこで頼みたい
[01:07:39.839] ことがある。実は魔物を蘇えらせる研究し
[01:07:41.880] てんだが雷の特技を待つ魔物が必要になっ
[01:07:43.760] た。雷の特技?
[01:07:50.720] え、これあげればいいのかな?これ上げれ
[01:07:53.359] ばここの扉開くんか?
[01:07:56.279] え、持ってないけど。え、雷の特技なんか
[01:07:59.920] 持ってないよ、俺。
[01:08:04.920] え、電系ってもしかして神々いやでもあげ
[01:08:07.520] らんねえよな。[笑い]
[01:08:09.760] え、雷のど技?いや、でも待って。でも今
[01:08:13.000] 、今、今それもそうなんだけどさ。今それ
[01:08:15.799] もそうなんだけどさ。
[01:08:22.199] どうすっかな。
[01:08:29.359] ワイプ
[01:08:30.640] えああ、気づくなかった。
[01:08:37.600] チャ、こんばんは。
[01:08:39.480] もうまた全と多たんですね。全と多たんです。また
[01:08:42.799] 雷持ちの雑魚おらんの。
[01:08:44.359] 雷の持ちの雑魚いらんのよ。雷持ちの雑魚いないんだよ。チこんばんは。雷持ち。雷持ちの雑魚いる。
[01:08:56.199] 麻痺攻撃ってギリ麻痺攻撃ってギリあれか
[01:09:00.159] ?ギリ雷か
[01:09:06.319] 雷の技って雑魚は覚えないもんな。
[01:09:09.279] ちょっといいやつだよな。雷攻撃覚えん
[01:09:12.319] のって。あ、ライデン覚えてるよ、こいつ
[01:09:15.080] 。誰?こいつ。フリルクラブマン。あ、
[01:09:17.759] こいつはちょっと。
[01:09:19.560] いや、こいつはちょっと
[01:09:21.960] ていうか、こいつベホ指覚えてますやん。
[01:09:25.040] こいつベホ指覚えてるやん。いや、イラズマ切りもいねえんだよ。で、こいつ強えしな。水系ってあんまあげたくねえよな、これ。
[01:09:34.560] メさ優秀ですやん。
[01:09:35.759] そう、こいつタコマスから奪ったやつだからさ、あんまりあんまりあげたくねえな。サンダーバード。
[01:09:41.567] [音楽]
[01:09:44.359] そりゃ育てら覚えるかもしんねえけどさすがにもったいない。
[01:09:48.279] がレベリング最適らしいよ。
[01:10:02.000] ザブングル
[01:10:03.838] [笑い]
[01:10:06.880] 悔しいです。もう
[01:10:08.920] 1人死んじゃったから。え、ねえよ。
[01:10:12.199] 全然覚えてないよ。誰も何もかも。うんち
[01:10:15.199] 。うんち。じゃあネじ巻き取り捕まいに
[01:10:19.239] 行こう。
[01:10:21.040] じゃネジ巻き取り捕まえよっか。
[01:10:26.120] 何の扉?安らぎ?安らぎってどこ?
[01:10:31.159] 安らぎの扉?
[01:10:34.000] ここか?
[01:10:35.960] 待ち火と違うな。
[01:10:43.520] 止ま。え、どこ?安やぎの扉って[音楽]
[01:10:51.000] あった。
[01:11:01.479] [音楽]
[01:11:08.159] もう回復薬作るのもうしんどいねんけど。
[01:11:11.520] 何回目だよ、これ。はい、来い。お、来た
[01:11:15.440] 。来たけど、どうせこれあれだろ?
[01:11:19.880] いや、いいや。一旦一旦ステイ
[01:11:32.040] ハえ
[01:11:34.280] 灼熱覚えてるからな。灼熱の浜。[音楽]
[01:11:43.760] どうせこれだ。ネジ巻きレベル10行って
[01:11:45.719] ねえだろ。これいらん。
[01:11:48.960] これ待って。ちょっと逃げ
[01:11:52.840] ねじまき鳥レベル10行ってねえからな。
[01:11:55.400] どうせでまたレベル上げしなきゃいけねえ
[01:11:56.960] からね。[笑い]
[01:11:58.719] 地獄や。
[01:12:03.760] なんか簡単にさ、簡単になんか雷の特技
[01:12:08.480] 覚えるやついねえの?なんか野生で捕まえ
[01:12:10.520] てすぐ覚えますみたいな。
[01:12:14.840] いや、もういいや。これ捕まえよう。
[01:12:42.880] なんで仲間なんねんだよ。貴様ごきが
[01:12:48.600] お高く止まりやがって
[01:12:51.760] 骨つき肉やったんだぞ。
[01:13:31.360] お
[01:13:36.080] お、ライデインだった。アストロいらん
[01:13:40.560] 。なんでこんな仲間になんないんかな。
[01:13:44.199] こんなに仲間にならないモンスターじゃ
[01:13:45.880] ないだろ、あれ。
[01:13:59.120] スラギの4マ5
[01:14:00.440] にボーンプリズっていて雷系覚えるらしい。
[01:14:03.679] ええ、安らぎってここ?あれ?ここ安らぎじゃない?え、ちょうどやん。は、最高か。え、ここ安らぎだよねえ。最高やん。最高じゃない。今日もやっぱりハードオフ。最高じゃない。
[01:14:28.080] エビデイハードオフ
[01:14:29.960] 仕込みか?
[01:14:31.560] 仕込みじゃ知らねえ。知ったことじゃねえよ。これその仕込みとか言われてもたまたまに人とこに出るだけだろ。
[01:14:38.080] 4から5。
[01:14:40.440] あ、じゃ、次からだな。ただただそれもそうなんだけどさ、このネじ巻き取り不勢がなんでこんな仲間になんねんだよ。
[01:14:47.719] ハードオフとダイソのBGMは癖になる。
[01:14:50.731] [笑い]
[01:14:52.960] てレててんてレてレててててんてレてて
[01:15:01.360] ハッピープライムパラダイスダイソ
[01:15:04.280] ハッピープライムパラダイズピラダイム
[01:15:10.120] そ2番2
[01:15:11.360] 番はハッピープライムパラダイムなのがちょっと腹立てハッピープライムパラダイム大
[01:15:26.560] 全然出てこねえし。どうでもええね、お前
[01:15:29.120] ら。
[01:15:36.582] [音楽]
[01:15:43.679] もう出てこないんですけど。
[01:15:49.840] もう1回、もう1個したら降りちゃうか。
[01:15:53.400] ネジ巻き取りって4回以降も出るか。
[01:15:55.679] ネジ巻き取りってちゃんと4回以上も出る
[01:15:57.480] 。
[01:16:08.480] お、いやあ、怖い。
[01:16:13.880] うわ、なんか出なそう。
[01:16:16.600] なんか出なそう。
[01:16:19.040] もうネじ巻き取り出なくなってそう。なんか
[01:16:23.400] 1
[01:16:23.719] マ3
[01:16:24.400] みたい。あちらが立てばこちらが立つや。
[01:16:25.707] [笑い]
[01:16:31.199] 笑笑。
[01:16:32.912] [笑い]
[01:16:35.080] あ、来た来た来た来た。これはじゃあさすがにこいつは仲間にして帰ろう。こいつはさすがに仲間にして帰りますよ。うん。
[01:16:51.520] こいつそんな仲間にやなんか仲間なり
[01:16:53.920] にくいねんな。
[01:17:01.120] 頼む。
[01:17:04.800] 来い。
[01:17:08.520] 本当にほんまに
[01:17:12.199] ほんま渋いねん、このゲーム。おしゃ。
[01:17:26.400] あ、稲妻り覚えてるよ。
[01:17:39.080] もうぜ、もうほんまこのゲームね、欲しい
[01:17:43.840] モンスター仲間にならんのよ。ええ。
[01:18:08.080] うわ、もう骨つきに行くね。あった、あっ
[01:18:10.920] た。頼む、頼む。もう頼むよ。ほんま頼む
[01:18:13.840] わ。頼む、頼む。もう大し欲しないね、
[01:18:16.960] お前。
[01:18:26.000] どうしよう、これ倒そっかな、1回倒せる
[01:18:28.440] よな、多分言うから。倒す、倒す、倒す。
[01:18:33.040] あー、倒せる。[笑い]
[01:18:35.719] え、倒せるよな。ダブル。
[01:18:39.280] いや、こいつ倒したら肉くれるからさ。こいつ倒したら肉くれるからさ。え、な、もうや、やめてよ。そういうの
[01:19:00.320] まずい。
[01:19:01.800] いや、大丈夫だ。勝てるよ。
[01:19:23.215] [音楽]
[01:19:25.120] いや、なんか意外と強いな。意外と強いな
[01:19:28.080] 。
[01:19:30.840] てんだろ。
[01:19:56.159] お前風にオスリーダーオス
[01:19:58.480] あ、お疲れちゃそこんばんは。よし。死んだよ。
[01:20:03.800] 1
[01:20:03.960] 匹死んだでよ。下振り肉呼よこうぜ。お来た。
[01:20:11.685] [音楽]
[01:20:20.199] 何死んだの?ん
[01:20:21.360] うん。ユニコーンが死んで、また回復薬がいなくなったんで、回復薬を作ろうの回です。またもうで、今何してるか分かる?今あれだ。
[01:20:32.440] を死んだの?
[01:20:33.080] 民を死んだ。うん。民を死んだ。あの闘技場ランク
[01:20:36.800] Bクリアしたんだよ。闘技場ランク
[01:20:38.719] B
[01:20:38.920] やったら特攻とかいうなんか神風特攻隊やられて死んだ。あ、来た。いや、もういい加減に仲間になってくんねえか。
[01:20:46.440] もう
[01:20:52.560] 今ね、このボーンプリズナー仲間に使用で
[01:20:54.840] 作戦頼む
[01:21:00.639] よ、もう本当に。
[01:21:04.320] いや、もうこれ上げたくねえけどな。
[01:21:07.520] もうあげたくないけどあげるからね。
[01:21:09.320] シグリックお前仲間なぶっ殺すかな。
[01:21:11.400] 名前銃出たのまい。
[01:21:15.080] これすぐでもあれしちゃうよ。配合しちゃうよ。あげちゃうよ人に。お前さすがに仲間になるよね。んなるよな。そうだよな。よかったよかったよかった。仲します。お前に名前なんだない。グレイだ。
[01:21:29.080] え、お前、お前サンダー覚えてんの?お前
[01:21:32.239] サンダー覚えてる?
[01:21:35.159] 稲妻切り覚えてんの?こいつ
[01:21:42.280] 覚えてるぜ。
[01:21:50.199] パチパチ。
[01:21:53.211] [音楽]
[01:21:59.960] 本当の目的はネじ巻き取り使いに来たんだ。今日ここにまたネじ巻き取りのケツを追っかけてんだぜ、俺ら。もう、もういい加減にしてくれよ。
[01:22:03.691] [笑い]
[01:22:11.360] 今のメンツ生臭そうじゃない?
[01:22:15.520] ま、臭いだろうね。フラン体
[01:22:17.280] 2匹いるからね。刺繍がえぐそう。
[01:22:18.757] [笑い]
[01:22:36.440] よし。
[01:22:42.719] よし。これで井戸の井戸の底のあれか。
[01:22:46.120] 井戸の底の扉行けるようになったね。これ
[01:22:47.880] そこなんかメタルスライム出るらしいんす
[01:22:49.440] よ。そこなんかメタルスライム出るらしい
[01:22:51.199] んで。
[01:22:52.960] やっとレベル上げ楽になるぜ。
[01:22:57.159] あとレベル上げするモンスターがいるか
[01:22:59.080] どうかなんですけどね。まだね、
[01:23:01.639] まずはレベル上げするモンスターを作ら
[01:23:03.360] なきゃいけない。
[01:23:07.000] オーンプリズナーの歩き方腹立つぜ。あの
[01:23:10.480] お前そんなウキウキしてんの?
[01:23:13.880] お前はもう人の子になるんだよ。今日から
[01:23:16.520] 仲間になった途端申し訳ないけど。
[01:23:20.480] はい。持ってきたよ。はい。
[01:23:24.880] いや、あげるわけねえだろ、バカ。そう、
[01:23:27.280] そう思うをもらっていいからあげるか。
[01:23:29.600] なんでお前にあげなあかんねん、これ。
[01:23:31.239] ワイトキングやぞ。
[01:23:33.920] はい。さよなら。取り違えないでくれよ。
[01:23:37.639] 似てるから。
[01:23:44.679] で、で、これ1回出て入ったらなんか起き
[01:23:48.520] てるみたいなことか。
[01:23:51.199] あ、来た。
[01:23:57.760] 来た。これや。わ、これなんだけど
[01:24:11.199] メタルですか?
[01:24:12.400] そう、メタルスライムが出るらしいよ、ここ。
[01:24:16.120] なんだが
[01:24:21.320] ネジ巻き取り捕まえに行くか。
[01:24:25.239] ああ、ネジ巻き取り行くぞ。
[01:24:28.199] ネジ巻きより捕まいに行くぞ。
[01:24:39.040] もう骨付きに行く程度じゃ仲間にならねえ
[01:24:41.440] からな。
[01:24:57.268] [音楽]
[01:25:11.119] ちょっと買ってかねえとな。高熱買っ
[01:25:13.643] [音楽]てかねえと。
[01:25:49.920] 全然進まねえよ、このゲーム。
[01:25:54.000] 1歩進んじゃ33歩下がってんだから。
[01:26:00.804] [音楽]
[01:26:05.719] 今日も今日とてネじ巻き水前時横もいますと
[01:26:09.974] [笑い]
[01:26:14.159] 根本的に無敗ゲじゃないしな。笑
[01:26:17.199] まあねこれだからザオラルとか見てます。
[01:26:20.880] ザオラル前提のさ、ゲームバランスしてるよな。
[01:26:23.840] さっきからずっとさ、あのね、あれみてな、なんかそのなんだっけ?メガンテとかさ、魔じ切りとか特攻とかさ、
[01:26:37.719] 女ガンテがあるからしんどすぎる。
[01:26:39.400] こっちのこっちの攻撃力、守備力なんか関係ない攻撃ばっかやってくるじゃん。運任せて。もうそれ本当にやめて。
[01:26:47.480] ポケモン人生よりだいぶしんどそう。
[01:26:49.920] どうしようもないもん。
[01:26:55.480] 全然仲間なんねえしな。
[01:27:02.719] チームだ。チームだ。
[01:27:09.159] 出てこん。もうちょっと大ニアりやめて。
[01:27:13.440] これ逃げまくた性変わっちゃうかな。
[01:27:17.400] 鳩崎もありますしな。うん。そうなんだよ
[01:27:20.840] 。こっちを殺す。
[01:27:22.159] ごとくゴールド。
[01:27:23.400] ことごとくゴールドなんよね。あ、来た。いい演下だね。お見て俺のパーティー。このヤたのオロとさ、ワイトキングいてもこの演下で喜んでんだからね。おお、いい演化だねとかつっ悲しくなるわ。
[01:27:28.575] [笑い]
[01:27:49.840] 俺が仲間になってほんまもうもうええから
[01:27:52.159] ほんまにええからお願い仲間なってもう
[01:27:55.239] いらんでもういらんもうお前ほんまに頼む
[01:27:59.080] よもういらないからもう嫌なのよもう頼む
[01:28:03.000] 来い骨つき肉2個なんかお前ごときが到底
[01:28:06.480] 味わえないんだからおいお前ふざけんなよ
