[00:00:34.360] ひ
[00:55:50.079] 到着は
[00:55:53.680] 到着ねえ。
[00:55:55.799] あの、あの
[00:55:59.880] 何が冗談か?
[00:56:01.760] 冗談に決まってますやん。やめてください。やめてくださいよ。
[00:56:08.319] よ。
[00:56:09.440] 冗談じゃん。でも麦茶じゃ作っといてね。でも、でも麦茶作っといてね。
[00:56:16.280] そろそろなくなるから。あんま強くねえぞ、こいつ。もう半分行ってる。もう半分行ってるわ。
[00:56:32.359] うーん。
[00:56:34.440] さらにルカに入るかな。
[00:56:39.079] さらにそこベホめ入れとくわ。
[00:56:42.400] よし。ナイス。やばい。あー、マカロンが
[00:56:47.200] なった。
[00:56:49.200] いや、嘘でしょ。それはまずい。
[00:56:52.839] それはまずい。
[00:56:54.599] いやいやいや、わしがしびれてんのはちょっとほんまにやばい。あ、なんだっけ?ツっコみってなかった?ツっコミ
[00:57:04.039] マカロンが合うなった。
[00:57:06.720] 合うなった。合う。
[00:57:11.920] 焼けつきちょっとあかんなこれ。
[00:57:15.960] よし。
[00:57:16.319] この音は絶対返す。
[00:57:20.839] 爆れ。
[00:57:28.400] えー、ま、スクルート入れとこう。
[00:57:39.960] スクルト
[00:57:41.240] ナイス。ナイス、ナイス。
[00:57:43.079] バイキル。
[00:57:44.079] いいよ。
[00:57:47.079] やめて。危ねえ。よし。せい。
[00:57:52.480] よしよしよしよし。
[00:58:00.160] うーん。
[00:58:02.599] マジックバリア入れときたいけどな。
[00:58:06.319] ベホマラーがさあ、
[00:58:10.200] 爆裂剣。
[00:58:12.960] もしかしたら繋がってんのかもしれない。
[00:58:14.440] この警付が。
[00:58:17.760] えー、スクルトかな?どう、どうかな?ルカニアも入ってるから。
[00:58:29.000] 鉄を親設。
[00:58:36.039] ハさの末説。
[00:58:39.960] マジックバリア。
[00:58:40.960] よしよしよしよし。つよ。
[00:58:44.319] 700とか平気で与えますやん。
[00:58:49.400] で、ベホマラ入れると
[00:58:58.839] に
[00:58:59.880] オ
[00:59:00.400] 無理しないで。
[00:59:02.119] いいよ、いいよ、いいよ。いいよ。
[00:59:03.079] ありがとう。
[00:59:06.079] 意外とこれきついんだよな。やめて。
[00:59:10.920] よっせい。
[00:59:14.440] よし。
[00:59:18.839] いいね。楽勝。楽勝。
[00:59:22.079] グーぐ。グーぐ。
[00:59:23.720] 楽勝。楽勝。
[00:59:25.720] はい。おゆ。
[00:59:26.520] はい。余裕。はい。余裕です。を持つやには逃げられちゃったわね。
[00:59:47.559] あの水晶玉がテパの人の心ん。あの水晶玉
[00:59:50.160] がテパの人たちの心が子供に戻った原因
[00:59:52.599] でしょ。急いで破壊しないと。
[00:59:56.440] ぜ待ってこれ絶対。おお待て。お前これ
[00:59:58.280] もうゲロスだって。これゲロス。ゲロス。
[00:59:59.839] これ生きてるよ。絶対生きてるしやられる
[01:00:04.280] だ。絶対そうだ。妹ザクやられるやつだ、
[01:00:07.440] これ。これもうゲリスやん。初期の
[01:00:11.079] ゲリス死んだりやん、こうやって
[01:00:12.880] ゲリス笑う
[01:00:15.280] 。
[01:00:16.200] ていうゲロスって今死んだフりあるの?あいつまだ。
[01:00:21.319] 笑笑
[01:00:22.359] なんかBGM止まってこうやって
[01:00:24.720] ライトクリスタル出るかな?やるよ。
[01:00:31.119] ライトクリスタル夏絶対やられるぞ、これ。これ今のうちはぎ取っとけよ。
[01:00:40.119] え、ただ襲うのではなくなぜそんなことを
[01:00:42.960] もうこの兄弟毎回このモンスターの
[01:00:45.400] 最ごっぺでやられてんじゃねえけねえ。
[01:00:47.119] さっきから何してるの?いや、待てた。あ
[01:00:50.359] 、まずい。え、
[01:00:53.440] 見てこれ。こいつが大事に声のなんか大切
[01:00:55.640] なものよ。あ、生きてなかった。ごめん。
[01:00:57.359] あ、いや、生きてなかった。ごめん。死ん
[01:00:59.400] でたわ
[01:01:03.119] 。とたまもしいね。
[01:01:06.359] 何それ?一体何使うものかしら。うーん。
[01:01:13.400] ちゃんとライトクリスタル手に入れてる
[01:01:16.000] ね。ちゃんと光るもん手に入れてんな。波が音が聞こえるわ。波の音がする。本当だ。なんこれ?海に関係するものなのかしら。
[01:01:34.920] でもこれだけではどこで何に使うのか
[01:01:36.640] わかんないわ。
[01:01:43.319] さっきを持って逃げたやつバズのとこに行
[01:01:45.319] けって言われてたよね。
[01:01:47.880] 早くそこを見つけて水晶を壊さないと鉄パ
[01:01:49.720] の人たちの心が子供のままだよ。どう
[01:01:52.760] しよう。あ、一度ペルポンに行ってみない
[01:01:55.520] ?もうくが戻ってきてるかも。出た。もう
[01:01:57.400] く、もうくんだったらバズがいる場所を
[01:01:59.400] 知ってるかもしれないし。
[01:02:04.880] そうね。テパの状況もラゴスさんに話して
[01:02:06.960] おきたいですし、一旦ペルポイへ戻り
[01:02:08.799] ましょう。ラゴスさんって誰?
[01:02:11.680] 月のかけら?
[01:02:14.359] あれ?月のかけらってさ、
[01:02:18.960] ファミコン版にもあったよな。確かなかっ
[01:02:21.200] たっけ?
[01:02:28.400] 不気味な巻き物。何?不気味な巻き物って
[01:02:32.240] なんだ?不気味な巻き物って。
[01:02:38.160] 星のかけらじゃなくてガのかけ。
[01:02:40.319] ああ、星のかけらだったかな。あ、不気味な光。ああ、不気味な光はま、マカロンでいっかな。オッケー。
[01:03:05.559] えー、どこに行けてたっけ?
[01:03:08.839] ちゃまさん待ってよ。
[01:03:10.680] お、プラスこんばんは。プラスこんばんは。どうもどうも。プランさんいつもチまさん待ってましたよっつって入ってくんだけど俺が配信始めて
[01:03:21.520] 30
[01:03:21.799] 分以上してから来るよね。待ってないよね、それ。待ってないよね、それ。いや、いいんだよ。
[01:03:30.359] え、いいんだよ。
[01:03:30.920] 笑笑。き、
[01:03:33.799] あ、やってる、やってるつってから来てるよね。ま、いいんだけどね。こう。
[01:03:37.920] ま、いいんだけどね。
[01:03:40.720] 皆さん聞いてください。
[01:03:43.319] 僕もを見つけましたよ。皆さんがあのお山の向こうに、
[01:03:48.279] 今んとこも君んだけ完全にフルボイスだな。
[01:03:55.000] 小山の向こうにはロンダルキアへの洞窟という場所があるんですけどよ。めっちゃ苦しいんだわ。
[01:04:01.559] 近くに旅の扉を見つけたんですよ。
[01:04:05.079] ああ、あるね。あの
[01:04:07.160] めちゃめちゃ大事な情報じゃない。ありがとうく。すごいわ。
[01:04:11.960] そのロンドルキアへの洞窟近くに見つかったものとなる旅の扉は
[01:04:18.119] 一体どこにあるのでしょうか。
[01:04:22.799] 僕もね、それを調べようと思って飛び込んだんだけど、着いた先は行き止まりになっててわからなかった。
[01:04:31.799] なんか変な街じゃなかったかな。
[01:04:33.839] もう本当にごめんね。一番大事なところが分からなくて
[01:04:39.079] あのロンダルキアのあのさ、教会のとこにあるやつだよね。
[01:04:41.720] そんなことないよ。むしろ行ける手段があるって分かったのはすごいことです。
[01:04:48.079] え、本当にありがとうございます。は、
[01:04:50.680] ドラクエの中でも歴代
[01:04:52.240] 1番きつい場所のイメージありますね。
[01:04:56.200] ファミコン版はもっとやばい。
[01:04:59.680] 可愛いんだよ、そう、こいつ。
[01:05:01.039] それでこっちが頼まれてたパのことなんだけどね。
[01:05:04.000] 可いいんだけど俺は最終局面で
[01:05:08.039] あのムーンのムーンのお姫様をか死ぬと思ってる。俺はこいつは危ないもんつって出てきて。
[01:05:15.400] 危ないもんて出てきて。
[01:05:18.119] ああ、
[01:05:19.480] 確かに
[01:05:21.760] 優しさを与えてくれてありがとう。
[01:05:26.079] はずです。
[01:05:26.880] これだろうな。
[01:05:27.799] でもその話周りがゴツゴツで人間の船とかじゃけないように見れたんじゃなかったっけな。
[01:05:36.039] いや、裏切らんやろ。
[01:05:36.960] すごい。なんて詳しい情報を。
[01:05:39.839] 僕一応バズずズずの命令を聞くように言われていたので、
[01:05:45.960] え、
[01:05:46.400] もう逃げ回って
[01:05:48.039] これで裏切ったらめっちゃおもろいんだけど。
[01:05:50.680] それで確か月のかけらというもんがあれば船でもその洞窟がある島に近づけるようものパターンとしてはラスボス倒した後にこいつが後ろから拍手して出てくる。
[01:06:04.319] 皆様お疲れ様でしたもん。
[01:06:09.319] です。
[01:06:11.359] すごいです。もうまさにそれだもん。
[01:06:16.200] じゃあ私たちはわずのアジトがあるっていう洞窟に入れそうだね。
[01:06:21.079] 邪魔なあいつを倒してくれてありがとうだもん。
[01:06:25.559] ロンダルキアへの洞窟へ続く旅の扉も見つけないとなりません。
[01:06:30.400] またデルコンダルの王様に聞きに行ってみます。他に当ててもないし。
[01:06:34.720] マジのキプレマジでそうなんだ。
[01:06:37.520] カーゴンのことは警戒して調べてる可能性はあるわよね。
[01:06:42.200] 決まりですね。
[01:06:46.000] あの、もう1つ大事なことが
[01:06:51.119] 実は旅の扉の先にあるロンダルキアへの洞窟もそのままでは入れないようになって。
[01:06:58.079] いいよ。入らなくて入らなくていいよ。
[01:07:00.480] の入り口は開かないようになっていて
[01:07:03.520] ハーゴンのことを信じていますよっていう証がないと
[01:07:08.039] 取れないんですもん。
[01:07:09.599] どういうシステム?
[01:07:11.119] その証のは怖い感じの見た目の人形
[01:07:16.039] あったあった。
[01:07:18.079] うん。邪の像みたいなやつな。な
[01:07:21.039] バズずもそれあれそれてさお城の中で使うんじゃなかったっけ?邪のとに行くならその像も忘れずに見つけてきてください。お前は持って
[01:07:31.319] 何から何まで本当にありがとう。
[01:07:34.200] めっちゃ大事な情報をたくさん。もう本当に助かるも
[01:07:39.319] 可愛いなお前は。
[01:07:41.799] お前は可愛いね。
[01:07:42.680] 僕の口癖あなたが言うとっても可愛いです。
[01:07:46.319] 何口説いてんだよ、てめ。モンスター不勢が。こら、俺のマガロに手出す。
[01:07:50.559] さあ、僕は皆さんが旅の扉を見つけられると信じてロンダルキアの方で待っていますね。
[01:07:57.520] え、でも絶対こいつ最終局まで何かしら起きるじゃん。
[01:08:00.880] 洞窟近くの旅の扉僕が守っておきます。
[01:08:05.319] かって俺らの身代わりになって死ぬか
[01:08:08.640] こられても裏とち合わせちゃったら大変ですもん。
[01:08:13.240] マジで裏切ってくるかだな。
[01:08:14.559] でもそこまでしてもらうのは申し訳ないわ。
[01:08:19.279] 魔物たちにあなたが人間の味方をしているとバレたら
[01:08:23.920] 危険ですし。
[01:08:24.600] まあでもぶっちゃけ裏切ってくれたらすげえシナリオだなって。
[01:08:31.199] ビターでいい。ビターでいい。
[01:08:32.640] それに嬉しいんです。
[01:08:34.799] だけど多分ないだろうな。こいつ多分
[01:08:36.640] 勇者の仲間にな。
[01:08:38.080] いや、こんなコテコテにフラグ立てるやん。
[01:08:41.159] こんなこと言えば
[01:08:42.319] いやもうこれは絶対身代わりになって死ぬやん。
[01:08:46.480] そんなことないですよ。
[01:08:47.759] アトラスのさ、ってやつにさ、
[01:08:51.159] 向こうで待ってますね。
[01:08:52.960] この
[01:08:53.400] 皆さんも気をつけてください。信じろ。
[01:08:56.679] 有裕。昔の裕だったら裏切りルートあったよ。もう今の裕は無理だよ。おじいちゃんだも。もう長いものに巻かれろ精士になっちゃってるって。そんな尖ったシナリオかけないだろうな。
[01:09:10.319] 予言者のパターン丸くなっちまった。
[01:09:13.000] あ、予言者のパターンもある。
[01:09:16.359] 優しくなっちまったよ。昔の言だって昔の裕二のドラクエ
[01:09:20.640] 2
[01:09:20.839] の本当のシナリオ知ってる?エンディングでこのサマるの妹サマるの妹が主人公のことナイフで刺して終わる設定だったね、本当は。お兄の兄貴を死んだ状態でエンディング迎えるとこの最後回ってる時にこの妹が出てきてお兄ちゃんの敵で刺して終わるんだって。
[01:09:42.359] でもさすがにNG
[01:09:43.440] 食らったっていうが死んでると。そうそうそうそう。それが本当の構
[01:09:47.719] 1番やりたかったんだけどさすがに
[01:09:49.679] NG
[01:09:49.960] になりましたみたいな。それが見たいんだよ。俺はワンチャンあるかもしんないけどな。俺まだ信じてるよ。ワンチャン最後にプリンがなんか全員さして終わるみたいな。悪いやつらやっつけてみんなが持つる戻れるように
[01:10:07.040] 12
[01:10:07.400] はなんかダークな感じありそうだよな。でもそういうのナリオ頼まい。
[01:10:10.880] いや、だからセブンはそういう次の恵みがあるから楽しみなんだよ。セブンってそういうエじゃん。裕二って結構意地悪なね、シナリオかせたらピカ値だと思うんだよね。
[01:10:24.320] えぐしかない。
[01:10:25.840] えぐ。えぐいのやっぱやってほしいわけよ。だからだ、もうもえぐしかない。裕の狂気がノリノりだったからね。求めてたやつ来たな。
[01:10:37.440] これこれダブル悪魔の招体ったシナリオを求めな方はこちらだ。
[01:10:45.640] あれは尖ったシナリオってか頭おかしいだけだよ。頭おかしいシナリオだ。あれ後味の悪いシナリオの方がね、なんかやっぱ好きなんだよな。いや、あのモボンがマジで裏切ってくれたらめっちゃいいな。
[01:11:03.440] あれ、ここまで来れたのはみんなの実力だけって思ったかもんとか言って僕が誘導してたんだよとかつってやってきてほしい。そんでこのあのプリンがプリンがなももんとか言わない。仲間笑えますね。もんとか言わない。いや、覚醒してほしい。
[01:11:25.320] 笑笑。そしたらさ、このプリンがさ、また
[01:11:27.760] 裏切られたことにさ、もうあれして、もう
[01:11:31.239] 闇の覚醒。いや、おもろいぞ、それ。ええ
[01:11:34.400] ぞ。それいだき。
[01:11:37.400] まあ、でも順等に生贄になるだろうな。
[01:11:39.280] あいつは順に俺たちをかって死ぬだろうな
[01:11:43.000] 。
[01:11:44.880] ね、いい、いいんだけど。いいシナリオだ
[01:11:46.800] と思うけどね。それでも
[01:11:50.679] あまりにもコテコテにさ、クラグが立ち
[01:11:54.320] すぎてるんだよ。
[01:11:56.760] あいつ絶対俺のあれだよ。かって死ぬよ。
[01:12:01.760] 危ないってなったら
[01:12:04.199] 画面がもうホワイトアウトしてざシュっ
[01:12:06.239] つって
[01:12:09.239] あるだろうな。
[01:12:11.800] ま、楽しみだな。それ裏切れるかどうか。
[01:12:18.560] でごめん。全然話聞いてなかったわ。
[01:12:20.199] ありがとうだもん。に求められてるの。
[01:12:24.080] これで本当の仲間になれたかもんとかつってだろうな。まあね、もうドラクエは王道じゃなきゃいけないみたいな流れだからな。で、結局どこ行くんだっけ?全然わかんねえわ。全然話聞いてなかった。あの、あの、盲の話に興奮しすぎてごめん。全然話聞かった。もう
[01:12:43.000] 1回。もう1
[01:12:43.320] 回な、何?なんて?僕からテパ。いや、もうちょっともう
[01:12:49.719] 1回言ってくれよ。
[01:12:50.920] だけでも仲間になれて幸せだったもん。
[01:12:56.520] あるあるなんだよ。いや、ごめん。マジでどこ行けばいいかわかんなくなっちゃったな。え、どこ行けって言ってた。バズのなんか海になんかのかけがあればどうのこうのって言ってたやな。
[01:13:20.840] え、どこ行けばいいんだ?ま、いいや。ちょっと、ま、ワールドマップ出よ。や、ドラクエ
[01:13:31.679] 2
[01:13:31.920] おもろいなあ、これ。料理メイクだと思うわ。て言ってた。
[01:13:36.679] 踏するって言ってた。なんか近くにあるな。え、目的
[01:13:44.760] おもろいド。ちょっとちょっと待、おしっこ行ってくる。
[01:13:49.040] ごめん。興奮したらおしっこしたくなって
[01:13:50.440] きちゃう。
[01:13:52.360] ちょっと待てよ。ちょっと待って。
[01:13:54.600] おしっこ行け。もう4時早。
[01:14:03.199] タバコ行ってら。これが本当の気。
[01:14:33.960] 曲良すぎだろ。笑笑。神曲。
[01:15:00.239] はい。本当におしっこの時はバソくね。よいしょと。
[01:15:08.400] くいないと曲。
[01:15:09.560] あ、チこんばんは。チこんばんは。
[01:15:14.000] 連続視張中15
[01:15:15.480] 回。やっぱりおかしいね、それ。最長
[01:15:17.320] 16なんだけど。なんか
[01:15:19.199] 15になってる。
[01:15:22.679] 16
[01:15:23.159] です。
[01:15:24.320] 曲良すぎだろ。なんでお前らやっとこの曲聞いた?やっとこの曲聞いた。神曲って言ってんじゃん、ずっと。やっとこの曲聞いた。
[01:15:36.159] バンバンバンバガバガバンバンバンバンバババンバンバババン
[01:15:42.719] バンバンバン
[01:15:45.199] バラバラ
[01:15:48.679] なナななな
[01:15:51.719] 水タバコ
[01:15:53.679] やつは
[01:15:56.080] 水タバコ
[01:15:57.960] やつは
[01:16:00.480] 水バコ
[01:16:02.120] すやつはルンバカルるルるルる
[01:16:06.239] 水束すやつ全員頭が弱すぎて話にならないル
[01:16:23.320] 冗談です。みんな冗談で僕とおフ会しないか茶まゲのあれしようぜ。
[01:16:33.520] 茶げのオフ会C
[01:16:34.639] シャバーにしよう。かけると気持ちいい。誰も行かない。
[01:16:39.000] Cシャバーにしよう。
[01:16:50.920] 逃がさない。
[01:16:53.800] 切った。
[01:16:55.920] 全部の瓶割るよ。
[01:16:58.480] 全部の瓶割る。
[01:17:04.400] えっと、ここは何?なんか思い出だよね。思い出。
[01:17:10.600] は、初体験になります。
[01:17:12.639] なんでごちんだ?俺にご馳
[01:17:16.840] よし。
[01:17:17.719] 釣ったやつからバカって言われるかね。本当にごめんなさい。ちょっと本当に最近ね色々ね、適当なこと喋りすぎて皆さん本当不快な気持ちになったらごめんね。全部冗談ね。
[01:17:29.880] ここなんかあるって書いてあるけど。
[01:17:32.480] なんか書いてあるって言われた。
[01:17:35.199] 逃さない。
[01:17:40.760] よっもなくねえか。
[01:17:52.760] なんでここなんか何これ?ここ上がるんか?え?何もないよな。なんだこれ?え、これ何?
[01:18:06.040] チま君の暴言は魚の苦いところみたいで美味しい。
[01:18:13.960] 毒されてるね。
[01:18:15.320] ちゃまゲーム、こんにちは。
[01:18:16.639] お倉さん、こんばんは。こんちは。
[01:18:18.560] これ引きんで
[01:18:26.480] あのサザエのあの苦いとこまで食べるみたいなね。サザエのつぼ焼きであの黒いあのあの苦いとこまでちゃんと食べるやつ潜るんだ。
[01:18:36.239] そう。これねリメイクからねあるねん。リメイクから。ごマジで無理。
[01:18:43.199] 俺も無理。あれ気持ち悪いよな。ごめん。マジでどこ行けばいいかわかんねえ。
[01:18:48.400] あそこがおいしいんじゃん。
[01:18:50.120] ええ、ちょっと大人すぎるよ。どこ行きゃいいんだろう?これこっから行ってみるか。
[01:19:06.199] 身のところと交換してあげるよ。
[01:19:08.920] あそこだけ食うんかよ。
[01:19:16.360] サンマの内臓も無理。
[01:19:18.199] いや、サンマの内臓は苦て美味しい。えっと、なんか丸印ついてるな。俺ここ行ったことなくねえか?ここ何?
[01:19:30.080] コーヒー。
[01:19:33.000] コーヒー無理。おこちゃまやね。最近コーヒーめっちゃ飲んで。何?ここ
[01:19:39.840] 可愛い。
[01:19:43.159] ああ、メルキド初めて来たわ。ワンのな。
[01:19:48.400] メルキドシメン獣な。
[01:19:51.199] メルキドシメ。
[01:19:54.120] 仮面魔獣マスクドヘルレイザーな。
[01:20:02.440] 旅人よ。あなた方の出場とここへ来た旅の
[01:20:05.360] 目的を述べられよう。
[01:20:08.400] はてなんじゃないだろうが。
[01:20:12.120] もう今ので分かったわ。芋あいたたたよかったよかった。
[01:20:17.400] もうこれこれこれが出てこないから。あ、今もこいないんかなと思ったわ。壁魔女デスガーディウスだよな。
[01:20:24.600] 笑笑。
[01:20:26.880] 俺がメルキド中って言ったらそうやって返すんだよ。覚えろよ。仮面魔獣デスガーディウスな。
[01:20:33.520] 出席確認やめてね。
[01:20:35.480] 俺がメルキドし面なって言ったらこの流れだろうが。
[01:20:38.199] で、俺がマスク仮面仮面魔獣マスクドヘルレイザーなって返すやつ。これもう一式だから。これで人セットだから。遊戯王な。
[01:20:48.600] むすぎ。
[01:20:49.480] 遊戯王な。初期の遊戯王のあのマリクが使ってたモンスターな。あれ、これマリクが使ってたモンスター違ったっけ?仮面兄弟だっけ?仮面兄弟みたいなやつ。おでこに
[01:21:00.760] 1と2って書いてある。
[01:21:02.239] 仮面兄弟や。
[01:21:03.159] 仮面兄弟のおでこに1と2
[01:21:04.719] って書いてあるやつだよな。
[01:21:05.600] があるしか知らへん。
[01:21:07.320] おでこに1とって書いてあんだね。やばく
[01:21:09.320] ねえか兄弟で。
[01:21:12.440] えー、私たちは勇者の血を継続です。足
[01:21:16.159] 魔物を立つため妖精の笛を探しております
[01:21:20.360] な。ロトの勇者の嘘じゃないですよ。勇者
[01:21:23.920] 様が作ったローレシアという国の王子様が
[01:21:25.920] こちらです。
[01:21:28.840] それはよ子メどえけどその妖精の笛が必要
[01:21:31.320] なんだよな。
[01:21:34.040] なんか渡したくないって言い方ね。いや、
[01:21:36.440] 違うんだ。ただちょっと説明しないとに街
[01:21:39.280] の南性にある俺の家に来てほしい。そこで
[01:21:42.719] ちゃんと説明するから俺は先にて親父と
[01:21:44.400] 母さんに事情を話しておくよ。
[01:21:51.679] なんですんなり行かなそうななんかすでに
[01:21:53.960] すんなり行かなそうな雰囲気ぷンぷンだね
[01:21:55.639] 。
[01:21:57.719] そうね。まずは言われ行ってみましょう。
[01:22:04.239] なんかここは武器とかもなんか良さげじゃね?良さそうじゃね?あるよな。空あるよな。いっぱいな。
[01:22:16.239] やっぱマカロンか。うーん。マカロンすげえ可愛い。正味。この
[01:22:24.920] 2
[01:22:25.120] であの言ったらね、主職はマカロンってあのタグつけてやってるぐらいだしね、俺。
[01:22:35.880] あ、タグ、あ、試はマカロンって消えてるわ。昔それでやってたからな。配信もやらしい意味聞こえてくるたけど。そうやん。最近ついてない
[01:22:44.800] なんか。うん。何もしてないのに消えた。何もしてないのに消えた。マカロン食ったことないのに。
[01:22:56.120] マカロン食いもしないのにね。
[01:22:58.960] マカロン食いもしない。
[01:23:00.239] なんなら、なんならドラクエワールドで食ったマカロン残したから。まずくて俺
[01:23:07.520] ダブル。
[01:23:09.480] 笑笑ふざけてる。
[01:23:11.760] なんかスライムマカロンみたいなやつ。なんか
[01:23:14.800] 3個ぐらいで800
[01:23:15.840] 円ぐらいすんの。バカたけ
[01:23:17.280] 職なんて冗談さ。
[01:23:18.760] そういうことだよな。マカロンが主なんて冗談さだよ。
[01:23:31.960] もう1回ドラクエワールド行きてえな。
[01:23:34.440] もう1回ドラクエワールド行きたい。あの
[01:23:38.000] 淡路島の
[01:23:46.239] なんかね、あん時ね、もうイベントの時間
[01:23:47.880] が迫りすぎてね、全然楽しめなかったんだ
[01:23:50.320] よな。1時間ぐらいしか滞在できなかった
[01:23:52.440] から。
[01:23:54.400] オーケストラやってるよね。
[01:23:56.320] いや、行きてえ。オーケストラとかマジでここにあるな。これ負けらんないね。ま、
[01:24:12.040] 4
[01:24:12.159] 月に俺エヴァのオーケストラ行くけどね。家族で。どんな家族やねん。家族みんなで行くねん。エヴァのコンサート。
[01:24:25.120] いいな。変な家族。
[01:24:27.199] 家族大家族みんなしてエヴァ好きやねん。
[01:24:29.920] いいやん。
[01:24:31.239] みんなで。え、何これ?子供が働いてる。これ大丈夫か?老期的に。マも姉ちゃんも好きだよ。
[01:24:36.280] 変なスープの虫
[01:24:38.600] いいだろうか別に。え、無料の勇き屋さんだって。え、私本当男の子ってお子様なんだから。私だったらそうね。
[01:24:45.840] 男
[01:24:46.880] お金かし屋さんをやって何もらなくても金を回して儲けて見せるわ。怖い。
[01:24:53.840] いらっしゃいませ。僕は勇気屋さんだよ。勇気を売ってるんだ。でも無料であげるね。えへへ。どう?勇気出てきた?僕のあげる勇気はとっても物がいい。物血が。特に欲しいもんはないな。
[01:25:08.520] グランドクロス。
[01:25:11.600] グランドクロス。このには大昔村を守った資様が眠ってるらしい。
[01:25:21.600] そのような強い人がワン死んだやつね。
[01:25:24.639] ワン死んだやつね。
[01:25:27.880] 命の距離
[01:25:32.320] 武器どんだけあんねん、この国。
[01:25:46.840] うわ、なんか1個だけすごいの売ってる。
[01:25:48.960] わお、強いじゃないか。
[01:25:55.280] うわあ、買う。これあ、でもあんまり
[01:25:57.800] 上がんねえよな。3しか上がんない。
[01:26:01.520] うーん。たけえ。
[01:26:08.199] 光の剣。まあでも買っていいか。買おう。
[01:26:10.800] 買おう。買おう。買う。いよいよ。
[01:26:18.119] ここ何?
[01:26:26.119] マジ、もう鼻の調子がずっと悪い。
[01:26:32.800] お。ああ、もう最後の鍵ばっかりや。
[01:26:37.719] ガーターベルト
[01:26:40.520] エチだ。あ、みたい。なんだこのエロ部屋
[01:26:42.760] は?
[01:26:45.520] 僕はこの町を守るためにならないかと思っ
[01:26:47.440] て呪文や技の研究をしてるんだ。僕は
[01:26:50.800] 気づいたんだけど魔法ステリホミツッコミ
[01:26:53.199] しアタック真空は不気味な光。これらは
[01:26:56.080] なんかもっとその先がありそうな奥深さを
[01:26:58.239] 感じるね。もっと研究しないと。お前何を
[01:27:00.280] ?お前は何を研究してんだ?ガーター
[01:27:02.480] ベルトに編みたいつ。
[01:27:25.719] なあ、みんななあ、なあ、みんなそう思うよな。
[01:27:37.400] チまどベリーベリーくてファせ
[01:27:39.760] なあ。
[01:27:42.440] みんな死んだんか?おい、俺以外
[01:27:54.920] 最近魔物が増えてきたって。はは。この
[01:27:57.400] メールなら心配さ。町の構造に加え守護者
[01:28:00.520] たちがいるからね。
[01:28:11.880] お、来た。
[01:28:15.800] 申し訳ない。妖精の笛はないんです。うち
[01:28:19.000] のバカ息子が持っていってしまったんです
[01:28:20.760] 。
[01:28:25.119] 若息子
[01:28:27.840] 違うよ。俺じゃなくて兄貴のことだよ。
[01:28:30.600] うちは代々メルキドを守る守護守護者の
[01:28:32.960] 家計なんです。メルキドのモントメルキド
[01:28:36.040] の門とか勝つてロトの勇者様が放った妖精
[01:28:37.920] の笛を代々をお守りする役目をはいですが
[01:28:45.360] 兄貴は昔から何をやらせてもいまいなやつ
[01:28:47.320] でさいつも守護者なんか勤まらないって
[01:28:49.800] 情けないこと言ってたんだ。
[01:28:52.280] でも親父みたいに俺いつもみたいに俺と
[01:28:54.360] 親父にしっかりしろって説教されたように
[01:28:56.880] ついに逃げ出したんだよ。
[01:29:00.159] 妖精の笛を持ってな。
[01:29:04.800] 家出ってやつですね。全くあいつがいなくなるのはどうでもいいが誘の笛まで持っていくなんてひどいな。そういうわけでお渡しできないのです。本当に申し訳ない。に心当たりはありませんか?さっぱり妖精の笛を売って金にするならムってとこか。探しに行かないわけ?私たちはメルキドを守る名があります。離れられないのです。
[01:29:32.920] そうじゃなくたって探しになんかいかない
[01:29:34.440] けどな。
[01:29:36.440] かわいそうに。
[01:29:39.000] 分かりました。ではひまずラザトームに
[01:29:40.560] 行ってみます。
[01:29:42.840] すいません。うちの息子のせいでお手間を
[01:29:48.199] ま、家でする理由がありそうやな。
[01:29:52.320] お兄さんがどんだけポンコか知らないけど
[01:29:53.960] あんまりじゃない。あんなに言わなくても
[01:29:55.239] いいのにね。
[01:29:57.480] 僕も結構お城ろで怒られたけど、なんて
[01:29:59.159] いうか、もう少し愛があったっていうか。
[01:30:04.239] そうね。今の今のお家は後々振り返っても
[01:30:07.480] 笑えない感じがしたわね。まあまあ、
[01:30:10.239] 私たち妖精の不を探しに行きますよ。
[01:30:12.280] お兄さんを見つけないと。
[01:30:15.480] なるほどな。人乱ありそうじゃねえか。
[01:30:27.360] あるね。
[01:30:29.360] あ、
[01:30:31.360] 本棚が光ったっつうことは
[01:30:34.400] あるぞ。これ何かあるぞ。書物が
[01:30:39.199] ないんかい。
[01:30:41.520] 遠い昔ね、メルキドを守ってたゴーレムが
[01:30:43.400] 暴走してしまったことがあって、それから
[01:30:45.199] ここのご先タ様がこのメルキドを守るよう
[01:30:47.080] になったんですって。
[01:30:55.239] じゃ、ラザトーム行ってみるかな。
[01:31:00.159] 最後の鍵まだか。
[01:31:03.239] そう考えるとまだまだ終盤じゃないってことか。最後の鍵手に入れてからがなんか終盤だもんな。結構宝あるよ、色々。どっから探します?僕たちメルキドのお兄さんの顔もわかんないし。それにもしの笛を売っちゃってたらどうしちゃうしのか。
[01:31:22.119] ラ田に立ててみませんか?もし妖精の笛が
[01:31:24.800] 市場に出回ったりしてどっかで見つけたり
[01:31:26.679] していたらきっと王様の耳に入ると思うん
[01:31:28.800] です。
