[00:00:29.720] ສ
[00:43:59.025] [笑い]
[00:44:06.880] ここでもうここにもうここ
[00:44:08.520] 90°やん。おっぱいの角度がでかすぎて。
[00:44:13.559] もう乳でシェイクしてるやろ
[00:44:15.280] なあ。こうもうここでよあるあったやん前。なんかあのなんとかチャレンジっていうなんかおっぱいでけえ女がよくあの
[00:44:23.359] SNS
[00:44:23.760] にさこになんかタピオカ置けるかどうかチャレンジみたいな。こいつタピオカどころじゃねえぞ。ここでもランチョンマット引いてあの給食べれる。何を言ってるの本当に。
[00:44:32.430] [咳払い]
[00:44:33.559] さっき言ったことを気にしてくれたのね。
[00:44:35.359] あれまた流行れ。本当に何を言ってるの?
[00:44:37.800] チャレンジは[笑い]
[00:44:39.319] え、知らない。タピオカチャレンジ。あのおっぱいがでけえ女がなんかここにタピオカ置けるか、ここにタピオカこうやって置けるかどうかみたいなさ。動画流行ったやん。流行ってないんかな?俺、俺そういうのばっか見てから。そういうの流れてくんのかな?この子はもうそんなそタピオカ置けるどころじゃないよ。もうここにランチョンマット引いてよう。ここで給食べれる?
[00:45:01.480] 早く行ってよ。[笑い]
[00:45:02.800] よなんだそれ。
[00:45:07.000] チとみ、どうもこんばんは。ね。うん。ま、人それぞれ、人それぞれですよね、その辺は。
[00:45:13.041] [笑い]
[00:45:14.119] でも嫌な女じゃなければあなたにとって私はどんな女なのかしら。
[00:45:21.440] エッチな女の子です。あるやん。いつも癒してくれるママ。え、要でセクシーな女性。ええ。
[00:45:26.796] [笑い]
[00:45:34.760] どうだろうな。どっちがなでセクシーな女性。要でセクシーな女性。
[00:45:41.440] エリサによく言われる。
[00:45:42.880] ハートかなかった。ママだったかな?
[00:45:44.880] セクシーな大人になり。
[00:45:46.200] ママだったかな?
[00:45:48.160] 少し恥ずかしいわ。
[00:45:49.319] てかあんた何歳な?君何歳?逆にくんちゃんはこっちのことどう思ってるの?こ、それは内緒よ。
[00:45:54.961] [笑い]
[00:45:59.640] ママじゃん。
[00:46:02.960] 安心して。こんなのを秘密とは呼べないもの。
[00:46:08.079] 小娘には出せない。なんだっけ?貫禄だっけ?なんだっけ?なんかあったよな。そんな
[00:46:12.440] だって私があなたのことをどう思ってるかなんて。私の表情や言動を見ていればすぐに分かっちゃうもの。
[00:46:22.480] なんですと?
[00:46:24.480] お酒用意した方がいいかしら。嬉しいわ。
[00:46:27.057] [音楽]
[00:46:30.400] どれがいい?
[00:46:31.200] 今日はああ、カラオケやる。いや、でも明日だな。カラオケは明日。ごめん。カラオケ行くわ。カラオケな。ブカティの時のからあれだよな。見てえよな。カラオケ
[00:46:41.200] ボトルね。
[00:46:41.760] こぼれちゃうで。
[00:46:42.559] ありがとう
[00:46:43.240] なあ。
[00:46:45.559] はい。
[00:46:46.280] あらあら。今日もいい。今日もいいね。
[00:46:50.319] あ、TシャツじゃなくてY
[00:46:51.119] シャか。この子さ、あのプレゼントあんまないんだよね。お、チョコマなんだよね。久しぶりに。
[00:47:00.680] あ、ごめん。でもなんか普通にちょっと普通にポテト頼もう。ポテト頼みたい。この子ポテト好きって言ったもん。ほら
[00:47:08.599] ほらほらほら。
[00:47:09.440] 味ね。大好きよ。ポット
[00:47:15.079] じー。
[00:47:16.040] にゃーん。
[00:47:17.359] にゃー。
[00:47:17.760] そんなに見つめられたら恥ずかしいわ。
[00:47:18.802] [笑い]
[00:47:20.480] もう1回聞きたい。もう1
[00:47:21.280] 回聞きたいな、今の。
[00:47:22.680] やーんやんややんやーんやーんや。
[00:47:28.960] やあ、
[00:47:29.319] お前これたまんねえだろ。お前ら
[00:47:30.599] そんなに見られたら恥ずかしいわ。
[00:47:32.520] お前らお確かにヤドンヤドンいるな。あの、あの
[00:47:33.212] [笑い]
[00:47:41.640] 花田シティのよ。鼻ダシティのあのなんかチャリンコ屋の前にさ、あのヤドンと女の子がいてさ。行けドンな冷凍やんていうやつね。
[00:47:52.359] の音にしますか?[笑い]
[00:47:55.000] スピーカーにしてのしんどい。
[00:47:57.960] ややややややややややややややややややややや
[00:48:02.688] [音楽]
[00:48:03.599] いいね。
[00:48:04.880] そんなに見つめられたら恥ずかしいわ。私の表情や言動を見てればあなたのことをどう思ってるかバレバレ。
[00:48:08.583] [音楽]
[00:48:14.760] 色も宿ん。
[00:48:16.240] 確かにそう言ったわね。[笑い]
[00:48:18.559] ヤドンの擬人か
[00:48:20.200] なら
[00:48:21.319] ヤドン。
[00:48:21.680] しばらく観察してもいいわよ。本ロちゃお。
[00:48:24.599] はい。こんにちはこんばんは。今日もやっていく。
[00:48:26.400] 今日も節道を持ってよろしくお願いします。やん。ヤドンヤドン。この子なんか宿ドンなのかもしんない。
[00:48:36.160] 宿ん人かエロ。
[00:48:38.058] [笑い]
[00:48:38.599] マジで出てきそうだからそれは。え、みつめ返されると集中できないよ。
[00:48:48.079] ごめんなさい。でもあなたから視線を外せないの。
[00:48:54.440] どうしてこんなに引かれてしまうのかしらね。隠したいと思う気持ちほど表情や体に出てしまうの。きっと隠せない気持ちが大きくなって。気持ちが大きくなっているというのはどういうどういうことでしょうか?それは
[00:49:11.400] 本当に困ったものね。
[00:49:15.119] そうね。
[00:49:15.880] あ、何?
[00:49:17.160] 私とゲームをしてみない?
[00:49:18.920] てこと?
[00:49:20.000] そういよ。
[00:49:21.200] きっと楽しいわよ。
[00:49:26.000] ちょ、え、え、Tゲームって何?
[00:49:29.440] Tゲームって何?安いし。何?
[00:49:31.559] Tゲームって料金
[00:49:33.359] 500円。Tゲーム何ですか?Tゲーム
[00:49:35.880] ありと兄弟来た。
[00:49:37.359] さあ行きましょう。
[00:49:38.200] tテtテtテtテtテテてテt頃
[00:49:41.280] お手頃やね。なんですか?
[00:49:44.559] Tゲーム。ああ、ツイターね。
[00:49:48.480] チョコプラもいますと。
[00:49:50.040] おいおいおいおい。こっちおいおい。
[00:49:52.599] これで500。これ500
[00:49:53.839] 円でいいんすか?500
[00:49:55.359] 円でいいんすか?え、ド素のカラオケ
[00:49:58.079] 2000円取るのに。ド素女のカラオケは
[00:50:00.520] 2000円取るのに。
[00:50:03.400] むほ
[00:50:04.319] むほ。はい。右手が黄色だね。きついわ。
[00:50:09.920] きつくないだろ、まだ。おえ、ある。ちょ、え、待って。しかもあ、これはやってくれましたね。
[00:50:19.584] [笑い]
[00:50:20.920] これはえ、
[00:50:22.640] なんで追加出る?え、何追加?え、え、え、人回し
[00:50:26.839] 500円なの?とんでもねえや。人回し
[00:50:30.880] 500円じゃん。え、
[00:50:32.559] それは高い。笑笑。
[00:50:34.480] 人回し500円。いや、そんなもん。え、
[00:50:38.579] [笑い]
[00:50:39.400] チア手取しす。
[00:50:40.640] あ、いやいやいやいや。これあれじゃん。え、なんかマッチングアプリみたいな。マッチアップのあのなんかあのさ、あれみたいな。今やってないよ。僕やってないけどね。
[00:50:45.785] [笑い]
[00:50:49.599] やってないけど、あの、あれみたいな感じじゃんね。あの、いつメール送んのに何百円みたいな。はい。右手が赤だよ。左足が赤だよ。やってないがな。やってませ。
[00:51:04.160] そんななんだ?
[00:51:06.079] あ、そう。女は、女はただけどな。女はただ。おほ。え、ちょっと、ちょ、今見てるでしょうが。じっくり。
[00:51:11.330] [笑い]
[00:51:16.319] 今じ手が黄色だね。
[00:51:24.160] くぽついてます。ク、クポついてるで。くぽつくで。今日はクポつき。クポつき祭り。おい、だから今見てるだろ
[00:51:40.720] よ。
[00:51:41.799] あら、あら、あら。ちょっと待って。操作が難しい。
[00:51:45.520] あららら。あらららららららららら。ええ。
[00:51:46.045] [叫び声]
[00:51:46.700] [うめき声]
[00:51:48.665] [笑い]
[00:51:52.160] ああ、
[00:51:53.720] これはまずいよ。
[00:51:55.680] 会感。
[00:51:56.640] えっとけどお前らも、お前らからも取るからね。あの、あの
[00:51:59.640] 500円で1人今一回し
[00:52:01.960] 500円でやってんだから
[00:52:03.760] よ。
[00:52:04.599] ああ、あっちゃあっちゃっちゃ。これどこで終わるの?これどこで終わるの?これどこで終わるんですか?これ。
[00:52:07.661] [笑い]
[00:52:15.720] え、どうしよう。28
[00:52:16.599] 万使うかもしんない。
[00:52:18.599] ショロベチ。
[00:52:20.119] あ、ありがとうございます。ありがとうございます。
[00:52:21.416] [笑い]
[00:52:23.520] ま、あら、あらららら。ああ。この体勢になってもおっぱいのおっぱいの大きさが保たれ続けるという。あ、
[00:52:37.960] 体を動かすのも悪くないわね。[拍手]
[00:52:40.040] やっぱTゲームだわ。
[00:52:41.559] やっぱTゲームだわ。うん。Tゲーム。テ
[00:52:44.319] tテtテtテtテtテtテテt
[00:52:45.920] だな。フェミ失進してるだろうな、今な。こんなフェミニストがこんなゲーム見たらもう多分もうこれもう気絶するよな。多分
[00:52:48.926] [笑い]
[00:52:56.480] スタンディングマスターベーション
[00:52:58.751] [笑い]
[00:53:00.280] スタンディングオベーションな。
[00:53:02.480] あの大きさで左右に足れないのは黒
[00:53:04.880] 国報ですよ。国報
[00:53:07.319] 3
[00:53:07.520] 時間ぐらいの映画にしてほしいね。国報ね。
[00:53:09.886] [笑い]
[00:53:11.000] 3万3000円うんにきこんばんは。あ、
[00:53:13.720] もう帰っちゃうのかしら。
[00:53:14.920] ま、ま、意味のある3万3000
[00:53:16.640] だったな。
[00:53:17.160] 私はま、あなたと一緒にいたいけれど。
[00:53:20.720] アフタヌーンですか?
[00:53:23.040] これ。え、高級なアフター
[00:53:25.440] 7万円。ちょっと待ってよ。何するのよ、
[00:53:26.916] [笑い]
[00:53:30.559] 7万ってこれ?
[00:53:31.720] こんばんは。
[00:53:32.240] ルミさんと大将さんこんばんは。どうもどうも。どうも。やっていくぞ。
[00:53:35.319] 7万。7万
[00:53:39.119] 何すんの?え、もうお、
[00:53:41.119] え、これだって、え、これホテルでしょ。もうだって
[00:53:44.040] 7万だよ。
[00:53:46.839] 7万払。さすがにちょっとね。
[00:53:50.359] 物価高突きつけてそんなに楽しいか。
[00:53:53.359] さすがにちょっとなんかないと僕ちょっと怒るよ。
[00:53:57.160] 7
[00:53:57.400] 万払ってもいいけど別に。え、ちょっとさすがに大丈夫。え、これ大丈夫なんだよね?まだまだちゃった。
[00:54:04.880] 世間は許してくれよ。おごと温泉でもなかなかないんちゃう?
[00:54:08.920] 本当だ。温泉旅行けるような。
[00:54:10.440] 7万あったら
[00:54:12.359] ありがとう。あなたのそういう優しいところ。
[00:54:16.000] これは一だけ広くなってるの?
[00:54:18.319] どうなんだろう?どうなんだろうね。あの女の子増えてるんだよね。
[00:54:21.680] すぐに準備してくるわね。ちょっとだけ待ってて。
[00:54:26.160] え、ちょっとTTゲームない。
[00:54:28.520] お金ないなるで。もういいや。
[00:54:32.920] もう寿司って
[00:54:33.760] そんな静かなお店に連きてくれるなんて
[00:54:37.040] いや寿司とかじゃないやんそれは
[00:54:40.880] 寿司とかでお前7
[00:54:42.400] 万行くんかここでいいや寿司もいいんだけどさ
[00:54:47.119] 私服すごい
[00:54:49.480] 誰が握っても同じや同じや表
[00:54:52.723] [笑い]
[00:54:55.240] えー寿司でえ寿司でもこの後あるよねか
[00:54:59.640] れの寿司も握れ
[00:55:01.892] [笑い]
[00:55:03.000] しちょうどいいね。
[00:55:04.319] ま、確かにちょっとさっき寿司食いてって言っちゃった。じゃあここに来てもお前あれか?ここに来てもハンバーグ軍艦食べていいの?俺食うよ。ちなみに申し訳ないけど寿司行ったらハンバーグ軍艦と豚カルビ、牛カルビに握ぎりと行くよ。そういうの食うけどいい?唐揚げ軍、唐揚げマヨとか食べるけど。
[00:55:22.720] 焼肉屋行けよ。こんください。
[00:55:24.818] [笑い]
[00:55:25.680] 誰もな、あの高級なり行かないから。
[00:55:29.403] [笑い]
[00:55:30.760] スつけちゃうよ。い
[00:55:32.039] ね。
[00:55:32.880] いい。その回転寿司しかない。気持ち悪い。やべ。よし、今日ちょっとここで先にスタミナつけねえとな。スタミナせをつけないと。お、ウナギ。ウナギ持ってきて。大将。ウナギ。この後せつけとかないと。
[00:55:45.920] でも大丈夫かしら?
[00:55:47.743] [音楽]
[00:55:48.240] 何が
[00:55:49.440] そんなねえねえよ。笑笑。
[00:55:51.960] え、ウナぎ。あの穴子か。あれはウナギじゃなくて穴子か。
[00:55:56.680] こんな特別な場所に連れてきてもらったら
[00:56:00.559] 自分までは
[00:56:01.400] 特別
[00:56:02.119] あなたの特別なんだ。
[00:56:03.400] 特別やろがいじゃなかったら来ねえよ。
[00:56:05.400] 7万も払って
[00:56:10.599] 2
[00:56:10.680] 日目配信できてよ。よかった。よかった。よかった。いいぞ。そちゃんこんばんは。
[00:56:16.039] もう少し詳しく聞かせてほしい。
[00:56:18.079] 高級アフターに来ました。高級アフター
[00:56:20.119] 7万円でございます。
[00:56:23.113] [笑い]
[00:56:24.319] ずるい人ね。もっと
[00:56:27.039] もうちょっとなんかさ、私服のバリエーション欲しいな。季節的にまだあれなのかな?夏だから。
[00:56:33.200] 私があなたのことをどう思っているか?
[00:56:35.440] どう?どう思ってんの?
[00:56:36.680] それはもちろん
[00:56:37.559] 何?7
[00:56:38.079] 万も払ったんだから教えて。内緒はダめね。
[00:56:41.454] [笑い]
[00:56:42.960] もう私のことは何もお見通しなの?
[00:56:47.319] 最悪じゃん。俺こいつに宿んだと思われてんの俺。
[00:56:50.039] じゃあこんなのはどうかしら。
[00:56:52.760] 宿キングになっちゃうよ。そんなこと言ってるとね。俺の王者の、俺の王者の印が。俺の王者の印が。え、手握ってくれた。やべえ。
[00:57:03.520] 食べられ。
[00:57:03.920] 言葉は飾ることができる。
[00:57:05.400] やばい。やばい。やばい。
[00:57:06.559] 久々だってことでき。
[00:57:08.964] [笑い]
[00:57:11.280] あのルギア爆の時のな、ルギア爆弾爆の時の宿キングの声優ね。浜マだね。
[00:57:16.640] 困ったなあしか言わないやつね。
[00:57:19.400] もんな。[笑い]
[00:57:21.240] 困ったなあしか言わないのね。宿キングはちなみに頭な尻尾じゃなくて尻尾宿なんね。
[00:57:29.720] でも私の鼓動だけは偽われないでしょ。
[00:57:34.079] え、
[00:57:35.240] だからこの手を私の
[00:57:37.799] 細か
[00:57:38.319] えいんですか?でもさ、こんなにおっぱいでかかったら心臓の音とか聞こえなくね?いや、ごめん。これエロとか関係なして教えてほしいんだけど。
[00:57:49.160] エロとか関係なしで教えて欲しいんだけど。え、あのさ、おっぱいでかい人ってさ、
[00:57:53.880] 7万だ。
[00:57:55.039] おっぱいでかい人ってさ、心臓の音って聞こえるの?聞こえないよね。多分こんなにでかかったらあと心臓マッサージとか大変だ。で、これ
[00:58:03.520] でかい人いますか?
[00:58:05.359] はい。この中で私おっぱいでかいよって人挙お願いします。大石から祭り
[00:58:09.225] [笑い]
[00:58:11.845] [泣き声]
[00:58:13.280] 直接確認してもらおうと思ったのに残念ね。
[00:58:17.920] 実際どうなんだろうな。
[00:58:19.359] じゃないのでりか
[00:58:20.640] どうなんだろうね。実際え、友達友達とかで女の子同士でさ
[00:58:24.760] かないんじゃないかね。
[00:58:26.000] そうだよね。
[00:58:26.880] ないぞ。橋本と聞こえる。おピーの下やないから。
[00:58:31.240] それ以前にこの橋。おっぱいのじゃない?それおっぱいの下じゃないから。あ、でもなんでそれを大将さんの口から聞かなきゃいけないんだ、俺は。俺は女の子から聞きたいからこういう話をしたの。なんで大将さんの口からそんな聞かなきゃいけねえんだよ。
[00:58:45.200] 笑笑。
[00:58:46.400] 俺は女の子から聞きたいってこういう話をしたのに。おっぱいの下じゃないんだ。そうな。
[00:58:52.760] 答えちゃった。
[00:58:54.240] 笑笑。[笑い]
[00:58:57.520] なんだっけ?鎖骨から何?特別な場所だけか。
[00:59:01.920] ありがとう。
[00:59:02.720] なんだ?
[00:59:03.079] とても幸せな時間を過ごすことができたわ。
[00:59:06.210] [笑い]
[00:59:07.920] これで7
[00:59:08.599] 万か。ま、おっぱい触れたと思えばまあまあまあまあまあ
[00:59:11.920] なあ。これで[笑い]7万。
[00:59:14.280] これで7行かれるんすか?
[00:59:16.280] あなたが私を特別な人だって言ってくれたこと。私
[00:59:20.920] おったくりだ。
[00:59:21.720] 忘れから
[00:59:23.000] これで7行くの?
[00:59:23.880] いつまでも覚えてるわよ。
[00:59:28.400] え、気をつけて帰るのよ。
[00:59:31.200] 高級をいけるね。本だよ。
[00:59:33.079] バニーガーデンで待ってるわ。
[00:59:35.319] 少しだけいいかしら?
[00:59:36.640] え?何?
[00:59:38.280] 私ね、あなたのこと知りたいわ。
[00:59:40.926] [笑い]
[00:59:41.920] え、え、え、
[00:59:43.119] でもお店にいる時間だと足りないなって思ったの。
[00:59:47.920] 旅行。
[00:59:49.160] あ、そういうこと。
[00:59:51.079] お1人様3万5000円たっか。毎日
[00:59:55.319] 7万。
[00:59:55.760] え、毎日これから毎日7
[00:59:57.280] 万びられるってこと?[笑い]
[01:00:01.200] それでも足りないと思うわ。
[01:00:02.880] 何?何?何?何?
[01:00:04.200] もっとゆっくりあなたと過ごしたいの。例えば困りで旅行とか。
[01:00:11.799] 一緒に住む。笑笑
[01:00:17.079] 来ましたね。
[01:00:19.440] か
[01:00:19.960] お泊まりデート来ました。これもう
[01:00:22.920] スタンディング、
[01:00:23.720] これはもう行きますよ。意味で行きます。意味で行かせていただきます。
[01:00:30.480] 本当だよな。寿行くのに7
[01:00:32.640] 万払ってんだから。旅行なんてお前
[01:00:34.240] 50万くらい取られんじゃねえの?50
[01:00:36.440] 万取られんじゃね?どこ行くんだよ。海外か?え、あなたにそのあるのなら是非
[01:00:44.462] [笑い]
[01:00:45.839] 丸投げのパにお任せするわ。
[01:00:47.799] 金ずるにされてそう。笑
[01:00:51.039] ありがとう。
[01:00:52.079] ええ、
[01:00:52.559] 楽しみ。コインでいいよね。
[01:00:55.597] [笑い]
[01:00:58.160] ああ、ごめん。ちょっと駅前の欲園でいいよね。
[01:01:00.440] クソめえ。クソセめ。遠横コイン。でいいっしょ。
[01:01:01.492] [笑い]
[01:01:05.359] オデートでいいよね。てかラブホ、ラブラブホみたいの映ってますよな。何万?いや、そんな高級のアフター料金ってしなめで許される。いやいや、そんなんじゃ収切れないっすよ。何?高級のアフター料金っていう。そんな大名じゃちょっと
[01:01:13.282] [笑い]
[01:01:28.200] 領収書切れないっすよ。
[01:01:31.039] うわ、か7万行ったなあ。
[01:01:35.839] 7万行ったかけるの?最低やな。
[01:01:38.799] しかも待って。これ土曜日だから。まだ今日も行くからね。
[01:01:42.200] 今日も行くからね。今日も行くよ。わ、パンスト。あ、パンスト買。あ、パンスト。はい、パンパ。
[01:01:47.960] ゲームお疲れ。
[01:01:50.160] くらさん、こんばんは。うわ、ちょっと待ってよ。ああ、いいのよ。
[01:01:58.477] [拍手]
[01:01:59.000] 笑。
[01:01:59.319] いい、いい、いい。15[叫び声]万。
[01:02:02.599] おお、
[01:02:04.319] 15[笑い]万。
[01:02:06.279] 35kgのや。
[01:02:09.079] わあ、
[01:02:10.920] 15
[01:02:11.520] だけど脇がエっちだね。この立ち絵が一番エロいから。この立ち絵が一番エロいよね。
[01:02:18.160] この立ち絵えくない?
[01:02:20.039] この15やん。15。
[01:02:22.640] 次に入ってきたやつが男だったら殺すの。
[01:02:26.039] 手取りくらいあるやん。[笑い]
[01:02:28.160] 15もいます。15もいます。
[01:02:30.520] ゲーミングパンストやろか。
[01:02:32.839] ええ、底辺の月球だよ、本当に。底辺とかじゃないけど。底辺とかじゃないけど、こんくらいの月球の人いるって。これもうぎ、ギャンで増やすしかないよね。
[01:02:45.559] 底辺の
[01:02:46.319] ギャンで増やすしかないよね。ギャンで増やすしかないよね。頼む。
[01:02:52.760] セーブ。
[01:02:54.119] あ、セーブするべきだった。いや、でも勝てるっしょ。
[01:02:56.920] 勝てるっしょ。行く行く行く行く行く。
[01:03:01.359] いやあ、ちょっと待って。一旦セーブする
[01:03:03.000] か。
[01:03:04.960] いや、待ってよ。
[01:03:10.520] わ、26万ったのに。
[01:03:18.319] いや、今日はカレティだからな。
[01:03:24.599] 派遣に見ないとやめない。そうだね。あ、
[01:03:28.440] 本日は、あ、今日はカレティイベントだ
[01:03:30.599] から。カレティイベントだからあれだな。
[01:03:34.079] たださ、15万だろ?これさ、あの、旅行
[01:03:37.839] 買うのってまだ先でもいいの?これ旅行
[01:03:41.119] 買うのってまだ先?本日は旅行の都合がい
[01:03:43.799] ませんでした。来週とかでもいいのね。あ
[01:03:46.480] 、ちょっと金節しよう。
[01:03:50.039] 15はきついよ。いらっしゃいませ。
[01:03:55.520] ちょうどあなたのこと考えてた。ど信じれてしま。そんな時に来るなんてずるいわね。
[01:03:57.034] [叫び声]
[01:04:05.640] 笑笑。見えた。うわあ。チまドベリーベリークテファせ。チまドベリーベリークテファせ。チャマドベリーベリークテファせ。サンマもいます。ふん。明日のど終わって。そう。
[01:04:20.240] サンマ。サンマ。
[01:04:22.359] ああ、[叫び声]
[01:04:25.720] ちょっと待ってくださいよ、これ。ええ、何を飲むの?
[01:04:31.240] ええ、まあい、うわ、なんか、え、待って。なんか高なってる。おい、おい、おい。高なってるよ、お酒が。
[01:04:31.749] [叫び声]
[01:04:40.039] 僕の胸も高なってますけども。僕の胸俺は安だけでいいわ。うん。俺は安だけでいい。金ねえから。
[01:04:45.400] 私もご一緒していいかしら?
[01:04:47.839] マジか。でも今日ちょっとカラオケやりていからさ。
[01:04:51.920] バニーマックスどうしようかな。バニートラップどうしよっかな。バニーマックスバーニーパンチ入れてやるか。でも
[01:05:04.279] 悪くない選択。
[01:05:05.480] 入れたったな。ええね。ああ。やっぱ本能でやっぱエロ、エロがやっぱ関わるとな。饒舌になっていきます。
[01:05:15.635] [鼻息]
[01:05:21.559] そして負けちゃうよ。これ履いてくんない?これ履いてくんない?
[01:05:26.760] 悪い子ね。
[01:05:27.920] エロ
[01:05:28.440] こんな大胆なことしちゃうなんて。
[01:05:30.799] 今
[01:05:31.520] でもありえ、このタイミングじゃないの?
[01:05:33.320] [笑い]
[01:05:36.079] このタイミングじゃなくていいや、エロすぎんだろ。おい、
[01:05:41.880] このだらしない姿。い、
[01:05:44.160] エロい、エロい、エロい、エロい、エロい。いや、もう今のセリフエロい。エロい、エロい。今のセリフエロいよ。うん。
[01:05:48.960] 見てこのだらしない姿は。
[01:05:53.000] たまらんねん。
[01:05:54.000] 部カブカのY
[01:05:54.880] シャツに身を包み、身も心も好きだらけ。プライベートで心を許した人にしか見せられない姿。
[01:06:05.160] こんなことやってて風俗じゃないんだから。この店とんでもねえぞ。
[01:06:09.480] それなのにお店でこうしてあなたに見られてしまっている。
[01:06:15.895] [笑い]
[01:06:18.240] さすがに私も恥ずかしい。
[01:06:21.000] いや、あの、あのさ、あの、あの第
[01:06:23.440] 3
[01:06:23.720] ボタンとさ、おっぱいのこの終わりの部分のとこの隙間に指すって入れて、あの
[01:06:29.651] [笑い]
[01:06:31.559] Y
[01:06:31.720] シャの閉じてるとことおっぱいの開いてるとこの、あのあそこのひ型とこに指すって入れて。ここはまだセーフ。ここはまだセーフ。
[01:06:39.240] やりたいすね。ここはまだ空気。ここはまだ空気だからセーフ。やりたいすね。やりたいすね。やりたいっすね。うん。そこにストロー、そこにストロ入れて空気。明日仕事か。
[01:06:56.440] 笑笑。
[01:06:57.000] やだな。
[01:06:59.781] [笑い]
[01:07:01.400] リアル捨ててきた。
[01:07:03.000] うん。ね。
[01:07:04.359] 賢者来た。
[01:07:05.676] [笑い]
[01:07:07.799] 恥ずかしかってる。クオンちゃんいいね。意
[01:07:10.916] [笑い]
[01:07:12.440] 地あのあの隙間。あの隙間はすごいの。
[01:07:15.920] たまには意地悪なことを言われるのも
[01:07:18.359] うん。
[01:07:18.960] 好きよ。
[01:07:20.200] ストローで全部そこの空気吸って真空状態にしてこうピタ。
[01:07:24.760] この格好とてもドキドキする。
[01:07:29.256] [笑い]
[01:07:29.599] 心の隙
[01:07:30.279] ちょうどいい。ちょうどいい隙間だ。
[01:07:32.359] ここ全部空いてえよ。そこの空気な。うん。真空状態にしたい。そこ真空状態って
[01:07:39.160] Yシャがピタッとしてるとこ見たいね。
[01:07:41.119] うん。
[01:07:42.039] イルミナティやな。のルさんこんばんは。
[01:07:44.279] 相手に気を許すって[音楽]
[01:07:46.799] 心を裸にするような。ま、俺のでコーキングしたい。
[01:07:51.559] コーキング。
[01:07:52.599] それに近いのかな?[笑い]
[01:07:54.960] なあ。コーキングしたね。漏れのないようにな。うん。
[01:07:58.000] あなたに裸を見られている気分になっ。
[01:08:01.400] いや、たまらんよ、これ。のんびるさん。裸を見られてる気分ってか、もうほぼ裸だろ。
[01:08:06.760] 新しくお酒を用意しましょうか?[音楽]
[01:08:08.880] いや、今日はでもカラオケ行ったらなあかんよな。金ねえけど。
[01:08:12.720] 金ねえけどカラオケ行ったらなあかんよな。お、ごめん。俺はちょっとまあでもまあグリチボム行っとくか。
[01:08:21.960] 私もご
[01:08:22.719] いや、これ旅行けんのかな?旅行けんのかな?
[01:08:27.640] 悪くない選択よ。
[01:08:30.080] 15
[01:08:30.719] 万って。あ、カクテルやってほしいね。カクテルやってほしいね。これでさ、カクテルやってほしくなくないます。
[01:08:34.102] [音楽]
[01:08:40.960] いや、フードじゃねえんだよな。フードじゃねえんだよな。ね、人臓とか
[01:08:46.759] 1個売りたいよね。
[01:08:47.799] こんなこんな酒飲む酒飲む店に来るために腎臓を売るってとんでもねえだろ。人臓酒分解できなくてあるやん。命張りすぎだろ。焼きはちょっといやでもいいっか金ねえから。ちょ、今日
[01:08:53.097] [笑い]
[01:09:02.199] この格好
[01:09:03.199] うん。
[01:09:03.920] ファッションとしてはどう?
[01:09:05.359] おお。ファッションもクソもねえだろ。
[01:09:06.880] 似合っているかしら?大きすぎて聞きました。
[01:09:10.920] 袖に腕が沈んでいるし。
[01:09:13.920] いいんだよ。とても似合ってる。目が離せない。
[01:09:18.600] 妄想も膨らんでしまったかし。
[01:09:20.279] ま、膨らんだのは妄想だけじゃないかもしれませんがね。は、おい、一緒のこと言うなよ。おい、逆戦一緒じゃねえかよ。最悪のゲームメーカーと俺逆戦一緒じゃねえかよ。逆戦一緒な上に滑ってるし誰も笑ってねえし最悪だよ。
[01:09:42.319] 何が膨らんじゃってるのかしら。[音楽]
[01:09:45.560] 期待に胸を膨らませてる。このシャツはただの衣装だから匂いはしないの。
[01:09:54.640] え、何?どうした?みんな。え、みんな、みんなし、え、どうした?
[01:09:58.920] むくむく
[01:10:01.560] むくむくついてます。むくついてます。
[01:10:05.360] でも本物ならきっと彼の匂いをまとうことになるのかしら。
[01:10:10.560] いいね。
[01:10:12.520] もしかしたらシャツに残る体温まで感じるかもしれない。
[01:10:19.159] なんか悔しくなってきたな。
[01:10:20.480] あら、おかしいわね。私は彼のことをあなただと想像して話してくれ。
[01:10:25.453] [音楽]
[01:10:27.600] あららららら。
[01:10:29.960] グラスが殻だけどどうする
[01:10:33.280] これ?カラオケ行くか。
[01:10:35.159] 何を飲む?
[01:10:36.199] あ、行けるまず。行けるまずやん。ただ
[01:10:38.480] 4万だかな。
[01:10:41.719] 4マ素だからけんなよ。でも行く。
[01:10:45.239] あら、
[01:10:45.920] カレティのカラオケ見て。あとゲームやらないからね。ゲームやらないからね。ちなみに俺ゲームやらないで。今日はもう映像を見ることに注力します。
[01:10:57.040] 旅行めねえと。
[01:10:58.400] 本当だよ。来週。うわ、すごい。すごいねえ。下向いた時のあそこの隙間すごかったよ、今。あら。
[01:11:11.159] 酔っ払いモード来たよ。酔っ払いカラオケあるんじゃない?心配されちゃった。カシャツがあるのなら
[01:11:13.269] [笑い]
[01:11:20.400] カプツもあるか。
[01:11:22.159] 笑。[笑い]
[01:11:30.320] すごい。
[01:11:36.239] もちろん。
[01:11:37.159] はむくついた小の具足をくついていただきたいと思う。
[01:11:40.779] [笑い]
