[00:00:35.480] うお。
[00:51:38.760] Aボタンで嘘だろ?
[00:51:40.839] それな。笑。
[00:51:43.040] 嘘だろ、これ。これでなんかこれでなんかあるのか?
[00:51:48.440] レソード買おう。
[00:51:49.640] これでなんかコンシステムス。壁コン
[00:51:51.520] システム
[00:51:55.280] レコード。これ絶対出てない。
[00:51:59.359] えー、待って。もう、もう積んだんだけど
[00:52:02.240] 。これなんだよ。
[00:52:05.319] もう積んだんですけど。
[00:52:09.599] あ、ちなみにこの死ぬと1発で死にます。
[00:52:12.440] 瓦礫のところ何か落ちてない。え?瓦礫の
[00:52:15.119] 落ちてた。
[00:52:16.920] このエリア移動もこのエリア移動がこの分かりづらいんでガレーんとこなんか落ちてたか
[00:52:27.160] 早くマッピングした方がいい。
[00:52:28.839] これマッピング必要でもマッマありそうのかなん?あ
[00:52:33.119] あ、なるほど。笑い男さんこんばんは。いいね、そういうのいいね。
[00:52:37.000] 盛り上がってました。
[00:52:38.839] なんか落ちてるってこれ。なんか落ちてるっていう。なんか落ちてるっていう。ああ。いや、もうこれ荒すぎて気づかんて。
[00:52:47.599] 荒いよ、画質がこれ。
[00:52:50.359] 笑笑。
[00:52:51.040] わかんねえよ、これ。
[00:52:52.920] 笑笑。お、これはわからない。
[00:52:55.760] こんなの荒くてわからんて。荒いよ、これ。これだ。あった、あった、あった。やったぜ。よく気づいたんじゃない?よく気づいたんじゃない?気づいたな。
[00:53:11.040] 本当だよな。よく気づいたよな。あ、あ、ああ、間違えた。
[00:53:17.799] あ、
[00:53:19.680] 笑笑。
[00:53:22.119] もう
[00:53:25.480] 泳げないんだ。残念。私の冒険派れで終わってしまった。キさんがサク
[00:53:34.480] サムスク。ありがとうございます。残念。サブスクサムしきちゃんこんばんは。
[00:53:38.000] ダブル残念。残念残念。
[00:53:40.760] アテキスト。
[00:53:42.000] アジテキスト付き。
[00:53:43.040] ちゃんとちゃんとちゃんとシャドウゲートのそういうとこは守ってるからちゃんとファミコン毎回笑っちゃうんだ。このでトライアゲ
[00:53:54.160] 油断した
[00:53:57.119] でトライアゲイン。そしてまた最初からっていうね。さすがにもうセーブできてんだろ。さすがにセーブできてんだろ。あ、よかったよかったよかった。
[00:54:07.400] に凝ってるロゴ
[00:54:08.480] よか。ロゴはめっちゃ凝ってます。
[00:54:10.960] しよりマイルドな。
[00:54:12.119] いやあ、よかったよかった。これ拾った。あ、拾ってない。拾ってない。よしよしよし。あ、違う違う違う。おしよしよしよし。いいね。じゃあ壁登れるな、これで。これであの壁登れるな。ちょ、こといねん。
[00:54:38.599] このこの木の柱んとこだけ渡んの?これマジでね、このサンディースティックの挙動がグわングわンすぎてやったら分かる。
[00:54:50.480] ジャンプしたらいいよ。
[00:54:51.400] ジャンプとかないねん。こいつどこだったっけ?さっきんとこっちかな?これ一番奥か。
[00:55:09.160] ここかな?いや、登れるっしょ。これでピッケル。おお、近いな。カメラが
[00:55:20.280] 妙にくらいのも探すのだるそういなところをリスナーに見せましょう。
[00:55:25.720] 画面さ、画面さ、まだ暗い。まだ明るくできるけど。え、まだこれ暗い。
[00:55:31.000] いや、でもさ、ちょっと暗い方がさ、雰囲気ない?なんかまだ明るくできるけど、意外と俺、俺が、ま、あの、俺がさ、が雰囲気、
[00:55:44.240] モニターで見るより
[00:55:46.520] 配信画面ってね、思ったより暗い。何もないじゃん、ここ。
[00:55:52.559] え、嘘でしょ?これでまさかこれで嘘でしょ?
[00:56:05.039] 笑笑。
[00:56:06.079] これで探さなきゃいけないだって。何もないぜ。え、
[00:56:10.440] もう少し明るい方が物が見やすいんかな?考えるで穴だと壁の境。
[00:56:17.280] ゲーム内で最高にするわ。ゲーム内でちょっと最高にする。
[00:56:20.640] すぎる。なんか落ちました。ダブルゲート
[00:56:26.480] 64トライアルズオブザ。
[00:56:30.400] これまさか壁全チェック。これ壁ノック全チェック。
[00:56:40.960] 嘘でしょ?まさか
[00:56:43.760] ゼルダかよ。笑。
[00:56:48.880] これマジで言ってんの?
[00:56:50.000] デバック作業みたいな。笑。
[00:56:53.000] なんでデバック作業しなきゃいけねえんだろ?バイトじゃん、もうこれ。
[00:56:55.960] コンプま届かなくなるんで壁に。ああ、なんか、あ、違うわ。なんでもない。ごめん。ごめん。なんでもなかった。
[00:57:15.240] ねえ、何もねえじゃねえかよ、これ。ね。
[00:57:18.559] あ、待て。これまたさっきのピッケルみてにさ、クソ分かりづれなんかが落ちたりしねえか。いや、落ちてないよねえ。落ちてないよね。
[00:57:32.799] な、ない、
[00:57:34.880] な、ない。これ大丈夫?これ何もないじゃん。何もないんだけど。
[00:57:42.240] え、しゃがんだら分かるとか
[00:57:45.359] 天井派。
[00:57:46.440] あ、おい、おい。え、今もこのゲーム作った。もしかしてなんなん?スルドすぎない?
[00:57:53.480] お、
[00:57:54.240] スルドすぎない?あ、ある、ある、ある。
[00:57:57.680] 天才だ。すまん。プレイ出たわ。
[00:58:01.079] プレイだろう。こ、意外と天井低かったんだ。
[00:58:13.799] おお、君ゲート向いてるで。お、こった演出。ただこれどうやって登んねんって話だよな。なんで登れるんだよ。じゃあさっきのピッケルいらねえだろ。さっきの岩登んの?どうやって登ったんだよ、これ?
[00:58:30.640] 笑笑。
[00:58:31.319] なんでここは登れるんだよ。さっきの岩で登れねえつってたのに。どうやって全然あの岩超えるよりむずいと思うけど。
[00:58:39.640] ここはもしかするとエガルの言ってたどこからの塔の中だろうか。
[00:58:49.039] シャドウゲ来た。
[00:58:50.400] シャドゲだね、ここ。あ、ドアある。ドアある。ドアある。おお。
[00:59:01.240] が襲ってくるか。怖い。
[00:59:03.640] セーブしとくか。セーブしとこう。セーブしとこう。
[00:59:08.440] こまめにセ、このままセーブすると使用中のデータに上書きされます。ええよ。
[00:59:16.520] セーブ偉い。
[00:59:18.319] おお。ネズミ凝った。演出だ。お、なんかこれ伏線か。さっきのネズミなんかさっきのネズミ伏線なんじゃない?
[00:59:27.520] セーブってそういうもんでは?
[00:59:30.280] セーブってそういうもんだよな。
[00:59:33.960] え、なんで一瞬奥に開けて手前に引いたの?
[00:59:42.799] クッキー何か起こるかも。
[00:59:45.680] それあれだろ?それあれだろ。なんだっけ?悪魔の招待の方だろ。縄ひ取ります。
[00:59:54.079] ちびてレてて。
[00:59:57.280] ずっと分岐次第ではセーブ終になるからよく考えてねみたいなの。ええ。
[01:00:03.280] セーブ大渡されんの?これ罪セーブあり。大したものは残っていない。地図欲しいな。
[01:00:14.400] 前はあった。そう。前は罪セーブで最初からやり直したから。操作が何もないか。ここは何もないか
[01:00:25.680] ないみたいなの。
[01:00:26.559] そうそうそう。あったあったあった。
[01:00:28.359] なんか瓶をのや、なんか瓶のなんか毒を下毒するなんか薬がなんかなくなっちゃったみたいな違うことに使っちゃいましたみたいななんかそんな感じのあれだったなんで
[01:00:47.640] それこそさっきのネズミあのタイミングえないともう出てこないみたいな
[01:00:52.319] えマジで
[01:00:57.640] あ、
[01:00:59.319] 妖精の像を見つけた。
[01:01:09.160] うーん。そうか。あ、なんかあるやん。
[01:01:14.079] スリッパが片方だけ置いてある。え、これ
[01:01:17.200] いるの?これ
[01:01:19.520] スリッパー取れない。見えない力で守られ
[01:01:21.640] てるようだ。なんだそれ?なんだよそれ。
[01:01:28.559] わあ、マップないの?しんど力。
[01:01:31.359] マップはもう、もうそういうオカルトは平気で出てくるから。あっちから来たんだよな。こっちだよな。
[01:01:40.359] シャドウゲートのご都合主義好き。
[01:01:43.760] 見えない力とか好きだよね。ああ、これマップないとわかんなくなりそう。あ、かこっちか。鍵、鍵がかかった。
[01:01:58.760] この配信に来ると普段から見えない力で守られます。サブスクするとさらに力が強くな。
[01:02:05.760] そうだよ。うん。そう。肌も綺麗になるし頭も良くなるよ。脳がすっきりするよ。みんなやってるよ。お、なんだこの
[01:02:17.559] BGM変わった。
[01:02:20.079] だからリスナーの方が謎解きうまいんだ。
[01:02:22.839] そういうこと。おお。
[01:02:26.680] シャドウゲートか。え、これさ、ちゃんと
[01:02:29.480] ファミコン版のあれの、あれになってんの
[01:02:31.559] かな?立派なエントランスだ。ここが魔法
[01:02:33.799] の塔の1つであることは間違いないぞ。ま
[01:02:36.119] 、魔法の塔なんてえ、なんだ?何の?
[01:02:39.599] 画面画質が荒すぎてわかんなかった。
[01:02:41.440] 何だったの?今の
[01:02:48.960] クソでか。ネズミ。
[01:02:50.200] ネズミか。エルフの像結構持ち歩くのしんどい。で、それ台座きやん。
[01:03:04.720] 神BGM。
[01:03:08.920] これから何時間も聞くに聞くであろう。
[01:03:11.240] このどっからか声がする。何時?王気に
[01:03:15.400] 使えるものにあらず。扉が開かない。何か
[01:03:19.079] 仕掛けがあるのかな?
[01:03:22.760] ちなみにまあ出れないと思うけどちょっと
[01:03:24.440] やってみ。必く閉されている。押しても
[01:03:27.599] 引いてもビクトくともしない。なるほどな
[01:03:28.960] 。じゃあもう真ん中行くしかないと。ここ
[01:03:30.960] 行くしかないな。
[01:03:35.200] え、何?
[01:03:38.440] おお、これは珍しい。弟子たちの塔を封じ
[01:03:42.359] て数百年。この塔を訪れたものは実に久し
[01:03:45.680] ぶりじゃ。よく聞けハーフリングよ。
[01:03:49.359] 我が名はミラクール、ラミクール、
[01:03:52.119] ラクミール。心理を知る魔法使いじゃ。
[01:03:57.599] この塔はわしが弟子たちを育てるための塔
[01:04:00.599] 。
[01:04:01.319] まだのような旅人には縁のなき場所じゃ。どに立ちるかよい。
[01:04:07.200] この塔に迷い込んでしまったふーンを投げ北道を戻るがよ。そして座して塩待つのがそなたの運命の諦めよ。ひどひどして嫌ならばわしに会いに来るが良い。何なんだどっちなんだそなたにを示してよう。わしは隣の塔ミールの塔におる。
[01:04:29.319] だが、その前にそなたはこの封印された
[01:04:31.400] 弟子たちの塔を脱出しなければならない。
[01:04:33.599] そなたにその知恵と勇気があるかな?私は
[01:04:37.279] 世界の危機を救う勇者を求めている。
[01:04:39.680] そなたがその勇者となりることをわしは
[01:04:41.920] 期待してみることとしよう。楽しみにして
[01:04:45.240] おるぞ。ハーフリングよ。
[01:04:49.680] 何なんださっきから。さっきから何なんだ
[01:04:53.480] よ。
[01:05:01.359] 体どうなってんの?
[01:05:04.279] 死念体なんだろうな。多分
[01:05:06.839] ハークリングってことはちっちゃいおっさんなのか?
[01:05:09.599] そう、そう。ホビットらしいよ。ホビット。ほら、届かないもん。あ、なんかいるね。あ、本当だ。なんか猫みたいなのがいるね。ああ。あ、これは登れるのね。窓の底が見えるかもしれない。
[01:05:27.920] 外の様子を確かめますか。はい。
[01:05:37.119] ああ、なんかシャドウゲートもうちょっと
[01:05:38.920] 見てよ。
[01:05:41.039] もうちょっと見てほしい。脱出するには
[01:05:43.200] このままで小さすぎる。せめてもう少し体
[01:05:45.160] が小さかったらなんかちっちゃくなる薬と
[01:05:48.160] かあったよな。ファミコンの時っき
[01:05:52.160] なるみたいのなかったっけ?作った塔なの
[01:05:54.200] に墓チばっかりやん。そうった
[01:05:58.559] なんか墓地あったよね。ファミコンの時も
[01:06:00.799] 。
[01:06:03.680] この本とか調べた方がいいの?この本の
[01:06:06.039] 名前は美暴録。美暴録を取りますか?はい
[01:06:09.279] 。
[01:06:16.960] かきの書き物をしたような跡がある。
[01:06:18.520] きっと必死になって勉強したんだろう。
[01:06:26.640] あ。
[01:06:28.200] え、流使いが姿を消す前のことだった。視力を整理してた役人が不思議な水晶を発見した。これは何か
[01:06:33.799] アイテムラン結構あるな。
[01:06:35.599] 結構あるね。あれ全部埋まるのかな?やだなとの質問に理使いは答えず、え、代わりに次のような、え、歌を読んだ。竜の瞳に映せしもは炎となりて正を得る。光を餌に熱を生む。竜の瞳に映せしものは炎となりで燃え燃え作る。
[01:06:54.960] 光を束ね、身を焦がす。長いな。
[01:07:00.000] 長いな。どうやら龍の瞳とは光の反射率、
[01:07:04.400] 熱の電動率が非常に高いらしい。え、竜の
[01:07:07.920] 瞳を、え、すかせば例えほかなロソの
[01:07:10.880] 上がりでも巨大な火の玉となって反射する
[01:07:13.480] だ。えー、使い方を謝れば非常に危険で
[01:07:16.200] ある。そこで資料子の奥深君に納めること
[01:07:18.599] にした。え、一説によれば、え、竜の瞳は
[01:07:21.839] 覇者の追傷というの別面もあるらしい。
[01:07:24.520] この呼び名が意味するところは不明である
[01:07:26.799] 。竜使いは何も語らない
[01:07:30.160] 。まだあるんかい?結局のところ竜の瞳は
[01:07:32.440] 一体何なのかという最初の当初の質問に
[01:07:35.079] ついて答えはとうとう最後まで得られる
[01:07:36.839] ことがなかった。肥流の管理流
[01:07:40.160] の党管理人による記録でここまで最後自分
[01:07:43.119] で書いたのかな?自分で書いたのかな?
[01:07:45.200] これひ流の塔管理人による記録って。
[01:07:50.720] あ、間違えた。間違間違えた。
[01:07:54.480] 覚えといた方がいいな。これ多分あた々
[01:07:55.880] 大事になるだろうな。多分な。あた々大事
[01:07:57.960] になる。竜の瞳ね。覚えた。
[01:08:02.960] これまさかとは思うけど。ここに置いて
[01:08:04.480] ある。置いてある。本全部ここ超えらん
[01:08:07.160] ねえのかよ。
[01:08:09.680] 椅子超えらんないのかよ。これまさか。
[01:08:13.160] うわ、これ拾えたりすんのかな?ああ、
[01:08:17.759] これは全部拾うんだ、これ。え、本の代面
[01:08:21.960] は後継者騒動。
[01:08:24.159] はい。直接読んでごじんだけどこれ直接読んで欲しいな。え、はい。ある日
[01:08:39.199] 本の内容もヒントに見せかけて。そう。
[01:08:41.640] いや、そういうのあるんだよ。こういうこのゲームはね、ダミダミアイテムみたいなのが結構あんだよね。騙しアイテムみたいな。
[01:08:50.880] ある日ぶたちを前に個人小人の笛を手にしたらみラ楽ラ楽ラミール氏がおっしゃられた。え、誰でも良い。
[01:09:01.640] 小の笛このこの小人の笛ってあったっけ?なんかそんなあったような気がするな。この笛に込められた秘密を解いてみよう。見事解明することができたものをわしの光景継者に示しようぞ。え、冗談めかした口調ではあったがこのお言葉に弟たちは色めきだった。
[01:09:17.239] え、機代の、え、魔法使い、ラクミー氏の
[01:09:21.480] 元で、え、修行する魔法使いたちを、この
[01:09:24.159] 言葉は完全に魅了してしまった。
[01:09:29.040] え、旅小の笛は弟子たちの間でい回し
[01:09:33.000] され、え、皆自分なりの方法で比術を解説
[01:09:36.560] を解析を試みた。しかし何年経っても弟子
[01:09:39.040] たちの誰1人として不の謎を解くことは
[01:09:40.839] 愚か。その手がかりを得ることさえでき
[01:09:43.199] ない。現実連夜に及ぶ弟子たちの必要な、
[01:09:45.679] え、追求により笛はどんどんと傷んでいく
[01:09:47.600] ばかり。とうとうの笛は単なる笛と
[01:09:50.120] 貸してしまった。えー、男なるものの
[01:09:53.520] の笛、本来の魔法が発揮されることは滅た
[01:09:55.640] にない。たまにあるんだ。え、謎の解明に
[01:09:59.480] 熱心だった弟たちも笛が魔力を発揮しない
[01:10:01.320] のでは調査のようがない。太陽の光を浴び
[01:10:03.400] てる時にはの笛が魔力を発揮するとの
[01:10:05.600] 噂がある。また竜のレリーフがたクの魔力
[01:10:09.120] を増加させるとの噂もある。がいつ破裂し
[01:10:11.719] てしまうかも分からないほど破損して
[01:10:13.800] しまったものだから、えー、弟子たちは皆
[01:10:16.000] 恐れが怖がってしまい、心みに吹いて
[01:10:19.040] みようとするものすらいない。おい、長い
[01:10:22.120] よ。
[01:10:24.440] おい、長い。あまりふ不守
[01:10:28.000] に差し物楽ミ氏も落散されてしまったよう
[01:10:33.480] だ。この騒動以来ラク氏はっかで攻略情報
[01:10:36.560] がない。
[01:10:39.199] 本当だ。まるでボコスカウォーズのようだ。
[01:10:42.560] 楽目しは攻継者問題につれなくなっちまった。そして小人の風がそこにふめられた謎を詰める調べるものもなく、また笛として吹くものもなくどっかの部屋の片隅に置かれている。ふんふん。ま、なんか小人の笛えの謎みたいのが
[01:10:59.600] らしい
[01:11:00.480] あるんだろうな。あるらしい。小人の笛の謎を解かなきゃいけないらしいね、俺は。
[01:11:09.960] こっち書いたな。
[01:11:11.120] ほらって。まだまだ
[01:11:12.760] 3冊4
[01:11:13.560] 冊ぐらい本置いてあるんだよ。これ全部拾うのかよ。これ全部拾うの?どこからか声がする。聖者には不要の違法の
[01:11:27.480] 聖者には読めぬこと何時に言?
[01:11:31.560] 秘書いますか?取ります。読めないって。
[01:11:36.920] 今日は俺の朗読を楽しんでくれよな。結構
[01:11:40.920] BGMよ。結構BGM
[01:11:43.040] 好きになってきたかも。
[01:11:44.920] 大丈夫か?
[01:11:47.159] 結構いいかも。このBGM
[01:11:49.280] 死者にしか読めない方。あ、やべ。読んだら死ぬとかないよな。あ、書いてない。あ、よかった。危ねえ。これあのファミコン版シャドウゲートだったら呼び始めた段階で死んだ時の
[01:12:00.679] BGMなってるやつね。
[01:12:03.120] これ俺もうやってから分かるんだけどファミコン版のシャドウゲートだったらまだ死んでないのに読みはみあ、読み読んでる段階でも死んでる
[01:12:12.159] BGMするね。
[01:12:13.880] トゥルルルデルみたいな。まだ死ぬかわかんないやんてやつ読めないんだ。
[01:12:23.520] 残念。ゆカリックケる。笑笑
[01:12:27.320] 結構ページあるよ。結構ページあるよ。
[01:12:30.960] 死者にしか読めない本とはそういうことだったのか。
[01:12:34.199] 私は後悔をしながらその本をき置き静かに眠ったみたいな。ありそう。ありそう。闇の時代の終焉。これ全部読むの結構しんどいよ。これ
[01:12:51.239] ありそうすぎる。味テキスト。
[01:12:54.639] 脳が毒されてるんだ。シャドウゲートに。
[01:13:00.760] 本が多すぎるって。
[01:13:04.600] え、王朝歴史、王朝歴史記録室発観、え、
[01:13:08.840] 闇の時代の終焉我らが英雄ロードジェイル
[01:13:12.400] 。これロードジェイルのワンの
[01:13:14.320] 主人公らしいワ
[01:13:16.159] の主人公だって本当だよな。一応ワンの時
[01:13:19.960] の世界やっぱ投集してるんだよ。
[01:13:23.000] 老デイルスらもの新産をなめられた苦銃の
[01:13:25.960] 日々もようやく終わりを告げようとして
[01:13:27.639] いる。
[01:13:28.880] ですらギルカの岩しきもののこれなんて読むの?おり高ぶりなんて読むんだこれ?なんとかをえたりわかんないなんて読むんだ。
[01:13:38.239] おり
[01:13:38.920] おりだってる。おりをくじく時が訪れようとしているのだ。この喜びをあいかにして表すべきか思えばあまりにも長き日々を我らは今しき者との戦いに追いやしてしまった。今わしきもってのが多分このワンのラスボスのロック。
[01:13:56.800] ワーロックってやつらしい。多分。
[01:14:00.320] それがために軍馬は疲弊し、罪なきた民衆
[01:14:04.320] の投げこは止まらず。世界はまさに闇の
[01:14:07.199] 時代であった。しかしとうとう来るべき時
[01:14:09.520] に決戦ん来るべき決戦に唱え備え絶しんだ
[01:14:13.120] 我らの努力が身を結ぼうとしている。
[01:14:15.560] シャドウゲート場に集結せし選ばれしたち
[01:14:18.520] 。その筆頭であるラミラクミールしよい。
[01:14:22.320] いつまでも読めねえわ。なんかラクミー
[01:14:24.440] ルってラクミール氏を中心に都いきた理
[01:14:30.800] より生み出された時の杖がロードジェイル
[01:14:34.000] の手に渡ったのだ。これ時の杖ってもしか
[01:14:36.920] してこれなのかな?これなのかな?この
[01:14:40.239] ジャケットになってる。
[01:14:43.239] そしていよいよロードジェイルは今しき
[01:14:44.840] ものと支有を結するために出人しようとし
[01:14:47.239] ている。
[01:14:47.840] ウエストランドより来てるし。カルトゥーンリン、カルトゥーンリンの王。えー、ロードジェイルは
[01:14:55.239] ラールジェイルと同じ時から生きてるのか?
[01:14:58.239] いや、てことはじゃあそんなにでも数百年経ってるって言ってるからね。あ、まあ、だからなんかちょっと種族が違うのかもな。えー、あ、謝ったず、たず今しきもば地の底に葬に去ってくれよ。
[01:15:13.360] さすればその時こそ世界を覆った暗い闇の時代は終わりを告げようというものぞ。
[01:15:19.600] おお、差し絵が。これワンの時の話だよな、多分。もうまだ
[01:15:26.120] 2
[01:15:26.320] 冊もあるじゃねえかよ、これ。本の大名は気流と得。あ、へえ。竜騎士ガイアになれるってことで直接読んで欲しいわ。
[01:15:44.960] えー、桐流へ長老君
[01:15:50.560] 術筆記
[01:15:53.000] 読みずれえな。ドラゴンは高度な治療を
[01:15:56.120] 持つものではあるからして決して恐れては
[01:15:58.239] ならない。乗り手が感じる恐怖をドラゴン
[01:16:00.639] は敏感に殺する。ドラゴンの高い自尊心は
[01:16:02.920] 臆病ようなものを乗り手とすることを許さ
[01:16:04.560] ない。なるほどな。
[01:16:06.600] ドラゴンは高い自存心を持つものである
[01:16:08.400] からして決して侮ってはならない。性豊か
[01:16:10.960] なドラゴンは刺益されることを転わない。
[01:16:13.440] 彼らは、え、な、何て読むんだろう?なん
[01:16:16.000] とか友情を持って我らの我ら地に住むもの
[01:16:19.120] と接しているのである。ドラゴンは
[01:16:21.880] 感性豊かで友情になんとかいいもので熱い
[01:16:25.400] 熱い熱いものであるからして決して疑って
[01:16:28.440] はない。決してドラゴンが家に沿わない
[01:16:30.639] そわぬ行いをしたとしてもその裏には知れ
[01:16:33.080] ない
[01:16:35.480] 資料し慮
[01:16:38.239] 深いとかわかんねがあると覚えよう。えー
[01:16:42.159] 我らの地に住むものにドラゴンを制する我
[01:16:44.639] ら地に住むものにドラゴンを制することは
[01:16:46.960] と覚えよ。心ま
[01:16:51.239] 読んじゃった。
[01:16:55.199] 感情の程度が大きいことを熱いらしい。
[01:16:58.920] 読めないじゃん。
[01:17:01.040] 難しいよ、これ。あ、秘書。これまた死者にしか読めないやつじゃない?これ
[01:17:12.360] 愛によう約させたい。
[01:17:15.480] やってほしいね。この文章は長いようですみたいな勝手に上に出てきてほしい。これは長い文章のようです。
[01:17:21.639] AIによってようやくできます。
[01:17:23.120] 本読むお時間が
[01:17:25.400] そういうことなんかな。死んだら本読めんのかな。
[01:17:29.679] オッケー。とりあえず本全部取ったよ。長かった。
[01:17:39.480] 本当に
[01:17:40.880] 通ったよ。とりあえずこっちから行く。後
[01:17:44.600] にバーカバーカって読まされたらおもろいのに。
[01:17:47.320] どうなんだろうね。なんか読む方法があるんだろうね。ああ、またなんかある。あ、待って。
[01:17:57.000] これあれじゃない?置くんじゃない?ほら、絶対そうだよ。おお、さえてるじゃん。さえてるじゃん。ナルトじゃん。
[01:18:10.639] 天才。天才か。
[01:18:12.159] ナルトじゃん。おら。
[01:18:15.880] キプレイ。
[01:18:16.880] これはプレイかもしれない。像が並んだ。しかし何も怒らない。何も怒んないんかい?いや、だからって。や、置いとけや。
[01:18:24.560] だからって回収せなくてええねん。置いとけや。
[01:18:27.239] 置き方でいいか?
[01:18:28.840] 置いとけや。あ、置き方変えてみる。じゃ、こっちから置いてみる。あ、本当だ。置き方が変わる。置き方が変わる。凝ってる。え、これでエルフの置きました。
[01:18:49.440] 右側何が置いてあるの?
[01:18:51.960] 開いたわ。
[01:18:52.800] これなんか多分どっかにヒントあったのかな?どっかにヒントあったんかな?何も書いてなかった。
[01:18:58.280] 2択かよ。
[01:19:00.000] 確かに2
[01:19:01.000] 択かよ。もっと難しくしないとヒントの意味ねえだろ。
[01:19:05.320] 50%で当たるやん。
[01:19:08.239] お、BGMが地図ねえの?
[01:19:14.880] くらいにしてくれんと。笑。
[01:19:16.679] 地図ねえの。
[01:19:21.480] あ、なんかあるなあ。違うか。あ、なんかある。なんかあるよ。なんだこれ?めっちゃ簡単に置いてあった。小人の笛え見つかったわ。
[01:19:37.280] 出た、出た。
[01:19:38.159] 早いな。
[01:19:39.120] 笑笑。
[01:19:39.760] もう来た。小人の笛えな。何なんだろう?小人の笛ない。
[01:19:49.000] 何も起きないな。なんか謎を解くって言ってたな。い
[01:19:56.560] ネロ。
[01:19:58.000] うん。なかなかいいネロだった。待って。うわ、なんか読み物。
[01:20:17.480] これ読み物じゃない?これ。うわあ、もう
[01:20:19.600] いてえ。もう本が多い。
[01:20:24.960] 本が多いよ。また読むの
[01:20:32.760] また本じゃねえかよ。
[01:20:37.960] え、羊
[01:20:40.120] の羊疲れた。ビブレ羊の月。え、日やばい
[01:20:46.280] な。弱遊びが見つかっちゃったよ。最も
[01:20:49.120] 出イリー愚痴のすぐそばで妖務員さんが寝
[01:20:51.520] てるもんだから。これでまだ見つから
[01:20:53.120] なかったことの方が不思議なんだけど。
[01:20:55.679] きっと妖務員さんは話の分かる人だから
[01:20:57.920] これまで見逃してくれてたんだと思うな。
[01:21:00.159] え、それに比べて秘書館の頭の硬いこと。
[01:21:02.480] 玉の生き抜きぐらいお遊びに行き行く
[01:21:05.480] ぐらい許してくれてもいいと思うんだけど
[01:21:06.880] な。ああ、鍵は募集されちゃうし。明日は
[01:21:09.760] 楽ミー氏におしりを受けるんだろうな。
[01:21:12.280] それ思う時が重いよ。
[01:21:15.520] えー、次の日かな?散々絞られてしまった
[01:21:18.440] 楽ミ氏に呼び出されて仕掛かられたなんて
[01:21:20.760] これまでいなかったとかで僕らはいい笑い
[01:21:24.520] になってしまった。ああ、明日から1週間
[01:21:26.440] 食堂の掃除だ。でも噂ではこれから罪人を
[01:21:29.280] 処刑する時は霊の指輪をはめさせられるん
[01:21:31.639] だそうだ。全然話が見えないんだけど。
[01:21:35.400] 全然急に話題変わるな、こいつ。どういう
[01:21:38.560] こと?全然話題違くないでも噂では全然話
[01:21:42.960] 違うじゃん。ああ。明日から1
[01:21:45.719] 週間食堂の掃除だ。でも噂ではこれから罪人を処刑する時には霊の指をはめさせられるそうなんだ。どういうことやねん。それ話題の転換が激しすぎるよ。
[01:21:57.719] 霊の指輪を探すのかな?
[01:21:59.520] ていうことなんかな。それに比べればマだと思わなくっちゃいけないのかな。あの指輪をはめると気が狂るったようになっちゃうって言うもんな。それにしても食堂掃除か。明日からしばらく早くしなくちゃ。またやってしまった。怒られちゃったよ。
[01:22:13.520] ラキ見るに暖炉の中も掃除した方がいいの
[01:22:15.679] かなって思って覗い込んだ途端いきなり
[01:22:17.719] 乗られてしまった。普段物静かな楽ミが
[01:22:20.080] あんなに大声を出すなんて振動が止まっ
[01:22:21.600] ちゃうかと思ったよ。そういえば触れては
[01:22:24.320] いけないなんて言われてたけどあの暖炉の
[01:22:26.080] 炎が消えていたなんて珍しいことかもしれ
[01:22:27.960] ない。いつも燃え続けているのにきっと
[01:22:29.960] 何か秘密があるんだろうな。そうに決まっ
[01:22:31.560] てる。何しろ生きた伝説楽ミ氏がお狭いの
[01:22:34.760] 塔だもん。仕掛けがあると考えない方が
[01:22:37.120] 不思議んだよ。気になるな。明日あたり隙
[01:22:39.159] を見て中を覗いてみようかな。いやいや、
[01:22:42.280] やめておいた方がいいだろ。今度楽ミ怒ら
[01:22:44.760] せちゃったらあと指輪もはめさせられ
[01:22:46.239] ちゃうかもしれないもんな。それにしても
[01:22:48.320] 1度でいいから死者の指輪をはめてみたい
[01:22:50.159] もんだ。一体何が見えるのやら何ほど
[01:22:52.000] なるほどな。
[01:22:53.639] 暖炉の中に秘密ありと。オ、
[01:22:58.199] 死者の指輪。
[01:22:59.560] 死者の指輪ってのが死者の指輪っていうのがあってそれをはめるとおかしくなっちゃうと。もう本が多いって。ドレスリン系の没落。
[01:23:13.960] 本だらけ。
[01:23:15.080] 本だらけだよ、これ。わし、今日本読みに来たんちゃうぜ。
[01:23:20.840] 伝説の白クミールのポエム本が読めると
[01:23:25.280] 別に興味ないな。読
[01:23:27.400] ここまでほぼ読書。ドレスリンケと偉大なるアロンド王がお隠れになりトゥーンリン王朝の歴史はつえてしまうのではないけど誰もが不安の色を隠すことができませんでした。
[01:23:39.960] え、重ち、獣、獣心たちは豪義の末、永血
[01:23:46.280] としていのジェイルを消兵し、えー、彼ら
[01:23:51.000] を大いに増えることを決議しました。はあ
[01:23:53.400] 。
[01:23:55.639] この結果は実に的を得たものでした。名前
[01:23:58.080] を与えるのも省かれる封印されたものとの
[01:24:01.960] 戦いで見せた活躍がこの人線がいかに
[01:24:04.679] 正しいかったかを証明してるというもの
[01:24:07.400] です。
