[00:00:52.039] ひ
[01:00:57.640] 俺いるしね。そこに
[01:00:59.200] 頑張れそう。
[01:00:59.760] え、どういこと?
[01:01:01.079] こっちの血の
[01:01:02.319] 失敗したわ。
[01:01:05.240] ギガデイン
[01:01:10.559] 強[笑い]
[01:01:12.359] 2000
[01:01:12.799] だ。うえ。待って待って待。それは話が違う。
[01:01:19.240] 俺の名前を使うなんて俺のこと大好きだ。
[01:01:21.920] バカ。俺の名前もレンなんだよ。俺橋本連ってんだ。おお。はい。ちょっとごめん。ちょっと待ってね。
[01:01:31.599] なんかさ、ちょ、いや、まだいいか。大丈夫。ごめん。なんでもない。大丈夫かも。もしかしたらなんか熱あるかも。俺
[01:01:39.880] た調不良。
[01:01:42.559] うん。すげえ体調悪くなってきたな。みんな。
[01:01:44.722] [笑い]
[01:01:46.200] え、
[01:01:46.760] すげえ体調悪くなってきた。頭いて。
[01:01:49.559] 同じ名前。マジ?まずい。無理しないで。草。それは恋いです。笑。
[01:01:49.962] [笑い]
[01:01:55.400] でもやめらんないんですけど。でもドラゴンクエストやめらんないんですけど。
[01:02:02.559] インフルかな?インフル検査しろ。か無理すんなよ。体調悪そう。休んでね。それがの面白い。
[01:02:14.880] 今日は休むか。
[01:02:16.599] いや、やる。大丈夫大丈夫大丈夫。えー、ちょっと頭わんねえ。えっと、ラリー
[01:02:20.748] [音楽]
[01:02:28.200] 4違う。え、ルカにルカにやって
[01:02:32.440] あかくべ。その後茶曲げを見たものは
[01:02:37.279] ブ切り
[01:02:38.240] よ。
[01:02:41.559] あ、
[01:02:41.880] 声出してこう。
[01:02:44.319] あったかいから。
[01:02:47.359] やばい、やばい、やばい、やばい。よし。オッケー。う、お疲れ。
[01:02:57.359] みんなごめん。熱がっていい?こ、雑こ。
[01:02:59.393] [笑い]
[01:03:00.960] バイキルと応援なんだ。1
[01:03:02.279] 回1
[01:03:02.960] 回。いや、でも熱測ると終わる気がするな。知らない方がいいこともある気がする。ちょっと待ってて。でもなんかね、俺や感するわ。
[01:03:13.200] 気になるから測って。
[01:03:17.079] 熱測らなければ熱ないのに。よちよち歩き。笑。
[01:03:26.599] いや、でもドラクエやりてえからやるけどさ。
[01:03:28.640] シュレビンガーの熱、熱のか出かけする。やばい。やば、やば、やべ。オークションが、あ、やばい、やばい、やばい。オークションが終わっちまう。入札しないと。ごめん。ちょっと今忙しい。ちょっと今忙しいからよろしく。笑。ちょっと待ってね。
[01:03:37.383] [笑い]
[01:03:52.119] 熱よりオークションか。笑笑。
[01:03:54.319] 今クやってるからさ。
[01:04:07.799] 何?もういいか、これ。もういいか、これ。よし。
[01:04:17.680] エロゲ。
[01:04:22.720] よいしょ。
[01:04:24.359] で、ゲーム、ゲーム、ゲーム、ゲームのあれをさ、ちょっと一旦熱測るわ。
[01:04:30.119] 釣り上げてるの俺です。値段爆上がりしてた。
[01:04:33.279] してたわ。
[01:04:34.279] 鼻水草。
[01:04:36.119] いやあ、ちょっと待って。嫌な予感するな。嫌な予感。嫌な感じの今場所だ。
[01:04:48.440] 負けた言い訳。素直に観念したら
[01:04:52.079] 虫をするぞ。
[01:04:53.640] 悪い流れ。
[01:04:54.599] 悪い流れ来てる。
[01:04:55.760] 逃げるつもりですか?
[01:04:57.559] 決着をつけるのにここは不快すぎる。公平に行こうじゃ。人間は死ぬんだろう。公平というやつが
[01:05:07.400] 37
[01:05:07.960] 度。次に戦う時そ真の力を思い知らせてくれる。
[01:05:14.920] 行かせません。
[01:05:16.760] あ、結局さ、全員とどめさせないんだよね、これ。
[01:05:21.680] やっぱ白で全員と戦うねんな。
[01:05:23.359] 逃げられちゃった。
[01:05:25.920] いいのよ。ルビス様のことを守りきったんだから。お、ちょっと運命の俺の体温
[01:05:34.079] 邪悪な気配は完全に消えましたね。ではいよいよです。
[01:05:38.839] 見なかったしよ。
[01:05:40.119] ルビス様を起こしに行こう。
[01:05:42.400] ワクワクダブル。
[01:05:44.920] ああ、
[01:05:46.920] 大丈夫、大丈夫。
[01:05:47.440] 草。38は言った。いえって。へ、
[01:05:51.520] いや、平気、平気。まだ今なんか厚ぎしてたから後でもう
[01:05:57.920] 1
[01:05:57.960] 回測ってやばかったらやばいっていうことだな。わ、高値更新されてる。おい、ふざけんな。高値で更新されたんだけど。もういらねえよ。もういらねえよ。バカ。じゃあその竹で買えね。
[01:06:16.720] ああ、熱入ってたけえ。
[01:06:19.400] 金額貼り上がってざ見ろ。俺もいらない。
[01:06:30.720] これハートの紋章だけかすぎるでしょ。
[01:06:33.920] 余ってるんじゃねえかよ。
[01:06:36.720] ハートの紋章だけ余ってたな、今。
[01:06:46.079] もくの分もくの分かれもくがいれば
[01:06:47.991] [笑い]
[01:06:53.240] マキシマムザモーク
[01:07:06.119] り君
[01:07:08.640] りM.
[01:07:16.156] [音楽]
[01:07:28.079] 2部まだ全然こんなのは誤差だよ。
[01:07:31.559] まだまだ甘いよ、こんなんじゃ。
[01:07:41.520] あ、ルビス様もええギアに
[01:07:46.760] ギアセカンド
[01:07:48.839] まだ参える。
[01:07:49.760] まだ参えるよ。全然平気。全然平気
[01:07:55.279] 私は
[01:07:56.319] 頭は痛いが鼻の鼻は完全に死んでるし。
[01:07:57.422] [笑い]
[01:08:00.599] の大地を作ったも
[01:08:02.400] 大地って言いながら海の中かい。
[01:08:04.119] 大地って言いながら海の中かい
[01:08:06.400] ました。
[01:08:08.760] 若き勇者たちよ。
[01:08:10.440] 頭いてわ。
[01:08:11.319] ルビスって普通に私呼び出てくる。笑。
[01:08:15.319] 3にも出てきた。ワにも出てきたよ。
[01:08:18.520] 作りました。アピエぐい。
[01:08:21.400] 様。
[01:08:22.679] あの僕たちこの世界を滅ぼそうとしている。
[01:08:30.480] ハーゴンを倒すためにあなたの力をねえ、
[01:08:38.480] 分かっています。ずっとまろみの中から
[01:08:43.520] 間ろみって何やって書くんの?
[01:08:45.237] [音楽]
[01:08:45.520] あなたたちを見守っていました。
[01:08:48.640] 髪がピンクはえ、今こそ約束を果たす
[01:08:51.132] [笑い]
[01:08:52.040] イランピンク
[01:08:53.880] ドラムはかに隠れ
[01:08:57.440] 勇者とかわした約束をさあ前にイン
[01:09:20.520] ああ、なんか下着。なんか下着もらった。今なんか下着。下着見たくなった。なんか何もらったのお前?今
[01:09:22.572] [笑い]
[01:09:29.040] パンティみたいもらった。闇
[01:09:30.199] の力を知りけます。
[01:09:31.759] どんなパンティやろ?
[01:09:34.000] もし闇の誘惑に心を惑わされたらその守りを手にして祈ってください。
[01:09:42.440] これあのローラ姫が持つたやつか。
[01:09:45.199] ありがとうございます。
[01:09:47.640] さすがエッチの神。
[01:09:50.679] お願いがあります。
[01:09:52.199] はい。
[01:09:53.400] 最後の戦いに赴く前に。
[01:09:56.600] 最後の戦いなんだ。
[01:09:57.600] 私と新たな約束を交わしてくれましたか?
[01:10:00.440] お前なんかいつも約束してんな。勇者と
[01:10:03.120] あなたたちの誰1
[01:10:04.600] 人かけることなく無事に帰ってくると
[01:10:09.679] ワンの勇者にも言ってた。それうお
[01:10:15.480] ありがとう。
[01:10:16.840] 思考停止。
[01:10:18.360] 必ずみんなで戻ります。
[01:10:21.600] かつてロトの勇者が世界を救ったように私たちも
[01:10:26.960] パニ
[01:10:27.280] 行ってきますね。[笑い]
[01:10:28.840] 最後の戦いに。
[01:10:30.960] そりゃスリクラモ出るわ。
[01:10:33.960] あ、え、熱い熱い熱い熱い熱い熱い熱い。何これ?
[01:10:38.920] あなた方はこれまでも
[01:10:40.480] 何?
[01:10:42.320] 世界に外をなすき者たちに立ち向かい。
[01:10:48.239] その度に世界に平和を取り戻してくれました。
[01:10:52.159] そっか、もうみんな知りって言ってんだもんな。このルビスはみんなを見てきてるからな。
[01:10:57.440] この過酷な使命を再びあなた方に背負わせてしまったことを。
[01:11:04.600] 許してくれ。
[01:11:06.640] 許して
[01:11:07.880] クレメンス。
[01:11:09.760] どうかまた
[01:11:11.679] 勇者を救ってください。
[01:11:15.880] あなた方が約束を果たしてくれることを何よりも願っています。お前いっつもすぐ消えるな。
[01:11:34.320] いつでも私の心はあなたたちと共にあります。
[01:11:40.400] 最後普通のくしゃみ出たね。[音楽]
[01:11:43.400] こんくらいだから普通は行こう。
[01:11:48.520] でかい声出してやんの?
[01:11:49.480] ロンダルキアの地に
[01:11:50.360] アホやで。
[01:11:51.120] そしてハーゴンの神殿に
[01:11:55.800] 足らないけど少しるね。
[01:12:00.199] なんでくれよ。いや、ありがとう。
[01:12:04.360] [音楽]
[01:12:08.945] [笑い]
[01:12:11.159] え、
[01:12:13.120] 600
[01:12:14.880] 久しぶりに見たわ。
[01:12:17.520] 600ビッつってことはそれ1000ビッ
[01:12:19.800] ぐらいでしょ、多分。え、151600円
[01:12:23.199] でしょ。うわあ、マジでドネルやろっかな
[01:12:25.360] 。そっちの方が俺も俺もウンウンじゃん。
[01:12:29.400] ありがとう。600ビなんて久しぶりに見
[01:12:31.400] たわ。
[01:12:36.960] 儲かった。儲かった。[笑い]
[01:12:39.679] 嘘、嘘、嘘。
[01:12:40.600] ありがとう。サイス猫好き。ありがとう。
[01:12:43.679] 大体3倍だよな。
[01:12:45.239] 大体3倍だもだな。ありがとう。
[01:12:50.400] 600
[01:12:50.800] ビ嬉しい。お前らも見習えよ。他のやつらも。こにきこんばんは。り
[01:12:57.520] 体調無理せずにね。
[01:12:58.920] うん。いや、ありがとう。マジでマジでありがとう。ここ宝とかないのかな?これないか。
[01:13:09.440] 癒しいやつだな。こんなとこまで来て。犬
[01:13:11.080] の花だよ。
[01:13:15.560] ああ、ちょっと待って。
[01:13:25.840] はあ。
[01:13:37.920] 顔がもう[音楽]
[01:13:39.990] [笑い]
[01:13:42.239] どこ行くんだ?次はあ、ロンダルギアに向かいハーゴンを倒そうになった。ついに。マジでもう最後臭くね。でもさ、その前にでもこの黄色い丸気になるよね。
[01:13:53.091] [音楽]
[01:14:19.000] 人魚の正域だったっけ?あ、
[01:14:29.320] え、でも今日クリアしちゃいたいんだけど
[01:14:31.520] これ。
[01:14:33.199] 今日クリアしちゃいたいんだけど明らかに体調くそ悪いけどでも今日クリアしちゃいたいんだよね。
[01:14:44.880] 寄り道しなければいけると思う。
[01:14:46.760] でも寄り道もしたいよ。でも寄り道もしたいよ。だってドラゴンクエストだもん。こういうの拾っていきたい。ぶっちゃけクリアには関係ないかもしんないけど。
[01:15:10.440] さらにここ潜るのかだよね、多分。
[01:15:17.040] あたった
[01:15:18.679] 。
[01:15:21.480] え、世界の。よしよし。
[01:15:24.639] こやって見つけたらなんかあんのか?
[01:15:26.239] 7
[01:15:26.480] 個って言ってたけど何個も何個集めたかな?
[01:15:29.360] 56個集めたかな?
[01:15:30.360] 重ポロポロ私たちは思い出した。その日を人類は思い出した。かの中に囚われている絶望と屈辱王みたいな。タララテレ。はい。元気だね。
[01:15:48.719] こんなこと変だから私たちは思い出した上
[01:15:51.719] なる世界に有求の昔より続く選ばれ力を
[01:15:55.960] 持つ光のこの存在を
[01:15:58.960] かのものは勇者と呼ばれた。私たちには
[01:16:01.639] 勇者を教え導き支えた。それは響力な
[01:16:05.080] 私たちにできる全てものことであり闇を
[01:16:07.480] 打ち破る唯一の方法なのだと信じて。
[01:16:17.239] でももう何もないよね。
[01:16:20.560] もう世界ぶっちゃけ丸いてるとこないんだ
[01:16:22.920] よねえ。オリハルコンとかはロトの剣は
[01:16:27.239] どうなったの?ロトの剣は
[01:16:46.520] しかも幽霊戦これルーラできるんだ。
[01:16:50.800] 幽霊戦ルーラできるんかい?
[01:17:04.760] 絶対このタイミングで見るべきだったよな
[01:17:06.880] 、これ。
[01:17:09.199] みんなで作ったも君のお墓がある。以上
[01:17:12.840] です。
[01:17:14.719] 絶対これみんなで見るべきだったよ。
[01:17:17.239] 誰だっけ?
[01:17:18.763] [笑い]
[01:17:19.040] あれ誰だっけ?もくんって?
[01:17:21.360] もうくん?
[01:17:45.080] いや、強い。
[01:17:46.280] もっと綺麗なとこにかつくってあ、
[01:17:49.520] あんな毒沼だらけんところでな。
[01:17:54.000] はあ。
[01:17:59.719] どうしよう。今日クリアまでやるべきか?ちょっと迷っていますよ、私。今。ま、ぶっちゃけもあるからな。
[01:18:06.578] [音楽]
[01:18:22.960] しんどかったら無理せと寝ること。
[01:18:26.280] まあいいや全然大丈夫なんだけどまだ全然平気。
[01:18:32.400] 全然平気ってかま別にそんなしんどくないんだけどでもこれで明日を無駄にしたくないだって。これでさ、今日無理せずにやめといた。
[01:18:38.674] [音楽]
[01:18:42.600] 明日も流れ時間できるんで。
[01:18:46.920] いや、強いな。敵が。レベル上げ。レベル上げでも悪くないような気もするけどな。
[01:19:04.219] [音楽]
[01:19:14.760] うお。パパ。
[01:19:37.760] 曲飽きない。
[01:19:39.320] サンダルキアの洞窟でレベル上げもいいよね。新しいアイテム入るし。
[01:19:44.760] でもさ、俺このまま本当に行っちゃっていいのかな?ロトの鎧とかカブトとかさ、何も持ってないよ、俺。間違った。うわ、しかもここ大声ダメなんだ。ここ大声禁止らしい。
[01:19:57.275] [笑い]
[01:20:00.880] 図書館かな。やっぱ
[01:20:03.600] TPOをえてるからな。チバゲーム。
[01:20:06.719] さすがロンダルキア。
[01:20:08.600] 笑笑。
[01:20:09.360] ここ大声禁止なんだ。あ、いや、敵強そうや。もう無理しないで。
[01:20:26.440] 気がいい。
[01:20:38.239] あらよと。
[01:20:43.360] うわあ。でもすげえもらえるな。これだけで
[01:20:46.320] 5000
[01:20:46.679] もらえるんだ。メタル狩らなくてもこれだったらな。渾心切り。
[01:20:48.365] [音楽]
[01:21:01.080] なんでみんなしてなんでみんなして落ちてくるんだよ。
[01:21:02.120] [笑い]
[01:21:14.760] メタル狩りなんて古い。
[01:21:17.360] もうこいつらここで戦ってるだけでだいぶってるみたいな。ものお墓いっぱいありますやんけ。もうくんのお墓いっぱいあるやん。なんだろうこの石
[01:21:40.080] 3つ並んでるで墓の標みたいね。
[01:21:46.159] でもこんなところにお墓んてお前らだって大概のとこだろうな。あんな毒沼の真ん中に立てやがって。笑笑
[01:21:56.800] そんなに変わんねえよ。ひょっとしてたら単なる像なんだけどさ。新父様。ああ。はいはいはいはい。
[01:22:13.199] 最初に最後に戦った新衛隊が3人いたって
[01:22:40.120] 何もかもにくなったなんて言っちゃってた
[01:22:42.600] ちゃんとらっけのね。終わらせましょう。こんな悲しいことを。調べれるよ。ロンダルキア新エてる
[01:22:58.400] 3人の博ろか。石のようなものが
[01:23:00.080] 3つ並んでいる。うわあは。
[01:23:03.320] どうするかな?
[01:23:07.639] 気がインこでレベル上げちょっとでもしたいよな。ぶっちゃけ苦戦したくないじゃない?ぶっちゃけ
[01:23:24.080] 甘いわね。
[01:23:27.040] ここでしょ。
[01:23:34.800] ま、こんだけもらえてればね、適当に戦っ
[01:23:37.000] てても結構レベル上がると思うよ。
[01:23:45.218] [音楽]
[01:23:53.080] あ、いやあ、ミミックか。
[01:23:57.400] あ、空っぽってないんや。
[01:24:00.199] せめてどっちかだろう。散らせ。は、
[01:24:08.679] 甘いわね。当たるとか出そうだよね。
[01:24:11.920] いや、出そう、出そう。いつえ。
[01:24:21.960] あら、よった。
[01:24:23.639] ここでしょ。
[01:24:31.159] うわあ。
[01:24:38.928] [音楽]
[01:24:40.760] これ何?
[01:24:42.880] これなんだ?
[01:24:55.320] うわあ。
[01:24:55.719] なんかあ、どうしよう。体調があまり良くないのもあって、ここをあんまり進めたくない気がする。いや、でも今日クリアしたいのな。
[01:25:15.480] それ
[01:25:20.679] クリアまではかなり遠くない?
[01:25:22.400] これかなり遠いよね。だっ、多分お城だっ
[01:25:24.400] てさ、あんなファミコンみたく簡単じゃ
[01:25:26.199] ないよね。多分。
[01:25:30.400] だって少なくともあと4人ボスはいるんだ
[01:25:33.679] ぞ。バズとベリアルとアトラスとなんだっ
[01:25:37.159] け?[音楽]ミリエラ。
[01:25:41.760] そう考えたらさ、
[01:25:46.840] そう考えたらだよね。
[01:25:50.239] こう考えたらさ、そういうことだよ。わ、シルバーデビリや。
[01:25:56.219] [音楽]
[01:25:56.480] 凍り付け。
[01:26:03.199] 決めるわ。
[01:26:06.000] ギガデイン。
[01:26:08.360] まあ、ここをこの洞窟クリアするぐらいはいいかな。
[01:26:17.520] 祠で止まるくらいじゃないと朝までやることなりそう。
[01:26:22.639] そんなかかるかでも
[01:26:24.560] 5
[01:26:24.760] 時間しっかりやっても難しいか。まあ、行けるとこまでやろう。
[01:26:31.760] 9時半になったらもう1
[01:26:32.800] 回熱測っていい?ちょ、疑念を。さっき見たのはちょっと見間違いであるという。
[01:26:40.719] え、地図も開けないの?何これ?
[01:26:46.040] 逃がさない。
[01:26:48.719] 気がデイン。
[01:26:54.480] よし。ここあれかな?落とし穴んところか?これ落とし穴んところか。ああ、なんかまた迷色路でここ普通に時間かかりそうだな。いや、わかんねえよ、こんなの。
[01:27:19.520] 出た。
[01:27:20.840] 甘いわね。
[01:27:22.600] これ何?迷路限れ。
[01:27:24.199] もう俺もこういうの迷ロとか無理やで。お前強い強い。
[01:27:33.800] いや、強いな。もう復活の杖成功した試しがね。
[01:27:41.280] 左もがだ。
[01:27:42.000] まだまだでしょ。
[01:27:43.400] 回するよ。
[01:27:48.320] うわ、強いって君ちょっと強い。
[01:27:59.960] ごめんね。ちょっと鼻の鼻噛みなくてすいません。
[01:28:05.760] 経験値うまいな。
[01:28:15.320] もう宝箱何も入ってないよ。
[01:28:24.560] ええ、
[01:28:27.520] これは骨が折れるぞ。
[01:28:33.600] おひゃだ
[01:28:39.000] 。見切った。
[01:28:50.199] クッキーがそろそろレベル上がんないと
[01:28:53.119] MPがもうなくなった。
[01:28:54.679] させなさい。
[01:28:55.320] 正味MPのないクッキーなんて正直何の
[01:29:03.719] 強いって甘いわね。
[01:29:12.520] レベル上がれ。レベル上がれ。レベル
[01:29:13.840] 上がれ。上がれ。上がる。上がる。上がら
[01:29:15.440] ない。あとどんくらいでレベルアップすん
[01:29:16.880] の?
[01:29:23.400] あと4000だから。あ、あと1回戦っ
[01:29:25.119] たらいいけどな。あと1回戦ったら
[01:29:31.159] ね。これマジで俺わかんないんだけど。
[01:29:33.080] こういうの。
[01:29:40.119] これマジでこれ永遠にここ終わらんとちゃうちゃいまかのないと経験値のないみたいな。
[01:29:47.840] ほんまにそうやで。ほんまにそうや。もうつよい。ちょっとあの
[01:29:56.280] 今なかった。
[01:29:58.000] え、嘘?あった。全然わかんなかった。
[01:30:03.000] 任せて。
[01:30:04.480] いや、これじゃホマやったってくれや。
[01:30:09.040] 一緒に戦ってくれや。
[01:30:11.400] おや、
[01:30:14.159] ミき同山
[01:30:15.320] 任せて。
[01:30:19.199] よかった。
[01:30:21.600] はあ。ああ、レベル上がんねえ。
[01:30:39.639] え、はしごどこにあった?はしごってどこ
[01:30:42.040] にあった?
[01:30:46.199] あ、あ、あ、あ、あ、ある、ある、ある、
[01:30:48.520] ある、ある。あった、あった、あった。
[01:30:51.320] え、これ合っちゃえ
[01:30:59.840] 。甘いわね。
[01:31:03.679] おお、ナイス、ナイス。よく見つけたね。全然気づかんかったわ。や
[01:31:19.199] うら
[01:31:21.719] ええ。よしよしよしよし。やった。クッキーがレベルアップ。危ぶねえ。よし。
[01:31:33.080] あ、もうHPとMP伸びないよ。
[01:31:35.800] 頭ぼしていると見逃しがちだから仕方にい。
[01:31:39.000] おい、
[01:31:40.280] もう勇者じゃん。くっち神社閉店の日。もう勇者やん。
[01:31:48.840] ギスラ覚えるんかい?見きつい。
[01:32:11.520] うー、強いなあ。敵な。
[01:32:16.280] それに引き返れんと来たら
[01:32:19.960] それに引き俺と来たらった。
[01:32:22.840] 甘いわね。
[01:32:24.880] 風引いて
[01:32:25.800] よいしょ。
[01:32:27.000] 鼻詰まりでなんかもう振んどなってきたわ。
[01:32:37.800] あ、え、何?何?なんかみんな静かだね。つももっとうるさくなかった。
[01:32:55.920] お前それ俺にも言ってるか?頭痛いねん。ボ
[01:33:00.639] さすがに疲れてきたし。
[01:33:03.239] あと緊張してきて
[01:33:08.000] 私もです。
[01:33:09.320] 私たちはも君やろんな人たちの思いや願いを背負っていますから絶対に失敗でき
[01:33:17.440] いや俺もねドラクエ2
[01:33:18.960] のねことがいいというよりも
[01:33:21.520] 人生プレードリレ
[01:33:23.239] 裏切る結果にならないだろう最終勝者の時もう同じこと考えてたよもう手震えたもんあれ
[01:33:31.080] その気持ちすごいよくわかる
[01:33:33.560] あれもう
[01:33:34.320] けどさ
[01:33:39.920] 全部うまくいってハーゴンを倒した後を考えてもちょっと寂しい気持ちになるんだよね。
[01:33:46.800] なんで?
[01:33:49.480] あ、もちろん。それはすごいことだし嬉しいよ。迷いはないんだけどね。ただみんなとの旅が終わるの寂しいなって思ってさ。
[01:33:53.719] [音楽]
[01:34:06.639] みんなそれぞれ自分の国に帰らないといけないよね。
[01:34:10.400] 言うてめっちゃ近だけど。
[01:34:11.520] 君はムーンブルクを復興させないといけないし。みんなで一緒にいるのが当たり前だったから寂しいな。そんなこと言わないでよ。私も寂しくなってきちゃったじゃん。さあね。
[01:34:32.880] もしもムーンブルクのことは私がいなくて
[01:34:36.639] も[音楽]大丈夫って言われて、
[01:34:41.840] その上で何でも好きな願いが叶うとしたら
[01:34:45.400] 、
[01:34:48.920] またみんなと一緒に冒険できますよう
[01:34:52.239] にって願うかもしれないわ。
[01:34:58.199] そしたら次は怒りも悲しみもない。
[01:35:01.840] もう少し気楽な旅がいい。え、
[01:35:04.000] これだってさ、こういう旅終わったらこいつどこに帰んの?
[01:35:07.239] もしまた旅に出ていいって言われたらあなたも一緒に来るわよね。
[01:35:11.840] この勇者一の後日談あるの?
[01:35:14.199] えっとね、一応ね、あれに出てくんだよ。
[01:35:18.480] 後日談っていうか、あのね、あれやれば分かる。
[01:35:23.400] あのなんだっけ?えっと、キャラバン
[01:35:25.840] ハートドラゴンクエストモンスターズの
[01:35:28.840] キャラバンハートやると、ま、こいつらは
[01:35:30.719] 出てこないけど、このアレフガルドがどう
[01:35:33.400] なったかっていうのはアレフガルドってか
[01:35:35.480] この世界がどうなったかってのは分かる。
[01:35:38.320] もうほとんど衰退しちゃってんだよな。
[01:35:40.080] もうロトの地図が捉えて。だからこいつら
[01:35:42.440] もしかしたら子供作んないのかもしんない
[01:35:44.159] 。作れないよ。だってだってこいつら全員
[01:35:47.679] 兄弟だもん。兄弟っていうか親戚だもん。
[01:35:54.000] 当然よ、
[01:35:55.920] これ。あれだな。なんか
[01:35:57.440] そうなん
[01:35:58.320] 僕たちは
[01:35:58.840] うん。
[01:35:59.800] みんな勇者の血だけじゃなくて王家の地も継いでいるからそんなのダめって分かってるけどハーゴンを倒して
[01:36:08.320] 世界を救ったご褒美が
[01:36:10.600] 今度はみんなで楽しいだけの
[01:36:12.159] 親戚親戚親戚
[01:36:13.760] とかだったらいいのにね。ま、これやった後にキャラバンハートやるってのもなんかいいよな。
[01:36:27.520] キーファの子供時代だしね。そして飛んだらあれでしょ。そしたらセブンのリメイクんでしょ。ぴったりやん。
[01:36:33.840] え、キャラとやろうから見てよ。
[01:36:40.760] いや、もうプリ死ぬ。
[01:36:45.800] 心配させたわね。や、
[01:36:51.320] 無理しないで。
[01:36:59.280] 持ち直したわ。
[01:37:06.159] 仲間っていいな。
[01:37:08.912] [笑い]
[01:37:09.719] なんだ急にそうだよな。仲間っていいよな。俺も思うぜ。お前たちみたいな仲間がいてめっちゃ
[01:37:16.080] HP伸びますやん。25点
[01:37:22.440] キーファ闇落ちへのどう
[01:37:24.632] [笑い]
[01:37:25.360] キーファオルゴデミーラ説流打ちゼシカの最強技じゃん。あ、これあれか。
[01:37:49.960] あ、宝
[01:37:50.560] が気になるからドラクエ7
[01:37:52.199] リメイクやろうか悩んでますね。
[01:37:54.199] いや、やるでしょ。不豪のカブト。え、何?不豪のカブト。あ、不幸か。なんか俺同じ間違い前回もしたな。を
[01:38:01.968] [笑い]
[01:38:02.239] ね、俺前回のドラクエ
[01:38:04.080] 1
[01:38:04.239] でも言わなかった?不幸のカブト手に入れた時。え?不豪のカブトって何?
[01:38:08.480] 笑笑。
[01:38:09.119] 同じこともどんだけお金ないね。お金。お金貧乏すぎてさ。
[01:38:12.448] [笑い]
[01:38:16.400] 笑笑。
[01:38:16.960] 貧乏すぎて毎回同じ間違いしてる。
[01:38:19.280] 近年だわ。都合に強いこれ。
[01:38:21.800] 合に強いこれがあるねんな。
[01:38:25.239] 笑笑。
[01:38:26.858] [笑い]
[01:38:27.440] 植えてんのかも。ちょっとごめん。ちょ、トイレ行ってくるわ。ちょ、トイレ行ってくる。あ、よいしょ。
[01:38:54.440] え、なんすか?
[01:39:04.000] 担つたわに
[01:39:27.400] 残念残念残念残念
[01:39:30.480] 。
[01:39:44.803] [音楽]
[01:40:33.920] ສ
[01:41:31.760] ち
[01:41:47.239] ああ、
[01:41:51.040] よいしょ。よし、やろうか。
[01:41:57.840] 植えたワニ。どうも植えたワニ子とか
[01:42:01.159] 始まるんです。
[01:42:03.480] あかあちいな。いコメ。あ、はい。運命の運命の対測定
[01:42:09.920] 3737°
[01:42:12.080] 5部以上で配信終了。37°
[01:42:16.560] 5
[01:42:16.679] 分以上で配信終了の運命の体力体温測定。
[01:42:23.920] チキンレース耐えてくれ。
[01:42:26.591] [笑い]
[01:42:28.480] 頼む。ドラクエをやらせてくれ。
[01:42:32.360] 一ぺ標出よ。一
[01:42:35.360] ぺ表。あ、太陽下がるから逆にあれだろ。
[01:42:43.920] 決めるわ。本当に触る?まる。えぐない?強さ。
[01:42:51.481] [笑い]
[01:42:58.719] 今作。これどこに向かえばいいんだ、これ。あそこか。
[01:43:09.920] 勇者やん。
[01:43:11.480] うわあ、めんどくさい。頼む。
[01:43:13.040] あら。よっと。
[01:43:13.920] やっちゃってまる。
[01:43:15.159] 弱い弱いからきたんで。
[01:43:17.560] あまりにもちょっと強くなったね。やべだ。お、いいね。いいね。
[01:43:24.440] 行け。より強そう。
[01:43:28.800] めちゃめちゃ強いサマルがこれ。あ、
[01:43:32.320] 6600。
[01:43:34.280] 今から次郎系食いに行こうぜ。
[01:43:37.760] ならどういうこと?急に何?今からジ郎系食いに行く?自郎系ラーメンなんかマジでもう全然食ってねえ。半年以上食ってねえな。
[01:43:48.840] それ
[01:43:50.400] 食いてえな。たまには
[01:43:51.840] 逃がさないよ。
[01:43:54.040] あ、死なないんだ。
[01:43:55.080] 決めるわ。
[01:43:57.280] この時間でやってるとこあんまないけどね
[01:43:58.960] 。早いからね。自郎系って終わんの?
[01:44:04.719] いや、宇都宮にあんだよな。夜中じゃ、朝
[01:44:07.800] の4時ぐらいまでやってる自郎系があるん
[01:44:09.880] だよ。夜中に食えるんだって。あれ12時
[01:44:14.119] 過ぎに自郎系じゃないけど
[01:44:18.480] ラーメンバチが汚れてるとちょっとけ
[01:44:20.760] 食らっちゃって。
[01:44:22.840] ま、おしゃれなラーメンや。行きすぎだよ。
[01:44:25.520] お前どうせおしゃれなんか女性用ラーメンみたいなとこばっか言ってんだろ。ラーメン屋の汚くてなんぼだからな。
[01:44:33.960] 夜中の次郎系は配徳感ましましね。
[01:44:37.159] 長い目で見たら自殺だよ。
[01:44:39.920] 長い目で見たら罪かける罪。そういうゲームありそう。ちょ、俺体温系なってないよね、まだ。え、な、これ測れてる消えてんじゃん。
[01:44:41.522] [笑い]
[01:44:46.762] [音楽]
[01:45:01.320] そして不能
[01:45:02.800] なんか消えてた。ここなんかイカ槌の杖。あのさ、なんだっけ?イカ槌の剣だっけ?あのファミコン版だと最強装備落ちてるよね。ここ忘れちゃったけどどこだか。
[01:45:22.840] きちら
[01:45:24.760] ありましたね。
[01:45:25.520] あるよね。
[01:45:28.599] 逃さないよ。
