[00:00:00.240] DET
[01:10:50.560] ただいぶ下げたよ
[01:11:03.880] これだったらいけんじゃない
[01:11:10.760] のああでもカクカクするねいいことがあっ
[01:11:14.080] たらベースキャンプを作るって腕がなる
[01:11:17.239] 全てはそこからですね
[01:11:20.719] 頑張ろうえ何今の声今のアイルの声けれと
[01:11:24.880] いい無理だったら
[01:11:55.199] 度な興奮何かを掘っているあ
[01:12:01.639] て人
[01:12:10.320] じゃああでもさっきよりはなんか近良く
[01:12:14.440] なった気もするれるか追いつけないよどう
[01:12:18.360] しろってのあの何か
[01:12:23.520] があれで近づこうできるのですかやって
[01:12:27.520] みる僕も
[01:12:30.679] いいえもアイルがにゃーにゃー言わないん
[01:12:34.600] かいじゃあもう人でいいだろアイ
[01:12:44.000] かうちのアイルはにゃーにゃー言わせてる
[01:12:47.440] にゃーにゃー言う設定もある
[01:12:49.800] のそんな設定もあるんだいいねユーザー
[01:12:53.400] フレンドリーですねそれは
[01:12:56.920] 俺みたいなめんどくさいめんどくさい
[01:12:59.239] ファンに
[01:13:00.560] もアイルがにゃーにゃ言わねえのは
[01:13:03.440] モンハンじゃねえよそういうのにも対応し
[01:13:06.320] てますといいですね好きが
[01:13:09.199] ないXどうした知らんよ
[01:13:14.000] 高凍結してんだよ何もしてねえの
[01:13:19.880] にグラフィックプリセット中だけどそんな
[01:13:23.040] 変わんねえしな
[01:13:32.880] 分しぼ十分画質いいと思うけど
[01:13:40.719] ねま画質中とかいるんだろう
[01:13:44.560] なこれを見て多分クソ画質とかいうやつ
[01:13:47.760] いるだろう
[01:13:53.360] なああ本当奥の雲がガタガタだった今見た
[01:13:58.440] 奥の雲がガチャガチャめんどいから
[01:14:00.600] プレステ5でいいやせこういうのがある
[01:14:02.760] からやっぱプレステ5やって買った方が
[01:14:04.639] いいんだろうななんかパソコンとの
[01:14:06.760] 兼ね合いがさやっぱ色々あるからね配信で
[01:14:08.719] やるっての
[01:14:11.880] 特にこのチョコボみたいのは何
[01:14:15.320] なんこのたな意味ねえだろあんな耳の
[01:14:18.600] こんな耳のちょっととしたとこに輪っか
[01:14:20.320] かけてたって絶対逃げられるだろこれあの
[01:14:23.040] た意味あるかこれ
[01:14:26.199] 耳のとこにつけ
[01:14:32.679] てあこちょっと奥の方の画質がやっぱ
[01:14:37.520] ちょっと手抜いてるねこの
[01:14:40.080] パソコン遠い景色のあれがちょっと手抜い
[01:14:43.840] てます
[01:14:46.840] ねちょっとこの雲とか遠いとこにいる
[01:14:50.080] モンスターがちょっとガチャガチャする時
[01:14:52.760] ある
[01:14:53.679] ねいいよそしょうがねえよ
[01:14:57.760] な仕事と一緒だよサボれるとこでさん
[01:15:09.440] なきゃあ全然綺麗
[01:15:13.880] じゃんおつみ和道じゃない
[01:15:19.880] これこのなんか変な変なランゴスタみたい
[01:15:23.360] な虫もうゴスタていねえのかランゴスタっ
[01:15:28.880] てえめっちゃ綺麗だけど全然いけん
[01:15:35.760] じゃんクソ問題はこの後なんだよこの後な
[01:15:40.040] 人がいっぱいいるシラみたいなとこで
[01:15:41.760] さっきフレームレート29とかだったから
[01:15:44.280] もうパがあれと一緒じゃんねスイッチと
[01:15:48.199] 一緒じゃねえ
[01:15:51.760] かクイーンランゴスタあでもさっきより
[01:15:55.639] あさっきより全然いいじゃんあまあまあ
[01:15:58.320] まあまあまあクイーンランゴスタとか言た
[01:16:01.440] よ
[01:16:11.560] なあちょっと厳しい
[01:16:17.960] ねスにでもできるどうなんだろう
[01:16:22.199] ねだったらそれまで待ってもいいやね
[01:16:34.560] まあ全然全然まあ全然でき
[01:16:40.880] るっちゃピタパンや
[01:16:49.760] ピタパンああすごいそうこれ
[01:17:01.120] 外人って豆好きだよ
[01:17:05.239] なこれでも快適にプさっきの方が高かった
[01:17:09.400] しね平均疲れちゃったかな2回目
[01:17:12.679] は疲れちゃったとこあんのかな2回目の方
[01:17:15.560] が下がったんだけど平均FPS疲れちった
[01:17:18.600] か2回目2回もやるた
[01:17:22.120] からそうあんのかパソコンにも
[01:17:26.800] 豆ってパサパサしてておいしくないよね回
[01:17:30.080] 戦はきつ2回戦はきつい
[01:17:32.679] かああそうか2回戦きついかダブルもう
[01:17:37.639] もうあんまあんま出てないっすFPSが
[01:17:40.679] もFPSあんま出なくなっちゃった出し1
[01:17:44.159] 回目めっちゃ出たけど
[01:17:46.040] ね1回目はもうグラフィックプリセットこ
[01:17:49.000] でもめっちゃ出たんだけど2回戦はきつい
[01:17:51.639] おはよううんぽお疲れおはよう2回戦きつ
[01:17:55.199] いっすねまそんな感じできなくもねえわ
[01:17:59.520] できなくもないのか
[01:18:01.960] な君がモンハンやるとさあめちゃんこ気が
[01:18:06.520] 向いたらやるかもできなくもないちゃん
[01:18:09.280] 喜んで参加しそうじんちゃんとダラダラ
[01:18:13.080] ダラダラモンハンありだねなんならじ
[01:18:15.719] ちゃんのチャンネルで俺配信つけないで
[01:18:17.520] 夜中のらしいちゃんのいややんないやん
[01:18:20.800] ただベンチマークソフトでできるかどうか
[01:18:22.639] 見てるだけんのた俺も配信けないからつか
[01:18:26.679] ないしそれはありかなそれはあ
[01:18:28.719] りっちゃありだなただそれ以外順の時間順
[01:18:31.840] の時間に俺できねしななるほどねまでき
[01:18:36.239] ないことも
[01:18:37.440] ないできないこともないなというグータ
[01:18:40.920] モンハンも
[01:18:42.320] まなくもないはいじゃあちょっとモンハン
[01:18:46.840] やりますよモンハンじゃないよえメトロで
[01:18:49.080] やり
[01:18:50.600] ますにげはい何でしょうか
[01:18:55.400] マ君がモンハン飯を作るあモンハン飯見て
[01:18:58.719] よ
[01:19:00.400] 何何何
[01:19:06.239] Discord
[01:19:08.840] デコード
[01:19:10.920] 草
[01:19:15.120] 何ちょっと待ってこれ見たいわちょっと
[01:19:18.040] 待って大丈夫モンハンでそのモニタかして
[01:19:21.719] ちょうだいって言われないこんばんは
[01:19:26.239] はじめちゃんこんばんはあすげえちょっと
[01:19:30.520] 似てるぞちょっと似てるぞちょっと待って
[01:19:33.679] これ見たいみなに見せ
[01:19:37.000] たい
[01:19:43.440] えーすごくないハが作った俺ちょっと似
[01:19:47.600] てるな似てんな似てるね笑笑似てんな
[01:19:53.560] すげえ
[01:19:55.080] くっそ似てるえ茶まげより茶まげこっち見
[01:19:59.159] て笑笑痩せてらこれで俺俺これでやりたい
[01:20:04.639] んだけどちょっと痩せすぎてるこれでやり
[01:20:08.040] たいこれ以上太らせられないこれ以上デブ
[01:20:12.080] これ以上デブないんだウインク
[01:20:15.159] ウインクレシピあげるよこれでやりたい
[01:20:20.600] なあこれ見えてないけど
[01:20:26.679] おこれでやりたいんだ
[01:20:30.600] けどこっちいいよね
[01:20:36.840] 笑ちょっと緊チルさんに似
[01:20:40.199] てる緊張さん似てるそうな
[01:20:43.600] の似てらこれいい
[01:20:46.920] ねえ
[01:20:51.199] すげえこれいいねえやっぱやろうか
[01:20:56.400] なやろうかななんかス動画になるとほんま
[01:20:59.679] 笑うからやるならマジでレシ使ってほしい
[01:21:02.760] 笑あいいねちょっとちょっとやりたいかも
[01:21:06.040] えプレステ5買う
[01:21:08.760] かプレステ5買うかプレステ5買えばもう
[01:21:13.560] 猛満じゃんしてほしい笑プレステ5猛満た
[01:21:17.840] だよなプレステ5あればなプレステ4
[01:21:20.480] 買い取りますコン出るよど万とかでしょ
[01:21:25.040] どうせみんなこの顔で集まろなんでだよ
[01:21:29.639] なんでみんなこの顔なんだやだよ8万
[01:21:32.920] ぐらい草
[01:21:35.840] ダブ8万もすんの
[01:21:40.840] かちょいと高いっすね8万はね
[01:21:45.679] え何これなん
[01:21:50.000] え待ってえなんかえなんでここにお前
[01:21:54.679] なんでここに下画面がこいつになっちゃっ
[01:21:56.800] たなん
[01:21:58.960] でえクソバグってんだけどなんか固定3
[01:22:03.159] DSビューアーに3DSビューアーになぜ
[01:22:06.040] かあいつが映ってたなん
[01:22:08.560] であ治ったえなんで今3DSビューアーに
[01:22:13.400] 映ってたのあいつがこそれはそれであり
[01:22:16.920] ないよ俺も自分の顔作ったら半端に見てて
[01:22:21.280] 気持ち悪かった
[01:22:23.000] ええことだだよえーじゃプレステプレステ
[01:22:28.320] 4プレステ4
[01:22:30.679] 高高いよプレステ
[01:22:34.120] 4外に痛かったんだよプレステ4高くて
[01:22:41.000] さんでそんな簡単に死ぬのこれえなんで
[01:22:44.679] こんな簡単に
[01:22:48.480] 死ぬモンハンなだ実際さ実際さ手出せねえ
[01:22:55.480] よ本当手出せねえよ1万円のプレステ5赤
[01:22:59.920] すぎだよプレステ4はくなってるんちゃう
[01:23:02.400] かだってプレステ4じゃできないしああよ
[01:23:05.080] おやすみありがとう
[01:23:08.080] ね何なんなんだよこれちょっと触れただけ
[01:23:12.080] でこんダメージ食ってたうちのパソコン
[01:23:15.280] じゃ動かないからプレステ5で買いますえ
[01:23:17.719] 実際俺のパソコンである動いてたどうなん
[01:23:21.760] 厳しいどうだと思う
[01:23:25.520] えこれ150も食らうのこの虫これで
[01:23:28.719] さっき触ってアウトだったよなどんだけ
[01:23:31.520] ダメージでけんだよこの
[01:23:33.320] ゲーム150も食らうんかい
[01:23:54.920] ここでちょっと回復し
[01:23:57.920] ましょううまいうまいうい
[01:24:00.480] デジタルなら7万であるな適にしプレステ
[01:24:05.520] そうだよ
[01:24:09.840] な7万は出ない
[01:24:15.400] なレトロゲームの7万は買っちゃうかって
[01:24:18.400] 買っちゃうんだけどさ
[01:24:24.840] でもプレステ使うじゃん
[01:24:30.000] うん2年後にはプレステ6
[01:24:33.480] だ確かに今これ我慢すればなんかもっと
[01:24:39.159] いいの出るんだよなて思っ
[01:24:42.920] ちゃうどこ行きゃいいのどこ行きゃいいん
[01:24:46.840] だろうこっちか
[01:24:48.560] な2年後決まってるのいやわかんない
[01:24:52.560] けどちゃんしてるんだからプレして5てる
[01:24:57.000] じゃないそうだよ
[01:25:03.719] な裁判で一応2027年頃予定って出てた
[01:25:08.199] しね
[01:25:09.520] 裁判何裁判裁判なん
[01:25:14.040] か何
[01:25:17.480] 裁判上かなこれ
[01:25:20.360] なこっちだな多分
[01:25:23.320] なこも1回言ってんでしょどうせこういう
[01:25:26.679] 時のためでこれかあはいはいはいスピード
[01:25:30.560] 遅くしちゃえばいいのねブリザード収裁判
[01:25:33.760] 何ブリザード収裁判
[01:25:36.719] って何ブリザード収裁判
[01:25:56.400] いや親いっぱいありますよ
[01:26:00.440] なんかプレステ6でてもも音出せないなん
[01:26:07.000] でそうなの
[01:26:10.480] わ
[01:26:13.280] まずいのに残とかあそうじゃあゼットマン
[01:26:17.920] さんがねランドセルけえもん
[01:26:21.920] なでもなんか今さもうさ小学生なんか
[01:26:25.360] ランドルってねえよな普通になんか
[01:26:27.520] リュックみたいなのでなんか投稿してるよ
[01:26:30.560] ねみんなね時代だよもうなんか別
[01:26:33.440] ランドセルなんでランドセルなんだろうね
[01:26:35.760] 小学生っても4月に新しいのできるんだよ
[01:26:39.400] ね4月なわかん月
[01:26:49.600] じゃあなんか新しいの来た
[01:26:53.239] プラズマが来まし
[01:26:55.880] たらこれ最強プラズマビームは最強ね
[01:26:59.960] ランドセル
[01:27:02.199] マジま丈夫だけどさランドセルって
[01:27:05.119] いろんな色がトレンドで止まってる
[01:27:07.440] ランドセルピンキだけど普通に20万超え
[01:27:10.679] てくるものも
[01:27:12.679] 20万ラセがあるおかっけ
[01:27:18.400] 20万あ
[01:27:22.199] 倒何が違うの
[01:27:26.679] さああ強えめっちゃ強なった今まで倒せ
[01:27:31.199] なかったのが倒せるようになっ
[01:27:33.639] てる
[01:27:35.639] まじか高すぎる
[01:27:44.000] な6年間6
[01:27:51.320] 年間のか
[01:27:56.840] だってわかんなくない自分のランドセル
[01:27:58.960] いくらしたんだろうわかんないよねガの
[01:28:04.000] ランマうわありそいやマジであるだろうな
[01:28:07.840] ランドセルマウントマジであるよ多分
[01:28:25.159] 20万はやばい
[01:28:27.520] な
[01:28:31.280] オ6年使ったつったて12÷6
[01:28:36.480] は3月年に3万
[01:28:40.360] ぐらいりとマウントしよ
[01:28:46.040] 桁ナップランド
[01:28:48.800] の4桁って何ってこともうもう捨てたよ
[01:28:53.280] 捨てちゃったよもう
[01:28:57.840] のそのる
[01:29:04.159] ねその計算する人老そうな
[01:29:07.960] のそのを計算するのは老のあれな
[01:29:13.600] のあそうなんだ男の子ならせになるね俺の
[01:29:20.239] 友達6年間で3回ぐらい買い替えてるやつ
[01:29:23.320] いたよ
[01:29:25.239] ボロボロになっ
[01:29:29.080] て
[01:29:35.600] うわあ何それ怖い私もさあ1ヶ月円だし
[01:29:39.760] えっ
[01:29:42.159] てこそういうねそういうなんか自分を納得
[01:29:46.040] させるための計算ね都合のいい計算セルの
[01:29:48.560] 脇から番と30m上出ある俺もなんかこう
[01:29:52.760] 高いゲーム買う時
[01:29:56.480] までもまでもこれ配信でやるしなでこ配信
[01:30:00.119] で1週間ぐらいかかるしなうん1週間配信
[01:30:03.199] したら配信につき5000円でしょ買う
[01:30:10.040] かあるあるだ
[01:30:12.400] な今はソロじゃなくて
[01:30:15.360] iPad習い事iPad習うの遊びじゃん
[01:30:20.800] 俺も習いてえ
[01:30:22.320] わに番始めたいあのインドのさだなインド
[01:30:30.239] のさ人のさインド人の計算方法とか習い
[01:30:33.080] たいよ
[01:30:34.280] なインド人の計算
[01:30:37.679] 方法あれ誰かと喋ってたんだよこれなん
[01:30:41.119] だっけ誰かと喋ってたんだよなんか
[01:30:43.159] インド人の計算方法がどうとかっていつ
[01:30:46.840] から教えてもらえばインドインド行くしね
[01:30:49.719] 楽しそうだよね誰かと喋ってたんだよなよ
[01:30:52.600] 笑
[01:30:54.320] あそうだあのあれあのおと
[01:31:02.960] おえかけグラグラブですごめんなゲーム
[01:31:07.199] やってるんだ俺忘れてたあきついわあれだ
[01:31:11.880] そうあのおとおと蜂と飲んでる時にそう
[01:31:15.639] いう話をしてんだしてたんだグラビティ
[01:31:18.280] スーツ敵からのダメージを大幅に軽減し
[01:31:20.679] ます水中でも自由に動けるようになり溶岩
[01:31:22.960] によるダメージも受けません神ごつなった
[01:31:26.480] でごつなったでわ見て水中でこのキビ
[01:31:32.480] さ重力の影響を受けません僕
[01:31:38.360] は強力でんで水中動けるの重力に重力に
[01:31:45.199] 左右されないってことじゃうんか
[01:31:48.960] いもう最強ですよここまで来た
[01:31:58.239] 割とダメージ食う
[01:32:01.360] けどなんインド人の計算方法もう忘れたわ
[01:32:05.600] 俺なんかおがなんかすごい喋ってたけど
[01:32:08.360] 忘れたそのスツ欲しいなこれいいよ
[01:32:18.119] なか一にのになって
[01:32:24.320] のににさ説明してたけど俺も全然さっぱり
[01:32:27.320] だった
[01:32:29.679] よあそうそうこのね計算そうインドのね
[01:32:36.320] 視そうそうそうインドのねそうあるよねと
[01:32:40.520] かつって言ったんだけどよう分かって
[01:32:43.199] なかっ
[01:32:52.840] たんなんかあるやんけこんばんはおし
[01:32:57.800] ミサイル痛いのんびりさん
[01:33:08.800] こんばんはえあれどうやって壊すのあれあ
[01:33:13.520] ここにこうでちゃまく分かってくれてると
[01:33:16.400] 思ってめっちゃ喜んでただろうな
[01:33:25.400] よしよしよしよミサイルタンクありがとう
[01:33:27.840] ござい
[01:33:38.040] ますほんでどこ行くん
[01:33:40.960] じゃいまこれも正直めちゃめちゃ活動範囲
[01:33:44.760] 広がったから1回戻ってもいいぞいろんな
[01:33:46.440] とこに今まで行ってきたとこに戻って
[01:33:49.400] アイテム回収の旅に出てもいいうわ気持ち
[01:33:53.159] この
[01:33:54.520] こないだまで超だるかった敵がさバタバタ
[01:33:57.080] 倒せてくのめっちゃ気持ちいいわ行くん
[01:33:59.119] じゃよこれがメトロイドリターンズ
[01:34:24.480] 笑笑おがTwitterで
[01:34:29.480] 才あ
[01:34:46.119] メトロイドプライム
[01:34:47.639] つええ届
[01:34:54.000] これな俺違う待ってめっちゃ飛べるんすよ
[01:35:02.199] 俺わあなんか新しいとこ来た
[01:35:11.480] ねなんかこの辺あるぞ絶対なんかある
[01:35:15.960] あっちから出てくるタイプ
[01:35:20.719] ねそういえばうちにバされないドラゴン
[01:35:24.199] ナイトありますようちBANされない
[01:35:26.040] ドラゴンナイトって何BANされない
[01:35:28.560] ドラゴンナイトってなんかあん
[01:35:32.040] のもう俺にそういうエッチなゲームはでき
[01:35:35.119] ないんだよ悲しいけど
[01:35:39.000] ね悲しいけど
[01:35:46.199] ねクリ悲しいよマジでやりてえマジでああ
[01:35:51.199] いうゲームやりたいのにドラゴ
[01:35:55.119] 楽しかったのアカ文アタック
[01:36:03.280] これマで
[01:36:05.320] キッもうないねだからマジでキックで
[01:36:08.199] やろうかなと思っ
[01:36:11.239] てるマジで一発でBされるようなゲーム
[01:36:14.560] やってやろうかなと思ってキック
[01:36:17.119] で何
[01:36:24.119] お前えっちななんや
[01:36:26.920] これ何
[01:36:29.639] この何このちょっと
[01:36:36.480] 待っそっちじゃねえよウンドウがそっち
[01:36:40.159] じゃねえ
[01:36:41.480] よそっちじゃねえよバカこっちだわ
[01:36:44.880] びっくりしたおり
[01:36:47.880] 笑笑笑えこんなん絶対Bされるやんやめろ
[01:36:52.040] よ笑笑えっとこんなん絶対BANされる
[01:36:56.080] だろ
[01:36:57.679] これどういう待ってどういうゲーム
[01:37:02.760] なんこれあれ
[01:37:04.800] かそれしたことある
[01:37:08.719] ジョンもうちょっとだけ柔らかエンジン
[01:37:12.040] ソフトこうしてたいな何柔らかエンジン
[01:37:15.840] なんそれ柔らかエンジンって何これ柔らか
[01:37:19.719] エンジンソフトなのこれこんなん絶対
[01:37:22.159] BANされるだろこれえどなんの
[01:37:27.920] どううわもうもさ柔らかなんだよこれバン
[01:37:32.639] されるでしょ
[01:37:34.239] これ違うやつ
[01:37:36.880] かオーナーに求められるものはオーナ集中
[01:37:42.719] が切れているように見えますがなんかこれ
[01:37:49.320] ますそうですね疲れた状態では効率が低下
[01:37:54.239] しますガーされないもんでは小にし
[01:37:57.520] ましょう15分の休憩の後再開します
[01:38:01.440] エリーゼってめっちゃ好きなおかよ
[01:38:03.400] オーナー
[01:38:04.280] 様どうしたのですかオーナー様とてもお
[01:38:08.320] 疲れのよんフオなってなんかで聞いたこと
[01:38:11.320] 新メニューの
[01:38:13.320] えっととても長いお名前のスイーツが
[01:38:16.679] あるか聞いたことあるよねオーナー様のお
[01:38:19.400] 疲れもきっとよくなると思いますてたレ
[01:38:24.000] ですから
[01:38:25.880] あの私一緒にあの言っていただけません
[01:38:31.639] かお腹い
[01:38:39.560] たこれどういうゲーム首が細くて肩に肉が
[01:38:43.320] そんなについてないのになんでそんなに
[01:38:45.599] でかいのなどういう結局どういうゲームな
[01:38:49.280] のこれよわかんね
[01:38:53.719] キャラクター可愛いけどうわなんやこれ
[01:38:56.880] この子か
[01:38:58.199] なはい俺この子がいいですなんていう子
[01:39:02.159] これこれはなんていう子なんだよ
[01:39:04.440] バケーションを過ごすん
[01:39:06.800] ですすぐショートカットの女たまきだ
[01:39:10.639] たまき3月末だよたまきだなじゃあたまき
[01:39:15.760] ちゃん2人っきりで楽しみましょうのも
[01:39:20.080] セクシー女優って
[01:39:22.360] もう女ってもうAV女優のさ丁寧な言い方
[01:39:26.199] じゃないの可愛いねセクシー美女だよバカ
[01:39:30.360] あ
[01:39:32.800] セクシセクシー美女だナチュラルにごめん
[01:39:37.800] ナチュラルにセクシー女優かと思ったあ
[01:39:40.800] セクシー美女でった
[01:39:45.360] 欲望のれてもん
[01:39:48.560] ねかと思ったびっくりした好きにしていい
[01:39:57.840] よお好きなものマカロンかぶってんじゃね
[01:40:01.040] か会館会館やりたいだけの人になっちった
[01:40:05.280] ね好きでしょこういうのうんわ趣味
[01:40:09.400] ボルダリングだって
[01:40:12.440] え夜は俺が登っちゃおうかなつってバカ
[01:40:15.040] 野郎まだまだ野残ってたの茶の心の声しか
[01:40:20.040] と聞きましたこれでバされてたらさすがに
[01:40:22.840] 笑えこれでバンされたら本怒るよどれどれ
[01:40:26.280] どの子どの子この
[01:40:27.639] 子これ
[01:40:32.599] これちょっとなんかさち森里見じゃない
[01:40:37.400] ちょっとほかもドアちょっと赤い子しも
[01:40:41.679] さとみ入ってない茶まげより茶まげねしも
[01:40:46.599] し
[01:40:50.199] ああオーナーさんと
[01:40:53.639] するチャンスですからもうやめときな
[01:40:56.159] こんな時間までオーナーさんと一緒だ
[01:40:59.080] なんてなんだか不思議だなちょっとバカっ
[01:41:02.360] ぽいて
[01:41:09.199] ねいやなんかバンされそうやめようデイン
[01:41:12.280] してそうなんかバンされそうだからやめる
[01:41:14.119] わもうもう怖いねん俺俺もう怖いわ
[01:41:23.719] を争う人気キャラですあそうそうえそれな
[01:41:27.400] 何のゲームなの何のゲームなのデッド
[01:41:29.920] アライブこれ怖くないよ怖くないよ暴れん
[01:41:34.880] なよ暴れんなよ言われないだろう
[01:41:38.800] がTwitterも言われのないBANを
[01:41:41.400] 食らってよやってられるか俺が何したって
[01:41:45.159] んだようわキモ虫いっぱい出す
[01:41:51.239] こいつ本当だよ
[01:41:53.960] 何したってんだよ俺があのはぶも出てる
[01:41:56.440] ドライブ龍
[01:42:00.760] はやぶさなんだかねや行きすぎ行く行く
[01:42:08.719] あやりますねがやり忍者
[01:42:15.000] がひさんお疲れ
[01:42:18.480] ほらはの危ないよ
[01:42:23.639] やめ
[01:42:28.599] てYajuユ野獣
[01:42:35.080] 先輩どこ行きゃいいんじゃいこれどこいい
[01:42:39.520] ん
[01:42:43.599] じゃいメトロイドゲームオーバー
[01:42:54.599] ほらこの辺なんかいる
[01:42:56.360] ねん匂うこの辺匂う
[01:43:02.599] ぞどこか壊せそうなない
[01:43:08.000] か
[01:43:09.760] タ来ないやんどこあでもなんかめっちゃ
[01:43:13.040] パワーアップアイテム超隠されてるこの
[01:43:16.599] 辺
[01:43:19.320] い痛いなお前なんなんだよ
[01:43:25.520] いやでもこれ壊せないし
[01:43:30.920] なここも行けないでしょさせてもうねはい
[01:43:34.639] よおやみありがと
[01:43:39.000] ね敵の火えぐいよなマジ
[01:43:48.320] でま僕の火力もえぐいんですがねこっち
[01:43:53.119] 開けてないんですが
[01:43:58.119] ね下ネタえなんでどこが何がニさん
[01:44:04.400] こんばんはどこが下ネタや痛いよお前
[01:44:07.760] はいや10戦えこれどうやっておんのこれ
[01:44:13.560] なんだ
[01:44:15.760] これエネルギータンクあるやん取れ
[01:44:20.679] ないいや10パ生き
[01:44:24.960] すぎだ無理だ無理だ無理だ取れねえこれ
[01:44:27.840] あっち側から取るのかな多分なんか今取れ
[01:44:29.960] ないぞ
[01:44:31.599] あれここかなな
[01:44:36.119] お前ここに何かありけりだな
[01:44:39.960] なはい来た
[01:44:43.960] えーおいこんな簡単に取れるんかいお
[01:44:50.800] ざすエネタンは嬉しいよ
[01:45:02.040] ちょっとまだなんか続きありそうだった
[01:45:03.560] けどなあっち
[01:45:07.599] はなんかありそうじゃないこっちこっち
[01:45:10.520] なんかありそうだよスマブラで見たチェン
[01:45:12.960] だあこれねつみねなんかありそうなんだ
[01:45:16.360] けど行けないね
[01:45:31.280] なんかさあでもさあれ見たみんなあの
[01:45:36.400] スイッチで出るさあのなんだっけあれトメ
[01:45:40.520] ものリメイクあれちょっと欲しいんだけど
[01:45:43.920] メモ1のさリメイク出るんだよ
[01:45:49.679] ねあ
[01:45:54.880] そうあれめっちゃいいぜあのevsついて
[01:45:59.199] んでしょあれエモーションボイス
[01:46:03.960] システムあれちょっとやりてえなもう1
[01:46:08.040] 回朝日裕子に開いてまたあの
[01:46:13.040] 誰とでもやる
[01:46:16.639] 女メモリーカード大変なことになるやつね
[01:46:20.760] また知らない人あまた知らないあのんだけ
[01:46:23.719] あのキャってるの笑られた女え取られて
[01:46:29.000] ないよ取られたのはあれ誰だっ
[01:46:33.719] けってクリアしたんだ俺俺さ朝裕子とあの
[01:46:40.400] 隠しキャラの女だったんだよなあれ名前
[01:46:43.800] 呼んでくれるんだってそのキャラクターが
[01:46:46.159] じゃなかった朝て俺クリアしたよ朝は俺
[01:46:49.800] ベストエンド行ったよ違う寝取られたの
[01:46:51.800] あれだよ2だよ2のさ朝あ違うなんだっけ
[01:46:56.320] あれ朝裕子じゃなくてなんだっけがに光だ
[01:47:00.159] 光のれて過去に戻ってじゃ光光それはあれ
[01:47:04.800] だよ2だよ21だよ俺が言ってんのこれ2
[01:47:09.320] のあれは幼馴染みが匠に
[01:47:13.840] 林林見ねそうそうそうなるほど
[01:47:17.679] またやりたいなあれ買おうかなた
[01:47:24.000] コアラコアラなあれやりたいねまたねあれ
[01:47:26.719] はさすがにバンされねえべあれBANされ
[01:47:29.440] たらもう終わりよツイッチもうtch
[01:47:32.080] 終わりですあれでバンするようになっ
[01:47:33.480] ちまっ
[01:47:41.119] たらなんだここは一体なんか上にある
[01:47:45.040] ぞマップ埋めたいこマップをこう埋めるの
[01:47:48.360] が僕の趣味マップは全部埋めなあかんねん
[01:47:52.480] こういう
[01:47:53.679] 何もない空もこきれに埋めたいこうやって
[01:47:56.520] いい
[01:48:00.159] ね何気になんか最近スイッチのゲームが
[01:48:03.679] たくさん欲しいのあってさ
[01:48:05.880] こんにちはお
[01:48:08.000] ありをるのがa型ちゃうけどな俺大型だ
[01:48:15.800] けど電話番号を自力で見つけてしまいまし
[01:48:19.080] た何番号あ電話なんかあった
[01:48:23.840] なんかこの辺怪しんちゃう
[01:48:26.480] ななんかこの辺ある
[01:48:32.719] よいい
[01:48:34.960] ぜ良かったです良かったですありがとうご
[01:48:38.199] 良かった
[01:48:40.080] です
[01:48:43.520] すぎ
[01:48:47.000] あここ絶対なんかあるやん
[01:48:50.719] なんかこれイダルで来ますかここに思った
[01:48:55.440] けど壁が全然
[01:49:04.599] ないちょっとここから行かせてもらいます
[01:49:08.520] かあのスイッチで今欲しいのがゼルダの
[01:49:14.280] 伝説なんだっけなんだっけあの新しい方
[01:49:18.440] ブレワイじゃない方をやりたいの
[01:49:21.000] と遊戯
[01:49:23.639] ョしてあるでしょティティやりたい
[01:49:28.960] ティす面白そう
[01:49:31.360] なえ頭使うのわかん
[01:49:35.840] ないやり
[01:49:38.000] たいと遊戯王アーリーデイズコレクション
[01:49:42.560] 戯も予約してる
[01:49:45.760] でしょ無理じゃねえだろなん
[01:49:49.239] だあんだろう
[01:49:52.920] ねなんか欲しいのいっぱいあんだよ
[01:49:56.760] なスマブラも
[01:50:01.280] 欲しいスマブラも欲しいんだ
[01:50:08.599] よいるなここあもうマグマあったかいお
[01:50:12.760] 風呂です
[01:50:23.880] ダマはいオうまいでスーパーミサイル
[01:50:28.040] ぶっ込む
[01:50:29.159] ぞオお
[01:50:33.320] ナイスマスターデュエルじゃないんだな
[01:50:35.880] アーリーデイズコレクションなんだな俺が
[01:50:37.520] やりたい
[01:50:43.639] のマグマンだかだろうかどこだ戦ってやる
[01:50:50.079] よおい
[01:50:54.400] の
[01:50:56.360] 160160でそれ結構やりこんでそれ
[01:51:00.719] やりこんでそれそれとも普通のプレイで
[01:51:03.840] そんくらい
[01:51:05.159] かかる金ちょっとやりたいんだよ
[01:51:08.639] ねあやりこんで結構あそんくらいでも普通
[01:51:11.960] にクリアするだけだったらそんななんだで
[01:51:14.440] もやるんだったらゼルダのもあのなんだっ
[01:51:17.199] けブレもう1回やり
[01:51:19.880] たいなんかいなんかチのゲームやりたいな
[01:51:23.639] と思っ
[01:51:25.639] てだ俺今年入ってからまだファミコンの
[01:51:28.679] ゲーム1個もやってねんだよなレトロ
[01:51:30.719] ゲームらしいレトロゲーム何もやってない
[01:51:32.719] まだ今年味噌キありますか味噌
[01:51:37.520] キ味噌キ食ったことないまだそは良くない
[01:51:42.040] そ良くないよなやっぱり俺の俺の視聴者層
[01:51:45.520] にはやっぱりそろそろわかりましたあ昔の
