[00:00:12.599] ひ
[00:43:04.319] あなたを先に
[00:43:05.359] ナイス
[00:43:06.319] ありがとう
[00:43:11.680] 危ねえ危なっ
[00:43:19.200] 死ぬ。しかもなんか今映画館でさ、昔のエヴァの映画さ、リバイバルでやってんだよね。
[00:43:31.040] みんな天使のぜって言うけど。
[00:43:32.839] いや、ルフラン、ルラン。いや、ルランのが好きよ。
[00:43:35.079] 俺もフランのあのなあ、急激のさ、あの量産機がな、
[00:43:43.599] 2
[00:43:43.839] 号機の上こうやってぐるぐる飛んでる時にあの曲が流れ。もう鳥肌だもんやで。
[00:43:48.280] お茶まだ姫の
[00:43:51.960] 鳥肌だもんやで。あ、ひめちゃんこんばんは。ひめちゃんこんばんは。チまゲームです。今日はそれ
[00:43:59.839] 夕方から軽くやらせていただきます。
[00:44:04.319] 食らえ。
[00:44:07.760] やっぱドラクエ2なんよな。
[00:44:11.960] チま77
[00:44:16.200] 世集性かな?俺が受け継いでいいのか、それ?
[00:44:21.760] 1440
[00:44:22.680] ゴルドでかい。あれ?俺これ拾った?拾ったよな?マジ気をつけて。
[00:44:30.160] これ落ちるからね。うお。目さぼ
[00:44:37.119] 20時や。
[00:44:39.599] 20時までやる。20
[00:44:40.920] 時前後きだからな。の
[00:44:48.400] なんで
[00:44:49.720] なんでなんでってなんだ?俺そんな長くやんねえやん。疲れるから。あ、ベギラマいいですよ。ベギラマ最細胞。
[00:45:01.040] ベギラマ細胞来たね。
[00:45:07.240] いや、結構種多め。
[00:45:10.400] 種潤純宅
[00:45:15.839] も気をつけてよ。気をつけてよ。落ちない
[00:45:19.160] でよ。
[00:45:30.880] いや、マジでなんか足のヒーター買おうかな。足が寒すぎる。マジでやべな。プリンさんレベルがレベルじゃない。
[00:45:43.160] MPがもうない。
[00:45:47.119] パネルヒーター。
[00:45:48.920] 何?パネルヒーターってどういうの?命の指輪渡だって。
[00:45:52.839] いや、昨日さ、あのなんだっけ?モコラがさ、
[00:45:56.880] URL
[00:45:57.280] 貼ってくれたやつあるじゃん。あれはさ、歩き事に
[00:46:00.960] HPが回復してく
[00:46:03.240] でもや、それ分かっとるわ。それじゃもっとなんかもっとなんか分かりやすくさ。アルクートに
[00:46:10.880] HP
[00:46:11.200] が回復していく。うわあ、いいような悪いようなだな。どうしよかな。
[00:46:17.599] パネルヒーターでもなんかね、家事になりそうで怖えんだよな。火事が怖いわ。そういうなんか暖房器具は
[00:46:28.079] うちも先週セラミックヒーター買ったよ。
[00:46:31.440] ええ、でもやっぱそういうヒーターとか買える人ってさ、
[00:46:35.640] 結構良かった。
[00:46:36.920] しっかりちゃんとなんか
[00:46:39.520] 消し忘れとかしない人でしょ。
[00:46:47.599] いてくらえ。お、
[00:46:53.319] 俺なんか飯食ってる
[00:46:54.720] センサー付きでいいんじゃない?
[00:46:56.280] 飯、飯食おうと思ってさ、
[00:46:58.319] 電気モフとかどう?
[00:46:59.640] 電気モ毛布は使ってる?そう、電気モフはベッドで使ってんだけど、あの、この今配信してるやん。足がめっちゃ寒いの。この机の下で靴下履いてさ、やってんだけどさ、足が寒くてさ。
[00:47:15.480] でもなんかあんまりさ、配線とかもいっぱいあるしさ、ここにヒーター置くのもなって思いながらそういうヒーター俺配信終わったらさ、
[00:47:26.079] それ
[00:47:27.160] もう使いなんつうの消し忘れとかしとん。
[00:47:31.359] 消し忘れとかしとうじゃん。
[00:47:33.040] あるほいみ。
[00:47:48.680] 俺1
[00:47:49.119] 回マジであの鍋の火消し忘れたことあるからな。飯食ってなんか鍋であっためた後そのまま火つけたんま、火つけたんま飯食って風呂入った。
[00:48:04.160] お風呂ゆっくり入ってさ、風呂出たら
[00:48:06.559] なんか部屋中がなんかさ、いい匂いして
[00:48:09.280] なんだと思ったらさ、もう全部蒸発してた
[00:48:12.040] わ。
[00:48:17.200] そういうこと平気でやっちゃうから。
[00:48:20.040] あ、も怖いね。
[00:48:24.640] 元々トイレや脱向けセンサー付ヒーター
[00:48:28.359] 安心かも。サーっていうのは何?その人が
[00:48:31.440] いたらあったまるみたいな感じなの?
[00:48:41.920] 人が言いなくなったら
[00:48:45.400] 消えるみたいな。
[00:48:51.480] 人いないと可動しないやつ。へえ。そう
[00:48:54.599] いうのあるんだ。
[00:48:59.160] 龍のコつけるぐらいだったけど。あ、変わんねえ。
[00:49:05.520] URL省略
[00:49:07.319] どれどれ。楽天の楽天の
[00:49:14.960] UR
[00:49:15.359] 待ってきやかった。なかなかいねえけどな。いや、わかんねえけど。なんか
[00:49:18.960] Amazon
[00:49:19.359] じゃね、普通。わかんねえ。いや、い、いいんだけど。へえ。パネル。へえ。あ、へえ。あ、こういうのね。うわ、マジでいいかもね、これ。
[00:49:28.839] でもさ、マジこの下さ、この配線エぐでさ、
[00:49:35.079] 住所事故して欲しくないからな。
[00:49:37.160] あ、なるほど。いや、配信映さないから大丈夫。ああ、あったかそう、これ。うわ、あったかそうやね。あ、めっちゃあったかそう。これのさ、センサーきってないの?足っだけあったかくなるみたいな。
[00:49:58.520] で、こういう暖房器具とかさ、うちの寝室さ、あのクーラーないってマイナ言ってるじゃん。マイナ買おっかな、どうしよっかなって悩んでる間に終わるねんな。季節が多分そのうちもうあったかくなってきてやっぱいらねってな。
[00:50:13.880] 笑笑
[00:50:15.079] もうクーラーもさ、もう今年の夏はもう無理やでつって買わな死ぬでって。
[00:50:20.960] 明日カらしいからしんどそう。
[00:50:23.400] 明日明日家まだ寒くなんの?これ以上。
[00:50:26.880] 十分3人って
[00:50:38.160] やめて。うわあ。
[00:50:42.119] 寝袋に足込んだら
[00:50:44.440] ここですね
[00:50:45.680] え。何?そのこのあ、あの机の下で
[00:50:54.079] まあそういうのもありっちゃありだけど今も多分膝かけかけてんだよ。足のここに膝かけかけてんだけどね。
[00:51:07.000] ホイ
[00:51:08.440] 助かったわ。
[00:51:13.359] もうは倒していや、
[00:51:23.480] 寝袋買ったから使ってみたけどすげえな、あれか。
[00:51:28.920] 何?家ん中で?家ん中で使ってんの?え、なんで家ん中で使ってんの?寝袋。
[00:51:35.680] うん。
[00:51:37.640] え、なんでよ。
[00:51:39.799] 普通に布団とかベッドで寝ればいいじゃん
[00:51:41.559] 。
[00:51:51.480] ん、来た来た来た来た来た来た来た来た来
[00:51:54.640] た来た来た。
[00:52:01.480] お宝あるよ。
[00:52:06.559] え、なくね?どこだから
[00:52:14.160] おれ?
[00:52:16.680] こっから思いっきり飛んだら向こう岸まで
[00:52:18.480] たどり着けるか。いや、生みディでは
[00:52:20.160] とても無理だ。空を飛ぶ魔法でも道具でも
[00:52:22.240] ないかに。さてさて、じゃあ行きますか。
[00:52:28.200] 痛みマジでもうやだ。
[00:52:33.280] どうやらここが最場会のようですね。
[00:52:36.280] 伏のマントをつけてここから飛び降りれば向こう岸士まで飛んでいけるはずです。
[00:52:41.400] 頼ま
[00:52:42.319] はずはずですよね。はずがやっぱり間違ってましたっていう場合なっちゃうんでしょうね。
[00:52:58.760] 海峡を渡りきれず海に落ちて溺れるか、海の魔物に食べられるか、もしくは地面に叩きつけられ一瞬で。
[00:53:07.440] いや、もうすぐいな。
[00:53:11.200] やめて、やめて。詳しく言わないで。想像しちゃう。え、君はどう?本当に行けると思う?
[00:53:22.760] ま、できろ。
[00:53:26.599] でしょ?待って。僕怖い。心の準備できてない。
[00:53:31.720] ではあなたが風のマントを身につけてください。
[00:53:35.000] 行こう。
[00:53:35.520] 私たちはあなたの手を握りますね。
[00:53:38.520] 行きたいと言え。行きたいと言え。
[00:53:41.640] 進めないで。なんでそんな心決められるの?
[00:53:45.720] くそ。お世話になりました。
[00:53:46.880] ためらっていてもだ時間が過ぎていくだけです。
[00:53:50.880] 時間が何かが変わるわけでもありませんし。
[00:53:58.119] そうだけど。そうだけども。でも人には時間が必要なんだ。
[00:54:04.000] 絶対に手を話し
[00:54:05.720] そのあれがあるんだ。
[00:54:07.559] ちょっと今なの?ここからマジで
[00:54:10.960] うるせえな。
[00:54:16.200] 行きましょう。大丈夫。きっと私たち風になれます。
[00:54:23.480] うあ。
[00:54:27.200] うわあ。
[00:54:28.000] おお。お、いいね。
[00:54:31.559] 僕たち飛んでるよ。
[00:54:34.319] ええ、風が気持ちいいわ。
[00:54:39.960] いいですね。パパ。オー、オッケー。来ましたよ、こちら側に。
[00:54:53.839] じゃ、ルプガナに行きますかね。でもこれまだまだドラクエ
[00:54:58.880] 2これ始まったばっかりやで。
[00:55:03.480] 入った。
[00:55:07.480] いや、クリンちょっとレベル上がってほしいな。
[00:55:20.079] いいね。
[00:55:24.880] よし。
[00:55:30.000] MP伸びすぎだろ。
[00:55:34.359] 投げキッス。
[00:55:37.760] 投げキス覚えたって。なんで?
[00:55:41.440] どこで覚えたん?そんなん。
[00:55:47.760] これパフパフ覚えるとかあんのかな?やなんだけど。ちょ
[00:55:56.839] い
[00:55:58.079] 痛いでしょ。
[00:56:00.640] はあ。
[00:56:07.280] 震えなさい。
[00:56:09.280] まあまあまあま。よしよし。
[00:56:13.000] サミなしも腹立ってきた。腹立ってきた。何?何?誰がまた単子やねん?バカ。人面だよ。人面所だよ。俺はルプがガナ。髪伸びたな俺。髪伸びてきたぜ。いいね。
[00:56:41.000] もっと伸ばそう。もう、もうここ借り上げんのやめ。借り上げんのやめよ。え、港町プガにようこそと言ていんだけど、今ちょっと言えない状況で。
[00:56:53.720] そうなんだ。
[00:56:55.119] やのバチクそバチクそ。猫っけやで。俺
[00:56:59.559] しよ。
[00:57:01.760] 何もらうって?何?モラウって誰?いや、やめないんだけど。やめないんだけど。行きすぎ。
[00:57:09.640] 行きすぎなんすか?行きすぎなのね、これ。ちょっともうちょっともうちょもうちょっとこんくらいにしたいわけ
[00:57:16.359] 髪型Cはできるわけないんや。
[00:57:19.240] VO5マイアス5巻ぐらい使う。
[00:57:21.119] ハンターハンター見てないか。そういえば
[00:57:22.760] ハンターハンター見てない。ハンターハンターどころか俺はもうそのあれだよ。ジャンプ漫画はもう全然俺にはそういう話は通じないと思ってほしい。ジャンプ漫画の例え突っコみとかされてもさ、分からないから。
[00:57:40.760] ピュー服ジャガーだけジャンプでは
[00:57:42.839] しっかり読んでるの。
[00:57:45.559] ピュー服ジャガーネタだったらもう何でも
[00:57:48.559] 答えれるよ。俺全下持ってんだから。
[00:57:59.680] ここは港町だからね。あちこちにいろんな
[00:58:01.520] 人が集ってくるのさ。
[00:58:04.200] これ道具屋
[00:58:06.880] になし。
[00:58:09.960] だからこの横はちょっとね、これ
[00:58:12.799] めっちゃいってるんすよ。もう
[00:58:15.160] めちゃくちゃいってるのね。もうちょっと
[00:58:18.400] 抑えたいの。もうこんくらいに。こん
[00:58:20.839] くらいに抑えたいの。だけどさ、こん
[00:58:24.240] くらいに抑えるためには1度伸ばしてから
[00:58:27.000] 剃らないとおかしくなるやん。こここだけ
[00:58:30.039] このチリゲが残ってるみたいな。だ、
[00:58:33.079] 頑張って伸ばしてんの。剃りたいよ。
[00:58:35.480] めちゃくちゃそりたい。めっちゃそりたい
[00:58:37.440] けど。
[00:58:38.160] ここで剃っちゃったらもうあれやねんな。うわ、もうどんだけこれはインフレしてくわけ。
[00:58:47.480] ジャガーみたいな髪型にしよう。
[00:58:50.640] こういう髪型な。ちなみに目にしてもうどんだけインフレすんだよこれ。金がいくらあっても足らんて。
[00:59:02.359] いや、まるべさかよ。笑笑んだ。黙れ。
[00:59:12.160] 黙れ。俺の知らない。
[00:59:14.240] 笑笑。
[00:59:16.760] 俺の知らないやつを出すな。誰だ?で、何それ?知らん。俺の知らないネタを出すな。うわ、ローズ
[00:59:28.599] 1分1本1050
[00:59:29.880] 円もすんじゃん。これ売っちゃおうかな。売っちゃおっかな。これいるか?これ
[00:59:36.039] 6でなし。ブルエスのキャラ。
[00:59:37.839] いや、知らねえ。マジで知らねえ。漫画。
[00:59:42.359] いや、知らん。もうそれしかもそれヤンキー漫画も好きじゃない俺。ヤンキー漫画も好きじゃない。えー、どうしよっかな。
[00:59:57.240] 道で叩かれたい方だもんね。
[01:00:00.520] 何?何?何?ああ、あるな。
[01:00:03.880] さっきの鞭でも鞭チ売っちゃうかな。いら
[01:00:06.440] ないよな。いらないよな。100050円
[01:00:09.079] もするし高いし売っちゃおうかな。こう
[01:00:10.599] いうの買いたくね。こういうの買いたく
[01:00:13.599] ねえか。
[01:00:16.240] ナイトシールド。いや、強えけどさ。
[01:00:19.920] 女の子に買ってあげよっかな、これ。いや
[01:00:22.520] 、どうしようかな。パワーナックル。
[01:00:24.200] パワーナッコ。
[01:00:27.640] パワーナコもありじゃない?パワーナコも女の子にライトシールド買ってやるか。
[01:00:36.640] バーンなっこ。
[01:00:39.039] えー、バーンなこって何だっけ?えー、テリー、テリのやつ。テリーのやつか。格ゲも知らない。なんでさ、お前らさ、俺がさ、
[01:00:50.680] やるやん。
[01:00:51.480] 俺が知らないとこばっか出してくんの?な
[01:00:54.319] んで分かったん?
[01:00:55.319] で、あ、わかんないけどなんかなんかなんか聞いたことあるなって思っただけ全然知らないよ。全然知らないけどね。俺が知らないのばっか出すのやめてくれる?俺が知ってる。お前ら俺が好きだもん全然好きじゃないよね。
[01:01:19.440] あの、ジャガーさんもそうだけどさ、なる
[01:01:23.319] ジャガーさんいらん。え、ジャガーさんもそうだけどさ、あの根食のガッシュベルとかさ、なんでもっとさ、俺の好みのさ、話をしないわけ?知らんねん。そういうの。だけ食っちゃうか。
[01:02:03.359] あ、まだあんのか。
[01:02:08.160] こんなもんですからね。オッケー。金が
[01:02:11.480] ねえな。
[01:02:21.039] お、
[01:02:24.000] 船を出させてくれ。トレジャーハンターの
[01:02:25.799] 俺を巻き込むなよ。
[01:02:28.880] そんなこと言ってる場合かい。今はみんな
[01:02:30.559] を助けに行かないと。
[01:02:33.799] それじゃあハンターなら腕も立ちましょう
[01:02:35.599] 。北の山から皆を連れ戻してくれれば車令
[01:02:38.039] はたっぷりとお渡しますぞ。
[01:02:41.680] いや、北の山は魔物だらけたし、あの
[01:02:43.880] シスターさんなんか怖かったし。散々海の
[01:02:46.880] 主を倒したとか自慢をしてたのは嘘だった
[01:02:49.000] んだな。じゃあ誰に頼めば
[01:02:52.359] すいません。
[01:02:55.079] 僕たちのいろんなところへ行ってみたいん
[01:02:57.079] ですけど船に乗せてもらえますか?
[01:03:00.799] 状況見たらそんな雰囲気じゃないわから
[01:03:02.279] ない。ぼっちゃんすいません
[01:03:06.079] 。何かお困りのようですがどうされました
[01:03:08.279] ?
[01:03:10.039] ニコニコで有名なコンテンツを覚えたら話
[01:03:13.400] についていけるようになるね。
[01:03:17.440] ああ、まあね、別に
[01:03:20.559] そこで、そこでなんだろう、ニコニコの
[01:03:25.359] ニコニコのネタとかはあんまりなんか
[01:03:28.799] 大きな声で喋らない方がいいから。いや、
[01:03:32.279] もちろんね。
[01:03:33.599] もちろん俺がなんかこう配信とかでちょろっと言ったネタが
[01:03:40.839] 大体まあニコニコ幼少期をニコニコで過ごしてるのであ、にお疲れ。にお疲れ。
[01:03:50.119] ブロードトライル
[01:03:51.000] やっぱあのね、イインネタだとかね、一般的じゃないからでもそれはそれはいい。
[01:04:00.720] 別にそんな覚えてこなくても
[01:04:03.799] ね、あの消化学会のね、マットとかそんな
[01:04:07.160] の覚えなくていいから。
[01:04:10.680] え、ちょっと前にな、ミシラシスターが
[01:04:13.200] しばらく滞在させてほしいって現れたこと
[01:04:14.880] が始まりさ。え、もちろん心迎えたのです
[01:04:19.200] が彼女は次第に村人たちを集めるように
[01:04:21.680] なって来たばっかなのに香ばしすぎる。
[01:04:26.960] 香ばしいな。後から怪しい商人もやってき
[01:04:29.599] て、2人で何やら集会を開くようになった
[01:04:31.319] のです。
[01:04:33.079] しまには自分がについんは自分について
[01:04:35.720] くれば金持ちになれるとか願いがかなとか
[01:04:37.359] 言ってみんなを連れて行っちまったんだよ
[01:04:38.799] 。シスターについていった者たちを暗じて
[01:04:41.520] 私の娘も北の山に向かったんですが心配だ
[01:04:44.000] 。心配でそれで誰か娘や町の者たちを
[01:04:47.359] 連れ戻してくれるものがいないかと
[01:04:50.240] 2だよ。2人久しぶりに昨日から昨日から
[01:04:52.640] 復活
[01:04:54.760] 分かりました。そういうことでしたら僕
[01:04:56.000] たちが行きますよ。
[01:04:59.520] こんな話なかったよな。ドラクエ
[01:05:01.039] 2
[01:05:01.279] な。大丈夫ですよ。皆さんはここで帰りを待っていってくださいね。
[01:05:06.920] コールカット。
[01:05:07.760] そのシスターは一体何のためにそんなことしてるんでしょうね。それに気になって、それ気になって私も聞いたんだよ。そしたらね、あの人の願いを語るためって言ってたよ。誰の言葉だか言わなかったけどね。なるほどな。じゃ、北の山に行けばいいのな。
[01:05:26.960] 北の山に
[01:05:29.079] 北の山な。オッケー。
[01:05:33.720] な
[01:05:35.319] 。
[01:05:38.920] いや、これ絶対小さなメダルとかあるだろ
[01:05:40.839] 。メガルル
[01:05:49.960] 。何?みんなが仕事終わり?みんなが仕事
[01:05:53.079] 終わりは
[01:06:00.079] 。
[01:06:02.119] いや、なんかあるぞ、絶対。キャダルコの
[01:06:05.640] 巻き物。お前こういうのはさ、
[01:06:10.400] こういうのあかんよ。
[01:06:13.559] こういうのはあかん。得て帰宅中でござる
[01:06:15.960] 。いや、お疲れちゃん。
[01:06:18.760] お疲れちゃんでござる。
[01:06:22.400] ヒャルコヒャダルコの巻き物。じゃあこれ使っちゃおうぜ。え、じゃあ何これ?キャダルコキャの巻き物とか進化するわけじゃないんだ。じゃ、マキャの巻き物もあるってこと?ということはそういうこと。
[01:06:38.760] てかチまさん今日お休みだったんだ。珍しい
[01:06:42.039] な。あんまりチまゲームの配信来ないリスナーかと思ったわ。
[01:06:48.160] が普段あんまり来ないリスナーのコメントかと思った今。
[01:06:53.520] 笑笑
[01:06:54.079] なんかチまさん
[01:06:56.160] ダブル
[01:06:58.039] なんかレードとかで来て
[01:07:00.520] まずい
[01:07:01.480] レドとかで来てあのあれ俺さクッキー間違ったね。これ間違っちったじゃねえかよ。おいクッキーに働く覚えされちゃったよ。
[01:07:14.720] クッキーに覚えさせちゃった。
[01:07:16.839] ま、いっか、別に。え、別にいいだろ。別
[01:07:18.400] にそれ意味ね、意味ねえべ。別にいい
[01:07:19.880] でしょ。別にダメじゃないでしょ。いいの
[01:07:21.760] ?これダメ?
[01:07:23.760] いいでしょ、別に。
[01:07:29.640] いや、良くない。
[01:07:32.279] 良くないな、これ。
[01:07:43.839] これ1回戻っていい?これ。
[01:07:47.720] からやりそうか。
[01:07:50.119] これ1
[01:07:50.880] 回戻っていいか?これ多分あれだよね。オートセーブかましてあるよね。多分ね。
[01:08:01.200] 33
[01:08:01.720] 分。あ、ちょっとええ。ちょっとこれどうしよう。間違って使っちゃった。
[01:08:11.720] 間違って使っちゃったよ。
[01:08:20.040] ま、いっか。いいや。行こ、行こ、行こう
[01:08:21.679] 。
[01:08:23.719] 行こい、行こい。いいよ、いいよ、いいよ
[01:08:24.799] 。いやあ、戻る。
[01:08:27.640] これもうごめん。1回ちょっとやり直す
[01:08:29.520] いい?多分ルプガついたところからだから
[01:08:31.159] 。うん。オッケーしょ。よしよしよし。
[01:08:33.319] 危ない。あ、うん。いい。オッオッケー。
[01:08:35.880] いや、気持ち悪いやん。ヒャド覚えて。
[01:08:37.640] ヒャルコ違うやつ覚えてるって。
[01:08:40.319] チャマさんとか言うからだろうがよ。チまさんとかええで、そんなさ付けとかしないで。
[01:08:49.640] 笑笑げさん、
[01:08:52.199] まげさん俺、俺だってリスナーのこと
[01:08:54.520] 3
[01:08:54.719] 付けなんかしねえんだから。アートディンクってなんか他のゲーム見たな。なんだよ。めんどくさいな。やっちゃったよ。間違えた。
[01:09:09.120] プンプくんプクツプクツン
[01:09:12.199] プクツンぷくん
[01:09:18.359] あれ待
[01:09:23.560] めっちゃ戻ったわめっちゃ戻っ
[01:09:29.040] てる。
[01:09:31.359] 笑笑。
[01:09:32.279] おーい。
[01:09:34.199] 笑笑。
[01:09:35.640] めちゃってますやん。
[01:09:39.640] どこ?ムーンブルク。西の祠。あらららラ。最悪や。嘘。こんな戻る。さっきので。え、さっきなんか寝とったやん。
[01:09:58.960] なんか、え、なんかルプがなって出てませんでした。あ、やったわ、これ。やりましたね。たまにやっちゃうんだよ、こういうのね。ま、いいよ。いい、いい、いい。分かった、分かった、分かった、分かった。全然いい。全然嫌な気持ちしてない。なぜなら俺はなぜなら俺はあの、今ね、心に余裕があるからね。心に余裕があるから全然いいよ、別に。
[01:10:28.520] いいんじゃない?別にまたやろうよ。またやろうよ。別に
[01:10:32.760] いいよ。30
[01:10:33.520] 分ぐらいあれば終わるべ。ボスとかいなかったし。
[01:10:36.040] 何かあったんですか?
[01:10:37.239] ん?ま、うん。何かあった。間違ってリセットしちゃった。てオートセーブがあるから大丈夫かと思ったらなんかしんねえけどめっちゃ戻ってたわ。なんやねんこれ。ま、いいじゃないね。いいの、いいの?いい、いい、いい。
[01:10:56.040] や、それもだる。なんかもうだるいな。だるなってきたな。だるいな。やっぱこれもうイベントとか全飛ばしで行くからな。も速攻プガまで戻すわ。
[01:11:24.120] え、何?オートセーブってこれ消えるんか
[01:11:26.400] ?オートセーブって
[01:11:30.679] 消えるんだね。
[01:11:42.080] ま、でもよかった。のさっきの西の祠で
[01:11:45.800] セーブしといて
[01:11:51.280] 言うてね、全部無駄になったわけじゃない
[01:11:53.320] から。半分ぐらい戻った。今日やったとこ
[01:11:55.400] の
[01:11:58.159] まだ言うてまだ1時間ぐらいしかやって
[01:11:59.320] ないもんね。
[01:12:03.040] ヘキ
[01:12:09.960] プリンちゃんいいよ。
[01:12:12.960] ああ、もうだってレベル16でしょ。1
[01:12:14.679] ぐらいしか下がってねえって。
[01:12:17.639] ああ、あんうん。いいじゃない。いいじゃ
[01:12:19.080] ない。いいじゃない。いいじゃないね。
[01:12:21.880] 必死に今自分必死に今自分を
[01:12:27.239] 言い聞かせてるけど
[01:12:31.400] 、もう強いなあ、これ。こういうの強い
[01:12:33.520] ねん、これ。
[01:12:44.199] は
[01:12:45.760] 強勝て
[01:12:53.679] はあ。お前ら戻し作業だからって黙ってんじゃねえぞ。
[01:13:03.360] この
[01:13:04.440] コメントせコメント役目でしょ目でしょ
[01:13:12.639] くまベリーベリーくてパせ
[01:13:15.800] 役目でしょのエプロンいいね
[01:13:21.360] 橋本こんばんは
[01:13:22.440] 裸エプロンさせたいねプリンちゃんをねルミさんこんばんはい
[01:13:30.239] ねって構わな
[01:13:34.440] 裸エアプロンしたって構
[01:13:35.760] 回復します。
[01:13:37.400] ありがとう。
[01:13:43.920] 敵やっぱこの辺強かったね。やっぱね。この辺ここ超えたらそんな強いのかなかったんだけど。ここ強いわ。
[01:13:57.960] エプロンはみたくないか。
[01:13:59.560] なんでだよ。
[01:14:02.440] エチやぞ。
[01:14:06.520] ああ、これまだスネークソード買うとか
[01:14:08.560] そういうところから始まった。うわ、
[01:14:09.800] めんどくせえ。めんどくさくなってきた。
[01:14:11.960] これも買うところからなんかい。
[01:14:14.960] わあ、このさ、これ売ったりなんだりして
[01:14:17.639] さ、
[01:14:19.840] 売ったりなんだりしてさ、
[01:14:23.280] 逆に見せたいのか売ったりなんだりすのが
[01:14:26.159] めんどくさい。を借りて撮影しようね。
[01:14:29.159] いいよ。
[01:14:30.400] やだ、裸プロはやっぱやだ。ハードオフは売ったり買ったりするあなたのお店です。とがり星子もいらねえだろ、これ。ターバンもいらねえやん。
[01:14:44.280] 写真集出すべ。
[01:14:47.719] 茶け写真集出す。じゃあキのエプロンだけ取っとこう。一応な。一応取っとくわ。
[01:14:54.360] キングベットと照明肉とカメラ
[01:14:56.560] 1台
[01:14:57.320] エロエロやん。
[01:14:59.239] エロ撮影やん。
[01:15:02.159] あ、うわあ。これさ、さっき俺ローズ
[01:15:05.560] ウィップ2つ当たったのに。
[01:15:09.480] そこもリセットされてんじゃねえかよ。
[01:15:14.560] あ、でもあれか。1
[01:15:15.719] 等ゴールドカードが当たる可能性がもう
[01:15:17.800] 1回、あ、その世界戦を引いたという
[01:15:21.199] なあ、ゴールドカードね、引く世界戦引いたと思えばゴールドカード引いた世界戦スネークソードホワイトシールドカブの鎧いは鉄の鎧
[01:15:44.400] でも買っておこっかな。
[01:15:48.639] これはク。この後黒小属手に入るから主人
[01:15:53.000] 公はいいとして。鋼の盾も別にいらねえか
[01:15:57.159] な。どうかな。ホワイトシールド。うーん
[01:16:00.159] 。鋼の盾か。
[01:16:06.600] で、この辺も行っちゃって。
[01:16:12.800] 福引圏ってね。福引券くれねえかねえ。
[01:16:16.000] これ福引券って運なの売ったり買ったりし
[01:16:18.440] た時にたまにもらえるっていうやつ
[01:16:20.920] 条件あんの?さっき6、さっき6枚持って
[01:16:25.320] たんだけどさ、5枚しか今ないんだけど。
[01:16:27.639] あ、ペペロンお疲れ。ペペロンお疲れ。
[01:16:30.320] さっきさ、キャダルコの巻き物さ、間違っ
[01:16:33.120] てさ、間違ってさ、クッキーに使っちゃっ
[01:16:35.679] たからさ、オートセーブからやり直そうと
[01:16:38.120] してリセットしたらさ、今日やったとこ
[01:16:39.760] 半分ぐらい戻っちゃった。
[01:16:42.840] 作業中です。引くか、じゃあ。いや、もうこれゴールドカード来るぜ。ゴールドカード。笑。
[01:16:51.239] ボ、ボールドカード頼む。頼まい。え?ああ、もういらんて。頼むよ。
[01:16:59.199] 最初から見れてたか。
[01:17:00.760] ほぼ最初から。ねえ。ねえ、これさっきこれもだからさっき聞いたねん。これ、これもさっき引いたのよ。そしたらさ、
[01:17:07.199] 2等のローズビップ2
[01:17:08.480] 回当たってたの。え、頼むよ。
[01:17:12.600] ねえ、これイカ様カジノじゃん。こんなのダブル
[01:17:20.719] ちょっと待のバイトしてた。
[01:17:31.600] 終わった。いや、さっきローズウップ
[01:17:35.760] 2個出たのにひんどい。
[01:17:38.840] ゴミ。笑笑。
[01:17:40.360] ゴミもGM。GMもGM。
[01:17:45.040] 何?何?何?この何?福引きのバイトしてたの?
[01:17:48.159] これはたざるもの。のピン玉自分で持ってきて入れたやつを。
[01:17:52.679] いや、ゴミすぎる。なんだそれ?えー、もうここのためにもう
[01:17:58.920] 1
[01:17:59.000] 回やり直そうかな。てかこれセットしたらさ、できるじゃんね。やんねえけどさ。やんねえけどさ。なんだよ。
[01:18:08.760] ゴミすぎるだろ、今の。ロードミ返せよ、
[01:18:12.159] 2個。じゃあ暴れざる。
[01:18:17.080] 名前おもろすぎだろ。
[01:18:25.080] いい。もう戻せばいいんでしょ。戻せば。プリンレベル上がりそう。上がらないんかい?え、まだ
[01:18:34.280] 14だよな。
[01:18:37.320] 上がんないね。上がんないね。敵が強いねんな。敵がな。プリンがヒャド覚えてっからひダルコをプリンに覚えさせるべきだったんだよ。
[01:19:09.520] いいよ。
[01:19:10.080] ドゥルドゥルル。
[01:19:12.120] えい。
[01:19:18.080] もうだる。はよせ。もういいて。オ金は貯まるんだよな。
[01:19:37.440] だるい。
[01:19:45.040] 叩き込む。
[01:19:47.199] いいね。
[01:19:51.280] はいや。
[01:19:59.960] くらえ。
[01:20:02.080] メダカスープうまかった。
[01:20:03.639] リセットしなくてよかった。メダカスープうまいよ。メダカスープあれみんな馬鹿にしてっけど味めっちゃうまいからね。なんかしょっぱい。なんかしょっぱいの。うん。なんだかわかんないけどしょっぱい。しょっぱくてうめえ。
[01:20:20.440] やっぱショッぺ度が1番だからな。カスの
[01:20:25.639] なんかしっぱ
[01:20:26.920] しょっぱケラでもういい理論しょっぺしょっぺでうめえんだ。やっぱしょっぺで
[01:20:32.199] 勝なさい。
[01:20:34.320] しょっぺだめだ。もうちょっと今日はもうごめん。嫌い嫌い言ってるけどちょっとマジ寒すぎるから暖つけるわ。寒みマジで。
[01:20:48.280] ピうピ。さっきここクリアしたのにもう
