[00:00:27.720] ひ
[00:32:55.480] アクセサリー売ってないんだね。
[00:32:56.760] アクセサリーが。
[00:33:01.440] 金帽子。あ、やっぱアクセサリー売って
[00:33:03.679] ないね。
[00:33:07.919] ね、これ100の巻き物誰に使う?これ
[00:33:10.480] 仲間揃ったからもうそろそろいいと思うん
[00:33:12.240] だけどさ、
[00:33:14.480] 1回あれしよっか。道具これ全部使っ
[00:33:16.720] ちゃおっかな?スタミナの種とか力
[00:33:25.080] の種とかさあるイメージ。いや、人数分は
[00:33:29.480] ないんじゃないこれ。力を俺が食べるから
[00:33:31.240] ね。力を俺が食べる。
[00:33:35.240] 守りの種
[00:33:37.039] 3つあるな。う、
[00:33:40.639] また種けちゃってたんすか?
[00:33:42.399] いや、これ全員に来てから全員が揃ってから振ろうかなって思ったんで
[00:33:47.760] 1
[00:33:47.960] 個ずつ使おうか。はいはいはい。スタミナの種。スタミナは俺かな?やっぱ肉団は俺だよな。賢さはもうプリを伸ばした方がいいねんな。
[00:34:04.760] 苦手なのをね、苦手な項目を無理やりね、強制させるよりやっぱ長所を伸ばしてあげる。これがね、
[00:34:12.793] [音楽]
[00:34:14.040] スタミナといえば邪魔て
[00:34:16.359] 全然ないけどね。全然ないけどね。スタミナそう。ゾンビ切りとかほらキャの巻き物とかあるねん。でもこれ使ったらなくなるんだよ。
[00:34:18.033] [笑い]
[00:34:33.440] これどうしよっかな。だってぶっちゃけさ、プリンって
[00:34:37.280] 100°ぐらい覚えんじゃないの?覚えないのかな?え、どうなんだろう。これ誰に使った?これシャドの巻き物誰に使った?
[00:34:50.560] そういう無駄は起きないようになってる。
[00:34:53.280] ああ、なるほど。やっぱじゃ使わなきゃ覚えないんだ。
[00:34:56.760] ヤンガス
[00:34:58.400] いねえよ。ねえだろ。
[00:35:02.320] いや、ヤンガスの大冒険もやりてえよ。やべ、やりてえゲーム多すぎんだよな。ドラクエセも出るし。てかドラクエ
[00:35:09.960] 7のさ、
[00:35:11.520] 見た。みんなやった。ていうか
[00:35:14.000] ドラクエ7
[00:35:14.599] のあのやった。もこらんお疲れ。もらお疲れ。ドラクエ
[00:35:17.800] 7
[00:35:18.000] のケ版やった。めっちゃ面白そうだ。めちゃくちゃ面白そうだ。あれ動きめっちゃなんかキだったし。超良かった。あれめっちゃやりたい。早く。
[00:35:31.560] 切り俺覚えよう。
[00:35:34.800] 楽しみ
[00:35:35.520] ね。あれ絶対いいよね。俺それまでにドラクエ
[00:35:40.119] 2
[00:35:40.359] クリアできんのかなっていう。めっちゃ面白そうだった。画質も超良かったしねえ。これさ、プリンにするじゃあ
[00:35:50.389] [音楽]
[00:35:55.640] 初戦闘までどれくらいかかるか楽
[00:35:58.040] いや、もうさすがに早くなってるでしょ、多分。
[00:36:01.480] マジで前の今キャトって書いてなかった。
[00:36:04.920] マジで前のあれ1が勝ったからな。初の初
[00:36:08.119] あれが出てくるまで
[00:36:10.400] どの辺の話カットされてんだろうな。
[00:36:14.319] 大体俺もね、途中まではやってるから大体
[00:36:16.599] 覚えてんだけど
[00:36:19.160] どの話カットされてんだろうね。なんか
[00:36:21.040] 色々カットされてるらしいじゃん。
[00:36:22.599] あんまり。あ、
[00:36:25.800] 1回聞かせてくれ。1回黙って聞かせて
[00:36:27.920] くれ。黙って黙って1回聞かせてくれ。
[00:36:35.040] ディノ男性ディノ男性ディノ男性会館歌い出すぞハイボールてレテレてレてレテレててタスタレル
[00:37:01.680] とか知らねえぜ。神
[00:37:04.319] あまあドラクエ最高のロラロラドラクエはマジで好きよ。ルルンドラクエのルルルんルン歌が好きよ。これさ、ほんまダメなんだと思うんだよね。
[00:37:24.839] こういうでかい声出しちゃ
[00:37:27.119] これ多分下聞こいやなんかもうなんか気に気にしちゃってよ気にしちゃってフルスロットで出せないんですけどこれちゃんこんばんは。こちゃんこんばんは
[00:37:37.960] すいません下のそしたら手を取って一緒に踊る。こうやってら
[00:37:39.776] [笑い]
[00:37:49.480] 震えなさい。
[00:37:50.720] もうだからリスナーに取り込もうかなと思って脳内の片隅に脳内の片隅に
[00:37:59.040] 今日1時まで1時までやる1
[00:38:01.920] 時ちょい前ぐらいまでやるだあんまりできないんだけどさ
[00:38:04.200] 山ファンだったか
[00:38:05.800] で明日もまあ初詣ーで行ってまに帰ってきたらちょっと夕方からやろっかなみたいなめっちゃ曲いい
[00:38:20.280] や、なんなん?ルぐルクル
[00:38:27.000] どう?
[00:38:28.640] え、何?何?何?今の何今の?
[00:38:31.839] 間違ってもウとかやらないでね。
[00:38:35.359] やらねえな。[笑い]
[00:38:42.319] プリンした。
[00:38:43.920] プリン何今の?あう。
[00:38:49.119] え、でももうさ、この前の曲聞けないのかな?あの犬の花。犬の花来たね。これあれじゃないの?
[00:38:56.411] [笑い]
[00:38:59.686] [音楽]
[00:39:03.319] 来た。
[00:39:03.599] え、どうやって言うんだっけ?こうか。はい。犬の花来たね。ルーラ。え?ルーラトヘロス。ルーラトヘロス。
[00:39:07.547] [音楽]
[00:39:16.119] 習してる。[音楽]
[00:39:17.359] 犬の花。まだあれはないもんな。あれはまだないもんね。あのなんだっけ?あれはないもんね。あれなんか種めっちゃあれ種めっちゃあるな。えー、
[00:39:28.800] レミラーマ、
[00:39:29.880] レミラーマないもんね。じゃ、口笛にでもしとこうか。なんかあれなんだね。特技見るとさ、プリンが結構なんかワイルドだね。穴掘り。穴を掘ってね。
[00:39:37.677] [音楽]
[00:39:42.262] [笑い]
[00:39:43.680] なんか女の子に何させてんの?これ穴を掘って道具やゴールドを見つけるって何これ?なんでこうこサマるにやらせろよ。こういうのは何もなかったか。
[00:39:49.467] [笑い]
[00:39:55.920] 元犬だからか。
[00:39:57.319] ええ、犬だよ。犬つんバインになんだよ。
[00:40:06.480] あ、なんか、え、な、なんか中よ。
[00:40:14.720] れ、
[00:40:16.040] いいね。け、
[00:40:23.680] トイレとかも今みたいにそう。
[00:40:29.240] うん。なんかそういうエっちゃな本ありそう。
[00:40:31.160] なんかそういうエッチな本ありそう。そういうエッチな本あり。回し蹴り。
[00:40:32.043] [笑い]
[00:40:40.319] 4
[00:40:40.599] コマの鉄板ネタではあった。
[00:40:42.359] あ、そうなんだ。ドラクエ
[00:40:45.440] 4コマ劇場にね。
[00:40:46.280] セムスゴッド。
[00:40:48.520] セムスゴッド。ああ、これがムーンブルク。悪い夢でも見ているようです。
[00:40:59.800] ですが現実なのですね。
[00:41:03.280] 犬になってる時のあれはないんだな、記憶
[00:41:05.480] は。大丈夫?中に入るのやめておく。
[00:41:11.920] いえ、大丈夫です。行きましょう。
[00:41:21.359] この一応奥に行くんや。あ、ちょっと。
[00:41:27.760] ま、相変わらずガバタンですね。
[00:41:32.079] 1回来てんねんで、ここ
[00:41:34.268] [笑い]1回来てんだぜ。ここ10
[00:41:36.480] 個あるわ、まだ宝が。
[00:41:38.400] 1回来てんだぜ、ここ。
[00:41:44.093] [笑い]1
[00:41:44.680] 回
[00:41:45.040] 探索済み1
[00:41:46.560] 回来てるねんで。ここ
[00:41:48.720] 1回来たよな。ここ亡霊のあれでな。
[00:41:52.119] 分かりやすいところすら
[00:41:54.000] 全然見てない。俺今回はいっぱい拾ってこうと思って心けてたのに。相変わらずガバですね。
[00:42:05.560] あの美しかった差が。
[00:42:13.319] いや、セブンのリメイクの全然話しかけないんだけどさ。ました。
[00:42:16.680] セブンのリメイクのさ、
[00:42:18.040] 待ってます。
[00:42:19.480] ここにあったはずのムーンブルク王家の証が。
[00:42:24.319] え、それって魔物が盗んでいったってこと?
[00:42:29.920] 買う、
[00:42:31.000] 買う、買う、買う。絶対買う。めっちゃ面白そう。
[00:42:33.559] 確かにここにあったはずなのに。あの、な
[00:42:36.720] んだっけ?あの子。あの女の子可愛いねんな。あの、あの、誰?誰?
[00:42:43.800] マリベル?
[00:42:44.760] マリベルができだっけ?体験版できんだそう。
[00:42:48.839] それにあなた方も生きていたのね。
[00:42:52.359] ジア姫様こそ
[00:42:56.440] あんな幼馴染みが欲しいだけの人生だった。失った。リベルが俺ちゃん好きやねん。ドラクエでに小拳でよかった。い
[00:43:05.640] 好き。
[00:43:08.720] こうしてまた会えて本当に良かった。
[00:43:12.280] 可愛いよな。マジでさ。
[00:43:15.440] 私たちは陛下のご命令を受け北製にあるプガナという旅に出ていたのです。
[00:43:24.480] マジで堀裕ってすごくねしまして
[00:43:28.119] まだツんデレっていう概念がなかった時にマリベルなんて作ったんだよ。やばすぎでしょです。
[00:43:32.825] [音楽]
[00:43:35.720] ルクが遠方の国々と交流できるよう船を仮に向かったのですが。僕たちもルプガナに行こうよ。そこで船を借りたら行ける場所が一気に増えそうだ。
[00:43:49.480] ドラクエ2って割と船早いんだよな。
[00:43:52.480] ルプガで船を借りるのって簡単ですか?
[00:43:55.680] バカみたいな質問してんの?なんか
[00:43:57.040] それがお恥ずかしいことにルプガナにはたどり着け。
[00:44:02.680] ドラゴンの角って塔でしょ?
[00:44:04.559] ドラゴンの角で
[00:44:06.040] 風のマントだかなんだかみたいなやつだよな。確か違ったっけ?
[00:44:09.960] ドラゴンの角。
[00:44:11.640] ああ、そうだ。
[00:44:12.160] 確かここより西にある双子のような塔でしたっけ?
[00:44:18.520] ええ、その
[00:44:20.160] 2つの塔の間にマント
[00:44:22.240] とても泳いでは渡れない海峡がありまして、
[00:44:26.960] それ以上進めず
[00:44:30.720] ええてデムブルクをこんな目に合わせたハーゴンを探すたびに出るんです。
[00:44:39.240] だからそのルプガで船を借りられればいいなって思ったのに。
[00:44:41.600] [音楽]
[00:44:44.480] どう助かる?
[00:44:45.559] なんと6の塔しか覚えてないですか?
[00:44:49.040] なんか2
[00:44:49.480] の塔もめっちゃいい方記憶はあるんだけど
[00:44:53.280] 覚えてない。楽しみだな。
[00:44:58.960] 大臣突然すみません。覚えておられますか?大昔国王陛下が城の上から飛び降りたことをやねん。それ怖
[00:45:08.079] え。父が
[00:45:10.800] まだ陛下が若き日の話ですよ。
[00:45:15.839] うん。風の力に伝わる風のマントでどこまで飛べるかという実験をされて
[00:45:26.520] あの塔を見てふとひらめいたのです。
[00:45:29.520] 風のマントを身につけて最上会から飛び降りれば向こう岸士にたどり着けないかど
[00:45:30.071] [音楽]
[00:45:36.240] 素晴らしい案ではないかなぜそれをドラゴンの角で言わなかったのだ
[00:45:42.440] 風のマトを持っていませんでしたし何よりその五老隊では
[00:45:43.826] [音楽]
[00:45:51.480] 確かに
[00:45:52.400] 納得するんかいそれ
[00:45:54.920] 皆様ならきっと飛べると思い
[00:46:01.480] 空を飛んで海峡挑戦してみましょうか。
[00:46:05.920] いいぜ、いいぜ。あのウさンクエスト
[00:46:11.000] 25周年の時のなんかワツ
[00:46:13.319] 3のセットみたいなやつあるじゃん。
[00:46:14.839] もしかしてくる
[00:46:16.200] 遠くるよ。多分もう
[00:46:17.359] ここから南頭にある風の塔に風のマントが保管さ。
[00:46:22.520] の角の前にまず風の塔で風の塔の奥へとお進みください。
[00:46:28.599] 聞いたことねえから楽しみ。
[00:46:30.680] Wiのさ、その25周年のドラゴン
[00:46:33.559] クエスト3収録されてるゲームがあるんだ
[00:46:36.720] けど、それ特別
[00:46:40.000] なんつうの、その、そのゲームが始まる時
[00:46:41.960] になんかオープニングムービーみたいなの
[00:46:43.480] があるんだけど、ワツ3のん名シーンを
[00:46:47.000] アニメにしてあのオープニングになってん
[00:46:50.040] だけど、その映像めっちゃいいから1回見
[00:46:52.280] てみる。その映像めちゃくちゃいいから1
[00:46:56.079] 回見てほしい。我らに任せ。そのワツ3
[00:46:59.520] のいいシーンが流れんだけど2
[00:47:01.160] がちょうどその
[00:47:03.000] 2がその
[00:47:04.079] 見せて
[00:47:04.680] あの見せてってなんでだよ
[00:47:06.680] 風の塔はここから頭ですね
[00:47:09.200] 見せてってウ動しなきゃいけねえじゃねえかめんどくせえ
[00:47:12.319] YouTubeで見ろ勝手に
[00:47:15.480] ちょうど2
[00:47:16.000] のシーンがさ風の塔あの風のマントでみんなで空飛ぶところなんそこシーンめっちゃ好きなんよ
[00:47:29.079] 俺はいいから上の奴らに見せ
[00:47:31.247] [笑い]
[00:47:32.880] めんどくせえよぜ。今からW
[00:47:34.559] 起動すんの持ってるけど。
[00:47:36.040] 切りなさい。
[00:47:37.200] 持ってるけど。あれもね、めちゃくちゃいいゲームだからみんなね、あの
[00:47:40.480] W
[00:47:40.680] 持ってる人はぜひ買ってほしい。あのファミコン版
[00:47:44.280] 3とスーファミバンドワツ3
[00:47:46.079] が収録されててなんか資料集とかもついててね。めっちゃいいのよ。
[00:47:50.119] 25周年記念のあの青い箱のやつ。
[00:47:54.880] ま、YouTubeで見れるだろうけどな
[00:47:56.359] 。よいしょ。多分ね、あのね、これ、これ
[00:47:59.400] 、
[00:48:03.640] これやで。これ、これめちゃくちゃいいぜ
[00:48:06.440] 、これ。いで、
[00:48:09.400] これめっちゃいいっす。おすすめ
[00:48:12.640] だからな。入手しやすい[音楽]。
[00:48:18.079] これの映像ちょっと見てえな。
[00:48:20.800] ま、ちょっとウ用意すんのリーからやんねえけど。デレててレてデレてレプルプテレてレてレや
[00:48:35.960] 寒いわ。もう足がめちゃめちゃ寒い。
[00:48:42.720] 最近の寒さえぐくねえか?最近の寒さ。なんか毎年思うんだけどさ。毎年思うんだけどさ、
[00:48:51.200] 12月ってまだあったけえよな。なんか
[00:48:54.359] 12
[00:48:54.720] 月だってもう冬になってこのぐらいだ余裕だな、今年って思うけどさ。あの
[00:48:59.359] 1月になった時の別世界観えぐくない?
[00:49:03.000] 1月で来るねんな。最近の冬って。
[00:49:06.400] もうこっちはさ、12月で冬迎えてると
[00:49:08.359] 思うじゃん。あ、12月そんなサムないや
[00:49:11.440] んて思ったら1月のこの寒さ。
[00:49:16.559] あたおかやで。
[00:49:24.480] 前車のさ、フロントガラスガチガチに
[00:49:27.160] 凍っててさ、
[00:49:29.319] なんか決晶みたいの出来上がって
[00:49:33.200] 芸術作品なったもん。えい。
[00:49:37.359] いや、マジで足がもう寒くてやばい。この部屋も足が寒い。地面につけてくるとちょっと膝かけ、膝かけ、膝かけ。寒すぎる。マジで。よし。
[00:49:38.319] [音楽]
[00:49:54.760] ブランケットみたいなのん。
[00:49:56.640] ブランケット。そう、そう。ブランケット。ブランケットね。
[00:49:59.079] しないと足をさ、椅子、あのさ、地面につけておけない。寒すぎて。え、どやばい?
[00:50:09.760] やばいよな。俺もおっさんになったってことなんかな。抹タンヒー賞みたいな。なかったのに俺。
[00:50:16.799] こたつ最高。[音楽]
[00:50:18.480] こたついな。こたつで配信して。
[00:50:22.640] こたつで配信してえよ。まままままま。
[00:50:30.599] その膝かけ洗いました。
[00:50:32.680] あ、
[00:50:33.760] うるせえ。なんで膝にかけてるだけなのに洗う必要あんねん。うるせえ。仲ばかままなんか臭くねえよ。ちょっとな。
[00:50:49.960] スチン聞いていて。
[00:50:50.920] ちょっとな。
[00:50:51.920] それ去年も聞いたぞ。
[00:50:53.240] ちょっとちょっとな。
[00:50:57.119] うるせえよ。黙れ。
[00:51:00.880] どう?あ、
[00:51:07.920] うるせえ。
[00:51:08.760] 臭いで。
[00:51:09.480] うるせえ。君臭いで。
[00:51:22.760] くらえ。
[00:51:24.559] な、
[00:51:24.720] なんそれ?さっきから可愛いんですけど。可愛いんですけど。
[00:51:39.200] は。
[00:51:40.799] いや、マジでこのブーメランすぎち。便利すぎち。ガベガベガ。
[00:51:52.440] えい。
[00:51:57.400] いいね。ここが風の洞窟ってた。結構
[00:52:07.400] こんなに活躍していいのだろうか。
[00:52:09.520] うん。あのね、違う。運。俺前回運が良すぎて。運が良すぎてあのなんだっけ?あの福引拳であの一等当てたんだよ。刃のブーメラン。これが強すぎ。
[00:52:27.000] プププ杉山のこ一のルルル杉山ら
[00:52:38.920] 杉山の神のル杉山のルールなんで杉山光一ってすごない
[00:52:50.891] [笑い]
[00:52:52.079] 原から声出てない。杉してね。抑えてるねえ。やっぱそう思う。やっぱそう思う。やっぱそう思うよね。
[00:53:03.000] 笑笑。俺もわかんない。なんか出ないのなんか。えー、俺今これからずっとこうなの?
[00:53:17.000] 気持ちが負けてる。
[00:53:21.160] 怖えよ、なんか。いや、今までだっていた
[00:53:24.280] ねんで、臨人は今までだって下の階に人い
[00:53:27.400] たんだ。
[00:53:28.359] 実際目を見て話してしまうとなんかああ、下の会の住人も生きてるんだなっていう
[00:53:38.599] 実感がすごいあってなんかあ、この人たちも人なのかっていう曲げからデカボイス取ったら何が残念で
[00:53:41.327] [笑い]
[00:53:53.200] 追い出したら勝
[00:53:55.082] [笑い]
[00:54:02.440] 怖いよ。怒られんの?怖い。もうなんかマジでさ、マジでどうにか仲良くなってもう俺が配信してるあることをさ、行ってしまいたい。まえやって行くのめっちゃうない。
[00:54:15.387] [音楽]
[00:54:21.480] 何この何このクソめんどくさい地形。お、
[00:54:25.160] こっちからこう、こっちからこうやって
[00:54:27.839] 行くんかい?ここ通ってこうやってめんど
[00:54:30.359] くさい地形やな。なんやこれ?
[00:54:37.657] [音楽]
[00:54:39.839] えっと、じゃまず1回サマるとか寄って
[00:54:42.240] こうか。
[00:54:46.359] あ、そのうち気になんなくなってでかい子
[00:54:47.839] 出すだろうかな。
[00:54:57.160] おい、もう12時かよ。早えって。あれ
[00:54:59.760] なんだ?
[00:55:01.559] ここは武器と防具の店だ。どんな容題?あ
[00:55:05.119] 、増えてるんだ。あ、めちゃめちゃ増えて
[00:55:07.839] ますやん。
[00:55:11.200] うわあ。
[00:55:17.000] ああ、鉄のとか売ってるやん。もうどうす
[00:55:20.079] んだよ、これ。
[00:55:23.799] パパパパパパパパ。え、どうしようかな。見かわしの服買うか。
[00:55:32.920] ハドミディの三ってあんまり信用してないんだけど。どう?
[00:55:37.319] え、見かわて何?あんまダめ?あんまダめ?これあんまダめ。朝
[00:55:41.599] 6
[00:55:41.760] 時までやるかい。明日俺初詣ーデだね。初詣だからね。もう早朝よ出んねん。
[00:55:47.920] いや、
[00:55:51.480] え、三川あんま意味ないんかな?[音楽]
[00:55:54.520] まあまあええわ。まあまあええわ。
[00:56:06.680] 三かわしもう1個買っちゃおっかな。これ
[00:56:15.760] 鉄の盾が欲しい。
[00:56:22.920] 売っちゃうべ、色々
[00:56:26.389] [音楽]
[00:56:27.200] いらん。こんなもんいらん。こんなもんも
[00:56:29.799] いらん。
[00:56:40.839] あ、福器あざすてボボボ
[00:56:47.280] 。
[00:56:49.440] ちょっと声パ
[00:56:59.139] [音楽]
[00:57:00.280] ルルル
[00:57:02.960] ラルル
[00:57:04.720] 。
[00:57:06.319] こう。ああ、心から歌いたい。[笑い]
[00:57:12.000] 心から歌いてえよ。
[00:57:16.160] 心から歌いてなあ。
[00:57:28.079] さすがにこんくらいだったら平気だけどね
[00:57:29.799] 。別に多分ね。
[00:57:43.079] ムーンブルクを王女ご無事であったか。よかった。よかった。
[00:57:48.440] してお父上は
[00:57:51.880] あの襲撃で城にいて生き残ったのは私
[00:57:56.640] 1人だけのや残ってたやん。
[00:58:00.359] 信じられぬ。信じたくはない。
[00:58:04.760] ムーンブルクマ、
[00:58:06.440] あなたの心の痛みは私たちには察するにあまりあります。今はどうか無理をしないでください。
[00:58:09.225] [音楽]
[00:58:18.599] ありがとう。
[00:58:20.599] この後はローレシアに身を寄せるのですか?
[00:58:25.760] そなたたち3
[00:58:26.920] 人だけでハーゴンを打つたびに出るというのか?
[00:58:31.359] そうしない限り僕たちみんなずっと怯えて過ごさないとなりません。そんな世界おかしいですから。
[00:58:39.880] とても立派な決断ですが大きな危険も伴います。
[00:58:40.665] [音楽]
[00:58:44.680] 分かっていますか?やはり勇者の血を継ぐ子なのですね。父さんたちはしっかり守りを固めてくださいね。サマルトリアやローラの門、湖の洞窟とかいつまた魔物が来るとも限りません。
[00:58:47.870] [音楽]
[00:59:03.920] うん。我らはどこか平和ボケしていた。殺球に防衛策を見直している。
[00:59:10.140] [音楽]
[00:59:11.640] サマルトリアのことは心配するな。
[00:59:15.440] これ妹はいつから来るの?あ、そういえば湖の洞窟にいた魔物が紋章とかいうものを探していたのですが何か知っていますか?
[00:59:16.036] [音楽]
[00:59:31.799] 紋章。ロトの勇者様が作りし
[00:59:35.720] 5つの紋章のことかしら。
[00:59:40.119] 作ったな。昔
[00:59:41.799] 聞いたことがあります。特別の魔力を宿した石のようなもので持つものに力や癒しを与えると
[00:59:53.559] そうなんだ。でもどうして魔物が探しているんだろう。紋章が与えてくれる力や癒しが欲しいのでしょうか?
[01:00:05.160] 分かりません。
[01:00:07.079] 5
[01:00:07.200] つの紋章はロトの勇者様がお持ちになったと伝えられているのですが、なぜかその後どこに収められたのか、誰の手に渡ったのか不明なのです。
[01:00:08.436] [音楽]
[01:00:18.760] じゃ、なんかルビスが預かる。
[01:00:20.559] にせよロトの勇者が残したとされる大切なものを足魔物の手に渡すわけにはいかぬ。
[01:00:25.466] [音楽]
[01:00:28.680] の手である魔物が紋章を探していたということは紋章を探すことでハーゴンの足取りを終えるかもしれないぞ。
[01:00:39.160] そうですね。紋章についての情報も集めてみます。
[01:00:42.920] お年玉接ちゃんか。[音楽]
[01:00:44.920] これを持っていきなさい
[01:00:47.000] なあ。お前がトリアのてくれる。
[01:01:02.480] ありがとう。父さん、母さん、僕行ってきますね。
[01:01:08.640] 頑張って。困った時はここへ戻ってきなさい。
[01:01:15.960] おっし
[01:01:18.559] してたな。
[01:01:21.799] これ妹はさ、
[01:01:25.280] ま、多分あれだろうな。このサマルがあれ
[01:01:27.599] の時に仲間になんだろうな。ごめんな。私
[01:01:30.839] 何の力にもなれなくて。ムーンブルクは
[01:01:33.119] やられちゃって。え、みんな命がけの旅に
[01:01:35.319] 出るっていうのに本当にごめんね。そんな
[01:01:36.799] ことない。謝らなくていいんだよ。
[01:01:45.839] あと1時間しかできねえんかい。
[01:01:47.997] [笑い]
[01:01:48.720] 2時間って短いな。あと
[01:01:50.559] 1
[01:01:50.680] 時間しかできねえんか。ドラクエ全然進まねえよ。お前これ
[01:01:59.240] ゲームは1日2時間。
[01:02:01.079] ま、いいよね。ま、いいよね。
[01:02:03.000] 2
[01:02:03.160] 時間べえよ。
[01:02:04.720] いや、いや、いや、ドラックエはさ、ぶっちゃけしたいよ。
[01:02:10.960] ま、明日やる。明日やる。
[01:02:13.880] わかんないけど、あの、いつ帰ってくるか
[01:02:15.920] わかんねえから。帰ってきたら速攻つける
[01:02:19.039] 。夕方ぐらいかな。
[01:02:24.520] まあでもまたありやんだもさ、なんか長
[01:02:28.039] 時間やんなきゃやんなきゃっつってやる
[01:02:29.680] よりもこっちが楽しかったりするからな。
[01:02:33.119] 疲れてんのにさ、なんかね、疲れてんのに
[01:02:37.319] 無理やりやってもさ、楽しめなんやん。
[01:02:40.720] ええ、なんかめっちゃ強いの売ってるやん
[01:02:42.480] 。こっち
[01:02:46.279] こっちの方が強いやん。
[01:02:49.599] 売ろ。
[01:03:05.920] ゲームの続きをやりたくて急いで下行した
[01:03:08.680] あの頃。[笑い]
[01:03:10.599] 何?急になんか急になんか
[01:03:14.760] ノスタルジーだね。なんかね、
[01:03:19.160] ホーリーランスなんこれなんか誰か装備
[01:03:21.720] できないの?これ
[01:03:27.839] ミクドンさんがその
[01:03:30.920] 当時やってたゲームって何さ?あ、
[01:03:33.799] めっちゃ上がりますやん、これやん、絶対
[01:03:35.960] 。あ、いや、どうしよう。
[01:03:37.720] でも刃のブーメラン結構いいんだよな。
[01:03:42.799] 当時と言われましても
[01:03:45.079] 何何何?小学生の時やた。小学生の時やってたの?うーん。ま、刃のブーメラン強いけど。すね。
[01:03:56.680] ああ、いいね。うわ。しかもイバルーメランってクッキーしか装備できねえんかい。じゃあお前装備しとけ。
[01:04:06.039] じゃあ、もうこれいいよ。これもじゃあプリンに装備するよ。なんかスーファミのゲームもやりてえな。なんかワンダープロジェクト
[01:04:19.400] J
[01:04:19.599] とかやりてします。つりサマルトリアの王女はちゃまが花から落去食べてる時に仲間になりました。
[01:04:26.760] 全然意味がわからん。
[01:04:28.319] 何を言うてるの君?君何言うてんねん。
[01:04:35.200] 魔導士の杖って何?
[01:04:38.000] ああ。へえ。強いね。[音楽]
[01:04:44.400] インテリはなんか色々手に入れてねえから
[01:04:47.319] 。なんでこれこんなちょっと良さげな
[01:04:49.119] アイテムを俺は装備してないの?
[01:04:58.240] ほらめっちゃ上がりますやん。
[01:05:03.359] こうでしょ。
[01:05:07.359] 魔導士の杖は一応
[01:05:10.119] これもアベックが悪い。これアベック
[01:05:12.960] が悪いか。
[01:05:13.559] でもアベックってもアベックってもう言わないぜ。
[01:05:16.290] [笑い]
[01:05:21.160] 確か道具で使うメラが出る杖だ。
[01:05:23.559] ああ、いいね、いいね、いいね。あ、アベックって何?アベックってどういうのこと言うの?俺も知らねえんだけど。アベックって。じゃあクッキーにあげとこうか。
[01:05:36.520] アベック優勝でしか聞かないカップル。
[01:05:40.520] じゃあカップルでいいやん。
[01:05:42.119] アベック優勝もわかんないけど。
[01:05:43.960] 帝国のあの2人みたいなのだよ。
[01:05:47.039] あれアベックって言うんだ。
[01:05:48.319] で聞くくらい。
[01:05:49.640] え、野球でアベックって言うの?あと
[01:05:53.319] 4
[01:05:53.480] 個宝があるって。恋人以上カップル未満。違う。友達以上カップル未満ってこと?アベックっていうの?それ
[01:06:05.359] アベックホームランとか言うたりする。
[01:06:07.640] 何それ?どういう状況なこと言うの?
[01:06:10.960] 持ってた。アベック。
[01:06:13.240] あれ?アベックじゃねえだろ?あれもう付き合ってんべ。あれもう付き合ってんじゃなかったらどうせしねえだろ。これローレシア来たんだけど
[01:06:15.895] [音楽]
[01:06:31.920] 3ゴールってなんやねん。
[01:06:38.079] だ、やっぱあれだな。あの
[01:06:41.240] レミラーマがねえとさ、しんどいわ。後で
[01:06:43.520] にしよう。
[01:06:49.079] アベック
[01:06:51.440] なんだ。アベックって古いな言葉が。
[01:06:59.039] 久々に帰ってきたぜ。
[01:07:04.680] ムーンブルク王女のよくぞご無事で息子よ。
[01:07:10.520] 本当にレミラームある。
[01:07:11.720] よくやっていあるやろ。だってワンにあったんだから。
[01:07:15.799] サマルトリア王子殿か。サマルトリア王から聞いておる。息子の旅に同行してくれたことを心より俺もし上げる。
[01:07:21.396] [音楽]
[01:07:32.480] でも
[01:07:34.359] ムーンブルクは
[01:07:45.319] そうか。やはりハーゴンの仕であったか。
[01:07:50.440] 許せぬことだ。
[01:07:52.960] 王女だの大変であったな。
[01:07:56.480] そなたが無事で本当に良かった。もう
[01:07:59.520] 2
[01:07:59.640] 度と危険な目にはね。我らローレシアがあなたをお守りする。
[01:08:08.079] お心遣い感謝いたします。ですが私たちはこれよりハーゴンを討伐する度に出ます。
[01:08:16.759] ぶち切れです。
[01:08:18.440] なんとお前たちだけでどこにいるとも分からぬハーゴンをうちに行くとはい。僕たち決めたんです。もう
[01:08:30.480] 2
[01:08:30.600] 度とムーンブルクのようなことを起こさないために戦うって。それが勇者の血を継ぐ者の使命だと思うんです。
[01:08:32.792] [音楽]
[01:08:41.239] お前もなんか言わんかい。
[01:08:43.480] お前たちの決断は正しい。
[01:08:46.040] 寒いマジで
[01:08:47.199] 本を言えば寒い
[01:08:48.679] 私もたにかマジで寒くね今日
[01:08:51.880] ローレをお願いいたします。またムーンブルクのように襲われるかもわかりません。
[01:08:59.000] つけたらつけたら暑いんだよね。でもねけてないんか?
[01:09:02.359] アけてない。俺暖方嫌いなんだよ。
[01:09:04.400] 今日朝にかけた。
[01:09:05.679] こちらのこと心配するな。
[01:09:07.920] ハーゴンを打ち
[01:09:09.560] 世界に平和を取り戻すという使命に
[01:09:10.782] [音楽]
[01:09:12.799] そなたたちに託そう。
[01:09:14.759] バのアベックのお無事に[笑い]
[01:09:18.239] ああ、発電してくれてかな。発電してくれてっか。バカ野郎。バカ野郎。言うて。え、なんじゃ発電って
