[00:00:29.720] ສ
[00:43:38.960] 邪魔の権限で円安解消して。
[00:43:41.119] いや、マジで円高いつまで続くねん。
[00:43:44.960] え、円安いつまで続くんだよ。え、でも今そんな高いんだ。そりゃビッツなんか投げれねえよな。ビッツ投げてるやついねえよな。
[00:44:03.839] インドで円の価値復活させてきて
[00:44:07.720] インド人だめだよ、あいつら。そういうの。あれ仕事中にあの仕事中にあのスマホで音楽流すからだめだよ。変なインドのなんか本当になんか
[00:44:21.720] インド人ってさ、全員さ、俺らの想像するインドの曲聞いてんのなんか。
[00:44:29.200] なんかよくあるじゃん。海外のさ、なんか中国人別にそんなチャイナ服着ないみたいな。インド人みんなインドの曲聞いてたよ。なんかなんかマハラジャみたいな。
[00:44:42.640] そう。
[00:44:44.880] 着信音とかめっちゃなんか
[00:44:46.760] インドラシて現地の人も聞く。
[00:44:49.440] 聞いてた。聞いてた。めっちゃ仕事中に流してたよ。
[00:44:52.839] 増え。笑。
[00:44:55.280] 本当にこういう国聞くんだみたいなせ。
[00:45:02.839] え、待って。思ったんだけどさ。
[00:45:05.680] まあ
[00:45:07.480] 思ったんだけどこのゲームっちゃい。もしかしてなんか長そうな気がしてきたよ。ちょっと真剣にゲームちょっとちょっとゲームちょっとゲームやろう。
[00:45:18.640] ちゃまく久しぶり。元気?
[00:45:20.400] おこさんこんばんは。久しぶり。
[00:45:22.599] 元気?元気、元気。デパート。え、ロトの
[00:45:25.480] 洞窟。旅人の教会え、ガラの町。ロトの
[00:45:29.960] 洞窟ってこれ行かなきゃいけないんだっけ
[00:45:31.839] ?ドラケ1だったら行かなくてもいいんだ
[00:45:33.680] よね。でもこれ行かなきゃだなんか。ま、
[00:45:35.480] とりあえず行くか。とりあえず行ってみ
[00:45:37.400] ますかね。
[00:45:41.079] これ何?おめらみんなこれもうクリアしたん?
[00:45:43.720] せア
[00:45:49.599] なんか久ゲームもこうやってなんかしっかりやんと久々だから
[00:45:52.839] の感覚を忘れてる
[00:45:54.040] 忘れてる忘れてるRPGなんて
[00:45:57.599] 全然やってないもん外で唯一やったゲームなんだろうな。何やったかな俺ゲームだインド行ってる時は
[00:46:06.880] ちゃってやるタイミング逃しました。
[00:46:09.200] レポしてほ。あ、レポはしてる。レポはしてる。あれは裏であのマーブルしとかでやってた。レポはこれさ、カの服ってさ、変えれ
[00:46:18.359] 人がやってるのはこ切れで見たけど自分で流行って。
[00:46:21.800] あ、やっぱそうなんだ。なんかこれ結構あれなんでしょ?インドでインドでインドであればやってないよ。インドではね、あのね、俺唯一ね、あの風来の試練持ってったんだよな。風来の試練やってた。
[00:46:38.760] あ、初代ね。スーファミのやつ。スーファミの
[00:46:42.640] エッチなお姉さんいた。
[00:46:44.000] エッチなお姉さん。ああ、でもホテルの受付のでもね、インド人めっちゃ美人よ、みんな。エッチかどうかはちょっとあれだけど美人。美人。割とそんななんか肌の色とかもそんな違わないしね。なんかインド人ってま、人によるかな。
[00:47:03.359] もそれもせや。
[00:47:09.640] みんなスパイシーな匂いした。
[00:47:11.680] ああ。てかまず街がもうくせえ。言い方悪いけど。
[00:47:20.200] その辺でお兄さんたちが踊ってた。
[00:47:23.119] 笑笑。
[00:47:24.040] 踊ってはないけど爆竹遊びっちゃしてたね。あれも本当にうるさかったわ。
[00:47:28.920] 俺多分Twitter
[00:47:29.599] の動画載せたんだけど、夜中にさ、爆竹鳴らすんだよ、あいつら。くそうるせえでさ、
[00:47:38.640] あれすごいね。
[00:47:39.599] あれやべえよ、マジで。しかもなんか日本じゃ見たことないサイズのダイナマイトみたいな爆でさ、
[00:47:49.040] あれほ、深夜、深夜、深夜。
[00:47:51.839] もう本当バーンみたいな。めちゃくちゃうるせえんだ。
[00:47:58.000] 勘弁してくれよな。本当
[00:48:04.280] 今度ちゃまの家の前に置いてばくならすね。
[00:48:07.800] うんと通報するからな。通報するからことやったら
[00:48:13.440] 日本でやったら速攻お回りさ。
[00:48:15.599] いや、絶対来る。絶対来る。絶対来るよ。事件だと思われると川の盾。今俺何装備してんだっけ?ああ、川か。
[00:48:26.119] え、金さ、600円全然金貯まってねえ
[00:48:29.119] じゃんかよ。えー、
[00:48:33.160] 呪文。
[00:48:36.880] これさ、マップあ
[00:48:41.680] 、ここに行けばいいんだ。あ、目的地が
[00:48:44.119] 書いてあるですか。こちら
[00:48:49.559] 分かりやすい
[00:48:50.559] ね。いいね。ちょっとこれ本当休み中に
[00:48:53.119] クリアしていからさ、もうパッパッパッと
[00:48:54.720] 行くぞ。もちろん楽しみながらな。
[00:48:58.559] これ3もさ、HD2Dやったけどさ、あれ
[00:49:02.079] の続きだからね。3一番最後ド物いたから
[00:49:05.880] な。みんな3の最後見た?HD2Dの3
[00:49:09.839] の最後見たよね?ネタバレしていい?ネタバレしていいというか、それを知ってる前提で配信していい?みんな、え、
[00:49:17.520] 3みんな最後までやったんでしょ?これの
[00:49:20.400] HD2D
[00:49:21.200] のこれの配信見に来るってことはそうだよな。
[00:49:25.119] そうだよな。知ってる前提じゃないと多分理解できないと思うから。じゃ、あの、聞きたくない人は耳塞でください。
[00:49:31.760] あの、今から言いますんでいいですか?
[00:49:36.960] なあ、あれ、あのハーゴンがな、ハーゴンだっけなんだっけ?ハーゴンだよね。それも覚えてねえわ。あの
[00:49:44.440] 2
[00:49:44.640] のラスボス前のあれなんて言うんだっけ?ハーゴンだよな。ゴンがさ、アーダコーダーだったやつな。そこめっちゃ楽しみやねんな。どうなるか。
[00:50:02.119] なんでアーダーコーダって伏せるんだ?全然覚えてねえんだよ。もう別にみんなに気い使って伏せたとかじゃなくて覚えてない。リアルになんだっけ?なんか
[00:50:11.079] 笑笑
[00:50:12.000] なんか光のドラゴンなんだっけ?なんか龍の女王の側近が実はハーゴンでしたみたいなやつだよな。近
[00:50:21.200] もう1回やっときます。
[00:50:22.720] あげるって何?あげるって
[00:50:25.079] 何くれんの?お金
[00:50:27.319] すぐ2言上にはお金です。
[00:50:31.000] ドネルか。
[00:50:32.559] え?何?どえ、待って待って。何したの?
[00:50:34.319] しばくぞ。
[00:50:36.880] 何?ドネルとかちょっと通知出すようにしてないからしなくていいかね。
[00:50:41.160] せア
[00:50:42.880] うい。ブパプ。
[00:50:52.280] もう2026年も終わり。2025
[00:50:54.799] 年も終わりか。せといた。
[00:50:56.559] リスコに寄せと。何?
[00:50:58.319] A書いてくれたんか?
[00:51:01.839] A
[00:51:02.040] 書いてくれたんか?きっとそうだろう。きっとそうだろうな。何この絵?俺こんなカエルみたいな顔してるか。
[00:51:20.760] あとなんか最初言っとくけど別になんか復活とか
[00:51:27.440] なんかその復活とか復活じゃないとな。
[00:51:31.880] え、なんかなんか全然終わんないんだけど
[00:51:36.000] 俺このゲームやりてえからやってるだけで別になんかその
[00:51:39.720] ないでなんかその
[00:51:42.960] せ
[00:51:43.400] ドラクエで合わせたから復活なだけ
[00:51:47.880] ああそういうことええクリアしたらちょっとうん次何やるかと何も決めてないしとさもう俺もうさ
[00:51:59.480] ゲームするから始まったんじゃな
[00:52:01.280] せやねん。そういうことなんですよね。
[00:52:03.400] そういうこと。もうなちゃんいいこと言っ
[00:52:04.640] た。そういうこと。もうなんか毎日さ、2
[00:52:07.760] 日に1ぺんさ、夜中に配信つけなきゃいけ
[00:52:10.920] ないみたいないです。もう俺もうほんま
[00:52:12.839] もうやりたい時しかやらんからな。
[00:52:18.359] やりたい時しかやらんからな。
[00:52:23.480] もう多分平日配信はしんどいわ。
[00:52:27.599] だも土日中心になるんじゃないかな。
[00:52:31.839] 秘宝なあ。
[00:52:33.599] やりたい時にゲームやる。高橋名人。
[00:52:37.559] いや、高橋名人とかもね。
[00:52:41.799] 気を抜くな。伝承によれば勇者の墓はこの洞窟の奥にある。本番はこれからだぞね。やっぱり帰ろうよ。ここまで来るのもやつだったのに洞窟に潜るなんて危なすぎるよ。
[00:52:52.920] バニーガーデンの新作出たからそれもやってく。
[00:52:55.720] ええ、バニーガーデンって何だっけ?どういうやつだっけ?バニーガーデン。
[00:52:59.520] バニーガーデンってどういうゲームだっけ?全然覚えてねえわ。ごめん。なんかあれバニーガーデンってなんだっけ?なんか聞いたことあんガーデンてどういうゲームだっけ?なんかエッチのやつだよな。多分な。なんか
[00:53:11.400] 胸のでかい女が3
[00:53:12.760] 人いるやつ。酒飲んでパンツ見るゲーム。
[00:53:15.960] 酒飲んでパンツ見るゲームいっぱいやってっからわからん。ちゃんのズだ。
[00:53:21.960] 酒飲んで笑
[00:53:23.880] パンツ見るゲームいっぱいやってっからわかんね。
[00:53:28.319] 酒、あのさ、あの、あれか、パソコンの、パソコンのやつか。なんか、あの、赤い子と黄色い子と青い子のやつね。あれ新しいの出たんだ。
[00:53:37.640] そう、そう。
[00:53:38.319] なんかそういうゲームもやりたいけどね。
[00:53:40.160] そうそう。
[00:53:42.240] やりたいけどね。そういうゲームをね。弱気にならないでください。力を合わせればきっといけます。いや、なんかエッチなゲームやりたいよ。エッチなゲームやりてえな、配信で。でもさ、あれなんだよ。
[00:53:55.760] もう許されないからさ。もう
[00:53:57.280] 1回Bなったら多分俺3回目でもう3
[00:53:59.240] アウトだからされるのに天使かなんかのやつで
[00:54:01.640] banされたチまげは何なんだ?天使かなんかのやつで
[00:54:04.480] banされたってんだっけ?俺なんだっけ?も何にも覚えてない。俺よりお前らのが詳しい。チバゲームに
[00:54:10.000] 単発ゲっぽそうだからおすすめ。
[00:54:12.079] あ、そうなんだ。
[00:54:13.720] ban
[00:54:13.920] されねえから大丈夫かな?見たところ戦士のようだ。
[00:54:20.480] 君も勇者の目指してきたのかされてないよ。笑
[00:54:23.440] 天使って何?天使ってやはりそうか。
[00:54:26.400] 本当にちゃまゲームか?
[00:54:29.640] 実はにゃつわしじゃよつって出てくる。
[00:54:33.920] 筋があ、筋のやつね。ああ、あったな。あの
[00:54:39.880] DSのやつね。あれはban
[00:54:41.480] されてない。俺ban
[00:54:42.319] されたのはあれだよ。
[00:54:44.680] 数字9
[00:54:45.839] 何だっけ?あれドラゴンナイト。ドラゴンナイト。
[00:54:48.839] ドラゴンナイト3やってたらbanされた
[00:54:51.280] んだよ。別にエロくないところでな。そう
[00:54:53.680] でもなんと私休み中にですね、休み中に
[00:54:58.520] ですね、え、ドラゴンナイト4買いました
[00:55:03.280] 。これはやれ。おい、これどこどうにか
[00:55:06.880] 配信でやりてえんだけどよ。ニエッジ
[00:55:10.839] ドラゴンナイト4買ったよ。
[00:55:14.119] で、これ、あの、
[00:55:16.280] PCFX
[00:55:17.680] っていうめっちゃマイナーなハードなのね。こ、
[00:55:20.559] PCX
[00:55:21.559] も買ったからこれもうエッチなゲームがしたいね。エッチなゲームがした。バされないの確認してから本赤でやるか。
[00:55:32.200] 捨てアとか多分ね、できないんだよね。
[00:55:34.839] Twitch
[00:55:35.200] ってアカウント複数作れないはず。
[00:55:37.280] なんかIPアドレスだから
[00:55:38.680] banされた人がアカウント作れないような仕組みと一緒で結局
[00:55:43.480] A
[00:55:43.760] 食らったらもうツイチできなくなっちゃうんだよ。だからもうなんかキックとかなんかなとか思いながらなんてできるゲーム
[00:55:52.119] 20本くらいしかないんじゃないか。
[00:55:54.200] うん。そうそうそう。全然ないと思う。だ全部エッチなゲームなんだよね。
[00:55:57.720] PCX
[00:55:58.480] って。え、世に再び魔物溢れしとき。勇者どの墓を訪れよ。さすれば伝説の勇者の力は授さけられ。
[00:56:05.240] おすめな配信サイトあるダムよ。他配信なんか
[00:56:10.960] 他のサイトでやんのが無難なんだろうな。どうしてもやりたければね。君もこの言いを信じてきたんだろう。僕たちもそうなんだよ。つまり俺たちはライバルというわけだな。精生堂々勝負するため
[00:56:27.480] 1つ忠しよう。
[00:56:29.400] 腰一発アウトだろ。後ろに後ろに気をつけろ。魔物がいるぞ。
[00:56:39.760] 今だ。こいつより早く勇者の墓に
[00:56:41.680] たどり着くんだ。
[00:56:44.400] え、ちょっとずるくない?ライバルに教え
[00:56:47.160] てやったんだ。勇者にはずルを見抜かずル
[00:56:49.960] を見抜く賢さも必要だとな。なんこいつら
[00:56:53.240] 。
[00:56:55.280] なんこいつら。
[00:56:59.119] なんかドラクエ1にこんな人いっぱい出て
[00:57:01.280] くんの?なんか新鮮だね。
[00:57:03.799] 巻き物について使用することで新たに得意や呪文を習得できます。いつええわシン的な巻き物があるんだ。
[00:57:11.440] こもダめになったらバスエへのオアコン無法地帯動画に行くか。
[00:57:15.559] ニコニコ動画。うわあ、確かギラ覚えてたよな。これって全体。あ、ああ、なるほど。グループなんだ。使っちゃおう。
[00:57:32.280] え、でもこれさ、全体技ないと相当きついよな。
[00:57:35.799] 1対4
[00:57:36.520] とか画面の幅的にさ、まだいっぱい出てくるんでしょ、多分。
[00:57:48.799] ええ、
[00:57:51.520] せや、
[00:57:56.280] レベル足りてんのかな、これ。
[00:58:00.559] こういうの見るとやりたくなるんよ。戦闘超早くれちゃって遅く感じるな。
[00:58:05.920] 分あ、戦闘超早いってのがあるんだ。せなるん。お、こっちの方も強え。あ、てか装備品買ってくるべきだったかな?大丈夫かな?何も初期装備のままなんだけど俺。これでや。そう、見るとやりたくなんだよな。分かる、分かる。配信も一緒でさ。
[00:58:27.200] プレイヤ
[00:58:27.640] 配信も一緒でさ、人の配信ちょっと見るとなんかちょっとやりたくなるねんな。ま、それでも半年休んだけど。戦闘超早い。あ、これか。
[00:58:40.680] あ、こ戦闘超早いでもいいかな。別に
[00:58:45.200] ボス戦だけちょっとスピードを緩めよっか。雑魚敵は早くていいね。雑魚敵は戦闘超早いこ。
[00:58:56.240] 初代のドラクエ、あのファミコンの
[00:58:58.480] ドラクエさ、この洞窟って別にクリアし
[00:59:01.000] なくても良かったよね。
[00:59:04.839] 懐かしいなあ。
[00:59:07.480] この配信で俺ケ出してされたんだよ。
[00:59:10.640] 番せア
[00:59:20.920] なんか人生プレもチメダ追加されたのかな?元々な。そんな思い出が。こんばんは。
[00:59:29.319] めちゃの配信だ。
[00:59:32.119] あ、ロドマさんこんばんは。ロお疲れ。ドラクエがやりたくてさ。
[00:59:36.960] ドラクエが好きで
[00:59:40.119] ドラクエが好きで好きで
[00:59:45.720] ドラケ1の
[00:59:48.799] ね人生プレイ
[00:59:51.200] をファミコン版のやつでやってて
[00:59:54.599] で人生プレー
[00:59:58.400] もう今思ったらもうもうもう頭おかしいわ
[01:00:01.039] 。ようやるわあ。で、もう眠くなっちゃっ
[01:00:03.799] て30時間ぐらいぶっ続けでやってたら
[01:00:07.280] 眠くなっちゃっておなんかいるじゃん。で
[01:00:10.680] 、寝ようと思ってここでさ寝たんだよ。
[01:00:13.920] そこに布団引いて砂煙。
[01:00:18.839] そ、寝たら寝蔵さ、パンツ脱いてさ、マジ
[01:00:22.799] でケだ、ケ出し、ケツが映っちゃbanさ
[01:00:27.240] れた。そんなことあるか。焼き尽くせ。
[01:00:32.200] いいね。思い出のゲームですわな。わざとじゃないのに。
[01:00:39.480] わざとじゃないのに。ラリホ、火炎切りいいぞ。火炎切りいいよ。こいつなんだお前?なんだお前は?あれ?道に迷ってしまったのかな?うん。どうしよう。
[01:00:55.559] あ、こいつ。
[01:00:58.440] まず俺を騙したこと謝れ。うん。で、俺も
[01:01:02.039] 迷ったわ。あ、あ、2階とかあるのね。
[01:01:05.119] こっちだ。
[01:01:09.640] もうこれ全部さ、もうグループはさ、もう
[01:01:12.799] ギラだよ。えい。
[01:01:16.280] あ、意外とでもサクサクかもな。
[01:01:21.359] どうなんだろ。俺さ、4日まで休みなんね
[01:01:23.680] 。4日まで。4日までさ、配信、配信じゃ
[01:01:27.240] ねえや。え、仕事休みでさ、5日から仕事
[01:01:29.880] なんだけど、あれ、これ装備品じゃない?
[01:01:32.559] 龍の、龍の鱗って確かアクセサリーだよな
[01:01:35.720] 。ほら、覚えてるよ、これ。あれだよな。
[01:01:38.400] あのドラクエ1唯一の装備品なんだよな。
[01:01:43.680] 暗い怖いも帰りたい。なんやねん、こいつ
[01:01:45.799] ら。さっきから。で、俺さ、4日まで休み
[01:01:48.680] なんですよ。4
[01:01:50.799] 日までにさ、ま、毎日少なからずちょっと配信数時間、数時間
[01:01:58.720] これさ、クリアできると思うか?
[01:02:01.240] ドラクエ2まで無理。
[01:02:03.079] ギリギ
[01:02:04.240] ギリ。え、これギリっていうのは2まで?
[01:02:07.000] 2までがギリ。
[01:02:08.079] いや、もうこれクリアしたいねんなかと言ってなんか適当にやりたくないんだよね。ちゃんと楽しみながらやりたい。でも
[01:02:25.400] どのくらいやるかによる。
[01:02:26.839] ま、そままそうなんだけどね。ま、そうなんだけどね。
[01:02:29.440] まで急いで80
[01:02:30.640] ってところじゃないか。うちはそんなに時間かからないと思う。
[01:02:34.839] 80
[01:02:35.480] 時間かかんの?え、そんなにボリュームあんの?これ。ただ夜は寝たい。もう、もう、同しやるとかやだ。もう、予通しやるとかやだ。
[01:02:51.279] きましたね。
[01:02:52.319] もう人は8
[01:02:53.119] 時間寝なきゃだめ。やってないけど増えたって。ま、やることはかなり増えてはいるだろうね。多分ね。
[01:03:04.359] メだよ。出るあるじゃん。あれバス。
[01:03:07.520] ああ、ま、2
[01:03:08.480] とかは出してもいいかも。てか今も出してるけどね。
[01:03:11.440] やっぱ寝たいね。8
[01:03:12.839] 時間はね。もう肌の調子がよ。鼻が油でテカテカじゃん。もうカサカサだったんだから。
[01:03:20.880] もうなんかさ、まずね、手のひがめっちゃ綺麗になったんだよね。あの配信やめたら意味わからねえだろ。配信やめたら手のひが綺麗になんの。
[01:03:33.079] 笑笑。
[01:03:34.079] あの、睡眠不足で、あともう水分とかも全然俺配信中取ってなかったじゃん。の美、もうなんかね、手の皮ボロったのよ。
[01:03:45.480] 1日8
[01:03:46.039] 時間寝るようになったらもう手の川が
[01:03:49.279] いや、マジでね。配信ってこん悪やで。
[01:03:54.279] やりながら言うのもあれだけど配信って本当体に毒だよ。てそったんか。笑
[01:04:04.520] ま、俺の配信が良くなかったけどね。だって毎日じゃないけど
[01:04:09.440] 2日に一ぺん
[01:04:11.520] 10時から2
[01:04:12.319] 時まで配信やってその後さ寝てさ、ま、
[01:04:16.359] 3時とかに寝てさ、7
[01:04:18.200] 時には起きて仕事行くんだよ。ホやで。
[01:04:22.200] そりゃ体壊れるって。私の名はロト私の地
[01:04:27.319] と意思を受け継ぐものよ。ラダトームから
[01:04:29.640] 見える間の島に渡るには3つのものが必要
[01:04:31.880] だった。
[01:04:34.240] これ3のあれだよな。3の主人公ってこと
[01:04:36.920] だよな。これ言ってんのかな。私はそれら
[01:04:39.799] を集めマシに渡り大魔王を倒した。
[01:04:43.640] そして今その3つの神秘も3人の賢者に
[01:04:46.799] 託す。彼らの自孫がこれをま
[01:04:50.079] ちゃまさんいつも深夜までやって朝仕事行っていいすごいなって。
[01:04:54.799] うん。もうドン引きやであれね。あとやっぱあれやると脳みそもやられちゃっても喋れない配信中もなんかもうさ、ずっとイライラしてたしなんかね喋れないしみたいな。あよかんでみんな寝ろ。みんな寝ようね。
[01:05:16.760] 今日本当12時で終わりにするからね。
[01:05:18.839] 12
[01:05:19.160] 時までやって明日また朝早く起きてちょっと家のこととか色々好きなことやってからまた午後とかに配信つけるわ。え、再びの島に悪が呼びった時それらは戦うの
[01:05:31.400] 1が67時間2が3540
[01:05:34.480] 時間かかるかやっぱ
[01:05:37.240] 2ってそんなかかるか。え、
[01:05:40.880] 3
[01:05:41.079] 人の勇者は賢者はこの地のどかでそなたが来るのを待っていることだろう。
[01:05:45.359] 危険なチリーとそのに勇者の力の秘密を教えてあげよう。
[01:05:48.799] やってくれるだけでありがたい。
[01:05:51.440] いいね。あ、いいね。やっぱそういう見る側もそういう感じで見てほしい。そう。どっちがあの立場上とかないからな。お客さんは神様でもないし。そうなんかもそういうだからお互いにね。やってくれてありがとう。
[01:06:12.000] そういうあったかい感じでやってこうと。
[01:06:16.559] いやね、お前は本当なんかま、つけなきゃ
[01:06:20.240] つけなきゃみたいな。いや、感じさんだよ
[01:06:22.440] 。あれは良くないな。お待て。勇者の力を
[01:06:26.440] 受け継ぐのは俺たちだ。
[01:06:38.440] おお、これこそ勇者の墓。そして勇者のそ
[01:06:40.880] が残した言葉だ。何々?
[01:06:44.599] どんなに闇が兄弟でも押せるんだ。光を
[01:06:46.920] 信じて進め。勇者勇気こそが勇者の力なの
[01:06:50.440] だ。
[01:06:56.200] 何勇?それだけですか?
[01:07:00.119] もっとなんか書いてないの?電説の件の
[01:07:01.599] ある場所とか最強の魔法の覚えと休みだ。
[01:07:04.599] ふざけるなって言えたのは77に向かって
[01:07:08.000] だけよね。ああ、でもやっぱあの人も
[01:07:11.520] ちゃんと寝てるからね。やっぱり寝るのっ
[01:07:14.000] て大事なんだよな。
[01:07:23.960] ロトの言葉は本当だよ。僕たちがここまで
[01:07:26.160] たどり着けたのは勇気を振り絞ったおかげ
[01:07:28.000] じゃないか。ま、ちょっとだけずるもした
[01:07:30.000] けどさ。
[01:07:35.160] 見苦しい真似をしてすまなかった。どうし
[01:07:36.839] ても勇者の力が欲しかったんだ。私たちの
[01:07:39.960] 故郷の村は魔物にこれを打たせてしまった
[01:07:42.000] の。敵を打ちたくてここに来たんだけど。
[01:07:44.480] へえ。あれ何だっけ?メルキドか。あ、
[01:07:47.640] メルキドだっけ?なんか滅ぼされた街あっ
[01:07:50.720] たよな。
[01:07:52.640] 私らみたいな凡人が勇者になろうなんて
[01:07:54.440] 無理だったのよ。もう諦めて帰りましょう
[01:07:56.119] 。だけこのままじゃ世界は魔物たちに支配
[01:07:58.920] されてしまう。誰かが立ち向かなきゃ。
[01:08:01.039] かつて勇者のとかそうしてよ。
[01:08:04.279] まあ配信伸びたら雇われからの脱出装置になりるのも事実だけど無理した元の子もないから。
[01:08:11.119] まあでもさ、それって相当難しいと思うんだよね。ていうかなんかそれになる人って配信をそれになろうと思ってやってないと思うんだよ。なんかそれなんか難しいんだけどなんつうのかな。
[01:08:30.279] いや、もちろんね、すごい頭いい人はさ、
[01:08:32.960] ブランディングとかなんかそう色々あって
[01:08:35.359] 、ちゃんとそこ目指してやってく人も中に
[01:08:37.239] はいるんだろうけど、
[01:08:40.159] やっぱなんかね、そこをね、大し頭ももう
[01:08:43.480] 良くない俺みたいな人間がやっちゃうと
[01:08:45.759] もう、もうきついだけだから。
[01:08:49.440] え、チマはコケに覆われた石板を散らた。
[01:08:51.600] なんとコケの下に文字が書かれてるのを
[01:08:53.159] 見つけた。
[01:08:55.239] 私の血と意思を受け継ぐのや。光の玉は闇
[01:08:58.359] を払い、魔物を封じる力を秘めた秘評だ。
[01:09:01.520] 私はこれをラザト王に預けた。王の地存と
[01:09:04.239] 力を合わせて未来に伝えていってもらい
[01:09:06.319] たい。毎日光の玉が失われば世は再び闇と
[01:09:10.440] 魔物に襲われるだろう。くれぐれも大切に
[01:09:12.600] 守るんだ。
[01:09:20.759] 目的一覧どこでマグロて叫んでる
[01:09:24.120] よう邪魔だ。懐かしい
[01:09:26.319] 配信で食べていこうって方なら
[01:09:28.920] マグロな何だっけ?それマグロとなんだっけな覚えてない。もうなんか配信で擦すってたら全部忘れたわ。なんかなんなんだっけそれ?なんだっけそれ?忘れた。なんかマグロとかなんか
[01:09:43.679] 懐かしい懐かしい。言ってたらアホみたいにな。配信で食べていこうって買方のいいんだけど。
[01:09:53.159] まだね、もう配信で食べてこうなんて考え
[01:09:57.520] てないっすよ。
[01:10:00.560] 可愛いな、こいつ。このポーズスリラー
[01:10:02.880] みたい。
[01:10:09.960] でもな、結構今やりたいゲーム色々あるん
[01:10:12.080] だよな。
[01:10:15.040] なんか前はもうさ、配信
[01:10:18.480] つけるだけがもう目的になったてゲーム
[01:10:21.480] できなかったもんね。
[01:10:22.280] 何やるかすげえ悩んでたけどなんだっていいねんな。やりたいやつ見えなくなっちゃうんだよね。やってるとね。
[01:10:38.520] 目的一覧更新されたんすたけどどうやって見るの?目的一覧ってどうどうやって見るんすか?あ、あった。ロトの導きの声を集めましょう。導きのいやいやいや。あ、これか。プラスか。いいや。
[01:10:51.080] え、なんされてないや。導きの声の情報を
[01:10:54.239] 集めよう。なんやね、あと俺毒ってるな。
[01:11:00.120] 毒消しそうはありましたか?わ、スタミナ
[01:11:03.719] の種とかあるやん。これ仲間いねえから
[01:11:07.440] 毒消しそうねえし。いや、毒消しそうない
[01:11:10.840] んかい、これ。死ぬやん。大丈夫かな、
[01:11:12.960] これ?
[01:11:15.199] これさ、種とかそう、仲間いないからもう
[01:11:17.199] 俺が全部食っちゃっていいよね。食う。
[01:11:20.199] 体力がった。
[01:11:23.080] 身の守りが下がってるし。なんかこれ体力
[01:11:25.480] とさ、MPって何が違うんだっけ?なんか
[01:11:27.880] あったよな。忘れちゃったな。
[01:11:36.239] 強さってどうやって見るの?作戦か。
[01:11:40.360] このさ、なんかさ、み、体力とさ、HP
[01:11:43.400] ってどういう風何なんだっけ?体力って何
[01:11:45.520] なんだっけ?体力って何のあれな?なんか
[01:11:48.800] めっちゃ死にそうし。
[01:11:52.920] これさ、毒消、毒消しそうないとやばいな、これ。
[01:11:56.800] 体力の倍がハプ。
[01:11:58.400] あ、体力の倍が
[01:12:00.040] HP
[01:12:00.480] なんだ。じゃあこのゲームには命の機みてのないんだ。
[01:12:07.560] HPを伸ばすての台が。
[01:12:09.960] ええ、そうなんだ。
[01:12:14.040] じゃあ別に最初からいらなくない?その生スなんかその最初から
[01:12:19.320] HPとMP
[01:12:20.320] があればいいと思うんだけど、そのなんか体力わざわざ半分にして別のスペレーターにする必要あったのか。毒ぜなと別枠でその分伸びる。
[01:12:31.159] あ、そうなの。
[01:12:40.400] え、ちょっとこれ毒消しそうなと
[01:12:52.880] なんか別にあれだな。なんかあの
[01:12:56.080] 半年ぶりに配信つけたけど
[01:12:58.920] あ、別にそんな変わんないね。
[01:13:03.520] 別に別にもういつも通りだね。なんか
[01:13:07.639] コメントするやつも一緒だし。いや、別にいいだ。別にいいんだ。別にえねんで。別に別にええんだけど。いや、まあまあまあやっぱま、やっぱこうこうがやっぱ
[01:13:18.920] 1
[01:13:19.040] 番ええわな。なんか別になんかそのちゃげさんこんばんは。
[01:13:23.000] わかったよ。
[01:13:23.600] いや、なんかその別に変なく
[01:13:27.880] 変なそう。変に
[01:13:30.560] 変になんかモテ生やされるよりは全然いいわ。まあでもめっちゃ今日サブギフもらえたからまた半年ぐらい休もうかな。半年に
[01:13:41.400] 1回こんだけサブヒもらえんだったかな。
[01:13:50.239] えー、これ1回戻るのかな?白戻った方が
[01:13:54.199] いいのかな?ルーラって覚えてないんだっ
[01:13:55.679] け?
[01:13:58.880] 覚えてねえんだ
[01:14:01.000] ね。
[01:14:01.520] さ、砂煙待って。えっと、道具ね。これさ、巻き物って使った方がいいの?これなんかさ、仲間いないんだったら
[01:14:12.360] サブスク安くなるタイミングで復活。
[01:14:15.480] いいね、いいね。サブスクの割引きが来たタイミングで。あ、レオル、こんばんは。お疲れ。
[01:14:22.480] 久しぶりじゃん。元気だったか?ギラとかやめろよ。
[01:14:32.000] バンバン使って
[01:14:33.679] いいんだよね。使っちゃってね。覚えられる個数になんか制限があるとかじゃないよね。別にね。いいんだよね。えー、砂
[01:14:48.000] ディスコにサブすぐ割引き間チャットとかできる。インドの風俗どうだった?
[01:14:54.600] 言ってねえよ。インドの風俗行ってない。
[01:14:59.199] 風俗とかあんのかゲームのためにキック行きそうな勢いっちなゲームやる時だけはもう
[01:15:09.159] キックやろうかな。
[01:15:10.960] 食らうかせまやっぱエッチなゲームやりてえな。ここで俺が言ってるエッチなゲームっていうのは、え、俗に言うエロゲじゃないねんね。エロゲじゃないねん。
[01:15:28.520] なんかちょっとエッチなゲームかかるから。なんかエロゲいっぱいあるやん。なんかもうがっつりもうがっつりエロい。もうそう。もう
[01:15:37.840] 10そう15
